7472,224,3025,5580,6833,3609,2575,4074,5567,1372,2371,8796,915,8097,5865,6359,3367,3971,8562,3040,2334,6050,4608,2570,7847,1817,643,5569,6733,4984,5785,2341,2971,7585,285,1490
2179,2048,3953,2035,2939,2482,5349,3184,8758,5178,2893,5928,6725,8401,2054,1063,6831,6024,8886,8503,5569,9005,5585,5976,5279,2336,6939,3584,644,1367,6065,8744,4964,3185,7325,7289
828,7448,6091,8436,3316,3232,640,5247,7897,3029,3601,5753,1582,5558,3184,2452,7454,7708,7193,2172,2576,2056,2371,3308,1091,2205,7255,5390,1825,5835,4274,8541,9026,5266,5974,2334
6834,3938,1308,5166,3778,5199,812,196,3998,3531,4962,2894,2612,3095,3025,2256,4539,4134,280,2899,3308,15,6018,5976,5973,6970,2136,2520,1785,3865,2338,6916,3029,2371,3205,5182
8766,6725,3950,2371,2364,2886,5567,3966,5119,4157,1779,3406,5202,3999,2334,7437,1873,3682,134,984,7671,3564,5734,215,1410,4389,1389,1431,1927,5766,507,8762,3318,3811,1380,2159
5237,674,4061,6062,5228,4577,3604,877,8796,560,5973,4578,6186,7454,4006,2338,2047,9038,4162,1391,3878,5898,1880,3019,4631,8399,1779,933,507,1084,8950,6461,8395,1085,5271,789
7898,2336,5573,8796,6146,5876,8521,2447,4182,6339,2410,1977,293,80,2159,6022,612,5804,1387,5787,1773,3963,5195,5753,4545,3231,8545,864,8496,7161,2334,3998,7146,4134,2331,3589
138,1567,1769,1777,1977,8941,7010,4312,230,2016,1878,1252,7674,4284,5560,7898,2057,1108,3490,2173,3529,5973,785,1787,5266,1918,4256,1783,5728,2894,484,6518,968,7551,6091,5559
2131,4170,134,4527,1641,1488,1972,3292,1976,4631,8763,7709,7615,8880,1787,8657,1737,3945,2477,700,6652,1945,674,6725,7094,5712,8418,2364,2981,2056,6092,3410,6891,3999,919,2892
6909,8881,2893,8395,1425,3430,1417,1880,4413,3950,5074,1264,5556,5220,3056,3147,5138,2185,3449,2056,8766,9005,2973,3025,4523,4561,7408,8866,7186,298,563,5205,5242,3930,268,3920
2610,6010,2979,4155,3184,5822,5804,4388,2782,3037,6070,950,3863,3027,2173,7091,5573,8405,4001,5557,5757,1866,5229,3900,8710,3841,5097,1822,1038,4346,7352,2056,3372,4042,3025,4025
2636,3430,3360,1809,2576,4402,6055,675,2343,3283,6812,1024,216,4561,4210,1620,1564,1212,1126,7213,1007,5753,5569,5183,303,1976,8209,5585,2205,2159,2882,6722,2369,2886,3981,5113
4042,6335,8095,7443,1787,8418,5753,3025,7372,2056,6716,4528,7354,6339,779,3864,134,1251,7751,292,3828,985,5204,1779,8408,831,4105,4631,4385,1515,1788,7185,7472,5755,2371,661
7709,8669,4962,233,5749,6725,4545,9008,251,2564,796,2575,1807,3420,1301,5921,6656,4520,893,8886,5418,6909,8766,794,5822,3482,6189,4161,1001,2177,1000,5127,6757,5242,2180,3685
4154,860,3057,2336,3161,1380,288,578,8634,6091,1550,7423,2576,6057,4143,2063,5754,7075,2173,695,1866,6648,5127,7544,1487,7324,30,4554,1926,8996,3525,3871,5174,8736,8859,3433
578,3869,8419,2897,5250,1800,7697,2334,1879,8230,5739,5160,4799,4177,4964,5209,4823,5795,1486,7362,4770,5073,8315,1080,5012,2550,5753,7819,8744,2207,2120,4987,4631,5976,6725,2149
8294,1976,1042,3238,6008,3287,8078,283,2214,1495,5176,1623,2575,4155,1508,2882,1743,1825,4605,2359,4302,6651,874,1972,6849,8667,2985,3406,575,612,7481,7556,6805,2549,3762,7551
2755,4389,7129,5172,7185,7899,2205,1182,670,3838,5253,7094,6522,2172,7167,3863,2878,5559,2151,4545,1862,1077,1568,4566,5976,6173,6656,3289,3094,2252,3422,2051,7712,1991,8793,8941
4631,8880,2214,869,3843,8779,872,1977,3177,7720,4352,2152,2885,3838,1886,5398,2151,1582,1524,7897,3274,5976,1072,7370,6725,1417,3999,219,2039,2062,1123,2253,7432,4528,5229,6374
1490,6645,1822,7842,3920,1879,5773,2151,6202,2755,6018,5098,612,134,2047,1878,1579,5319,2288,8941,5091,29,5765,5174,663,6092,1276,5769,8519,1005,169,6950,1876,939,2338,8447
3878,8079,1822,94,1472,1824,1877,208,4576,6055,1398,7556,3030,2644,5728,5174,1130,5160,4014,8395,5096,1769,946,2172,1976,6278,6627,251,2481,1772,2473,2922,3991,8225,478,8639
5585,1393,4801,1564,5210,1944,261,8941,5727,1587,3648,1438,1429,3286,5235,2159,4262,2587,2369,1126,6815,5074,20,1041,1406,6280,4294,1940,5266,3412,308,6043,6800,891,1268,6639
2636,3172,3863,7551,982,6640,314,5898,9012,5371,289,605,220,7400,2198,3406,7278,6521,7310,3087,4962,5795,5920,7144,1673,8885,3339,2231,1809,8988,2364,2336,7169,8915,2941,3864
2722,3185,5982,7338,57,258,6662,4884,3873,1450,732,5166,3913,825,8654,8447,5242,2973,1579,3562,1977,2371,7556,1866,3238,3014,3257,1202,251,7469,3184,3969,3073,4297,3589,5734
1930,5625,3460,7220,1499,1199,2875,647,7324,7263,6974,5976,3957,1094,5559,1560,3594,3010,1878,7443,5247,8399,5734,1769,5390,5209,4388,1787,8542,3909,2035,8170,8880,8051,7455,3247
2546,1522,775,4962,4385,846,1610,8637,1972,2062,5804,5878,2913,2687,3628,6633,2604,8233,3025,1930,5764,5195,3828,7556,1444,6503,2172,2205,1310,8470,8414,2338,4134,6140,1669,6922
3504,1787,929,8490,4631,5255,3403,3867,7372,5109,5229,6914,287,3479,5587,7678,8541,2371,2177,1621,5976,4134,4562,2338,5130,3037,4284,4548,3379,5204,3052,3869,1600,3950,7712,2341
6633,7115,4974,5166,1899,4091,733,6766,36,2359,5221,3822,2171,3838,8504,2172,2061,8545,7473,841,8475,1879,2315,4038,4159,949,2334,1769,5567,2371,6725,3905,4612,5569,251,671
3971,3920,977,7466,3938,2056,7248,2062,1577,6640,3184,513,4284,5389,8901,1355,4544,1261,5764,1086,1809,6054,5069,5096,5568,5781,5822,3966,7289,7131,5075,3029,2047,1769,4162,8546
7711,6174,3385,6008,2220,5598,4132,3826,5804,1020,1877,4554,1506,1866,6725,820,7443,827,4978,2172,1787,5194,854,1109,134,5140,5073,8541,2173,8459,2981,1923,893,5601,292,2151
5057,776,5728,134,1825,9052,8877,1033,1264,1299,1779,9087,3838,7284,3422,7197,1977,2371,5595,4813,6201,2384,2051,7310,3944,1267,5566,8056,3014,1808,1384,2159,2893,2338,3182,5573
3542,8176,2371,6018,1419,3116,1877,2334,5088,1779,663,1777,1642,3918,8940,5795,2172,5224,6024,2173,5567,1355,6091,5556,3406,2622,1321,3550,2176,7289,251,1719,1111,3258,3967,1011
2369,1299,5162,2897,4147,2926,6801,5560,1825,277,637,7508,5734,733,7609,2781,3704,2359,9005,5736,4962,8941,2889,8755,3853,1930,3334,507,2981,3201,5688,317,3308,3989,1984,3589
1824,2047,7479,3315,294,5137,193,3204,309,6024,860,7579,8887,282,6641,5556,2171,3211,2576,4168,2549,3823,3010,6725,3131,219,6385,2051,5250,5604,2951,639,5566,5127,2205,2151
3184,1225,4550,4631,3296,6014,7312,2359,1785,3185,1126,5567,2416,8796,3406,43,3867,854,4987,1921,2975,2371,6294,5245,2438,3885,1064,2369,6046,1924,1268,1822,1095,3037,2055,5822
3296,5126,5976,5228,2369,7473,1882,134,3827,2762,596,2901,4150,6845,4105,1236,3024,4716,5166,521,3863,2332,2539,5804,1027,5189,3257,2359,1010,6725,2047,1866,3025,2056,2526,1407
811,1527,3029,6652,5732,2971,3950,3513,5173,7552,928,1746,6974,3073,1882,5804,3025,4177,2356,2882,1429,8393,3809,3999,4631,6188,8051,1020,4349,7714,4625,5067,3227,574,7309,283
6342,2205,3268,86,5239,6765,3482,1272,3029,1779,3026,3749,29,8886,7164,7765,2961,7714,6091,957,1873,4631,6941,3294,642,7127,7035,1273,3456,6001,2889,915,3184,1588,8829,3969
659,3029,3963,5210,3014,4286,1800,2965,590,1573,5156,9082,3489,8051,5606,307,5229,4942,9008,4703,3920,805,939,2543,3456,6197,6146,1305,3773,6145,5262,8652,1886,4385,2099,5569
3878,1126,4970,4517,8757,5977,4863,2159,5556,6909,3208,543,1350,7369,507,2173,1976,5585,8040,6079,4964,6633,1825,3022,5568,1307,958,5734,5174,1779,1675,3841,5242,1124,7136,3238
8634,3637,6151,3184,2047,3413,4388,965,5786,3029,2062,1976,589,6294,3857,7678,6718,8796,5097,1298,6633,3194,637,6877,563,1880,5804,266,1526,1157,3246,2507,1007,507,3984,8106
3013,9001,5102,6650,6954,5982,2051,2056,3662,4558,4169,6612,285,2763,874,5569,5560,6096,1739,1305,2924,7214,2172,3940,5185,1434,1930,3865,2893,3308,5559,1530,2016,3205,5229,8761
4965,3890,4545,8796,1976,220,5087,8235,3847,5759,5764,8045,1223,1971,4575,5611,4385,4349,1257,922,2784,3659,3447,4155,7464,507,314,8418,6008,8687,2063,5604,949,5976,6202,4282
6889,7709,927,7474,5600,7216,750,2450,2027,7384,5770,2056,5604,3925,6334,1317,4545,5239,271,1175,3029,965,2371,3447,5772,3126,3094,8749,2765,6629,4551,3294,2534,3026,5938,6725
1777,3538,5763,5558,4388,1179,1866,6191,6501,1779,2811,4176,7428,8232,5102,2062,2177,249,9005,5569,4850,2950,4542,4161,1477,2472,3406,7634,5556,6725,7465,7714,1800,1224,1530,2804
5266,2177,5173,1919,2334,7129,1558,5443,8232,1873,5567,3238,1043,3892,5560,5559,2688,6725,7135,3886,5804,507,8883,6186,7741,1976,5976,5734,8084,2677,5603,2051,8089,3271,7858,7897
4143,1524,4370,2151,5390,261,32,1787,2657,2534,2334,8432,8127,6842,134,2056,6280,3208,4163,1886,8626,1122,2900,3089,2051,823,4560,2159,3009,6091,5097,6801,617,5177,2364,1429
2056,6498,2907,5730,6510,8543,230,8796,5569,978,839,8885,3915,251,5560,3923,9052,7660,2205,3951,1787,3592,1050,4556,1168,4134,336,6291,2961,4388,1971,7956,2894,3847,464,2217
5749,5804,392,6186,1517,5976,3778,2335,3029,1883,2975,3841,2047,4413,7697,7400,1785,5215,7159,2151,3403,5276,3185,8750,2748,6091,1779,2948,5178,2890,1882,3073,4964,3865,3832,2537
5576,3010,1989,2014,1900,134,4563,7374,2334,6795,2410,5790,1281,3289,5221,3206,7462,6345,4545,2359,1972,2897,8191,3072,7444,5229,3967,2878,2364,579,3594,7956,2371,953,671,4412
606,3052,1170,2793,3991,4388,4037,7125,1779,1825,8048,2364,1785,5140,3506,7668,5712,1976,1618,6703,3462,3850,5734,7230,3420,5325,3024,2062,3016,8546,6342,4157,3974,5198,7709,2159
2915,6928,7850,5190,8289,28,3244,4962,2104,845,2545,2981,2062,5688,7164,3108,2205,1926,2346,1096,2537,5595,2976,796,6018,3910,6530,1623,4975,8637,2371,8487,8399,30,6014,2377
3886,251,5567,7751,832,8546,5299,2048,8880,5766,4725,574,1237,6091,1527,5967,5194,8886,2237,3029,3759,1344,8455,4077,5822,6817,7880,3243,3909,1787,6804,2975,1878,1187,2919,2941
1064,2175,4037,3013,2477,6091,26,4374,4006,6027,1921,3422,1436,2774,6331,2051,6633,1559,1972,1386,841,9079,3029,3920,596,2172,3838,3818,4201,1976,7439,3132,776,1051,1787,778
3013,2755,42,2901,4591,4143,4084,2172,6375,8494,294,4545,1410,1801,4584,5115,2822,6036,1863,1421,1126,3422,5088,7240,5770,3413,2797,6054,3682,7898,280,1886,2971,5799,6647,4137
8923,1977,2971,3306,233,2159,6026,3742,4545,7435,8579,3124,4155,3076,2061,21,1126,1092,6091,5763,134,4937,5215,7606,5141,3268,1186,2755,5804,7551,2981,1976,338,6280,3838,8769
7276,1237,3769,2878,1977,2172,2549,5976,5569,7879,5173,3007,6633,7443,3963,2151,1878,3950,1485,2961,1420,4904,4679,2919,6278,825,1021,5234,2364,6186,1989,8449,1976,3841,3187,7185
2533,5766,7840,3991,8395,6337,3294,2371,1042,4112,2413,8886,3037,4561,8416,2488,3691,2062,2584,5118,4551,6043,1372,427,3246,2460,5976,2364,5139,8759,1024,4053,2145,6342,1576,1787
7345,2371,3416,7300,2921,8285,5565,3381,5734,4545,2151,2537,4744,3963,5892,3283,4056,7184,4564,8567,1769,2159,4385,1880,2205,4388,2755,2369,3890,3747,1075,3233,2062,733,965,927
3062,990,5712,3941,6294,1123,5210,1448,1993,4002,3409,7997,4881,6725,3803,5077,42,1809,7708,2214,6015,1564,645,217,2173,1028,2408,2915,5138,5753,6954,3447,6970,2329,5161,773
808,8414,5160,5173,3704,668,1976,1798,1769,4532,8654,8545,2179,4218,5982,1875,5902,1417,6341,1249,777,251,3313,5247,4949,6294,6334,8048,1279,4002,4205,8651,5804,6137,9007,6045
8129,8540,8821,8796,4584,7889,1858,4579,2369,1777,4545,1073,2453,5156,6294,6641,7488,2173,654,1370,7289,6148,5857,2049,2758,4965,8757,580,1567,1397,2408,3413,251,5753,4559,4177
6166,8761,6046,8941,1532,2051,844,1972,5228,5976,5141,2172,1977,7522,4413,1862,3915,2334,1610,1878,5804,6202,2788,1883,8395,5247,1640,2179,5140,4154,2899,655,1811,6457,1886,8796
2159,1045,7664,8541,5176,2897,4631,1800,7230,7851,2893,826,2047,1787,1879,4726,5228,1499,6029,2644,1769,2205,2364,3750,7443,8546,507,3659,1225,5178,1822,1989,3107,4605,7819,3314
7585,1921,4001,5194,6376,7226,507,5736,1085,1143,3184,6807,3873,4817,5976,4280,2364,1957,7508,8824,3403,8224,1031,1472,2035,809,3685,3892,5753,4542,1985,5156,1977,6650,2539,1787
617,35,550,8521,6434,871,5218,621,2062,1574,7487,2215,5556,2159,176,8541,1824,4676,3651,506,5136,5025,5804,7362,7312,3646,601,7482,3025,2140,2334,2051,6202,5183,6080,4303
7691,8420,6469,2172,3312,219,794,3886,3865,3366,2464,2549,2364,6492,1650,4281,2878,996,1567,3057,6090,2998,4154,3920,406,8744,4169,1346,1364,4175,3421,3232,1809,4346,1477,7396
4739,6197,1381,2755,2173,1989,2062,5558,6336,6206,1779,6640,6331,4964,1856,1926,6144,1564,2901,3560,5092,5573,3575,5360,1252,2159,1787,5373,7454,3422,3316,294,4521,1141,2214,4153
4611,5753,5566,6018,3296,3919,8487,3724,2685,3749,6939,6491,5925,5603,8491,8168,4575,3172,6502,4962,2899,2612,6096,1779,1257,6725,3050,4153,2574,8211,5170,3648,8408,2145,2159,223
5745,6605,611,2477,3114,17,3956,8316,668,1076,919,2151,581,8796,1261,7200,8490,1425,2898,5795,4053,4165,4962,3918,6283,6018,7129,2513,1429,2051,4982,5921,7459,2882,2371,4155
1492,1564,4539,3447,7616,6929,3315,2018,3250,1098,3406,1391,5140,2888,7131,401,5560,2964,3525,2058,8159,611,5254,1035,3201,5208,1063,7263,8881,507,5183,3967,5215,2734,939,2488
5569,283,2334,9005,6034,1355,6294,640,6275,778,6197,1110,4177,1261,6346,8395,832,7746,7678,6057,22,251,4287,7668,134,2338,5804,3575,3863,2539,2063,1881,8783,1989,1091,3014
1603,6649,4159,8546,2205,8758,1447,1509,7269,1158,5769,5712,7851,5566,7094,1053,5266,2965,1493,7437,8409,8796,4006,1547,2338,5168,4031,1100,5870,3867,996,2152,5170,1556,7091,1779
7141,265,3436,2056,2899,8171,8883,4157,2466,4407,5559,4042,4177,2172,5976,8548,4962,4416,8418,5556,3185,8637,2159,1880,2226,3246,6347,8630,63,6634,1184,2173,2481,1551,3026,6934
3242,5560,5222,1374,5592,5573,2369,6031,577,1297,3838,2085,6649,7612,305,2971,2599,5770,3912,507,8633,8080,510,637,5228,251,480,1302,3717,5198,1051,1972,6785,5745,15,8152
1880,2549,5069,5566,5569,6018,1947,3155,5206,2338,7837,164,2576,6889,6312,1591,3029,2973,3601,2896,6725,5243,8705,2922,3372,2532,1126,6070,4172,6034,996,2958,654,3420,2172,2061
5210,2061,6768,5739,2369,2173,8429,5566,3967,2572,5238,6935,507,1032,1977,1827,6988,8757,5610,5205,5600,3999,1018,1787,486,3118,8317,3459,963,7230,6338,2051,4578,3164,1236,2056
3412,5809,1033,6024,8859,5230,2531,2924,855,6294,6191,858,7171,12,2172,849,98,8947,4001,1941,1015,8780,4545,5173,4109,2371,266,3963,971,3883,7329,6293,1800,261,6016,3029
600,4631,1878,223,7480,1779,5565,2173,7833,159,6633,5786,5728,4157,2364,975,3189,7709,1564,2536,6882,5114,78,5976,5141,1769,6891,2341,2334,7138,3514,8657,5156,2936,8742,1777
3308,964,3863,4239,5261,5560,3437,5982,8877,827,1931,3967,8961,864,2338,5887,3748,1125,2341,481,5976,7436,8048,6499,5019,5831,3869,3422,7591,60,1878,7750,2051,4218,1391,8106
2182,5266,1021,1779,7177,2364,1769,1015,4635,5238,3452,4351,3616,7678,5859,3686,6547,2055,6371,783,2576,5138,1862,6645,4834,5073,8197,5113,5567,1558,1298,291,5102,921,2052,782
2172,3412,1779,8168,6395,7234,5586,1020,767,4413,3749,5734,4573,2056,1528,2051,1567,8626,962,2159,973,5560,5559,866,7400,674,777,7437,3863,1945,1877,2878,5230,7556,6968,329
4858,2369,5870,3942,734,8432,6047,6752,7345,1424,584,5975,7520,2893,1880,7603,3963,8433,2364,6261,7770,1285,4177,6725,2062,3406,6206,8097,1886,7126,2975,7481,5139,2246,2352,2371
3800,1289,1463,3714,8229,7364,6379,3947,7328,7887,60,6274,5764,1878,5114,8508,6093,4568,9009,4172,2338,5691,5233,7136,3308,5040,839,3083,2159,5573,921,8404,6062,2220,271,2346
2369,1779,134,639,4870,2214,1612,6725,4743,2550,7469,2346,1136,3838,4177,5822,5753,3184,8825,2177,2310,7206,664,3940,581,4388,3991,5559,1879,301,6047,7887,8246,9054,4962,1788
2652,6816,5221,2364,8545,2766,8654,823,3954,7870,8941,133,4025,4165,4388,1859,5383,2127,6645,1621,6054,219,8546,286,5215,8759,7990,2986,4050,2519,4778,3246,1218,7138,8998,1825
7819,6994,2700,6018,7126,1504,2359,4671,1102,2975,8093,5227,4412,5103,6725,5728,2369,6941,351,48,2056,6031,1878,570,3650,147,6022,816,1607,780,3025,4233,6372,5168,6819,6649
4982,7443,2145,8624,5734,5618,2028,3863,5064,8626,2172,3029,4105,5188,5973,2338,2300,7288,2911,2051,1082,134,8796,4390,6939,1032,3999,6549,2578,5199,6191,5683,5165,789,5785,2359
3878,4150,3767,2338,3933,1878,5242,1198,8546,151,4155,2051,2897,5174,4889,2334,1065,2938,43,5370,3071,6911,2550,1989,4175,1284,2535,6069,5825,5125,749,1283,3291,818,5214,6658
5175,4389,1976,3459,2893,18,5706,8657,5236,2522,2272,4552,1992,2173,1178,1779,8108,3734,649,8125,5905,2576,2371,1245,1734,667,2479,2643,1016,594,2949,5072,8504,5560,7568,8542
7901,1400,2369,3920,1300,6341,2411,3766,32,1878,7503,504,2939,3843,6647,4387,2352,5769,7561,84,2205,555,4035,1374,3122,2055,1777,7456,734,5204,3932,8629,5976,7432,3413,6205
5242,8087,2205,1800,6499,6205,871,4292,2217,8395,507,1198,7708,1809,6091,4388,2375,3184,7090,5753,1020,2208,2895,2371,3010,2901,5166,1445,924,2048,5096,6154,4155,5658,5266,6768
3014,1509,7332,1059,978,4631,3184,6725,5804,2563,5367,3025,2359,65,2364,3909,4056,1566,1507,3318,5835,3421,5585,251,1062,3010,6091,4584,5055,6034,8684,5730,1122,1779,1011,7463
1989,1507,4518,1984,542,6641,3757,7097,3923,259,8723,1779,3407,2386,5941,4155,3882,8856,3984,1722,6081,1879,999,2172,297,3730,6017,5739,1470,2965,828,507,1574,975,1565,7443
4060,1090,2350,781,6234,5266,3673,2371,1228,2534,7883,5390,7842,5771,6725,2051,4962,5190,3890,3029,3244,2338,4696,3358,1392,5815,2917,8646,3041,5822,1006,7135,4055,1878,5173,4631
4233,8641,1983,1207,1439,4631,4558,4619,1259,2364,3310,7855,5556,6007,4520,933,4008,1825,4838,5370,1285,7343,6725,2859,1218,921,8292,2159,5753,8877,3244,1094,1927,3443,3409,8991
2588,2172,2128,1048,2171,2151,1470,5559,2951,1251,3838,3311,3863,4605,6725,8748,8827,2376,2156,8228,5242,5236,2558,2349,1400,2539,3211,6827,4016,1930,3289,823,2063,5798,5566,5168
2897,6725,577,2644,3963,2063,1878,2890,860,6066,8395,2369,2955,6140,8758,4163,5712,5728,2055,2175,4528,2662,3129,5210,5097,1985,1951,231,5376,507,8881,3741,2952,6827,1056,1345
6212,4003,5228,6757,8657,2173,2922,5560,3563,1326,5745,268,2893,8941,6725,595,3864,6061,2016,4553,8796,1604,8222,2340,134,3407,5221,771,8515,1349,4631,8088,1514,5125,303,8395
2338,1069,5139,5753,3423,3231,3466,4542,789,5204,970,251,788,7323,8395,5973,4223,507,8546,1825,1644,2214,6934,8512,5221,1591,7126,3016,1779,1982,307,5725,4134,2173,8961,6636
7434,4155,512,2173,2364,3451,5174,5560,2438,2062,1417,773,2910,3836,1078,6640,8675,134,1528,542,5132,8874,3185,6605,2477,1055,6563,5293,8541,4404,584,791,1592,6939,3838,4001
