2364,4558,3406,788,6091,5973,33,8625,5804,3433,6694,2047,6576,6334,1972,6295,5070,2369,6725,7441,1930,5214,2824,6015,2410,235,869,1559,7185,1225,5165,5245,1862,5556,3650,1210,475,746,4631,5210,8395,1086,3025,2878,5585,3391,870,8762,2359,1879,705,251,6294,1779,3655,8546,2159,5898,8404,8236,1182,3294,4520,6330,5204,3926,1543,8080,2975,4388,1569,2371,1005,1645,3998,7488,4165,5558,6008,2484,4134,6034,3967,3026,7471,3043,1366,6085,1255,3917,4155,8827,635,7711,3878,1983,8940,5374,507,4724,6650,3991,8248,3845,2038,4807,1769,5734,5743,796,5173,1167,1588,2414,134,5139,7497,1812
3304,605,2371,2151,2971,5247,3420,3615,2408,6191,8796,5136,7093,5566,339,7882,1066,8219,3678,5253,7337,3525,2894,1594,2364,809,1399,5712,7182,569,5242,3878,3308,3828,2912,5190,5176,8708,5569,2171,5115,1019,4044,4388,3283,1866,5556,4960,3196,5168,1229,1924,4964,1879,3950,5585,2816,2056,7372,7556,3971,7956,1878,18,2173,1591,5897,1977,2811,1622,8099,4385,5077,6346,2755,7609,2429,1254,2981,5559,2515,5977,8418,7465,6137,7708,3867,950,2598,5232,844,5818,6650,292,4631,3760,1710,4525,219,2952,4143,7094,5171,816,2057,1881,4807,2051,2375,32,1077,7770,8520,3010,7214,5166,8274,2922
8097,3014,1159,1976,5559,1935,2364,2012,243,7161,3865,5898,134,1281,6339,5744,8776,2878,8942,1015,521,1029,6008,6650,251,5556,1524,4578,1469,5573,644,8430,3406,4124,2563,5816,8412,1788,6725,3029,1769,635,5785,6373,3411,3838,5764,8761,5178,829,2371,6294,8961,2181,825,6054,7878,8400,5067,7867,1113,1251,893,7135,2053,1821,5941,2375,5140,5804,3310,6201,965,2359,1182,943,954,1989,1787,6819,3898,6907,4520,8941,926,1567,5266,2338,2173,4962,6140,3184,5724,2159,1559,6351,3050,6480,2975,2068,5560,4143,1073,1252,8395,1861,4542,3026,1836,1883,5590,3335,6091,2488,1528,930,2459,2056
2897,2924,3883,4413,7281,1486,2755,1235,4605,5804,1531,1020,4150,2562,916,8654,2047,6295,3790,1559,4388,2576,6499,5069,18,5194,272,6656,8567,6725,8991,5753,5973,5182,8968,1880,1732,1879,4291,6206,6152,1522,153,5586,3599,1921,3970,1769,5745,454,6712,3406,2171,3495,5977,8657,7441,1499,5162,3449,2939,6070,3025,4964,2346,4164,1377,1926,3910,6160,7263,6282,3103,398,5073,1318,1867,4650,3165,2826,822,4109,853,1609,3478,8316,7258,2356,8757,3738,1041,6650,4412,8961,8190,2427,6830,8156,507,1177,2461,6605,7332,6188,3257,8412,3713,1807,3447,2364,6943,2338,4523,3294,3589,9007,2052,2343
1486,1445,2644,3869,5898,8501,2901,1160,5141,927,6725,4962,4413,1022,1926,4159,3963,4061,7344,1367,8425,27,2172,7944,5194,639,5242,3786,3731,5198,5786,2334,2886,6691,7448,1296,4934,2371,1519,6773,8048,8447,5739,1881,2464,2047,6385,5238,8412,1989,942,7890,2496,2981,8487,8496,575,6347,1673,5573,7897,6972,1977,2941,1298,1020,733,1061,2919,4578,6645,6382,5046,7273,4165,7368,6018,7345,2369,971,5178,1366,3998,389,3938,5346,6488,6944,3480,1167,2173,5559,5569,5558,2375,5184,3511,5266,973,1921,251,2945,4335,3749,1834,7770,1980,6091,6004,6658,2571,1517,6454,1024,5491,2151,1198,1959
7091,8403,6202,7879,593,6395,4807,2172,2919,1785,5228,2062,4328,1110,5772,1361,2392,4973,4236,7006,388,569,1972,5199,1554,1039,7708,299,874,7788,259,4329,1613,8345,292,5872,6191,5573,4517,2359,5556,2371,3308,8566,603,871,5624,1878,2151,7697,1721,936,4285,3025,2941,3998,1777,2217,4836,2814,7523,8547,8880,1235,5096,6840,1071,8802,3315,3420,134,2981,7605,1879,3892,5929,2051,3029,776,942,8233,1567,7666,4177,8476,5604,1977,927,5762,778,794,5643,1224,5247,3963,3406,5221,2410,5423,6636,5568,3878,1208,948,2930,6091,3679,300,4155,8412,5160,8943,1877,1020,7345,4412,5384,3967
1073,2051,1877,4163,5976,1822,3246,1363,1769,4413,8796,1091,7256,1096,6334,4520,2173,3446,1544,4672,5557,427,7956,2251,1245,2369,6052,635,7429,3034,2359,8102,507,6293,4923,674,2172,3811,5559,4631,6378,5227,2364,2159,6846,3913,6802,1906,5585,4160,6428,1913,1284,3847,7322,7123,3892,8409,2878,803,7308,4388,4134,8641,7711,6031,7867,5983,5190,1275,1866,5140,3444,4060,2549,2939,5925,5569,3050,934,1886,2047,6017,849,2371,3542,962,4962,832,933,186,6657,963,7323,2064,9011,5894,3838,8991,5299,2056,5162,6723,5171,1072,3073,3433,6499,1385,6024,8482,1429,2062,2252,3184,5217,873,8418
2159,6816,3823,1866,5231,3462,1873,3404,8399,7915,2598,2576,1824,6008,7487,2961,1243,278,1403,4693,1264,5131,2336,385,3838,3697,1886,4558,5569,3185,5084,3932,6649,2047,1877,5976,6801,1574,7383,1977,5770,3525,2056,3544,5785,4949,9076,1594,5822,3453,582,4807,657,8097,8414,3025,5556,3032,4539,3963,8519,7544,3930,2205,7145,8766,3878,7889,1171,1016,6614,2977,1980,8211,832,8886,1126,3037,6416,6785,2410,188,2359,7437,7299,8992,1878,3492,6827,8102,8885,4162,5238,1660,4962,8633,4854,8565,4155,5745,3184,611,4520,1397,4561,2151,1157,1761,691,3406,3887,8546,5559,5242,6347,15,1407,1207
3800,3784,8796,270,6148,4631,8048,6088,134,7236,3867,2529,5795,7877,507,5177,4165,7416,3184,3915,8858,2063,9052,4605,2218,2923,3838,3475,4815,8849,3775,6638,2058,3685,4006,2001,15,1070,1992,7297,5976,1785,1977,4388,1809,599,2885,2539,2878,5210,2649,7746,4024,1038,178,7164,1282,8993,1623,2919,2062,2061,1019,4385,6725,3315,7671,2936,4974,2688,6022,4962,3969,2089,251,2901,8049,1517,5117,1252,971,5981,5745,1596,8745,6731,6018,8395,1407,5560,655,7324,8487,1011,3828,6722,37,1961,646,1907,2443,3018,3025,8412,6294,6027,7426,8950,2039,376,1779,7459,2982,2181,5764,2579,1452,2151
2572,3887,3019,8750,2644,6503,7890,827,5559,1524,7612,1216,3687,379,8412,8949,4563,1507,1879,6272,8388,8881,6345,1866,5755,5374,5266,1526,305,2878,2762,2058,4413,1310,524,538,8395,1425,8447,1015,4069,3010,4964,933,1926,5121,7062,4631,4077,870,4545,6891,1284,7556,773,2217,812,965,2159,2369,5973,5202,2173,6647,2051,9077,3029,3769,3168,4539,6091,660,7719,7434,4163,7287,1027,1882,4051,5173,1041,6485,5228,654,6725,8757,1878,5073,3310,1622,3419,1419,259,5753,5622,5194,7750,6640,4172,4515,1196,1873,2812,891,5786,3918,2971,1069,548,7516,5881,5822,4388,4556,1516,5250,1971,2336
2051,1245,2338,6336,3724,2552,6927,7551,23,3208,5232,5566,5573,2062,5559,7709,1205,1535,5569,5881,2576,3289,4890,7240,2159,5976,1232,2371,1880,6776,4545,6365,5167,2901,6914,4143,2091,2172,5094,2220,6725,1963,4061,5237,1785,2214,3666,1252,1112,3865,8473,2198,7556,8705,5804,3696,7028,1024,6091,6989,655,4124,1917,7666,4269,5210,2557,2397,639,8374,3629,5826,3886,8750,2151,1991,7242,1216,3569,5745,1053,1779,4631,609,212,517,35,7697,7372,4969,4362,5161,2127,8395,4388,507,1677,7456,294,1069,6480,5240,3426,3406,1517,1087,5598,1977,8796,1972,6022,1405,4001,7259,1862,5178,3014,3318
264,2151,7480,3838,6334,5366,5764,2205,2480,828,8219,7462,5555,7678,5590,595,6022,5175,1337,8776,3029,6891,8402,1196,1516,1509,5182,1879,3967,761,1880,5210,5559,2973,839,7353,7749,3242,5556,507,5567,6499,8751,29,259,324,5206,3963,2901,5199,1678,6141,1844,4980,6645,134,8094,4962,3966,1238,5018,1150,2171,7135,4388,1124,8291,6018,5573,6202,6024,329,3887,6640,5878,8413,2159,1475,3123,5096,7263,2371,2971,1953,8880,6091,2947,4551,5143,1779,7241,6974,1241,213,4274,7805,1787,3406,3413,4542,731,5069,1989,4345,17,6136,1524,5875,6347,794,5734,2684,2545,5858,3184,5568,5208,2177
1812,3999,3315,2961,2370,3200,5863,2152,4167,5199,2159,2894,3487,2901,3003,5556,8735,870,5976,4575,2062,4542,42,6179,6944,6091,9060,2334,1499,2371,3423,2338,1866,8941,2534,221,230,5982,954,4413,2893,6633,1094,2056,4142,3669,3838,580,7761,1879,1574,7234,3845,2051,4582,3298,4693,3884,5559,8947,3779,5569,1787,3943,1777,7213,1069,3141,2593,6632,819,1581,8432,3517,5586,2171,6188,1407,5734,219,1935,2063,2477,1429,2885,6079,5210,1167,8821,4385,7443,4034,4401,1332,400,2930,3777,2364,7310,6352,2248,3966,2981,1976,5935,1769,5208,654,3752,2910,1810,6043,5920,6605,1507,1825,2576,2151
674,8779,820,843,7848,1879,4388,2369,8883,7176,5872,2532,6043,3950,5764,9078,5091,5242,9061,3967,2056,3025,6015,3362,6660,853,4608,1932,5559,8796,1800,1419,5713,2572,7910,5373,6656,3945,35,1989,8432,1780,2950,4275,6284,5573,3377,6725,2816,3406,9081,511,2371,1264,3310,2901,1246,2364,4172,2894,6362,6643,3307,8048,2520,3010,5174,6093,7197,2172,1620,2890,5194,2961,3014,4961,4060,5569,1779,819,3244,7481,6191,8487,5556,4964,3056,2409,3975,13,7434,7179,1904,2959,7432,2151,4134,5157,519,3871,2993,8106,1385,7333,7061,4985,4631,3831,3238,1977,6770,2063,982,5160,2978,1880,1472,5262
3177,7735,4561,2644,1977,894,5804,8735,610,4876,6057,5976,5795,3437,5103,2064,5569,1240,6206,5559,2539,792,5138,8629,4528,2205,2974,5610,2233,824,4320,3083,2545,4239,2369,1406,288,6062,4385,8766,2016,1769,2388,2899,2469,6976,1567,7337,2371,4885,8081,9080,4053,6974,29,6928,7429,7249,3963,7684,8395,2051,7134,6647,5247,4329,1383,3491,8941,1886,6020,8221,251,597,2890,4605,3289,2550,3738,8657,7323,1162,2010,32,2976,933,5232,7391,1177,7345,1976,7697,3030,5753,5560,5142,6909,4060,2543,7572,7443,2381,2056,1112,4981,4294,3010,2939,1098,7308,2920,3246,8438,1001,3617,6034,507,3703
7464,2151,542,6512,1787,3501,5967,5141,1779,6046,3836,802,877,6909,4554,1488,3981,5326,1881,1684,8219,2056,1797,2881,3887,4061,4476,3111,3672,1015,2341,5340,2641,8437,6772,975,5222,2371,2971,4152,6383,3526,2062,8756,1032,2454,1824,3029,8412,2930,251,3030,1822,6957,3963,5369,1029,1609,7328,134,6768,75,2159,5132,4962,3054,2587,4388,2537,3025,2202,4172,1989,7711,4545,6141,4413,28,1812,2172,4600,5136,37,2652,923,5096,280,1453,7148,3081,5538,1800,3184,7092,5451,41,3867,5105,2443,1972,1621,5569,4530,215,7879,2961,6024,6248,2901,3422,1508,7993,389,7454,5606,1287,4884,4143
3333,6294,5266,1879,933,8452,4964,1819,1564,5234,8796,1930,2973,7454,2654,5237,3475,2334,7391,4251,4539,6381,6024,1535,6725,2409,1123,5757,8546,3841,8229,6336,8742,5593,3594,7431,1358,1986,8486,3536,1591,7480,3039,2971,6859,5167,7194,7770,893,286,3038,1873,5866,3718,1085,2901,4125,2899,1511,6293,2359,3310,4205,2172,6091,1432,6944,2058,1976,5973,6375,4533,5539,3863,1766,1226,4237,2208,3184,8735,3689,3838,3878,7152,5238,1018,9075,2166,8176,6283,5975,1878,1609,4937,5753,1621,3208,5898,4413,330,2882,3161,6909,1106,5204,4000,4171,3029,1779,4959,2047,2755,946,3688,3172,8941,7820,2363
6018,3029,6825,8194,3943,5976,1488,7439,3279,772,7334,2562,3184,5390,2050,4631,4077,3436,2941,7753,1060,1932,5567,8361,8531,4884,7710,4640,6024,3433,3057,1511,4514,1879,1380,5556,5727,3940,1450,867,932,6347,2047,4034,1480,8392,3873,3750,6334,1300,4799,4468,5565,5804,800,975,4024,5139,5559,5242,8169,2557,8941,3237,6911,1071,2495,8421,5261,2056,1015,3205,5166,3589,8475,4962,7481,8683,8409,3958,1779,7369,2159,2371,2175,2534,7180,6022,7217,4964,251,5206,7197,3841,8482,6939,8395,2981,5232,3963,231,1609,2939,5379,1580,134,1254,6503,9074,9007,6941,1777,1457,7908,665,4965,2173,1041
7215,302,3029,981,6924,5162,507,612,3155,6649,5374,8395,5804,610,4844,1801,3185,6499,8546,1968,1769,2955,7180,1517,4991,5926,134,8051,2576,7168,1779,971,3556,893,1168,5096,36,2982,643,5566,581,3432,2437,5567,2047,5219,2313,4389,8650,6650,6644,2159,3273,1157,950,2217,5215,6056,1067,6243,644,8427,3618,8253,4053,3934,3569,3878,8223,655,3922,2972,7161,4305,2465,3904,2369,4962,3650,1507,6713,2064,2939,801,1977,4006,5569,8993,2533,4612,4631,5728,947,1123,3315,5736,4385,1064,266,5822,3963,8496,2051,1158,4200,1420,6091,8990,5753,1862,2063,2901,8278,1166,3297,5230,5069,858
3185,3184,3024,2151,8987,1051,5185,1565,1081,5772,7839,1071,5195,5250,3866,5042,8121,1486,2545,7129,6651,1800,2047,2901,8546,8395,8630,5569,1863,2182,5266,2419,6345,5728,4413,4213,1367,2350,5359,963,9028,2172,1567,7711,4119,8657,2338,3029,7157,2062,7091,4759,798,9084,6939,1882,8182,8108,3123,4631,8207,1075,4236,6640,2938,3915,2576,5210,2363,6022,7770,1769,5559,1591,5,1217,1807,6334,3830,1202,1433,3406,3951,231,4084,1876,6018,4138,2941,2334,6833,1625,1566,4100,3873,6091,1328,8399,4962,1041,2356,1977,3863,1969,6082,5270,5859,4280,1953,5067,2899,2364,4554,1403,848,2214,2232,1557
4055,5560,7888,5559,5577,6492,5556,3909,828,3398,5229,2062,1976,2550,8463,5730,4559,1554,5753,1812,1234,8739,7408,7489,1366,1862,8879,3958,3289,251,933,7290,6891,622,1367,7709,1391,507,4385,5247,6294,6191,2205,1029,1824,2151,832,1467,5068,1408,5804,8886,7697,2882,4388,1779,2056,1058,2907,5204,2480,1042,6008,2214,4109,3090,8766,6125,2962,614,5976,5101,3422,4514,270,4962,1390,6014,2371,5185,5177,5769,3882,1809,1507,2128,5092,4006,2173,7287,2939,4799,7116,8547,2208,2334,3847,1977,6273,5213,3843,3050,4169,2182,1499,4960,2755,5251,7720,922,2539,8080,5591,4545,8529,8395,2172,5898
2359,3244,2750,1637,6652,2546,5199,1133,3941,3310,8567,3284,1326,1886,1579,4799,7436,5560,6909,7330,2151,5728,1862,845,8882,5196,6069,616,1769,1545,2755,6656,4876,5871,1779,2901,5977,1926,1989,7094,984,4361,280,1024,4769,7697,6076,1072,1963,3010,1986,6091,7400,1878,5785,2214,2880,4962,7678,5091,2063,5753,6374,3595,2934,9013,7904,8516,1175,5973,921,1611,6294,3601,6650,5559,21,1879,7491,3029,4385,3308,8546,2364,2531,330,1924,6291,773,3963,3878,4413,251,3915,5786,2951,507,292,8107,927,7650,8624,1177,2175,22,102,4542,3732,803,5250,2177,308,3257,3283,7751,4532,2575,3548
88,3019,1976,4388,4520,7510,7768,2056,6725,1536,5559,1823,5209,1400,4338,2363,2534,6043,7369,3589,3313,6649,134,2159,2217,1366,864,1547,5569,4631,3485,4963,4975,5753,4799,3289,4514,415,6446,5183,1769,2173,7182,6033,1093,4302,4400,8987,1001,7465,1229,3247,1753,3954,42,1457,1104,7287,7184,1612,7454,6202,5173,869,4006,1290,3941,4157,2208,5976,5606,6347,8292,5204,2147,1207,4153,2205,3945,4037,3025,8796,5176,2156,150,6283,3308,4134,3242,3966,5774,1862,2062,3863,6742,3979,2587,147,6047,1686,640,5215,2172,4668,3971,2541,5712,7888,6142,4389,641,5233,4545,7289,8387,3038,6077,3053
4726,1733,1976,2063,1027,4581,6063,1380,8519,2159,7977,8006,4388,5559,2255,6726,2364,1862,4177,3991,860,5730,6285,3998,1073,1873,864,3729,4146,4631,9075,5569,1095,2171,477,5560,6091,2466,3082,1657,8544,5378,3969,5308,6057,2172,1866,5228,1800,3907,2334,2047,2981,8540,2410,2465,1051,134,1877,4257,2595,4940,5586,2095,3963,6197,183,1878,1880,830,4987,512,6649,7555,2725,3618,1324,2180,4962,2837,5804,6061,8796,1876,1989,3014,3534,8622,8504,595,5229,5096,4006,6870,3456,6833,2562,7709,5068,6070,2056,5898,6049,7771,3960,5119,4014,6874,1218,5205,6955,3184,3026,5171,1812,2051,2435,946
4884,3838,2371,9036,5976,7164,4962,8637,5728,6725,2755,2359,8168,2464,3485,8547,8885,4578,5599,8399,4388,5679,3749,1543,3607,3422,4977,5712,5227,4037,6344,2886,831,7309,2963,6909,6334,2364,5221,265,6018,3778,7092,4631,654,3123,220,7443,4702,6831,1822,788,8226,827,5178,2062,4250,5121,1421,6339,8493,1867,5204,2645,4964,975,5603,3016,5206,5973,1785,223,3401,4394,47,1769,1881,2369,8451,1425,5559,5234,7369,5706,1777,3743,5988,5247,4157,3025,3682,1779,1976,5215,6916,1980,4017,1295,1058,1987,6206,6387,389,8941,190,2495,2334,4349,934,2058,3029,5817,8633,8099,3887,7168,5560,640
1398,5729,1008,507,1977,513,5976,927,3963,5712,1550,4547,4588,4343,8796,2172,3724,5822,8043,5566,6503,7649,3025,5975,2062,5734,5795,7090,1020,6909,733,3283,2981,7267,5416,1448,6057,1408,2051,134,4134,1972,818,4575,9008,5573,2894,1362,5099,6953,4155,4818,2334,3182,3205,775,1612,3886,7684,5560,2369,2410,6399,1886,2016,4169,3022,1769,5772,8777,5621,3873,3974,1530,2936,6633,7511,5358,1747,2104,7240,1552,5559,1785,975,5210,6013,2574,6206,1599,6166,4143,7535,1284,6974,5902,5973,2927,8232,306,299,4835,6026,941,1421,8223,3185,2897,8168,832,2899,2280,40,6849,824,6410,5569,1809
7903,7114,8418,5925,5556,5802,251,6034,2338,2574,1880,2028,1449,6668,6202,5712,3838,1972,5585,3285,3308,8542,4965,2051,6344,8239,7848,2364,8626,7135,3863,7660,6378,1286,2981,276,8080,1862,4962,2128,5976,1827,3607,3716,8633,7324,5190,6725,2755,4976,3294,6520,3757,6334,4385,7648,8191,7364,874,6662,8796,1172,6091,4056,1155,1005,7170,3848,864,3694,6291,232,313,7659,6143,3355,1877,1769,5221,824,1834,7877,1071,1257,7747,3999,2151,6943,220,5194,8219,8317,8405,6149,5565,3233,3452,22,5113,5771,1563,6632,3009,2893,8693,2973,3645,5625,4545,5567,2173,2647,7430,666,8408,514,3718,8133
3116,8766,1769,6008,269,7444,3569,5560,3244,4141,3910,2051,6510,7473,8485,2492,8544,2063,2334,7819,2037,2056,5245,2939,661,7362,783,8395,3517,2371,5885,3406,1877,2408,1267,4545,8993,1837,8508,4626,1777,3081,999,8657,5201,558,1049,3880,3878,6651,8989,5712,7443,5183,3648,344,6843,2546,251,1377,1317,2364,507,3029,4182,4511,4890,4963,3932,2421,3856,7714,1588,6909,2957,1517,6634,5799,8399,8323,8926,3456,6725,1880,4296,2346,5597,168,5237,7354,1779,385,3364,3025,7610,8418,7454,3184,3743,1785,4160,4077,4413,2159,5624,4219,773,8796,4177,5556,3618,2642,5804,2827,1196,6560,5976,1258
4284,1991,4631,3298,1383,2927,3315,2922,6095,8796,2903,3039,5556,4547,7167,8977,6092,5195,2921,637,8998,3436,6202,7556,1219,1468,3999,5880,1971,3413,1526,5068,2973,4388,6034,5887,7472,677,5728,5266,1283,4077,8414,3320,5278,3025,2755,7443,4017,733,932,1976,6145,7603,5881,1877,7893,3409,6647,7664,2056,2533,2159,2893,3891,507,571,2048,3838,3607,6043,6775,3756,1302,1021,3998,5559,1170,4528,4962,2334,579,2338,963,828,9059,2194,6563,1787,5262,5176,2680,2214,4823,4109,5712,2051,1224,32,5745,7372,4930,4225,787,1297,4008,5301,2472,2062,4325,1785,6347,4124,1673,8395,5976,3832,4155
8487,8857,7150,459,3475,9008,3026,7677,5228,1081,7185,134,2901,5970,5221,6091,2151,5195,6645,2047,5730,5736,7454,1450,3370,8880,6197,6065,6283,2883,2051,1386,1879,2550,4061,251,5094,328,7434,1032,6297,3014,8871,6640,4059,7312,6517,2334,5786,1499,1113,8902,5604,2658,292,6275,2036,6909,4142,2205,5073,2338,5232,4164,5556,2314,5022,3838,2359,472,1297,5175,673,2217,1192,2056,1771,1800,1661,1943,7164,1984,1545,5976,1769,3589,8419,8828,6042,874,6024,2476,3878,7276,5220,8319,2172,4388,6945,5174,7131,1957,4208,8746,3966,7155,1403,6647,4525,2587,3187,3025,6843,1794,1873,3406,3831,5091
