3847,2334,5132,1177,5073,3898,6725,7389,5204,5094,2908,2516,6359,7899,3959,4105,5228,2340,5221,17,2396,2123,5567,6288,6197,4985,8418,2576,1390,7115,5898,1976,1787,6014,7454,6031,1407,1417,5060,3422,4093,8542,2492,915,1972,7372,3748,520,1123,5762,21,3053,1509,2652,1986,5771,8545,8499,7669,8540,1231,1637,2047,6803,6843,8523,7094,1866,8628,2073,8068,6022,1112,7609,4326,5178,2965,3963,7483,7180,7842,4243,3372,1779,3917,4348,1822,5266,1126,733,1769,5162,5982,1977,7750,2587,2163
971,637,3702,1300,5178,147,4033,4564,6650,6647,3318,1492,7309,2364,5753,9026,4520,5822,2951,1514,3039,5976,5238,2587,1230,8546,3971,5869,1380,3847,6024,387,2446,5860,221,7643,3026,5556,4134,8242,974,8579,1993,2369,8540,6649,8961,1805,7767,3313,659,3966,5078,7274,7692,2151,3275,3297,1989,8178,8103,1777,5204,2062,986,4654,1618,7820,8395,2047,7696,1779,3963,3932,6909,2613,8405,4302,3014,2359,7092,648,2334,9084,2387,2971,2939,1886,950,1930,582,1878,7749,397,930,1212,893
6339,3510,3161,6294,5770,3282,2981,3184,867,5560,2364,5558,2927,3283,3581,7851,7462,8432,2576,5228,8129,5989,8796,5569,5783,5573,2056,7226,1858,6024,3205,7186,3853,2901,1977,1042,2903,7838,4388,5732,4567,1391,2173,299,6485,1923,7400,1244,2051,134,1154,1507,2159,5881,1787,4037,2359,7891,2371,2487,826,787,225,5873,3279,3019,7708,5712,8017,5601,6305,7803,2243,6015,3406,1549,5562,1883,3461,5973,6641,5156,5976,219,6201,3229,3029,4157,832,3662,4962,3025,7369,5204,3026,2202,6202
7714,7369,7454,6197,219,3010,8750,1001,4520,4388,3838,8796,2364,6008,3190,268,2217,3809,6891,2917,8879,2369,8091,7094,3029,6060,8880,5040,1477,1882,2981,1779,2056,2266,3475,2677,1015,829,4413,1825,7873,5202,2173,7752,7136,3461,1458,8546,1600,3873,6024,5556,6932,839,2051,5173,8998,3971,8759,7164,2334,7383,4818,5569,8626,8424,4526,2047,1836,8941,4092,3314,1906,4515,7114,2976,2062,3967,3757,2198,2350,3021,6725,1769,5242,4631,7443,5785,4142,1357,6860,3594,5973,4976,4962,864,788
5585,2051,8542,937,3220,6725,5266,5194,3510,2159,8422,3296,1917,6054,1779,5973,6387,7378,3097,2571,5214,8887,7325,1068,2205,6649,2902,5804,8216,3598,2603,4388,828,1610,1360,1523,1787,2334,8393,2885,3233,7373,7714,6295,3963,918,5248,2047,5043,8941,8027,5178,8883,554,4962,1976,1024,5116,2845,6153,4935,5140,5102,507,1296,2332,3887,3453,5955,5206,1618,3719,4556,8628,8737,1879,1866,5161,7898,6652,6944,2156,40,1014,5230,8230,3456,1769,4413,6018,4631,5166,1564,8877,642,1262,8476
7197,6496,7423,5559,1886,5238,5114,6939,4520,6833,507,1285,2942,3372,5266,1204,6191,3533,5198,6091,4539,7462,5556,251,5560,6137,3308,2532,2177,6071,1783,4006,3974,2369,4960,3838,2972,5178,833,966,5069,6291,6725,5254,8637,936,1413,2371,5174,3736,1880,8493,1511,2549,917,7163,5161,2576,8395,5094,2587,7678,4257,3087,4605,3016,865,3769,385,3953,6649,1809,3014,2940,7697,3863,5159,8419,1878,3479,5262,3184,5976,2062,3422,2205,2192,5566,2047,6294,7556,5816,1224,5239,2970,5573,4550
1109,7265,8998,6008,964,7556,3963,6909,1425,5073,6033,3308,5753,6725,3795,596,5712,2840,3687,1302,6024,4236,4388,2334,4962,6499,5215,2159,6908,7135,4239,3811,1024,3184,7180,3843,1467,5564,7443,8447,3940,3386,2981,4631,7891,1022,8941,7368,1175,2047,5162,15,5130,7152,7172,6833,1927,1877,2642,5266,1093,169,2499,5208,3792,8048,5743,7193,952,2332,8779,1812,1213,5159,2911,809,5567,3206,5766,41,1779,6645,5560,6091,3954,2064,1834,6294,1560,2152,6018,4807,1873,8482,8796,1800,664
219,3756,3318,1468,1078,3963,5749,6008,5556,595,7664,2911,2268,5232,6047,6946,7184,1926,1947,4388,4053,3864,4605,4172,5560,4962,2027,2893,5242,5559,251,5890,7253,3863,5187,4413,3282,700,1787,8193,1223,3289,2890,5198,7308,6725,5199,2159,186,6652,2829,3890,8225,1407,4807,3025,1442,2886,2205,7135,4328,3945,1264,4520,5161,309,2080,2965,8820,3038,4265,2308,4667,4578,2063,1769,1130,5247,734,3026,2930,1878,5235,6294,8949,3867,8766,1499,2051,6972,8395,3053,2951,2151,2338,5248,7194
1880,3979,251,3441,2338,2056,4110,2975,507,1245,1972,3594,1517,3185,5568,6501,4056,2048,3025,5559,3449,5734,4087,3455,963,3647,6785,7341,4413,3865,4178,4961,1841,2062,1778,546,2973,6202,472,1883,5369,9078,6689,6043,1976,3000,6633,3601,6070,1102,7364,733,2159,134,671,5822,2888,291,4091,8941,5557,6645,2895,1554,5043,4001,881,5834,3672,1019,4172,4177,3184,8275,3841,5139,2462,2359,2410,1862,2893,2341,1035,4550,8399,8409,101,6891,1801,5754,7443,582,8880,4406,8048,2334,7606
8034,2334,4060,4631,3082,3074,5976,6367,2477,2408,3878,4134,2924,8485,3313,2889,8423,971,23,2193,8395,648,507,6147,3838,4831,2636,4545,3520,6057,6077,9060,15,8712,2882,2961,2338,1108,1159,1878,4388,6026,775,5,8097,7889,5559,1977,5179,1921,4962,1042,582,6201,5625,3669,5366,3308,1239,5140,3063,1027,178,7324,1926,8657,1769,6651,3749,385,4983,7480,3184,2151,714,4569,1930,9007,5221,3699,3347,1366,8742,296,8637,2576,3443,2860,6725,5880,8877,5712,2587,2662,877,8245,8995
2369,1507,4143,6399,224,3029,2359,4172,5739,574,42,4522,3778,8395,5376,6652,5204,5229,819,5556,1097,925,3841,8546,5109,5567,3933,5126,3077,3185,3406,134,3268,4847,6022,1391,6342,2952,1363,1415,3412,2604,8638,5785,5745,2750,2587,5179,3832,6939,2825,8755,8952,1429,6849,1886,5130,3838,4164,2336,4284,790,226,4002,3745,4001,7848,3878,1862,4060,6054,8230,6647,4988,7289,2343,1094,2890,4301,1126,2172,4799,3467,335,4939,1801,1439,471,5604,5564,6656,6207,3357,1565,8879,3618,6294
3991,8489,2063,5569,2664,8106,472,6970,1308,3749,5868,7295,1337,3971,2047,2763,4960,2159,5102,5845,1564,730,1353,5973,3412,6145,3845,4049,5190,5734,13,6201,3959,6018,1880,845,5876,954,8442,3184,3289,5560,2625,8102,3643,7714,5288,7480,1991,2939,3951,3967,1184,507,3285,227,7838,5567,4394,5610,1809,3213,4892,3010,1866,1779,4940,2214,7496,8686,6137,2172,3409,4388,5362,939,952,2901,7903,3873,969,5266,7253,3406,5622,5198,1637,805,5097,5797,4226,2893,8949,5228,4158,4164,2546
4305,4345,6055,8383,261,2173,3978,5221,1932,8482,1115,7819,5380,5828,2054,6790,1417,2534,578,4170,5174,2272,5566,4545,8395,7466,8392,871,1239,7708,6725,7454,5976,5559,8877,6334,8097,7060,3257,1787,3949,602,6070,6660,2294,2910,1003,5206,4148,5567,5822,1886,6469,5204,3456,271,3967,7061,2574,1,5166,8542,8881,6482,4963,2507,6929,22,4962,1640,2047,6777,5010,4542,6284,4563,1281,2334,8194,4410,906,8554,2576,35,1882,3160,7264,5792,1986,7646,2652,1122,8464,5770,1900,3547,7128
831,3760,1968,507,8081,6345,2408,1673,6091,4163,2359,979,1155,1824,1208,3029,8396,5096,2941,7186,863,19,8782,7339,4969,8542,1457,7396,227,2890,8757,2056,8881,7997,6813,2524,307,5900,5569,1612,8877,6206,2153,2894,2364,295,816,5571,8395,2051,7879,3671,8112,8412,8508,2759,3863,2911,2173,3871,268,1459,3838,7128,5921,6358,1621,3025,4413,8426,3965,2063,2369,6018,2205,3294,3506,5125,1364,5831,1087,1477,5822,4099,5745,8409,6054,1989,8498,8960,2016,1615,2334,6185,1053,8796,6202
2153,4520,1543,5378,6641,3050,2028,1288,1084,1972,5220,3832,8991,8627,4545,1282,3022,596,5556,1586,1270,3828,5210,4340,7671,1989,6253,1770,3841,3951,5598,4976,4060,8881,251,3244,1646,6659,6400,926,1549,5764,8796,7180,4700,7429,8129,3717,607,8894,1769,5242,2504,2359,5238,7178,8374,3030,6499,885,7819,1976,1545,733,7493,2191,2371,2658,8168,3409,3654,3282,5982,7168,2901,1285,8470,108,5804,2632,6571,1214,2957,47,1182,8418,1926,2159,1971,1963,854,5228,3945,7767,266,4562,2241
8412,1779,7711,2159,5370,3001,8545,2409,6550,5982,2031,5976,2951,337,1852,4585,1524,3449,4124,5596,1977,2145,1188,8395,4717,3697,5569,3723,1153,6091,3578,5068,2062,4631,5566,2095,5139,4305,8482,7426,8761,4962,5625,660,507,8887,8776,1763,3766,7254,7767,3308,8763,5931,2215,1806,353,1242,8753,6651,3581,5610,9050,1438,2334,6652,1147,2971,2027,8877,8757,2511,2894,2755,6062,3760,5097,5981,3967,5378,6314,6034,5027,5556,8853,6018,1526,1879,2369,915,2482,2930,295,1459,22,7737,4565
2572,3029,7164,1779,1926,1878,965,6605,8796,7941,2488,1024,3534,1423,3920,3010,2369,5755,1236,3836,7462,507,1764,1731,3893,4876,9085,1101,1063,4988,6652,5176,2878,1166,2156,5173,3963,2930,7483,9022,8393,2408,8224,4294,5560,5764,2755,251,5930,5734,862,229,6372,819,1787,8395,2171,2750,4908,1825,1064,7465,3204,6944,1977,3433,2886,7216,5973,3967,7708,6650,1390,5565,3463,1208,1769,5071,3648,2334,1198,6823,7771,5097,5370,8495,3905,963,7897,6008,3878,12,3081,8483,4731,5739,1880
1334,3492,8796,3845,6303,224,42,1971,3244,3283,1968,2106,2488,3026,2552,4413,5769,3929,538,1812,1877,5976,7360,1592,7164,505,6393,7551,2361,3589,5753,2217,8885,2338,3838,5973,2900,2159,6941,3612,1718,2051,2062,5556,578,2495,5167,2061,4077,2173,4388,8168,1245,1976,8432,3918,8546,4940,4040,1301,3882,5822,8230,5785,8540,3748,3649,7907,5568,228,3843,7556,3886,2346,3504,3076,2369,1317,8966,3878,1862,7735,5130,4586,7186,6640,6920,7364,7141,3529,251,4266,2371,1609,5576,5574,7140
1255,1883,1227,2576,4631,1530,3873,8395,5174,1580,134,2052,1823,669,1787,2971,4385,7186,19,6070,8084,1543,6301,1769,5976,1355,5973,1921,294,2214,8885,6989,2364,5948,5678,1511,2371,309,6907,2414,2151,1123,3920,6785,4522,2961,5785,2895,2587,5556,942,8542,3050,2056,8879,1599,2959,7313,8544,915,1418,5566,5197,5264,3932,2338,800,2220,2524,5087,3406,4635,2942,1675,2172,5177,5569,1466,219,6022,6237,3958,659,5791,3998,637,6293,3025,2921,3294,1390,1289,971,1779,8513,3615,1381
2957,359,3721,8217,6478,7321,6207,603,6034,3010,2548,3578,3909,7115,3554,1926,3315,1438,5177,1033,641,2934,6167,3971,6091,8877,4528,3029,7729,6640,6670,6036,1769,1825,4297,3768,6499,1141,6522,1801,3412,1558,5171,1883,2894,7191,787,1611,3838,7337,507,3855,2536,1621,2113,2182,6755,3794,4962,347,4413,772,2062,2338,2825,1006,1197,4251,6909,6062,4799,8653,5246,5600,3124,1308,7438,4568,3025,1816,7889,8734,4631,7855,1473,6291,1787,7139,1515,5178,8501,7290,5174,5031,2471,5603,2151
1976,233,6293,982,4820,5175,2364,3029,591,2941,5174,5567,5804,2806,392,4234,2462,5211,2182,5585,2138,6043,1866,7444,853,2486,266,3863,1862,8796,2172,2062,943,1779,4529,871,4035,814,4962,7585,5173,4550,8546,2375,1283,733,994,1506,4385,8395,5138,1162,6877,2341,6137,2051,3672,3981,645,6179,2177,2175,1879,1352,4060,979,5822,7184,4008,3159,5568,8420,4124,6091,5712,2061,1212,1769,3053,5113,3963,1977,8418,805,2371,6018,7680,2823,2878,809,6201,4556,101,5126,4128,437,2056
3029,1555,5206,5383,7496,7324,5166,3313,5269,5221,8168,2334,1779,5933,3864,6206,5560,1877,8432,8395,4413,1185,3575,2901,1039,3970,3025,3778,3959,4043,7709,3491,1420,2576,2364,5804,933,1882,6339,2205,4573,6049,2061,1126,6014,1252,7369,5566,5573,2172,1873,7135,1825,6018,8498,5174,9005,3205,6022,5585,4008,4284,2890,2371,639,2886,1289,8087,1392,6187,3113,6572,5215,809,6091,1504,4807,7166,3945,1754,3412,3581,5159,5764,7487,1924,8409,1104,5374,8842,7454,1787,5730,3618,7771,2381,5569
5556,3118,5560,3025,8745,6062,4324,8881,8482,6008,8395,4157,3847,5982,4322,805,3883,5237,5565,1959,4526,8776,5370,7182,6140,6640,3574,7889,6853,5180,7621,1218,1777,3406,3887,3026,1471,2001,2062,3625,670,3920,5569,933,1045,1879,6637,6725,5097,6202,6831,2338,7906,6091,3412,1251,7242,3375,1263,2204,6358,3052,1248,4962,674,1225,1924,5539,8750,5233,7709,2945,3882,5164,5102,578,2647,26,5804,2218,3927,3010,6186,1878,2465,4159,6284,2063,5118,2075,6206,6224,3244,14,8432,4807,2047
8048,4962,1812,3708,5730,4395,1864,6020,4566,3248,8885,3971,4129,2281,3111,5559,2371,5569,8739,5253,6345,4517,5173,2051,1991,3838,5152,5712,5126,2359,2893,1779,6725,664,7533,6140,8744,5790,1544,1375,2195,5180,4231,2062,1218,3184,5228,4155,3774,4520,3920,3518,6768,4631,2043,4637,4388,1457,6018,7714,8097,2334,1769,3452,1880,7123,2548,1177,3950,4150,8819,927,8074,6968,2969,5192,2058,5568,3655,869,990,1175,3841,6215,2950,5556,3863,1458,4060,7246,8736,2820,2151,4539,2338,53,4349
4155,5732,52,1809,4611,2449,7163,6633,7443,2878,3847,6334,5565,7369,7709,2151,4054,8880,8712,5564,6008,1054,9007,6354,7482,3100,8487,7598,607,8168,8736,3516,1812,5753,2973,7454,268,5741,6998,3878,5236,1963,5224,8104,1073,6118,5132,4385,5822,2981,2056,4564,5247,8469,6725,3406,6273,1779,6651,2889,5573,1063,1924,6772,5976,1827,929,990,4100,1881,3341,5569,3029,3490,5159,8883,8762,7522,6785,5178,1977,3963,6145,3213,1552,6831,2172,2586,3970,1242,189,5559,1880,2214,5712,4749,2929
5982,3838,3025,42,5073,5171,4563,649,134,6272,4229,4269,4356,3182,3184,6395,8638,5556,1098,1802,4545,2359,3026,1317,292,6379,8854,284,1281,293,3523,3263,8395,578,2632,8408,8589,2574,4180,1286,2939,5973,6725,2890,5266,5705,4964,3406,2686,2062,8521,5229,1870,5753,3092,8432,37,5220,1606,5977,8320,6945,2957,4413,3971,8487,1924,8996,835,5230,2175,2172,1812,1989,3310,4807,5149,5870,7291,2340,2207,949,1785,2026,1283,4388,6347,6206,4331,398,6055,8997,8405,5247,5465,2051,4124
2027,1056,7233,4521,5237,5381,6063,2491,2375,7709,2478,2941,5199,8547,4275,1028,3866,3308,5559,8448,962,5573,4863,6197,6640,8544,219,8413,7543,507,4964,271,622,1452,5822,2056,1787,4579,1326,3969,921,2156,7168,2205,5361,2063,3863,1300,919,5197,5764,5923,1318,3025,2570,7933,63,5557,8883,5556,307,2644,1565,1972,5206,3846,2882,1184,5190,2632,2051,4563,6152,1863,5980,8211,2378,843,6659,3618,1472,6634,6725,1645,8408,8546,1862,5712,2608,1073,5976,9007,4389,4388,8748,7135,3065
7899,5569,4050,5559,2063,6759,1291,5106,1171,188,5782,1824,3406,8131,2359,4631,1994,4586,8700,1477,963,2098,4944,487,2062,1188,1528,2552,2047,4550,8657,8658,7454,6645,494,5753,9007,1438,7697,7135,5262,5560,4155,113,6653,585,3169,1523,8129,7058,616,507,2409,2575,1111,2336,6974,5121,5166,1880,1543,1972,2546,6091,6144,998,1513,1862,4226,1207,2364,7324,219,3552,5770,1134,3078,6641,3607,2816,2755,8493,8393,6043,5177,4545,6647,1785,2499,8754,7547,3838,1499,1354,1879,1921,1237
5569,3420,1060,3778,3589,7144,7267,5745,1779,2502,1991,4854,6091,2047,3184,2297,3904,532,1880,767,5973,3224,2910,5559,3038,7819,4055,3867,828,5242,1286,1603,8546,924,1776,514,1366,8429,5174,6650,928,7136,2338,5804,4006,2056,6341,829,7135,3296,1528,3282,3999,2755,518,6785,6853,8103,4060,2652,861,8881,1866,1827,1104,7519,8796,1976,5270,2359,4004,6767,813,3986,4336,5763,6654,4650,7454,6103,3478,6910,6201,1759,1564,5976,1769,5977,8868,1285,5173,2936,7346,1886,4959,6018,563
5163,3184,2981,5174,5168,7709,2311,2063,1826,1539,637,6349,1779,8395,3016,6806,3598,5804,1064,7984,4962,8089,219,2056,2668,268,1769,6282,2052,3778,3050,1358,3878,4314,4545,8946,4006,8817,6186,3212,3132,772,4413,8886,2192,1989,3847,1308,1947,5597,2359,5753,4001,5764,2047,4385,5247,8541,1931,6160,874,5605,3412,1976,2755,3760,6652,5140,9088,4324,3882,7904,4988,1102,5976,2159,6091,1468,2894,805,1569,5559,3999,2062,1787,1856,8419,2338,1359,4631,7819,8351,5173,5556,5242,3690,2907
4536,3991,4687,2062,3418,1921,444,6569,3866,7290,3615,5772,318,5178,1779,2192,1200,2051,3025,5130,6145,1769,1232,2803,2375,9031,2535,5804,1077,1132,5569,8546,3381,6503,4631,5745,8395,1922,1878,3591,2636,3721,4962,4297,6345,794,2205,7429,5092,4230,7478,6027,1500,987,1286,224,2790,8447,4583,5973,1044,4413,4672,659,5201,5587,3294,8102,2338,3395,6808,4534,259,7750,7430,8425,5732,5733,2936,2552,0,7469,1206,893,5394,5785,6061,5559,1877,563,3440,3708,6912,4134,1455,8129,4388
7242,7502,4001,4111,1061,5973,1877,1779,5171,1977,8274,6022,3191,3836,645,3923,5753,1971,5168,3920,3722,3320,4175,2951,7847,600,2343,4155,2159,6331,2220,5567,2574,3175,1926,4064,3029,6785,8081,8412,5879,1809,8644,3315,3418,848,3291,259,4978,1382,1544,1807,3786,6725,4289,807,2056,6656,3025,1924,207,2369,700,5804,1777,4134,5774,1380,5190,5560,881,4389,2341,8739,5573,2793,2371,4396,1301,2890,1000,5869,1063,5900,2612,3118,828,5199,1365,6902,8415,1530,8683,1888,8796,3116,5094
7114,1042,1199,2755,3838,3594,1283,2061,6649,7907,1886,1565,6054,2371,3025,5229,5990,2048,6294,2425,2553,4321,2901,871,8540,6347,6758,4388,4006,1425,3561,4177,8520,8796,4962,4549,4964,2093,5863,8635,4520,3926,5202,1543,1245,6342,7437,1525,5753,2941,2214,2057,5822,6024,1184,1989,5798,1308,2056,2179,4545,7819,7649,1930,5569,4578,3887,3880,8412,4157,2159,1342,5769,2172,4413,248,5266,1419,644,8395,1541,7341,1348,8881,3014,3024,3318,283,2495,5125,28,2336,1779,3518,3029,5568,2338
7063,3476,251,7316,3010,6612,6091,2413,2062,3938,5804,3238,915,3912,3025,4160,1774,8881,5884,5685,6725,8180,259,5114,5976,4241,5580,219,3904,1976,2047,5228,5568,1158,7299,3762,367,324,6085,5556,5753,1273,228,4261,8557,1710,596,4984,6453,6294,1535,2159,4061,4124,5193,1102,8395,7476,1386,4738,2375,4388,4385,4142,3318,6018,1879,3758,3054,2341,4177,8408,1545,5183,5178,7870,4306,2996,6209,6932,5243,874,6812,2981,3185,3244,1031,3236,2688,5569,2971,1698,4982,2338,2151,5173,5035
616,4569,3397,1769,2364,1449,668,507,2359,3516,636,2890,1758,6022,794,7258,5160,2205,3709,4035,7847,3940,2056,233,171,6091,7128,5194,5242,205,7045,8395,3963,4134,1021,1872,5865,5853,2576,3539,7456,4006,4878,1316,1801,8097,6956,5094,6084,5730,7753,5606,4650,219,1461,3791,6145,1254,3648,5127,3913,2521,36,8796,7709,8955,833,1024,4962,2338,645,2897,3190,6020,2886,251,946,6134,5174,5228,7758,5173,160,700,8222,368,7863,2159,975,655,1546,7678,6857,6070,7600,5585,2863
1862,3025,3420,7477,1983,3945,5573,2973,2068,1930,1963,6002,2359,7435,4016,1375,4586,507,7193,3185,4172,6069,1271,4060,1467,6787,2344,1066,5982,5195,8014,271,7148,2901,5567,7692,3615,2636,3963,4143,4911,8992,1128,5625,4268,809,8624,6024,2882,4578,2338,3406,4134,2051,6030,4115,1977,5228,6216,584,4169,8885,1779,5728,1822,8102,2062,1567,6651,4249,1308,4120,8541,808,2755,7711,3308,8637,1971,5173,8408,1976,5140,2336,3940,3503,8886,5560,1161,7808,6049,2063,1126,3296,307,1517,2122
7176,6278,5926,844,3838,7484,804,1113,1480,2047,6091,858,7430,6011,2878,6725,5569,5234,2364,5233,936,1779,6055,3244,2899,4037,1335,2604,4976,25,1456,1886,1471,1879,3491,3261,4525,1324,617,3185,3956,1123,4987,3907,2173,5688,1878,5266,6186,233,3389,1785,9087,859,385,6928,2536,4558,1837,2882,3792,979,2063,221,6031,2587,2919,18,4163,570,3227,8941,4207,5556,43,8856,5600,5160,6832,1880,1991,2152,566,7720,4545,8772,8542,3919,3967,3257,2893,2419,1317,1158,1566,669,7842
776,5976,1373,5544,659,5560,1977,481,7586,3406,1874,5266,5973,612,3029,3025,6334,8881,2973,5556,32,3905,977,2647,1976,307,1361,5569,2346,3740,4631,1294,8412,5822,3449,1881,7508,2807,1822,5069,5221,585,1585,829,4336,4219,2047,3184,5177,9033,1418,8817,7653,2338,3838,4596,4962,2558,1297,1197,6020,8395,814,7173,6725,3094,6557,7856,8115,2972,1181,1801,5647,5136,5764,1359,1073,6768,674,3308,3760,7450,3022,6092,8623,6012,2172,2056,3863,43,5194,1237,2248,8191,5559,672,1093
1866,3035,3573,5559,1396,8388,4725,2173,3878,3838,4148,6783,2200,669,3951,3406,1779,2205,947,2159,3828,5236,5177,5180,6640,4385,5762,1290,6186,8735,1546,3991,4831,1498,4803,3010,2371,5073,7753,281,2061,6049,3026,5976,1037,5215,5198,3938,4051,38,1862,6076,6641,2156,7403,3014,9086,3963,1496,8542,6020,1443,6731,7759,2364,6014,1276,1604,4611,3853,4388,7426,7184,2886,8395,5871,8242,4413,8822,2207,8544,5182,2901,4319,8490,7374,6880,3184,1769,2981,134,2930,286,2334,5620,2062,3277
