2140,407,840,7270,677,6139,8881,3956,5906,1085,4535,2063,3828,3918,3838,35,3749,5556,2151,5390,1421,1157,8395,1214,4962,7752,7072,7678,1866,1477,3967,7908,3742,2205,7180,5163,4275,1094,4528,1283,3762,4278,6335,4631,1516,6366,8952,2334,4164,1926,4256,5567,3943,578,6421,3519,7133,3981,946,5201,2644,4601,1241,971,5728,2975,2172,4367,1517,8387,3029,5096,8432,8418,6379,8796,2056,1472,6942,2534,6236,2535,6018,5986,532,5566,1488,8494,7714,2360,6004,1402,2957,1883,3516,2173,1049,807,1963,4612,5221,4533,5601,2051,3302,652,8223,5266,8654,1383,2890
1993,4774,3398,5130,507,1532,2950,2558,5259,2056,5973,2047,3010,2895,1011,1517,1609,5926,1126,4385,1507,4388,3926,927,6725,2051,5766,2270,8642,3526,3022,1881,6944,7193,3318,3863,2359,1421,946,6091,1308,580,796,6195,5156,8004,8657,3933,2530,6801,1174,5096,3640,6024,2901,5763,6468,5976,1417,4962,3892,12,7185,4017,4413,124,1000,858,5236,3615,4239,5556,5183,234,8547,8638,1812,8432,6654,5560,2364,3749,1035,7875,2159,5266,3938,7443,998,1657,3029,1928,6064,6143,2156,2644,3054,9008,1825,1232,853,5573,6628,3026,96,5160,870,8745,2145,4545,3897
580,1507,2064,3941,6911,5177,5574,8745,5556,134,8880,2894,6725,2807,2214,2062,1055,5559,644,3878,6091,2408,773,1878,4121,1173,2882,1224,6342,2151,6833,8637,5233,4413,5191,8759,9059,2559,7672,5736,3190,3995,848,8618,3063,3204,1769,6018,7368,2059,5206,1041,5228,2546,3954,5804,6395,1297,3242,8659,5753,3608,1097,5569,5571,5069,2901,853,7310,858,7819,4984,3406,793,1565,2056,295,7877,522,7369,2063,2127,222,2334,6926,7454,4225,1567,3940,2944,5236,583,2460,845,507,2352,3086,2240,9011,9018,8414,43,6177,4908,7184,4539,1977,6943,1027,3184,5103
8819,5622,2325,5266,8136,703,7267,1608,874,971,6932,3033,7466,3420,1976,1459,1587,3663,6652,1184,7697,1866,3225,4308,5091,1837,949,2971,4419,1428,5566,2893,1216,6091,6656,5872,3026,1906,8485,1883,7711,4517,6800,8993,7443,8420,7556,3409,832,2172,6334,5183,3654,4962,251,503,8422,6816,794,3188,643,4970,6022,266,2338,5556,1955,5190,6378,659,5232,4631,994,4629,3878,294,968,8432,2063,2047,5897,1932,5976,646,1019,7718,6294,7734,4388,1024,7323,6384,5573,5160,7871,2537,4036,6052,2532,3353,559,6647,2180,4514,8483,7451,5141,8763,8996,3757,5119
7094,5767,8637,805,8050,5730,7430,1532,2089,3308,894,5228,291,2371,251,3991,5247,2159,1427,3406,1063,4867,4545,1968,5178,6819,5976,6864,5822,3791,621,2359,2056,5220,1886,2688,1880,8232,8783,7304,43,2550,6018,8099,2750,2062,5126,8245,2981,22,1977,8881,507,8127,2338,6206,3025,5791,7209,589,1255,845,5210,6725,4177,3044,7457,2172,1496,5876,7912,264,2051,2016,1787,5734,3447,6755,5173,1564,2950,1128,2936,5162,2579,8734,2063,1308,4257,6861,45,298,3841,4981,3007,5590,1530,6831,374,6939,4716,3963,6833,3244,5982,3449,1123,3847,4966,533,3289
4938,2338,1564,7267,5233,1281,7355,1165,1804,3433,2755,1882,2062,4554,8560,2047,3991,5384,1926,6598,6022,3696,2209,8944,2356,611,1410,1271,1977,6412,3282,8130,8796,4560,4088,3289,5228,3073,4882,4134,6018,5785,5559,608,1800,7195,4157,1727,5140,2901,5590,1089,3190,2466,6024,261,7387,3453,3185,5818,2548,646,1304,5896,1039,6004,8395,8194,6086,2371,3238,3878,2965,3545,805,7325,4962,1863,6800,5209,4992,1097,1330,2748,1567,6505,2057,833,6633,5113,3882,950,835,2056,3429,2214,2948,5102,2369,5753,1612,7369,707,4155,8972,4289,7061,7556,4964,3025,6954
1326,8995,1779,3918,2528,7848,1456,5753,2064,1880,5238,5965,8545,4388,2408,2205,8102,2371,8409,3966,2548,7197,1024,5253,8494,3404,8961,1567,1042,4631,6166,6808,5730,881,7897,1210,2159,8432,5559,2180,5185,2214,5764,8885,8219,3980,1107,6050,3084,6484,8395,2090,6475,4396,5558,3838,1384,3180,2051,63,6186,5242,983,8399,5585,6833,134,1475,3033,6725,6647,5973,5976,1112,3583,4355,710,7200,7324,6660,5557,2173,4155,4381,1377,2056,8386,3869,7287,2952,5853,507,3077,5315,779,8565,4514,2359,871,1387,2957,2338,3406,8368,3244,2172,1250,2893,2971,1815,2383
3184,5495,6909,6485,1853,823,7482,1769,3749,6294,5569,2056,4412,588,5598,5801,7948,6022,1984,2371,1208,1377,3185,2532,2975,251,3871,3352,1407,8657,6185,971,8746,5573,861,2030,134,3014,7324,8796,5557,8546,8545,4565,4673,2878,202,7164,1092,5204,7072,1238,2172,3712,2212,7464,5559,4539,922,590,6934,3878,1924,5556,4700,3963,2598,2369,1126,1904,8625,881,7257,8880,1064,2062,4135,3169,2205,2063,3905,4155,6949,2893,2924,3359,773,1586,3985,2592,1787,8418,2338,5560,2173,3294,4256,2981,7396,1503,2973,1877,3086,5804,6503,5736,4450,6044,2364,6312,589
2062,2810,2171,6018,7711,5847,1873,1880,1066,2911,1015,646,8567,3963,6021,3137,3551,507,7899,2172,7771,1926,5228,1391,4161,8129,2159,7666,575,2047,965,5842,3838,134,2173,5779,21,2898,6497,1240,1245,1079,1252,5206,3221,2151,5167,4631,6312,6725,2576,5559,3313,8395,5840,2482,551,2522,6647,5804,5734,924,1001,5558,3966,4771,2267,6803,3433,2545,993,1882,7757,5620,47,6523,8176,5130,1172,3922,2564,7223,2480,2108,3794,3164,7128,5101,8442,7267,5791,1147,3682,42,3736,5156,6686,7289,3304,5569,960,3761,5822,3953,5971,3184,6206,3943,6287,8796,1619
5785,5890,7227,812,2159,1777,9056,2364,4558,1787,4385,3841,3014,1607,1873,7364,1950,226,8010,2755,4531,3972,2907,2901,3836,5236,8940,5982,4631,3963,1878,8796,7360,8774,4388,5204,1880,7264,871,2051,2061,6201,4960,659,8395,2433,3688,5233,8439,7556,3566,4170,2172,3038,1285,5246,4134,2552,6449,1564,3949,8085,1423,8191,1033,786,5238,6656,3873,996,6372,5566,2644,6145,1886,6318,6803,297,1456,3010,1930,5266,7429,1989,7692,2205,3029,1976,3504,7678,1380,1438,8598,6827,1729,6206,8778,2242,2177,8637,2151,3828,4537,1245,4517,5620,2452,575,1055,1021,1759
