1976,3268,7224,4052,6370,2968,3601,313,431,6963,5795,2198,5162,4233,2901,2051,5595,844,251,5262,1564,3949,2222,2575,6294,6650,1825,2172,8409,1244,8546,1276,2062,2359,5976,3185,3863,1567,15,7324,789,4556,3262,3612,1061,3841,1436,2576,1101,1583,3393,4769,5556,2332,8542,1242,4606,5736,1622,3866,8051,3922,1111,4982,5173,2056,1103,3456,1015,3880,733,6043,4554,7368,3865,1785,8881,2375,6092,1546,594,5569,3966,3959,809,5248,635,1163,1787,3963,5052,7932,3083,8885,4896,1390,6379,3590,3243,2893,3748
5096,3407,1564,3882,3861,1800,7226,4297,8766,2056,4548,2917,1589,2633,1972,8657,2051,2983,5583,7332,2572,5194,1155,1041,6203,2145,7378,7845,573,138,8918,7193,2346,1431,1976,6725,926,2978,1565,3074,7129,6202,3747,3778,1785,1977,7119,2423,5173,3308,5567,2408,7073,1299,1853,7353,2981,5573,5266,3981,3963,1567,2755,3471,3313,5787,5310,1086,2371,5246,2156,5982,4274,7708,5091,3867,5243,3453,1613,277,2334,1244,3838,8103,3913,1787,8542,3878,1053,7341,7426,2047,8880,3025,609,1866,2546,2159,8772,8447,8487
5482,1825,1787,8546,2755,2205,6199,134,1930,864,5625,837,5266,773,3317,3294,8650,5238,942,6018,2878,1195,5278,6206,8637,5804,2214,4631,2408,5559,4413,2981,9059,2893,5622,2159,1866,5160,2371,4800,2028,8386,4385,2975,450,4177,1817,974,1811,1485,5569,9060,3129,922,8232,1408,8763,4962,1971,932,1280,4578,1229,8943,5064,3951,2901,449,7888,4318,3892,4109,4389,6052,6891,2890,5950,659,4274,246,670,6294,1289,2062,2497,7936,1788,872,1924,1202,5348,228,4105,2177,8796,849,6022,8395,3595,893,5573
2901,8179,2574,1100,2893,4578,2056,1126,8230,7242,5870,2152,6294,37,3966,5732,2359,4962,5785,7346,4979,7875,7668,3213,2198,6499,2952,6280,1862,3488,5556,2089,1219,1263,2534,2338,3308,507,5566,3420,1195,7936,1240,5973,2412,2051,7164,2629,127,6191,2350,1609,2549,1932,787,3294,8233,2084,5262,66,8898,1466,5734,3485,1976,1123,5178,5728,6640,1969,2469,2062,323,7184,4637,4299,175,825,2975,7518,333,5195,2363,4965,4284,3863,3967,280,6281,9006,6024,4876,3318,4143,2371,1038,5073,2334,7135,1983,1302
1308,4248,7369,1883,5745,5558,287,5606,7752,134,2172,1126,933,1787,710,3029,6091,7463,8409,2811,3431,3184,5556,1825,3904,5593,5262,8230,6906,1880,3979,8129,8191,7337,5266,3010,6532,3283,5230,3278,4006,4631,7372,3025,5174,2056,2371,32,5247,2975,7556,1028,3991,5097,6429,2973,5894,2893,1873,3058,4962,5215,6022,1779,6334,5712,5557,7722,2027,1950,1878,1515,3459,5232,5982,3488,8176,6144,1548,3062,6026,3037,2334,7125,4169,950,915,1603,1326,7243,5569,3836,5060,4784,1507,3026,3027,7394,1091,6344,7454
8048,7454,8544,3244,8878,507,2062,1825,6846,1569,2901,4109,3777,809,5595,228,1361,8543,2971,3313,1878,8883,6091,927,2063,7711,2893,6833,24,7482,307,590,1216,5556,5253,1565,1044,5202,4981,4631,1027,4150,3749,843,3010,4961,8881,8796,2732,8540,3922,4962,1993,7422,3940,5160,1880,1123,6080,4175,8870,5804,6017,629,4390,4413,3058,5892,8879,3063,4155,3876,2205,4218,3128,578,2897,4035,5097,3615,5194,2145,84,7443,946,6202,1926,8144,1972,3026,2173,2151,982,2280,7433,3449,2981,3999,8419,7678,5557
8189,1836,8098,3820,839,5880,2172,6978,5898,5174,5753,1785,4631,5730,809,1866,2810,3022,3963,8762,5243,950,1983,4114,3046,8396,1041,6135,32,5184,3315,3073,2562,5573,3792,2893,2208,3981,2108,4165,1058,1011,5166,2051,2981,2755,5560,2334,710,4539,4837,1534,1864,1801,6918,3244,7487,4578,8540,3971,869,4148,5115,3185,7953,5188,2364,4413,3471,5221,1157,2192,1199,2062,4962,5976,1077,3190,7649,3882,2488,1779,3454,6725,1824,1436,3063,6697,5239,6934,507,295,819,4389,2462,4144,1015,639,3184,3876,2579
3761,5092,35,2051,6086,5199,1852,7551,4098,5197,859,1100,3864,1862,8396,2173,2981,608,1308,2062,3029,6785,5739,8398,8796,6365,1880,5073,8220,574,5089,45,6833,2199,5232,1878,804,294,4315,1285,2644,7332,7378,4053,8657,8368,2903,6633,5865,4157,4412,8993,3527,2971,1550,2359,1962,5198,5156,7480,3835,1218,5560,7612,5566,8189,269,5863,4413,1126,775,3863,678,5266,7853,8254,7065,5196,7455,3893,219,6322,1470,2901,7369,6197,3282,4188,8408,2208,4178,7126,4524,1952,1417,2765,1471,4962,2481,5556,1053
1223,3535,1618,2611,32,3972,5194,4239,733,8230,2359,5177,1787,2338,7008,1517,950,1785,8447,3534,3284,1769,507,5242,8176,8985,2370,6044,825,563,1623,1822,2644,3056,2971,4105,7164,591,4356,752,6202,525,3845,2082,931,5976,2182,1105,4625,1447,2151,2542,1926,4962,1425,3738,8882,175,1972,134,4985,2356,264,1036,6585,1456,5559,3965,8573,974,3760,2371,6754,1457,4051,2372,3838,2062,5612,1368,8395,5190,2173,7581,2035,4026,3161,6070,3933,2169,3883,7278,2545,816,1515,3847,4521,7454,21,8219,15
646,5250,2341,251,5559,1878,1036,3209,4985,2352,2208,1477,979,4632,7440,1020,389,4562,13,1234,4896,7443,5625,1267,2056,743,1284,6336,637,1015,1921,2159,5052,5887,2755,2035,8525,3709,8493,21,5976,3929,8232,6054,3893,4965,6284,4631,7556,8941,3315,2062,2217,6136,2507,1243,710,6091,295,5556,1926,3949,7984,2909,2152,1535,2971,6785,1809,4092,2016,3971,3758,1279,3853,2461,7714,6938,2435,8567,3026,873,7324,5069,1769,277,1779,318,7955,4316,6387,1593,2993,3953,3038,1983,2652,3406,798,1302,292
3185,1971,2205,3026,134,1208,637,2049,4780,7454,3967,4120,2951,7153,3412,2173,6909,3746,2334,5374,4155,5104,809,1862,5569,5281,2047,2371,2075,22,3675,5739,2299,1041,4257,2062,8504,8546,1886,3847,6062,3184,4385,4529,1824,8231,6294,2159,3010,4134,4051,2570,5753,7594,6657,2961,5567,2177,5114,2488,2789,5178,219,4057,5556,8487,507,7904,1033,471,5559,3136,4551,2359,2937,1561,5239,2179,3820,9059,8209,1983,1386,1050,3111,5606,1880,5511,6286,3744,4036,8051,4515,2156,7819,5266,648,4533,8028,1922,4006
1126,2338,6281,7180,5228,507,391,3030,2047,3607,1882,4631,1326,8655,8796,936,2051,2636,1123,7701,5764,8941,2056,2878,1993,5973,1535,4672,4520,6476,2062,5156,3878,6076,2217,5976,3408,2198,8219,6395,4403,2063,2792,5170,5232,5266,7757,8657,9006,262,828,2575,3019,5179,1989,2257,2582,2975,3406,3552,2893,2981,6725,8241,6018,5569,8940,3436,4109,5745,4164,2173,7981,7094,6145,2750,596,134,940,4385,6612,6136,5173,2546,3821,728,8625,1509,8414,1464,4381,3072,7520,4962,7135,1236,3538,5205,5790,6816,5197
3677,411,7152,2027,6757,5569,8943,585,6254,1977,3294,225,3736,2981,3268,6334,5559,5247,7518,1787,1777,1878,6297,3310,2205,2062,3800,5206,298,5573,8541,8994,2051,2016,2356,2920,1498,1174,4964,7889,5560,7819,6131,6725,3126,5831,8504,827,2172,2312,2922,2056,2048,1818,3029,5179,1087,7310,2483,2576,8235,251,6333,5567,7343,5770,3616,1254,8881,7709,3903,7603,1624,6047,5183,5607,4006,6220,6216,1397,4962,5226,4981,2572,6022,974,3907,572,8654,2177,4965,4520,894,4550,5976,5139,6309,1779,4807,5266,6137
2682,979,5778,1308,4053,4334,893,6182,3352,3171,251,1198,1977,4759,1866,1673,3905,3809,8172,5176,5568,563,8674,1006,1216,1769,1439,3181,3863,1561,7889,4389,3813,8019,6081,292,5592,3230,1900,7261,3768,1474,7697,9055,3961,507,4362,1077,1085,4739,1015,871,6201,2289,2961,8882,6022,277,2512,3963,4388,7146,6914,1878,3412,3010,6891,2151,950,4069,4714,5140,1567,2536,7172,1223,5976,786,1880,4177,6909,5785,2338,5389,1707,7706,3470,6510,5560,2334,3729,3508,295,2951,5554,5556,7141,4631,7557,2364,2486
8478,974,1170,2574,481,828,5559,3056,7631,7136,4413,1879,3313,2223,8232,2051,3922,6163,5978,5976,8993,2981,5734,6201,507,654,134,3924,279,7991,7231,2587,2902,1977,5781,2945,5241,2755,1390,1862,472,4066,3073,5188,3184,6934,2056,2205,1769,8395,2359,3318,3696,1410,962,8051,1883,2173,8099,6915,2159,5215,1230,6070,1276,9080,2878,525,2172,6031,2034,2334,2061,1880,874,6342,1649,3963,3297,2151,5253,5199,3118,5764,5812,5982,2063,4545,7603,5228,5556,7025,6763,3836,6725,3865,7671,4550,3436,1393,1809
5567,5613,7364,7480,8541,596,2901,1408,8429,2469,8395,2159,5187,1614,3237,2466,3793,1769,6034,3974,763,589,3062,1878,2208,1977,1240,8715,1524,918,3010,5160,7152,1976,2983,5125,4545,4631,5762,3618,941,9085,6206,2051,251,5976,259,872,3581,7822,3238,3878,2172,5559,2981,1586,292,867,5749,2971,1132,2549,6831,794,2949,5123,3014,1257,8419,1063,5944,6616,5228,2975,2930,3313,8880,2173,2895,5739,6091,3907,3967,1602,4001,4962,8412,1879,5753,7714,7184,1060,6052,7440,5973,1261,6334,4051,7479,1523,1258
3674,824,2408,1405,4775,2516,1921,8315,7842,2939,5973,3062,1024,1884,5265,3184,4172,251,1606,71,4962,1361,1438,2051,1291,8514,3863,8412,5566,8880,1391,8758,2436,2890,5097,2359,6909,2371,8991,2587,2755,5753,1110,5232,1112,3899,3556,2063,2885,2055,3506,6334,5177,6362,1478,1276,6460,7711,4413,3742,8885,6091,6036,7753,1280,6137,8886,3878,2338,2893,7289,5161,5586,8941,3925,5573,4890,3963,5221,6372,4285,1680,6018,4412,1447,8657,2667,8247,8916,7297,5266,5795,5193,2993,6186,6191,942,5567,1059,507,5595
6287,8626,5560,6054,3244,1267,1812,3247,4982,7042,3492,1822,1410,1533,3475,2050,7454,2882,3260,4739,7475,5256,4388,507,6942,2360,3204,691,7372,6854,4155,6652,282,3296,872,2173,3185,2891,3776,6725,8241,6711,8048,6091,6350,2062,7480,1930,2913,2027,4966,5569,4162,8419,1528,5753,1355,5378,6202,5161,6144,1209,7853,848,5976,3025,5096,6468,5230,8543,7135,1417,3923,5556,3966,3749,7068,1762,1000,1403,1977,7389,5063,3915,456,1411,5224,7122,1148,1077,4056,15,3933,3967,7431,1800,5367,6022,2172,2477,1490
6089,7230,5770,5140,3029,2916,4239,1266,2175,1880,4899,1824,808,4631,6018,2961,1637,812,1541,3092,6640,2973,5598,6785,3349,2338,134,8834,2432,1567,8886,2286,8771,2359,5620,4417,3893,4528,949,5566,928,1879,507,103,672,1229,6053,2205,5173,1847,2683,3180,8420,3456,7487,8757,135,3568,1994,5228,654,8010,2334,3184,6339,984,2576,8782,800,2957,7531,742,716,1882,3878,8542,3308,2047,9013,5557,1281,6559,657,1499,1928,4413,669,6206,4962,3991,5559,7490,3013,7454,2632,938,2906,5220,3406,7446,2893
5138,3225,2169,8318,6186,6605,8873,6416,1234,1622,5265,134,8941,4514,4586,1302,3925,6283,7952,3863,6378,8766,1924,1496,8080,827,6521,1267,1561,3244,5204,2971,7889,4963,6145,1233,4413,8546,1401,1769,822,4889,2907,7095,1524,8432,3969,8007,1866,5610,5390,1787,8938,5772,5121,5556,1779,6152,3575,1977,590,2369,3887,358,780,2151,3878,658,4986,4394,8775,5172,1547,15,1878,2652,6941,1531,3053,4332,1825,5141,3927,6891,6652,4416,3843,5828,7466,5097,3606,2371,4962,2249,4837,1053,1194,6471,92,8129,3211
4631,5182,1526,8452,507,6909,6062,5822,5180,1219,6547,1754,8546,7154,1284,1878,2541,219,5215,1442,3125,8395,262,3769,5781,4002,1580,5976,6529,7480,4060,5102,2371,3416,3903,2062,1126,6500,1980,5973,1977,4281,8877,3913,5559,1058,3185,3485,2979,965,2145,6043,1604,5206,3053,2939,3049,3659,7379,7221,1769,5556,8988,3238,8493,3871,2180,6911,2048,8219,1264,1031,7641,1202,6660,8237,2878,3863,2334,338,5242,5187,1157,2047,4962,3413,3838,4413,6639,1991,542,2575,8961,8418,5193,7720,2563,2055,3219,1781,4529
5203,8546,3184,5174,1145,1977,5761,2636,8418,3613,6432,6844,3456,1123,5097,7842,3289,1886,2173,6055,1952,812,6684,6197,6358,3847,5172,4551,6725,8395,2965,5567,276,1025,1480,4873,1007,1407,3757,7879,5932,3838,2159,1256,578,849,3906,603,6832,472,4925,7400,5753,6091,8988,3313,2047,4631,4349,4413,2957,3234,1976,225,5159,4545,5730,6385,2919,1184,3025,2334,3594,6018,8428,758,3308,7025,871,327,8125,1051,31,4927,4388,868,6633,1517,6076,671,3791,8885,3029,2971,3283,969,919,2172,6347,3053,4964
5240,3646,6943,8188,1976,3741,5785,5247,8882,3185,1567,8546,3191,2364,517,14,3405,1865,1015,1866,1296,3221,8391,6517,2056,3769,2647,2371,3933,835,1877,7454,2172,1591,7838,2062,1880,1779,8796,276,7709,2973,1977,4177,4338,3954,5804,37,2553,798,6605,1698,2220,6499,3972,5559,2208,6062,2924,1157,792,8475,2919,1062,2159,1264,4962,5556,2338,1769,2452,6091,5898,4003,2297,8008,4172,7531,5231,8769,3039,6291,4631,5229,3288,1430,4978,1989,923,5595,8881,563,2885,3892,1308,788,2901,3456,5204,1499,3308
662,131,5567,1438,3029,1198,1952,4155,4389,7345,5804,6294,2173,5242,222,2939,2083,6175,7693,6922,6725,6014,3496,5190,5230,5574,1895,2364,3037,3920,4973,5087,2546,4612,7114,4888,7709,3025,2338,319,7697,4528,7393,3422,5266,3991,1051,3243,1989,1932,5749,6173,6345,5053,3950,7487,3184,3954,1612,3966,6651,8941,4631,1924,1041,8544,1517,2063,8796,6349,5188,2206,5319,5096,4419,1769,3985,5566,2346,5127,4964,2062,3161,2027,8507,5166,2371,7221,5573,996,6510,179,4388,1084,4963,826,3061,4959,2957,8048,3956
7311,1407,1866,8194,3718,922,1362,4659,5973,5177,2882,2936,8239,2575,5113,2894,2901,2156,2151,8097,6633,3405,2051,3878,4520,251,7556,4807,3940,2172,5573,3607,2939,4631,7838,2957,6334,1878,2047,7750,1976,5173,870,4125,6710,1658,8941,6054,2,1779,2338,8635,3483,8393,6834,6896,2335,3246,3999,7126,3380,227,1378,4555,1895,611,363,284,6378,4134,872,5804,306,512,5720,831,5193,6339,812,4284,2181,2350,2078,6325,5769,309,1226,7094,4058,2364,7899,6022,1777,1609,4281,7614,6201,1252,2576,1035,3208
8867,8197,6049,2941,7290,1879,2173,5976,5189,2758,5610,5982,134,1177,3471,3307,869,2063,5384,2214,5567,1286,6912,1185,3406,4006,5764,1259,8556,5786,5204,2051,2408,1878,5130,2371,2907,2338,2334,3421,7767,2159,3244,6186,2369,229,3313,3235,8941,1587,3777,654,4395,2047,1276,6827,747,3014,2056,4389,3556,4880,4573,1658,1564,1787,3968,1779,1445,642,8168,8420,4962,3029,5166,4388,3966,8880,6725,5753,947,2172,5585,6359,2151,9003,4346,631,8654,7708,3289,1865,3641,1039,6178,8409,6014,2961,2878,2911,2280
5262,6867,2578,1984,3432,2151,832,5569,6334,5390,2856,1259,5606,5327,4175,5812,3551,3963,3532,4556,6282,6018,2172,6567,6647,3107,6191,1599,6091,5232,7443,1590,893,5140,3887,2369,1056,845,8796,1879,5206,2971,2346,2882,6770,7678,1130,7899,6370,3491,1260,3465,279,1453,4134,1688,872,4867,5266,1801,5244,2760,5822,291,32,1498,4337,7770,5260,3449,7466,5161,8294,6847,1779,4242,7161,2047,3029,7186,1886,3310,809,6309,4362,8106,2056,776,4010,8395,7128,6019,7094,5795,135,5184,5228,2205,2138,4171,8961
7344,4553,5220,1409,7324,3400,3029,8444,2644,5559,9058,5998,6076,3600,2051,8679,6014,8546,1455,1596,6062,2364,2827,2202,639,5174,7858,269,1513,5390,4236,3720,5217,5178,5246,5804,8447,3296,3282,1282,2300,1252,2558,4833,6379,5558,1787,6909,5567,2971,2937,3864,3025,2359,2062,1289,2193,97,3318,5976,2145,8172,3074,2534,2313,1499,7724,1972,5902,1932,3969,2408,5594,3981,3184,1041,3277,8400,1879,1976,3863,1053,1286,5884,1555,3540,6029,3832,6159,5204,2208,1480,215,6091,5753,1298,2150,3886,1883,1212,5625
6940,4385,2338,3184,2899,3717,4605,6334,2062,2466,3420,4134,251,6376,8545,1024,134,2369,7887,729,3318,2965,4950,2359,1878,4962,8941,384,3887,3919,3967,1879,5098,4037,8685,1977,5228,6091,271,7184,915,5890,3981,5237,1195,287,1275,8235,7513,844,1565,5559,15,5730,4177,659,2173,670,2408,6651,4553,1582,1983,5896,7428,2587,8796,3864,8774,43,5110,5247,1157,1785,2911,1930,707,3903,777,1030,301,5556,1812,9007,1175,7123,3905,1154,5560,8881,1228,871,6022,212,7556,6517,1092,5618,6827,2576,1537
3184,3363,1393,1532,5876,134,3778,6018,1286,2466,3029,7714,4143,2214,2857,2051,73,1304,5603,2047,1877,2338,6721,1880,7164,1769,5569,4739,3284,1517,8395,8819,4042,5567,507,1989,1184,3308,8508,4516,7087,6978,2192,2753,3177,7520,1879,954,2971,5185,2159,611,8432,3040,6812,4146,7258,6331,454,5976,5730,5568,8319,5892,3315,5875,215,8546,6091,2341,1806,3986,3945,1926,8235,2334,7341,9078,6974,3865,7362,2016,8881,5262,654,6187,2217,648,1477,3878,2575,1411,2151,1564,7658,4385,8769,2951,8757,4807,652
3294,2899,2502,2369,8545,4385,262,507,2897,7887,3308,2072,5206,6188,5569,7244,2479,3838,2172,5210,8757,7783,5879,2662,2297,6179,2878,7709,5573,3482,5205,2277,1866,4612,6015,5625,7770,2973,2463,8987,2173,1976,3950,5211,4308,5073,2658,1611,2548,4607,7312,9008,833,1879,6651,1886,4388,1609,2338,1362,8751,5253,1668,801,2334,1559,4360,1238,9074,6159,1564,8737,1339,2468,6680,5560,81,5247,9004,2011,1769,8880,5772,1248,1787,5566,7427,1507,5227,5068,4229,1461,3050,7980,3945,5344,8540,2205,7691,1086,4006
1957,2474,1873,219,2981,2811,5560,1862,5267,7409,5823,6649,3607,5556,3994,2047,3449,2896,5596,6379,1108,2159,5178,3715,2369,5785,6689,3760,5734,6751,1080,2214,2049,2971,8101,7114,828,4577,6523,6651,8102,533,5183,5880,6368,6725,3010,1455,5610,4056,1495,3841,6909,1202,5237,1077,1787,5566,1468,757,4146,3310,3926,3506,2364,5559,1173,3967,4006,5039,1221,2187,5224,8082,8546,1051,6831,8396,6491,1785,2172,6827,2547,4545,939,2700,933,134,3409,8517,5782,1385,3025,5199,8209,2904,1448,2924,2173,7720,2088
4587,8777,2056,6287,1073,5116,4413,5179,6939,5262,8439,3043,2173,1297,2151,4962,3878,6026,3409,8769,7585,5559,3056,4520,1789,4003,419,2172,14,6521,1430,1862,5804,5126,2981,4288,2340,1324,3749,645,8219,1779,8475,3456,1085,4539,953,1308,1886,5166,2576,8885,4385,3569,3057,1924,2375,6920,9005,1488,5117,5190,251,5390,2886,964,4516,7341,6200,2894,1959,5558,6018,4679,4152,26,2334,1110,32,7454,2062,5604,6909,1876,1879,8796,1081,6811,1944,7092,2338,7324,1436,4984,2369,3449,6015,8558,5160,3475,618
1838,1321,2364,3892,8190,2897,3127,4641,4169,6144,1067,6831,1135,233,7342,1976,2016,1356,5179,5228,4001,2516,2352,2063,5391,5197,8540,7993,5125,6338,12,5530,1777,6206,2064,5559,2690,5256,3729,1775,6061,3333,2338,3038,2173,3184,7467,5822,3014,2346,4631,3272,3991,6201,5183,3062,874,3366,8397,1984,6534,1363,764,8442,2334,1769,6914,1473,2222,3029,1255,7487,261,1045,5178,7790,7917,5582,3592,1864,6767,271,7503,2923,9050,801,3531,5811,6633,7405,7185,5569,251,2890,2504,6518,5242,5123,824,2961,5784
7487,3412,5073,1162,5080,134,3161,1436,1021,8954,3749,6137,3463,3289,701,3026,1600,261,3308,1212,3315,6794,5207,7697,5734,1809,4155,2572,507,4339,3298,6069,3029,7094,4002,5860,2051,1020,5231,1390,2173,3052,8502,1971,5804,3802,4611,1200,5069,6501,2214,2991,3712,78,3777,3406,7611,6502,4962,6152,5378,596,5976,1769,6503,3025,2165,6188,1053,5753,4562,877,2885,286,2952,6201,5569,733,6202,6189,915,8475,160,1880,2047,3920,4050,6725,5770,6091,4134,600,2371,5250,5229,2035,4273,8528,1976,7372,637
659,5559,7480,4631,1972,1862,3009,5194,6915,1208,1308,5102,1779,2542,1560,5803,2842,4412,1886,794,1517,6091,3204,3184,3310,8390,4169,4420,618,1167,2981,2172,585,608,6282,5744,1302,5810,3187,134,8877,2652,866,6528,2537,1953,3294,3904,5067,517,6024,3843,5204,471,3384,8385,2901,2159,6833,6834,1811,3317,15,3386,3297,3719,4764,3241,5560,7650,5556,1977,2455,5096,1522,3981,4545,8439,7671,7819,5753,6145,5804,3025,3220,8833,582,4324,6725,1926,2578,1380,2435,1471,2063,5712,8631,1588,8762,1170,6368
2173,3502,5224,2965,4412,8048,3589,4106,219,5567,1235,4157,1045,4876,3752,829,320,2878,4631,6395,2047,8432,1441,2476,1924,6785,2325,7746,6641,2893,1103,1769,1977,8880,2205,6475,8393,3802,5201,3456,3999,3296,6725,230,7819,1237,1980,8881,1466,2408,2339,2763,5976,6307,7443,5203,2973,1876,1886,1517,5620,6091,5569,1971,6033,3555,2172,965,3217,3841,6826,871,5072,5178,5272,5596,1417,3984,5139,2558,1866,3837,3184,2217,37,8819,1042,4962,6784,1218,5559,8404,2056,1041,7254,2472,177,6034,2549,3406,2369
