5804,4295,1328,6060,7439,3897,2375,3472,2861,5325,1880,2223,7293,8439,1983,2755,5204,1447,3760,1083,593,20,5391,3951,3449,4037,6833,4545,3171,3950,3209,3052,251,3025,7605,35,2047,5556,219,2930,5370,5090,2056,5982,940,2172,4001,1005,4830,2328,507,2173,273,1276,3315,5753,3056,7447,2001,4631,2166,619,7556,2463,2827,5587,1522,1787,5184,578,7714,816,6199,1924,2177
2180,3592,4385,2546,2835,5248,5226,8080,8395,4631,7586,1182,1460,996,3964,1058,4573,6141,84,216,1976,5804,9010,1802,8951,805,7433,7229,7950,637,4624,812,265,4388,2047,6062,1167,3493,3864,3589,5067,2346,134,1825,6796,5729,1560,6334,5590,3699,5162,2062,3883,8996,7172,8796,870,2369,7167,5705,2981,7372,7853,2172,8940,4291,2159,6042,1299,828,776,3575,1100,2338,2049
7148,1285,3237,8207,134,3471,3247,6650,1787,9008,5202,5140,5185,1428,1025,776,1506,7061,8615,7324,2205,4555,2090,3938,2442,6801,1507,2016,2911,8633,4973,1073,748,3517,3282,2537,5161,1873,8396,8408,2062,4612,277,3065,3447,5764,5976,3838,4239,2334,6144,2971,3920,7091,1880,6018,3867,7770,6705,5067,4520,8138,3863,8542,6202,4320,5266,6725,6248,5194,4961,2156,6473,1600,306
2958,1881,2894,3580,2901,2095,1882,6186,5822,6294,6331,3664,2047,7720,6063,7943,6650,4579,8319,1442,1573,1283,3025,2579,3808,4807,5903,678,5976,1730,4966,7347,3456,5114,860,5569,7443,5973,4006,2107,2549,1924,2965,1535,3184,2941,6716,4851,1727,2217,387,1375,2488,925,3618,3428,1355,4521,5736,3959,5215,1391,5042,5191,3845,893,6334,3769,6749,3287,3244,5196,4545,4025,2159
5172,7648,8752,5769,3878,5069,1218,5206,3025,1383,1399,5102,2205,3406,5835,1289,4388,1481,1878,7366,2971,1095,8796,2952,7767,1507,2172,8748,708,6024,7868,4134,6939,7340,5764,1985,5245,1021,1786,2765,8409,4884,5568,271,5770,5097,7369,6294,3701,1330,6475,8770,5560,1984,6725,7852,5901,2973,2922,5852,6704,2336,5198,3310,2755,6034,6843,7678,5185,4257,3887,998,2047,5712,2063
2369,581,5573,6725,4613,2878,5753,2063,5976,8827,2128,8172,3999,4017,8545,5871,2051,6201,5556,2361,3310,2750,8399,705,6909,1226,1801,2205,4545,3663,2576,3863,1827,3289,8881,5168,6091,2338,1839,1314,6649,7467,1963,3589,1212,8493,507,4314,5020,5073,6456,4173,8943,3456,3409,5586,2159,2329,7711,6325,6039,3954,5190,3940,8736,849,1029,2208,4413,4302,9045,3022,5204,5098,7897
5586,2172,5569,2449,5222,2923,3727,621,6295,6769,2644,1787,7257,1678,8872,2576,2878,4000,1859,2755,507,5538,874,642,5094,1910,4944,2159,8562,2051,330,1873,5149,8770,4148,6378,1087,7482,8414,8319,5764,3838,250,1777,5559,9008,5753,7856,2547,3951,5209,1878,5921,6520,7132,4892,2062,7443,5556,5741,8418,7387,2936,3019,2517,8241,6347,5769,232,3184,1251,1454,4962,4519,4385
3294,4155,1989,4015,4631,3974,5174,4302,2062,3971,8048,2893,5795,3832,6817,3025,1862,5976,2422,371,5556,998,3516,1918,2198,5161,2350,2975,134,3292,4985,5974,1977,1300,3431,3034,7187,3883,8417,3184,3645,7142,77,4394,6658,1015,6313,507,2882,3716,851,1800,5102,3029,5262,5112,6188,6077,1926,8779,8885,3310,6650,4025,2334,2466,1455,5179,4587,4556,5238,3308,3296,1545,5383
15,3046,8222,5566,1921,618,5728,9008,8418,5174,134,5976,1517,6284,3313,2359,3658,6202,7435,3963,2002,805,2939,5227,1977,923,7522,1417,2723,2151,4605,7391,6371,2205,7851,6499,3760,2906,5822,1984,5178,1777,3277,1387,5210,5862,6973,1095,2576,3999,4631,8544,4036,1282,8657,7121,1966,1564,385,5370,4595,42,1430,4965,1050,22,1614,3184,915,3923,1769,1012,4982,8987,4387
5246,6330,3184,6138,7159,2249,4394,9087,209,5556,8542,1866,6334,3867,2890,6312,5618,611,1112,7425,6621,4385,3315,2371,6651,6767,2056,134,6201,6445,2156,1042,7435,1175,1983,1779,5559,7368,2375,2949,5204,1353,7465,1634,863,9061,5227,2364,3963,2151,7709,655,4223,8409,9008,7454,8097,385,6652,1880,3405,2173,8881,2356,7405,6304,5238,644,801,1234,1698,1459,3925,3887,1550
4683,5094,1963,3618,4213,8279,5804,7380,3959,4834,5168,2047,1197,6091,1208,4105,8229,6757,2151,5712,1282,636,2062,6330,4006,805,7466,4051,7235,2488,3591,2852,6062,1555,1277,2565,8941,5618,3014,3879,7303,3999,640,1252,5559,5763,1824,5266,18,1879,1170,5097,5573,5822,371,8364,233,4539,2885,1375,8796,4066,1326,2445,1111,3841,3185,2338,582,1290,7868,5376,3310,3285,3184
8796,4561,7556,4535,862,1159,7273,2334,6145,2576,4966,673,507,292,2643,637,5836,7897,8567,1878,2222,5573,6347,6785,7480,5804,2735,145,3890,2930,588,2159,3841,2377,1433,1524,2517,2027,3972,7364,3645,2371,2153,5185,3847,2886,3873,5976,7604,5194,3083,251,859,6846,6833,2748,966,5136,3520,4119,3078,6725,4425,3317,4154,15,5234,1407,178,1808,8088,10,5712,733,2919
385,2369,2350,6640,1788,3244,6055,644,2151,4134,2356,1020,5973,608,5218,1393,5757,1779,7897,1673,4074,4006,5244,3025,613,587,3474,5804,2975,4388,5976,3757,3953,3412,5887,1866,2371,5770,38,4856,804,7842,2542,2051,4626,32,1218,8234,3998,1787,3184,4146,2364,2338,1389,962,6935,1986,5989,2153,1588,5712,2965,8197,5175,5569,6383,2952,5224,3878,1569,5982,5161,3969,2981
1504,3421,9055,2656,2059,664,5139,7272,3060,1779,3766,819,2889,8796,1879,74,2338,3485,1600,1930,2121,4155,1787,7718,6647,587,1079,7403,5130,8714,6725,8246,134,5114,6189,8880,771,6939,4165,5736,6145,4420,2576,4288,1876,507,5559,1923,5160,1887,540,7908,5569,1524,2159,4001,3294,8245,3203,3529,2575,1873,8748,7435,5236,3994,832,8546,1093,3283,1041,3967,2062,6379,5785
5087,7480,3029,2047,3589,6924,3792,2941,5132,4023,5559,6896,6191,8225,3968,4723,4385,6008,1535,3184,7094,3943,5173,3749,2410,6785,1070,6047,871,8886,2371,3967,4660,968,9086,2878,2899,4077,1906,2035,2906,7482,1787,8661,2951,2051,286,2252,35,4753,2064,940,7226,3692,1478,5113,3172,6038,8757,3033,4388,3517,4173,5105,2614,1055,3022,5976,2364,5556,8229,4970,4160,2334,1097
3014,5569,3845,2574,1878,5559,272,3221,4058,1024,4326,2359,3965,1509,7372,1158,3893,5587,1184,5174,2047,6649,829,5862,3185,5976,4388,6661,1866,5785,7164,5531,7416,2173,1524,826,2576,386,5566,3507,1438,2336,8739,6379,965,5568,5071,3202,1977,574,3940,4550,5247,5228,1167,7330,5242,1227,3034,4022,4964,4016,5766,750,5225,3291,6135,1011,8742,8220,3578,4001,3910,2055,8418
2159,2880,8420,870,251,5569,929,828,7178,4198,6,1524,2778,8941,6022,2112,5924,1666,1817,4612,7454,3261,953,7953,6668,3925,3184,2975,3639,5206,4578,8540,2063,267,3235,6686,733,6929,3238,6213,507,5031,9009,923,5559,4545,4323,4964,2930,18,1977,5556,2961,6651,3247,3762,662,3963,7456,1880,5400,996,2205,2369,1387,5348,3316,295,1778,3722,3670,2371,5245,809,4385
8895,507,1989,1565,1446,4385,4725,2886,492,2051,654,3019,2901,2962,8671,1972,3025,1587,1993,8546,7435,1058,893,2172,1494,2047,5166,2063,6018,4198,2159,5569,8766,6202,5232,1779,134,8521,4563,665,3759,6767,3622,1060,1415,1051,3876,2425,1968,3289,1857,3959,6725,8222,848,8990,4927,4390,2550,8562,5383,7162,4962,6059,4545,6230,4520,5769,5224,3406,3878,3904,2115,8395,1218
1167,299,5795,5390,4159,4134,1886,3073,1250,3184,7232,806,1407,2750,5231,7157,5569,3409,4385,5166,5559,7711,2539,8364,2201,3026,3960,3367,3275,834,3836,63,8540,5262,8049,8006,7821,4962,1425,1301,2969,3828,2205,3025,3963,6943,6027,5977,2181,3009,609,2062,2173,2911,1862,6946,3838,2159,2371,8168,1779,2063,7248,8625,6380,6024,1612,4056,1878,7375,3714,8191,3841,3433,6070
5242,1976,2464,8412,2309,4388,6945,7899,8432,1058,4171,1881,1824,969,2924,2182,1873,2047,5204,2359,1524,4580,663,1020,6645,1880,1777,2952,5195,616,134,1407,6757,4938,6725,3313,1769,987,8600,5210,3025,1130,1779,733,6035,2892,5247,1081,2893,5228,1262,3116,3715,2472,3878,5381,4153,1977,5160,6330,5559,1812,3447,2205,35,1425,6916,5976,507,1886,1157,6777,8579,219,8991
788,7709,1972,7997,2334,5224,1876,7365,5556,4167,5976,733,6142,7517,3433,32,3865,1108,150,8857,4413,8540,1055,5206,3029,5237,6633,2576,2016,580,5113,5579,3863,3945,3244,6834,827,4962,8546,1886,3998,4177,8777,5780,3197,8176,2359,1076,3938,2924,1586,8822,5123,8783,6201,5822,773,365,2172,3991,4371,1779,7842,6924,2220,668,8395,2371,4631,5138,5132,7325,5367,5753,523
3615,3289,4146,2334,5804,45,7790,6892,5734,7711,2063,3280,7456,1777,4159,134,5785,1785,3029,4016,1769,6656,2576,5237,6569,8916,8856,3185,1886,1260,7747,5976,3878,2371,8490,8906,6140,4631,5104,7639,8629,3981,5157,2056,2893,264,1968,6337,5981,6243,4298,2755,8750,3091,5559,933,8048,6154,1297,4543,3679,5567,7454,1357,2564,2143,8408,4385,1356,1252,4173,3025,8639,5556,6280
5622,2901,7129,648,5373,4545,1825,4092,2576,5230,4154,6831,5247,1028,1428,7556,2338,5976,3238,1006,1615,4631,2035,2909,1866,3836,97,2810,5435,3960,8885,3828,6196,7877,5163,5206,6548,6785,5585,5556,1408,896,8226,5178,1477,1508,2767,1567,5929,3991,3526,2961,2223,3290,2047,2571,3938,5266,2356,2969,5569,2975,4006,8485,772,871,1069,2145,841,4177,4385,6502,950,8545,7393
5194,795,5199,4239,5212,219,6062,5606,262,3420,5757,8014,124,8519,3909,2295,6719,5753,134,2893,805,4542,6827,3941,1559,1880,5970,2371,6020,3540,3777,1078,6331,5559,2551,1041,2001,8739,3289,8480,5566,8877,8432,3310,1506,5591,1063,8193,5224,1878,2363,1408,3971,7982,2047,7859,2843,3051,1879,2179,5031,4830,847,4545,1012,4171,3517,2476,1819,3766,5759,8245,5171,2338,7435
5220,8108,6024,5976,551,7454,1252,8312,2147,1031,8985,5764,5560,2346,1282,3313,1234,1879,5894,1285,7947,7078,8904,1762,3111,4598,1291,4388,2214,7166,3926,2762,661,6501,7377,8796,8224,370,3673,1968,1904,1163,5734,2371,7259,2063,1800,3218,3216,3792,2911,1417,588,797,4520,7086,1021,5556,1883,7523,8777,3595,844,1989,3945,6101,3484,8637,6896,5566,5712,2047,3025,2159,8315
1238,5174,3992,1208,915,4006,3315,2214,625,4529,1769,1972,1429,3185,3184,7466,2371,300,219,4895,1504,2369,7711,3010,5229,831,6521,3440,4173,7705,3283,7721,8806,134,5160,2364,331,7585,3869,7870,975,5753,641,5566,5102,9000,3519,5976,971,4545,5299,1779,8447,923,1924,8091,5557,776,4561,5161,3942,5569,7556,5734,4389,4134,5558,2884,8168,4596,3457,4876,522,1535,1058
3870,4551,1787,648,4515,507,5878,807,5215,2352,2537,5754,6321,1206,3757,8766,5262,2156,6070,8796,5233,737,3412,8261,7090,3945,8761,8475,794,2546,2949,6725,4022,1439,893,6336,4197,8542,4160,3409,4552,2359,8355,2334,5874,1866,289,5872,2658,3282,6400,985,5202,8048,3130,6058,5396,2937,5170,41,5797,8681,3029,6186,6519,4514,6202,6334,5559,9015,7698,7666,2151,3014,2371
5179,7697,5559,7081,4302,963,5173,8546,5901,2917,2889,4966,6651,1054,3161,8409,3933,5938,1178,5071,4077,3981,4583,7346,3289,3951,227,855,2526,2051,2055,4631,809,7481,251,4134,4352,1809,5139,7743,2198,3999,2369,1108,3693,8941,5248,5247,8490,5567,7372,4074,7334,1879,8218,2061,3026,5261,134,5063,967,1270,7479,1045,6434,5189,2973,1024,3743,4071,1066,8095,1880,7447,7168
5245,6647,3210,6294,2062,828,2173,7155,7129,5560,289,2047,1927,4099,5384,8196,663,2500,5753,983,2172,881,3029,1055,4146,4412,1886,2898,1822,5804,7443,639,4545,2369,606,6796,6888,3997,6166,2882,2341,5734,930,2534,1123,2930,1564,1787,2722,7643,4105,7709,7899,5178,2252,6939,7428,3994,1208,4631,869,2309,7684,8625,5572,2897,5198,7720,3123,5097,7898,4973,7543,306,3958
1271,5174,6146,3294,4571,5573,6651,3291,2073,7135,6339,1391,2056,8547,2369,1779,6017,7611,8750,1976,4388,2032,5560,6186,3296,817,5556,4961,3504,6716,4772,4574,5569,833,5288,1226,2576,3460,1334,2159,3771,3461,43,2981,8393,1880,4296,4962,2996,2842,1606,1977,6227,4014,7192,5206,5204,8571,2173,2364,4965,582,2923,5162,2924,4514,1969,8476,1769,1390,8634,3397,5236,7819,5171
5559,2364,3121,1518,1042,507,4178,6633,85,1300,1171,1157,1275,854,4962,5173,5739,6018,3092,3791,1559,1878,1853,4150,4157,8796,2369,4514,2063,9008,5230,2062,3184,1886,2047,609,5749,6291,6649,1976,7711,2198,1418,6091,5101,6201,8546,3185,9059,3294,5567,1263,8121,6795,3429,32,2975,8515,3208,5076,7752,843,2469,251,5190,587,17,938,4385,310,6029,600,2408,7584,2897
4040,3413,965,1488,219,5565,8130,5568,2338,4975,8224,6031,1171,8420,2063,5204,1472,6091,6633,4385,1880,5231,8766,5132,671,5221,1989,5712,4006,2159,7237,5976,6201,5236,5245,5573,580,5160,3406,1504,2062,5745,3923,2894,8881,6660,3025,8735,2878,3426,3014,1509,3242,8548,597,2566,5730,2570,6309,1547,3654,4589,2153,688,507,5769,2964,1079,32,3184,5198,4520,3289,4413,5190
934,2205,5566,5712,1921,3123,2576,1263,2192,3951,3221,6062,5138,4526,5223,5862,6827,7123,251,5250,1091,4807,2371,1579,5573,6374,7154,8500,1524,3086,1589,5556,923,2016,4035,6022,6785,7299,3284,4631,5236,8412,3050,5182,3406,5238,4389,5214,3787,639,6201,3967,3283,6091,292,8345,2919,2882,5976,6179,42,1505,4150,5691,9005,1774,5807,8578,5560,6640,1825,2901,1566,7742,1880
2843,6330,7499,6622,5250,733,6650,4535,8545,1443,1989,1924,8420,5734,2030,4169,2205,5728,2336,3420,6503,2396,3571,6944,8655,2971,7341,1972,644,2062,6206,1785,6024,4124,1976,2755,5960,5976,844,6560,7849,1504,26,639,8941,3994,2369,3095,5391,8657,1361,5559,5178,1467,5566,1061,4413,5160,2952,2878,915,3967,3777,7135,6034,4385,4539,2686,3615,1299,6293,7428,6640,7158,618
5976,3029,6652,8447,7311,642,6725,6070,2549,4326,1218,1658,2911,8500,3298,4385,1777,3485,3959,2346,6,5141,1877,8756,7443,4413,7744,3409,4520,848,4397,1407,5771,277,1192,305,2375,1879,5730,6054,2945,1804,8761,3433,1507,3748,5156,7137,4368,4631,7093,82,6482,5262,6001,5237,3920,8202,5198,4882,5247,2063,4559,5167,5173,2371,7447,6773,1772,1865,2464,696,3967,2173,676
6293,5822,3185,1876,5625,6201,3318,3838,6421,1100,5770,3302,5753,4001,5096,1380,5199,7853,1070,2177,4287,2897,2217,1364,1779,1433,1807,292,2035,5238,1882,8347,1513,3675,5178,1737,809,4217,1439,5573,178,5615,3970,6717,1273,1801,6181,5173,981,497,8989,2172,507,5566,2670,6827,3575,4006,4982,8500,978,2375,6347,1369,648,7157,5245,5569,4388,5375,223,4053,1122,4577,958
637,7324,1769,8540,1439,30,5749,5730,6338,4002,1976,5247,1480,1558,1787,1968,5871,1380,253,2878,9037,8431,3406,2543,1387,7200,4550,2359,2047,1886,3586,1822,5559,3867,4964,5976,2159,9057,1989,3313,1878,3893,3647,5171,1171,8177,1042,1812,816,1438,6808,2177,1779,6373,8221,3847,2610,1429,2151,3940,6202,8388,6827,8358,8714,2971,1717,2051,5435,4134,1559,1504,2488,4385,5712
3958,7290,5194,3308,2951,2972,3932,5976,1611,8418,2359,7263,7197,1361,2049,664,5247,6018,2151,7724,2248,3161,1238,5797,1231,7361,3184,673,1587,2364,1921,2056,8049,5202,6055,3147,3496,1779,2981,1305,7479,3847,4413,5204,2885,283,2159,5785,5173,1977,5559,5728,5898,2063,4395,2172,2793,733,2363,1818,2062,474,5556,6896,1006,1971,3663,2672,5266,5242,831,5560,1058,1182,32
8419,828,1932,5184,4813,7098,6803,4000,1939,491,7344,2172,1779,786,4109,2151,233,1391,3185,3922,3591,5123,2831,277,3969,2056,7443,610,5351,5585,604,3841,4284,26,316,5575,7624,6644,4959,5160,1157,2359,251,4521,5559,7709,3244,8420,1093,5745,2062,5181,6154,4557,8191,1452,6656,6974,1694,6725,5245,2047,3863,6339,2755,4631,6091,6149,7618,3991,2334,5067,6202,5688,1878
8961,8482,3532,7742,8409,1800,507,3517,1873,7229,2894,1507,1779,1061,1559,6204,1514,2173,4006,2917,2051,6062,3191,5569,5246,6149,2936,6008,2172,5109,6045,4640,2171,2901,7020,2752,261,3492,3422,2055,596,8761,2478,2338,4368,3010,1455,804,2056,870,733,3406,8766,5734,1588,8432,5179,8413,2381,6304,251,1390,4388,5496,3238,6076,3511,3014,2346,1989,5161,270,6725,4982,872
1185,5096,3991,4631,2687,3838,790,5178,7289,1824,8159,3836,6356,3773,6018,5753,3013,6298,5229,2338,9005,2371,1930,5198,1207,3468,1862,3845,5728,4962,5699,5845,8630,5190,6091,3168,3998,8782,829,809,3886,5559,1779,6974,6143,6339,7897,2208,1172,500,946,9003,4146,2890,1769,4353,637,8880,1879,1582,1113,147,83,3618,3864,4239,2056,1265,7679,3294,7454,7596,5734,6725,5194
4346,4172,6092,1176,2971,3029,4439,929,1926,4578,1971,1390,1086,3714,1866,3978,3282,284,3847,4966,2257,8001,2302,2491,357,3062,1507,6294,8504,7678,4531,2919,2548,3433,2056,3406,3189,6650,6091,1787,5246,608,5073,933,2371,9021,8414,6362,6334,975,9076,1041,3065,1252,2348,5977,2644,1403,1886,1093,2533,3605,7820,5140,3967,5095,5566,6632,3308,6197,579,6192,8396,1471,134
1769,4388,2177,7711,6225,4831,5705,5162,4276,3871,7646,7641,2062,8713,2409,3184,5626,3575,2919,2550,2159,3029,9012,7090,4223,3246,2369,5976,3308,1599,9066,874,5786,326,8103,3666,728,2198,1223,1667,3741,7126,2187,2205,2548,5105,863,8980,1328,5973,2173,1060,2364,3592,8635,4631,3953,8225,3056,6660,1779,1041,3409,7345,3304,7161,8220,1513,134,2371,1678,7556,4520,4556,3305
4265,4529,3662,1048,3873,3307,5556,1787,2027,5262,3289,8546,6145,8191,2364,4388,5368,4539,7666,5198,3887,3713,5559,6650,3420,6203,6660,3878,814,5973,1398,5173,2151,1976,2173,2755,1419,1260,199,6374,2012,6927,4631,2546,7889,5210,4962,3505,4068,5266,7556,1361,251,6091,8168,831,1160,4548,6725,1471,2217,4165,3211,4966,1378,6909,644,7443,606,8540,893,5734,5712,1989,4977
3399,5734,5235,2882,4778,5225,1977,2917,3963,19,3412,3029,1429,5321,3025,1308,4362,8637,1921,2755,1797,9007,4413,6018,8769,4420,2056,6008,4096,5804,2466,2901,3184,6652,2971,3878,8083,5772,6827,667,8886,3863,1123,6651,1881,5233,1543,60,5976,8575,8758,7454,8418,2016,7369,7180,3873,8546,1769,2062,4973,4964,2907,2939,6647,2151,2951,9071,1801,6147,5712,8883,1878,5244,2952
819,2334,8548,1350,2214,2574,5390,7334,1980,2047,6062,1769,864,5982,317,5221,2359,3244,2159,873,2371,3026,3292,7360,1467,1378,3724,4860,3289,5149,2930,2338,563,1075,5850,1008,5712,1526,4152,4412,974,3981,4413,8941,2173,2086,8423,8796,6725,1878,2056,2919,1573,1068,5973,1886,1787,5757,5173,3433,5729,2364,831,2575,3594,950,2381,5247,1873,584,3966,9008,1517,3126,2939
1825,5734,2773,8545,2062,8414,2774,2214,2197,1286,2957,2770,5556,7454,825,8992,5374,5880,1377,5132,1287,2793,5976,1072,5928,6086,2173,7410,6020,1366,2951,5113,45,4077,6202,3282,5559,283,4981,1803,6216,2906,5557,6334,6068,5234,1977,2334,3892,2047,7040,2338,5764,8396,1926,4388,6059,5687,3184,3757,4060,8201,7200,7770,2322,2205,3025,1984,1968,2027,2901,6036,2897,5203,5625
5566,3459,1879,1250,781,6946,2051,8996,5573,5976,5559,8412,6024,6834,8395,134,2487,3740,2159,1436,2369,8398,4532,923,5108,5266,3692,1777,2338,5228,3878,1103,6827,1977,1880,2971,1906,5102,2923,2371,8420,2198,2027,5109,2208,6633,5220,602,26,8941,3289,3945,1167,5296,918,2972,5597,2570,3453,5753,1021,3618,1928,3185,4412,7201,3420,3822,6001,5560,4545,6206,5596,4611,4517
6768,2516,3296,6817,5569,7184,818,6657,2375,5804,1777,563,454,1041,9011,5162,2371,1504,6564,2056,3791,2558,2057,2644,2886,6018,1977,2258,4719,1932,6510,259,7770,5769,1930,5189,9000,507,476,2952,2044,4631,1873,7776,5721,4037,832,8106,3244,3424,996,1769,2047,1200,1016,5763,1976,7152,6201,1452,1007,8497,2173,6769,6024,6324,1862,7290,4906,1263,2359,7176,2051,1060,3618
