2172,2051,8868,1972,6660,7129,29,8881,3186,2410,2055,7443,5247,8601,4539,3886,7357,2173,3748,962,2334,1277,7720,2369,5266,5390,6503,2831,7714,1987,4388,5241,8180,480,733,7539,3863,2550,2062,1526,3760,1787,2484,3279,5174,5556,3056,5977,8048,3988,4134,6633,983,668,4155,8320,7454,1112,1880,8543,2016,5559,5375,6186,2297,2574,5096,6942,3909,1364,212,2949,7323,3920,4124,8219,8821,2942,6059,2957,5210,3133,4631,4520,8412,1157,5253,9062,2878,1020,5231,5770,1876,780,3025,6140,3878,2346,507,5728,6202,3682,2644,3845,8898,3919
3741,3412,946,1003,578,6803,1530,8427,2525,6139,72,6422,2894,6833,1812,6909,6031,8657,1779,1216,6017,1064,1989,1258,6503,2346,6137,5160,670,8080,2547,2558,1324,5734,1507,5569,2151,3847,2882,7541,6294,2334,4563,4134,2056,5105,2652,2051,8542,3185,8541,3406,6144,3447,5394,4610,759,3486,3086,5171,987,2172,5104,4055,5575,134,8051,2371,6846,1559,5728,1410,5929,3013,8634,1879,5846,3927,2563,1785,5754,6206,1468,6207,3164,2292,3308,3409,8750,5565,15,2159,870,1977,1878,4239,2364,5982,9076,6043,480,1464,7238,8395,2055,427
1395,8475,2217,5556,2172,7771,3603,3562,6052,1862,6174,1250,2951,5199,776,5804,6202,8490,6031,4545,2198,5571,5215,2912,8129,1361,8219,6458,5236,669,2063,1528,2056,9076,6939,3375,1021,4385,4162,1920,2341,5921,2171,2205,7466,2882,833,1301,3025,5976,2541,5209,2878,8941,1546,4388,377,1285,8744,8991,8551,1701,284,2755,2151,8417,2579,92,733,6502,4962,5573,6724,964,6808,3553,6833,8487,2371,844,3449,1879,5559,2062,2173,4633,438,8885,276,6660,3308,5237,7330,5625,4631,1485,4528,3240,2893,6054,2409,1421,4973,5566,6335,507
1461,5174,2205,4257,1439,231,2062,6091,5606,5976,5559,6725,594,2063,4388,2546,1632,2364,1787,8252,3029,870,3184,2214,6013,2196,2975,2371,5266,1407,1878,6339,2548,3934,4006,640,5601,6907,1421,1989,4413,2939,2981,3406,7346,8227,8194,507,4167,8191,826,3878,7180,8766,1256,1301,2338,4026,1586,262,2197,6024,3892,1416,1769,134,1778,4714,4165,833,4612,2938,6660,2973,4120,5239,4195,2359,593,5804,7188,1887,1779,5113,6909,1972,6077,2408,4093,6650,5130,5973,5253,4802,4150,3112,3749,2047,2172,7369,4190,574,5738,6294,4385,3014
1787,1881,6725,4051,1170,1280,5210,5834,2666,5374,3313,8881,4247,2055,1098,5174,2895,2789,4536,135,5102,6175,6651,1224,6373,6662,6001,3456,3932,5734,1769,4004,1528,2901,2336,3607,4388,6345,3917,6647,3460,6169,1968,5870,4605,2572,2062,3942,7487,3887,1072,6202,1877,5160,841,20,6014,1560,1777,2063,921,199,5233,8941,7684,5095,5237,2058,1809,3289,251,2151,479,4081,1886,2971,1078,8414,1620,3928,6295,801,5878,3433,1507,4155,2842,4790,587,3238,6817,8657,3947,2466,1308,3268,3857,2576,334,7369,35,5215,7454,662,2434,134
5262,1785,3558,1880,4940,1126,4631,4160,671,1258,614,5125,8048,6927,7171,2056,8382,3420,4169,1366,1825,2193,5384,5973,6334,870,4545,2061,6651,6291,2062,3653,4312,6941,666,6102,6361,3184,2897,7126,3878,851,2098,7552,7129,1419,1021,983,4361,3749,971,2205,2369,3026,8626,1829,1866,5569,1231,219,20,2384,3696,1862,1230,28,7549,2971,6491,3244,1968,44,1547,5732,6725,4556,5556,2159,3644,1721,4966,3560,5178,825,3517,3010,2212,8762,8736,1254,3609,5559,2173,8941,6294,6396,975,5764,3714,6026,6091,4599,4962,861,2886,3501
1361,6629,4011,5976,6326,6052,4675,5208,5728,1950,2172,3449,4545,6968,134,5210,2198,1822,8483,4535,4698,2558,2359,872,2173,7260,6367,3244,8393,5795,5569,12,4239,1769,3864,7337,6380,1878,5970,6147,1015,8081,1543,2981,3153,7306,2051,6339,832,4528,1425,2374,7666,1993,6091,6054,15,6206,7734,2205,4349,1561,5559,5227,5168,1977,475,4730,828,1615,5732,3714,3074,8437,5238,6145,1347,2447,6097,7311,1104,1419,1252,3967,4213,6648,610,3206,2159,3296,2646,5073,2755,3072,835,2504,1226,1301,3606,6202,7162,4062,2290,6640,7733,1971
1877,2505,3083,5586,126,6825,5598,5378,3040,6503,5230,1010,2056,282,2151,3026,3999,9022,4006,643,4965,8872,2035,478,7090,732,1397,3029,6668,2408,4413,1824,3220,5228,7493,1264,5786,2971,639,5117,2861,2895,2047,7126,5109,5712,1874,1565,7760,4140,1812,2477,3025,2352,1457,2159,5768,669,3317,2755,5976,2878,3433,4545,2369,1622,7491,4105,1409,6085,7479,6651,2899,2767,580,6909,5259,5773,2549,1971,4388,3313,5204,4171,5730,1880,4962,1038,3800,2924,8675,6091,5140,2699,1972,986,1825,6378,2371,5063,134,5262,1932,261,4876,1207
1408,5734,954,1033,2338,834,6014,3909,8103,7976,7186,3185,1932,6188,617,5229,8763,5174,578,3308,6649,1563,1787,2890,2056,6659,6182,6785,3972,599,1157,5566,4836,4265,2878,2924,614,3412,4298,3945,5162,6975,1864,3052,3062,473,1204,2473,1623,3102,3872,1363,7184,4088,6018,1924,1606,3466,4412,6830,1041,1242,3750,7092,2492,5094,3888,5184,6339,1583,8128,233,3782,5862,3086,3025,4545,6091,6034,5236,9005,7750,8068,6656,8395,3447,5138,1085,5386,946,3622,3991,6831,6294,2371,6687,6382,2214,3327,6402,5207,3183,6660,552,2172,1976
3184,4631,2252,3406,942,8783,2181,3116,2159,1886,2950,772,1290,5031,649,1048,6048,5969,1058,3308,8496,6334,6024,2973,9007,2699,5603,4545,2172,7714,3510,490,3519,3380,3838,5073,2957,5569,4389,1779,1790,6747,1977,6385,2205,7838,4611,2024,1111,3724,1062,1988,3965,1873,1879,3981,4413,6479,3077,6056,5193,6070,5559,2173,4412,5625,6783,2901,6015,31,5262,3892,1809,6605,4388,3447,5890,3025,7297,1453,5222,1769,1881,1926,830,4021,1600,4034,4537,2056,1568,8104,773,6378,5097,805,4780,5573,6091,3298,1567,8412,3806,134,2047,3863
8952,2253,4385,3244,6202,4267,3029,8048,1237,2064,1879,6018,5785,1795,1517,2576,5198,5370,7454,4262,8010,3971,8654,1924,4091,1076,2649,1866,8412,5161,2205,8567,7152,3853,226,6849,1878,3025,2364,5199,4882,4631,8997,595,7556,2177,1800,4981,2051,7771,134,7187,3184,1037,5559,3151,5734,7513,4738,1024,5207,6188,1779,8796,8885,2145,612,3510,2063,3998,4985,8783,8432,4962,8989,6441,3003,5065,5766,6015,3509,6716,8223,1231,7155,7469,5228,184,2528,975,9041,1486,3406,5728,4150,3926,2062,2151,295,5685,5109,5124,6818,6773,1886,6652
5977,4631,8189,1517,3685,8222,4370,8735,1779,4962,2756,1016,5712,4545,4388,8629,1705,3238,6357,634,2981,4806,6043,5177,6334,6650,8395,841,3799,8885,8651,9058,2883,5976,1046,7517,1769,7164,2911,966,1421,1787,1264,1316,3014,8419,134,2587,8319,20,2466,3342,248,2750,6139,5556,4390,6499,6342,612,5566,3019,3866,2371,3913,5569,7856,5568,6062,5210,6091,2159,5754,7482,5596,2338,1997,4060,5247,5560,1886,6166,5159,4385,5745,385,2963,5181,4392,588,6044,3116,5140,1822,5732,6725,1245,7369,2488,4539,3029,4964,2151,7160,5358,2901
2338,5822,507,2151,3305,3244,2800,101,6037,2917,2334,1637,5178,3169,8542,8796,2359,6942,1523,5688,5973,8485,229,3878,1286,1812,3534,4884,5070,4962,949,3838,3847,3003,8745,1877,1326,8657,3933,2172,1618,7343,522,3054,1782,825,5224,6018,5228,580,3987,18,5566,2981,3205,1129,5173,3448,3029,1474,1171,3873,4157,4077,1976,4066,5976,6312,4545,7142,4346,6347,5417,1952,1778,5728,7443,2056,324,7465,3721,5069,5556,1317,1524,796,5149,1922,1229,2476,1123,4502,5266,1041,2444,1015,5206,5196,5367,4360,1932,3318,3478,2054,834,3886
5094,1453,6828,4962,3857,7106,5127,6355,6145,2038,1880,1989,2153,5172,1001,4633,8756,3406,7323,2558,7479,2352,345,5225,3965,3878,1101,3747,1769,1876,1060,1558,3073,7517,5804,3193,7128,2173,4608,3838,507,5136,5982,1068,5973,4877,8540,788,8896,5238,5976,7766,215,7094,8461,3847,3412,1612,5011,8761,839,3058,2575,835,5042,7897,5989,595,134,5556,796,3399,6015,5266,5178,2960,9007,4521,2334,2893,2369,3185,6022,4631,2332,1280,4964,791,5783,5560,3657,2755,7454,2549,673,4051,1993,1871,2172,1167,2371,7475,636,3294,3967,6983
2058,2051,2364,1254,1252,6785,1614,2352,9011,6918,6725,1977,219,6354,8657,8220,6569,3280,7714,3853,3761,5178,2579,2332,1804,5559,3740,1880,4789,8188,5822,2334,68,4327,2056,2919,6433,9015,4169,6287,5902,6091,2159,1020,1412,1461,7871,4413,3876,5174,4105,6651,2509,8543,7711,3114,5068,8567,3030,3732,2344,8425,5976,2905,29,8885,1097,589,5734,8620,8291,1809,8961,3562,1326,2027,3903,1429,639,1499,3409,3878,3938,3294,968,3181,6342,1564,2549,6649,3919,1264,5560,3388,2901,8881,1282,1877,3413,1332,8750,5266,6309,2477,7454,1599
6841,6201,2205,3967,4134,295,5194,171,6356,3969,8750,667,2181,5559,3984,3832,6638,5371,2371,1564,3748,5185,5573,1058,971,507,4535,2097,6640,7849,1968,1862,2334,6337,2410,6347,5712,2889,5583,3716,2369,7186,6197,3237,807,4631,8395,8418,4150,2951,8430,6047,1285,3525,1545,2016,778,2755,5976,5574,4335,3878,1407,2549,3368,6483,3431,3283,1565,1123,4537,839,848,3618,1326,4558,1755,8409,5625,23,1468,4291,659,8796,3478,6018,3999,4229,8432,5215,3190,4984,4385,2981,3592,2047,7670,7020,3941,1947,4023,251,5118,3318,6043,6057
2901,1976,1217,6652,2576,3856,5705,8395,549,1564,7180,1879,8496,2214,2894,8399,2408,5976,4291,3963,1946,6283,4155,805,3910,2338,2375,5247,8880,2341,5766,2547,4532,7899,2052,6091,3938,339,1801,4563,4511,3207,4961,3878,1576,3981,1871,507,6519,6018,7709,1620,5237,5243,5345,4385,7152,1873,8224,134,648,5229,4217,5866,3282,6293,2644,2051,3932,4587,8770,5161,1442,4861,3867,4966,697,4119,368,2898,8438,610,5228,5194,1324,5786,869,6639,6851,2359,8504,2172,3794,5190,1308,5559,5556,6827,1059,5058,3037,6889,219,2016,7075,3231
5785,5210,6652,4264,6022,3878,5976,563,5728,5177,8703,5165,5022,8399,2159,4544,2063,869,5804,4631,5753,1208,2364,2102,8080,1779,5712,4288,3757,543,5559,4968,6974,3308,4799,2177,2552,599,7429,1730,7517,4890,8418,3184,3920,1977,2981,4077,3400,2056,4988,3924,3053,5104,2208,4962,1203,622,1951,954,3447,5113,8048,97,1286,8796,2755,5987,2336,1524,6091,2834,5266,6140,6208,2047,1007,5208,6803,4574,3728,4141,197,6725,1526,2587,1129,4006,8051,4665,3701,6473,1522,8541,4142,5569,8756,7516,609,2435,5973,2153,6636,2371,873,2172
7312,5248,1881,600,1375,773,5625,1248,6070,1976,1204,1574,1486,3777,1977,2177,6034,8882,5834,5174,7324,3910,8210,2516,1205,673,5749,1906,3712,2788,1517,8757,6796,3954,2051,4213,6725,5558,831,2369,7465,1317,833,4155,5156,6015,292,3887,7244,807,4608,2558,5096,3749,2835,4413,8993,6036,1991,8777,3519,2895,8102,1886,2198,2981,1980,2644,6039,3057,5139,7708,4161,8796,1036,3838,5112,8657,3320,7263,660,1271,8427,1779,593,5162,2548,3967,5670,6188,6734,6046,5671,4143,603,4001,6518,2172,2207,5091,4105,3296,733,4962,1419,2173
1779,2104,4146,8409,4134,5238,7364,923,4319,511,7127,4631,3747,7437,2686,5887,1126,2056,1800,156,5242,2507,5622,2051,3999,1641,1883,3572,649,1670,1787,2052,800,2341,844,7443,5982,1825,3206,6785,6400,2848,6022,3864,193,5973,73,2410,5030,1504,35,4026,3838,2156,1058,6974,8481,8710,7164,3048,5782,5574,2957,2315,4060,2338,3184,7708,2889,6833,8623,777,3308,2886,8886,1525,2010,6153,8855,3630,3459,5266,733,5639,4962,8215,2543,5804,8421,1555,4882,7332,4388,4695,3134,280,1972,1459,5785,7851,4114,2159,6024,5119,3246,276
8519,3010,3707,1126,3653,2548,5182,2346,1074,950,5770,3958,1157,4413,7400,2359,7720,1787,1881,3184,5866,1977,1103,3282,1438,733,5753,1926,3406,2173,2205,1081,5559,7114,4631,7939,1417,8528,7060,1879,1404,1042,5595,1275,1880,3910,1664,5754,134,8796,4154,4172,2549,4793,5247,3040,6551,2547,3169,5573,8508,9008,7443,796,150,2371,2062,4388,3117,177,4177,3030,6725,8129,7324,4586,5976,4385,570,2139,6634,5229,5390,5890,8777,1928,1239,1022,8870,7179,5076,5734,3029,3963,6833,2510,7671,5804,8653,5161,4558,3655,5766,2047,3843,2334
3655,8418,7957,6034,3887,2175,3025,5973,3580,2991,3421,3669,8408,251,2901,3878,134,6827,7517,646,1410,7248,1825,5556,1880,3841,4603,3382,3971,8769,3019,507,8796,7184,3447,6080,5559,5266,1866,8941,5905,1202,8051,5178,434,1063,3297,2159,5104,7135,2205,5210,4488,2369,1515,2644,4223,595,6656,7708,3115,2576,6100,3981,6651,5380,2465,6018,3968,4976,2047,6140,1336,7179,8395,939,3010,4588,1909,5214,2371,1507,6776,1226,2172,547,104,6849,7716,5119,310,1779,7297,2062,1968,3423,2173,214,2755,7061,8999,3282,6031,833,4105,7737
1360,2901,2410,2524,1787,3991,3049,7897,60,3568,5228,4014,1779,2210,7840,2056,6909,2979,2974,5976,2172,7165,2789,3294,7180,6091,8796,3185,6785,3107,3787,1866,3981,5166,2575,5367,4060,6334,5560,2145,5712,664,5102,1769,4388,1173,1256,7372,2334,8886,4766,1086,6607,8414,2159,5091,4172,7332,4542,69,1971,2062,8172,26,3184,7456,1881,1453,5977,6054,4178,1108,3449,4002,2180,1603,2064,251,1002,6924,8395,2755,8275,3456,6342,1921,790,4070,2409,2644,6145,1880,1262,1286,1103,7845,280,1326,5206,1924,5975,4171,3692,5804,2941,6283
2548,6031,6337,2908,6200,7301,2576,555,1986,2177,5569,5565,2334,4526,1283,4959,5182,7443,635,339,1127,5253,6831,2936,6203,2878,2048,8625,3433,2981,7334,2223,2364,3283,3412,9007,2349,4962,2482,7485,6652,2755,1778,5073,42,4385,2062,3111,6336,5238,2047,8857,3950,2173,1371,6201,5976,3029,3955,6633,4578,8395,879,1240,2152,7184,6022,1880,3569,1568,6140,6605,1912,220,6334,3896,1777,3581,3869,3696,1968,5162,1516,5091,5121,6641,3954,8567,1532,1368,2359,3966,5785,5375,563,1499,5247,4439,6395,8399,2151,5585,2032,1231,5560,1290
8679,3901,7714,6018,2051,5160,1517,6725,583,1769,4247,6647,1036,2364,7556,1546,2062,5135,4973,3025,5390,6203,3673,5804,4016,8736,2271,8941,6190,5603,5880,2205,6660,2885,4962,1085,3294,8796,8579,5262,2632,6024,1241,4060,4388,1446,793,3451,15,2058,3261,2061,3195,2151,8993,3029,1972,22,2159,7453,6383,666,2049,6812,7708,7845,1777,2359,3420,7443,3208,266,773,3966,5201,293,4631,6974,2371,7121,1569,2837,4070,1976,2338,8757,3052,4076,8314,5712,3847,233,6503,1866,640,134,3305,1588,5822,2063,5178,2922,4563,5156,2463,8468
8540,7454,674,8439,3838,5578,3628,858,6650,1779,1769,5102,6091,2750,5603,1882,1895,871,3034,1886,1698,2942,864,5221,1378,5672,5870,1852,6018,4539,1004,5976,3960,2051,610,6167,2193,6605,5772,2205,2371,5156,5573,5262,7312,446,4177,147,1430,2765,2369,5237,563,1175,1742,1157,780,2172,2056,8755,5559,1471,3029,6783,8277,1993,3226,5688,5769,5741,5013,5556,1130,2634,2171,2242,6901,1866,7262,6631,3315,4260,5220,6505,6696,3205,3890,3853,3583,1126,4333,8552,2778,3991,1384,2901,5979,6279,2364,7201,5167,183,5852,8467,651,1182
3050,4897,733,6725,459,2173,1032,1886,2981,385,3938,2575,1024,3960,8961,6205,2951,2369,3766,598,2717,2359,2901,7443,3308,6294,7144,5073,5989,4549,4978,8549,643,8987,622,1587,1516,3406,7694,5239,1167,4527,2338,2051,8742,20,5556,4155,1226,2172,6036,7376,6831,4631,7692,12,6306,2937,3665,5193,6891,4052,5834,7711,5976,2559,1259,932,2047,8086,1800,6022,4537,4177,8289,3954,5705,259,7135,174,3409,1243,6955,4638,1161,7114,3039,6640,3762,5804,987,6280,1301,2194,5197,3356,5753,5092,5247,2205,1157,6502,8796,8854,4099,3692
5804,1779,8099,5578,6018,8490,5598,2369,1094,6939,2159,3972,1167,1983,7324,4024,8388,7369,5229,4038,3029,5786,7819,5166,2051,3838,869,3318,7577,7443,5785,6202,4105,8709,1877,1559,7605,8771,7842,6405,2256,3886,2027,3406,2761,4130,5768,1984,4336,5242,1976,1455,386,2047,1778,507,5770,8129,3013,26,5202,785,7556,1517,5205,637,2172,5566,2878,3970,8430,1056,5167,134,3956,3941,4533,2558,3409,828,5178,6339,4880,5567,2336,4631,5764,4385,3187,5238,3669,2617,7099,3025,5876,3259,28,4924,8625,8224,1550,8487,2338,4262,3873,4058
8191,8796,6054,578,5573,6833,6519,5566,3967,7003,5210,4605,2906,2548,7719,4962,6018,5567,2364,2913,3027,2952,3505,6351,6934,8517,6747,7463,1124,2217,266,4988,6034,7387,5890,5070,1785,7400,2172,2371,5215,2152,1099,4286,3422,2051,4550,291,1779,2334,2898,867,6547,5194,5220,8885,3095,5097,6347,1769,1000,3963,2545,3299,5976,860,2359,8626,3406,4641,5250,5234,8752,4388,6807,2859,5569,258,5785,18,2541,3488,2205,5103,8412,8015,2688,2534,3798,1301,8763,4545,5199,1632,4234,7123,1865,7322,2156,5559,2941,8637,3029,6785,2924,1379
6808,5229,7402,3269,5560,5390,3735,1822,1787,2252,1781,1882,4328,2063,3956,2924,9007,2051,8393,2011,2177,5140,5194,834,773,7464,2247,5167,5569,5228,4551,1931,1255,3289,2343,3184,4962,1324,4257,2334,4611,1977,1017,8395,1438,563,3967,5786,1993,1216,1251,1028,3857,7678,8877,5069,2574,1089,251,8432,6974,2961,1924,2878,6356,5930,8510,6052,3907,3966,1361,1800,3259,149,3832,6258,1358,6091,3736,301,1115,3887,3963,7480,3094,7325,8921,6973,3909,3026,844,6018,3313,8996,2562,2056,6834,5846,2356,5730,5898,2299,3209,3200,5804,2942
4385,4200,8091,6605,4112,5753,2901,3951,8034,789,3010,7720,8493,3428,5568,4175,2145,6118,1975,6347,7480,1769,6934,1880,6070,6207,1015,811,5898,3966,1112,3025,6047,6091,1779,1883,2062,4119,1285,6939,1515,938,4178,1618,3318,4964,295,5375,6943,1230,2338,5215,5821,1208,5556,2771,2173,728,2172,1637,971,1878,1419,3184,870,1886,5101,2761,5160,2981,7556,7302,6725,7457,7888,3968,4962,5092,2063,5764,2632,2575,8941,3286,5126,892,4566,7551,8881,5230,872,3314,4161,1062,5124,2051,6757,3330,3238,848,6024,5236,600,3841,7446,1384
4134,6087,5177,42,2578,7164,3967,3843,1564,1977,8562,159,43,3963,796,7678,2371,3006,5232,5559,1862,8630,2658,314,6061,5764,219,6440,701,5973,3873,4566,5095,1943,3308,6197,6725,1417,2924,3789,4961,819,3938,2971,8657,3766,3682,3841,8880,3782,8993,6365,2334,3407,6804,507,4514,3052,182,2151,5142,4367,6070,2612,1300,5890,837,5198,2047,3878,1108,4105,6180,4326,251,8571,6091,6650,57,700,3864,1093,2192,6312,384,5976,645,2064,2172,1779,2369,7122,281,1720,5174,5607,1830,7061,3284,2278,2981,2383,5900,5097,3229,1184
1866,3444,6725,8490,6803,4962,1423,3029,7645,4175,3658,4831,5559,7504,7431,3238,2051,1326,4177,2338,5177,7454,6011,5822,4566,1185,7045,2047,3290,8235,8626,2788,1558,7118,1764,3447,6891,1139,5691,5769,3782,3315,3736,6935,8881,5770,7429,7164,1527,6326,8657,6521,6091,2537,5073,3903,6642,5982,1984,3854,1824,4612,5069,1490,5601,2488,4358,4964,1294,2211,3184,6058,3872,5878,1286,2061,3412,2950,5242,1285,7255,2469,4388,2576,4367,3296,3865,1219,1825,5199,2205,35,2173,4594,8395,3788,5586,4413,3892,1621,5732,3757,1862,4646,6633,1787
2177,5560,2198,5622,8080,7428,8229,8409,3863,6029,1323,76,3315,7499,655,5772,563,8796,2196,4962,2205,2547,8048,6370,8498,2083,2051,4091,7164,2750,3310,4155,6091,673,1873,4396,3945,6576,5559,1035,5228,7842,6294,7290,2159,1103,6641,6317,8793,6638,8829,8742,2062,507,3878,1555,2552,576,2056,2893,3758,933,5955,2404,6803,2971,1281,637,5478,6725,8884,5263,6208,4551,6135,5174,8638,3738,4408,3969,134,4039,2173,5820,36,5556,5194,2876,6197,2359,3005,6652,1917,7443,3440,1736,7145,7912,3420,1507,3406,564,5207,2181,8395,1976
5556,2051,7244,1862,7708,8548,1401,6725,787,5976,3221,7400,5973,2205,7462,3532,134,3184,2334,1486,4413,3079,7431,182,5667,251,2813,2052,4625,4343,6192,2919,5593,3663,1800,3279,1132,3760,4872,7767,1977,6275,2172,589,5187,1986,2356,3564,1580,5898,1769,3283,8386,5221,8395,1822,6225,5166,3655,4175,507,3245,7324,3956,5804,5114,1455,1881,8351,3572,223,6146,1779,6333,5237,7361,6633,5132,874,5160,5569,2047,6891,4972,2975,2159,6907,3160,2986,3186,5126,6047,3905,6008,4530,9061,3412,4319,6934,6334,2289,1524,1041,8572,4155,1892
