5556,3039,2047,4550,4539,2172,3513,651,3971,5073,5822,7714,3104,2064,7454,1787,8546,710,4228,3930,35,6091,2973,2090,1077,41,3918,4155,26,2981,2122,1106,1508,9000,8224,3246,5789,5946,5752,3771,2926,6927,3418,5387,1524,4971,3313,2917,7480,2338,8442,7127,1777,4578,5567,1878,7711,3184,2051,5177,3144,2061,1613,2350,2056,829
5266,6070,4804,1157,4155,3309,5171,5177,1207,2896,1526,659,2056,2173,7259,5125,5466,2410,2175,1417,642,1069,1390,871,1203,4966,1769,3716,385,6827,5556,6284,8796,3029,9076,6052,5199,3296,2642,4807,1182,1880,4413,4699,5174,291,4896,2036,7180,1945,1428,2234,2237,950,4985,1976,4853,1072,3666,1041,5229,6632,1779,8881,2952,2047
4545,4413,8941,5569,1976,1779,1027,7714,1853,8067,4631,4961,1093,5566,5559,7162,8393,3185,2062,5712,1455,8769,6640,7480,824,2927,4564,3029,3583,2151,251,3878,609,5590,4556,6927,1577,3237,1395,5804,7188,701,1726,5734,2436,2899,7234,1042,839,4514,6091,752,8417,8218,2172,2171,3838,1473,2882,4289,5745,8409,3998,8140,2371,893
2359,1045,3838,5566,6089,6374,1769,1273,972,5204,1787,2507,8751,4596,4109,2056,1880,5221,8943,1878,5370,4916,7473,2346,7443,920,5558,983,6284,3718,4520,812,292,3026,3029,2901,7151,3981,6018,5877,6225,1236,1972,5770,5753,5573,954,1883,219,2156,3951,220,9059,5862,1876,4059,191,1808,5976,8430,5191,134,3519,2625,1569,1862
1317,7471,6373,187,5560,3413,6018,5249,1612,1517,7897,6651,1963,2205,6660,2369,4531,5279,3590,6725,1079,6770,142,8393,1059,6074,3406,4550,5559,2054,8540,4631,1099,8567,1058,5228,155,7010,5990,6034,5769,2937,8459,6276,8446,4226,8248,2601,4389,8048,9044,2587,7697,12,1779,500,5556,5172,3556,2893,7306,3200,5388,1993,2062,6350
923,3699,1058,4896,4807,7808,6043,35,2145,4535,5209,1410,4586,1066,3308,1987,5592,1417,3886,1567,1462,6094,4571,6725,1041,1436,2576,4394,6641,3878,5214,25,4413,774,3910,276,6334,3401,2343,589,5973,7324,8941,3504,6997,2340,8881,2172,5560,3029,1562,3614,3749,6955,4558,1866,5873,2094,987,3755,2047,8657,5861,2558,2177,1977
8032,2027,4962,2217,8796,7182,5076,3762,8168,507,2056,5585,6091,1042,6974,3963,6725,1238,5559,134,2364,3926,4558,860,5872,1809,6018,2051,7090,4605,5206,7889,4564,1637,8625,5236,3185,2179,6016,19,6830,2181,2981,2949,4286,2371,8395,7400,8483,8755,2575,8477,8744,1769,1886,1290,3046,8041,794,4155,5795,8941,2469,5199,2159,3308
1527,8168,7454,2901,7337,7323,2911,1623,7443,5126,2372,882,1886,3979,4385,8693,6924,8547,5195,1800,3283,7290,7556,2750,5238,969,3532,2256,5466,5173,1431,5728,3749,354,4545,26,4275,2524,1275,6379,2893,5560,322,5162,5896,587,3297,6187,3518,612,4612,1058,3485,2205,1809,7518,6018,5734,917,3029,3981,1236,269,2047,8885,4604
3039,1622,8395,7842,6140,8240,1206,1882,5567,5839,1494,4560,6660,4744,4014,2063,1223,5575,2151,1285,4803,7231,3318,981,5560,1560,4412,7745,2182,1769,2922,5558,332,3582,1877,8546,1972,6294,7522,1254,5388,5559,7289,2062,5753,7061,6020,3966,3136,1878,3971,6037,5804,5569,7129,3696,7172,2868,2172,7267,9008,6956,5976,7854,2499,2047
3010,3072,2016,1101,3838,2587,2364,2173,3433,2783,1787,6909,4564,6350,5248,4590,4134,7997,2369,2469,3991,3863,6293,2967,4462,2179,710,1777,5585,4962,5250,7423,3541,3953,7207,7402,275,6798,8653,2936,4172,8883,3378,5035,276,7413,8885,6015,7711,1565,6605,2051,4413,1976,5807,2952,5872,1828,3740,3974,5976,6019,5149,2062,7325,940
1779,5569,5558,2364,2056,5745,3836,7297,2223,1769,1800,8418,3025,2981,3992,8102,6057,7480,8357,507,5243,2369,6685,2359,1143,7897,3863,2534,831,2574,5822,3878,8521,8630,6334,2047,5154,2945,2958,8886,871,963,5852,4006,7708,6945,5178,6080,4631,1184,5591,2333,1930,4134,5728,2717,7822,2151,639,223,5900,5090,3422,5556,1522,4529
507,1779,4261,4962,8395,3878,3289,6725,4413,2055,4823,1976,2615,998,5592,8504,3406,2063,7671,3155,1528,2338,6385,3778,4385,5022,6649,2205,1588,787,4520,7951,2645,5622,1086,4975,3318,1878,7697,134,6831,833,2479,7714,4388,4890,5830,8418,6017,1990,1881,1396,4657,7698,1987,6060,2145,6503,271,2919,8940,7753,7139,8877,2949,844
1862,3447,3878,3296,8102,6186,6725,6091,5770,5178,4962,3332,5217,3932,4233,6143,8083,3871,1136,8941,4134,2127,3841,645,918,637,4575,4576,271,3838,5559,1080,2217,2062,7466,5221,2398,4388,2208,8418,2546,3998,1878,5833,1290,2051,1129,4561,386,219,6189,2047,4162,1296,2371,2971,2308,1873,5593,8412,134,6040,4385,4768,5622,7443
5973,4134,6501,5177,677,4233,2458,3420,6014,2175,6800,6649,3869,2051,6395,1254,8993,771,3025,4473,2056,6909,2145,5109,7312,3103,6634,2894,4558,5073,3688,9008,2179,1862,5105,3406,4962,134,4044,5845,5976,2063,5209,8112,5712,2338,8974,3945,6725,3835,2902,219,724,8418,4575,1489,8508,3422,6935,6334,2371,1091,1678,8880,4178,6342
3902,1382,4388,8432,5573,2047,4062,2172,8412,7369,2214,6946,5232,8832,1569,9081,5755,232,2064,754,292,6280,5198,3364,2182,972,5228,8199,625,4807,4315,7903,8404,4164,1196,1256,1547,5174,1802,1147,2359,8703,5259,1317,3506,3863,1866,3959,1499,2051,1788,5236,2228,3184,6725,312,134,2536,525,2159,2069,6633,5982,5987,301,1513
4897,3887,5880,8657,2056,8419,2973,3049,5087,8227,4413,6186,5741,6191,6140,388,521,5596,1620,2755,6200,6849,3211,7714,1477,8395,3925,6058,6334,2552,2216,1881,2159,828,5072,3978,67,7163,7369,1788,8432,3025,2381,5174,7702,5215,5802,18,4704,3522,7711,655,3243,4981,4155,8540,7473,1560,1556,4962,6767,3547,6651,3991,6294,5763
5063,1972,4559,1184,7697,4545,3029,8439,4105,471,6202,1423,965,1883,3863,2410,4514,1232,3991,134,5326,1779,5229,5319,5073,635,8905,1866,7875,5185,2902,4962,6303,7226,1242,3865,4055,5569,2483,1822,1812,2369,3785,1800,6933,954,5247,4631,2536,4413,1524,5817,5976,3999,8405,6749,2172,1167,1878,5785,3161,1113,2593,3749,4609,2975
6660,8546,2408,1514,1010,1058,7480,579,833,646,4304,1879,259,6785,1045,8885,5712,6070,946,4962,209,8414,6034,896,3433,1184,8395,2923,6283,1699,2172,2056,1977,1926,1090,5560,1407,1135,2194,5267,5104,1882,1522,812,1037,1781,1862,3926,2055,2058,1264,1787,3026,1195,6005,1860,4413,2151,2196,6491,4564,3915,4545,5559,3043,6091
4413,3878,4966,3289,6081,2056,6024,5177,3164,755,1801,4643,2159,5559,4962,6660,2051,5174,5162,6501,6725,6020,8961,5573,5241,1968,134,2666,5976,7323,1769,972,4545,7714,6347,4208,3456,6188,8657,4979,1991,8048,1878,8376,3838,5266,3402,1062,7332,8546,4155,1042,7708,3697,8480,2171,9083,1777,776,6342,3965,2205,3910,3388,4134,2894
2950,3058,3921,5876,1873,7904,5734,1250,7428,2410,3954,563,4160,2159,1879,5976,8418,2901,3298,3388,3025,5087,1787,5569,3433,6059,2051,5560,3318,5762,262,7270,5210,5185,2878,4515,6091,4966,3609,1925,3612,5090,2059,2334,3845,1972,8877,3201,7231,4053,2062,6049,4155,7115,4006,5575,2408,7711,4157,8436,1779,1369,5753,5769,4124,1096
1283,2878,6743,1235,5560,965,4817,3998,2874,26,7696,6024,107,266,4520,3246,4635,5569,2893,3838,3022,578,5335,6578,1991,1632,4280,6362,651,4976,5573,2522,5358,8763,7711,1759,6091,6341,3878,2027,5556,6206,1562,4578,5898,2100,927,1567,2346,2924,6202,3025,3247,1374,5976,5741,2359,2981,3991,286,2151,5229,5804,4631,1983,825
8546,6345,7332,1290,3226,5252,1977,4561,3845,3244,5242,6725,2547,1090,8657,2465,6010,1080,6914,4388,292,7868,5209,4960,6091,1921,8395,2082,1339,4910,6018,538,5375,1873,8637,6650,2051,8766,2894,4154,909,3422,5804,1604,7819,1909,7813,6499,5800,1522,7697,2016,4313,1561,2309,5569,3406,644,5807,8626,1285,480,993,5483,1254,7664
7252,4528,2539,3878,279,2901,2062,1078,3029,8633,6808,7899,9008,6381,6914,6725,820,8219,1367,4831,5559,2548,251,1027,6372,3450,1900,1081,8991,6360,7304,894,4631,3183,2159,2971,2886,1123,2924,660,134,5525,3838,5556,1872,1880,21,4930,6036,563,1977,2856,3876,8766,2952,1045,8494,3841,1257,8782,1827,1873,8223,2172,3890,1870
1886,2676,4134,152,2469,2525,7889,823,575,4236,1583,6074,5753,6091,1254,3718,3481,134,4390,2252,4833,6008,507,3306,2173,6379,3866,7082,8425,7674,6140,8884,4006,4284,241,2364,5102,2338,3519,6640,799,1486,3310,8395,6493,4984,1201,2761,2341,2151,1880,1381,4569,6073,2088,5266,6973,1804,2579,5087,2375,5745,6293,5230,1208,2359
3356,1877,4631,6365,2047,654,6725,4155,4962,8408,2061,4716,3838,1886,2546,1756,2495,2386,37,3709,3030,1989,4388,6054,3466,3184,7956,4520,7480,4984,1491,3165,2961,1112,3367,6647,3475,1579,787,6010,958,2051,6799,6675,4605,2188,230,1866,5067,3379,1987,915,7505,7711,965,3449,2336,8395,3964,2371,5228,4942,3553,1928,714,5586
8657,4229,5236,14,7655,3655,4981,2911,5567,4177,3701,1877,3506,1879,3749,3679,1873,5822,8003,2406,2202,844,8886,5156,3581,2274,5266,527,5190,7770,6744,3029,3282,7887,668,5228,3522,222,5195,2356,8129,8637,1885,812,4097,3071,5559,7908,5828,6503,4301,1374,3313,3867,3013,1454,5090,6890,3864,2179,5794,5976,5566,3729,2574,1524
2561,2063,8931,1308,2334,9025,7714,3014,1769,386,6746,4799,2172,4605,1234,7443,5235,5221,6650,1865,8625,639,1921,2151,2901,2575,1020,2054,6003,8940,3422,2205,3749,1167,825,649,5223,5763,2364,5982,3284,8546,2927,5573,6640,9005,4109,3601,4962,5712,1370,8744,2346,1265,5559,4388,1201,7129,337,5087,5246,5139,2886,2159,3184,1866
4807,1123,7372,871,2151,2056,2981,2793,481,3244,2338,3841,8447,4298,261,1829,5556,6018,2334,5730,6785,954,224,3878,9011,2159,8796,2364,2336,2187,8051,1419,1576,5976,5132,5301,8940,2359,8409,2371,654,270,3589,5238,7479,2172,844,1480,3029,5765,2644,5131,1403,3485,5374,5219,3308,6345,5160,2917,6024,4157,874,7487,2875,7089
1474,3258,4949,8168,1972,6294,5804,3424,6166,3770,1824,5973,2063,7114,3050,1055,4962,9005,3456,7487,507,2325,5559,6280,933,3241,3594,3024,6344,2145,3240,5872,8442,3095,3999,2051,226,4324,774,7666,6725,3878,2468,251,2552,2892,2652,3954,1825,481,6864,3720,6891,2750,7556,1785,1107,7819,1886,633,2341,4985,1524,1698,4015,3749
2205,1511,7129,1866,3242,2410,734,8103,6141,4155,1213,2026,2350,8598,6383,5976,5568,4558,3010,3301,8097,1529,2510,3757,3838,4157,1567,2359,777,1977,6640,2885,2878,804,8687,5229,2392,8051,8796,207,859,507,1049,6725,1374,1851,4134,2063,846,2151,1824,2172,7372,5567,6203,3892,2093,1565,4930,5166,4712,5556,3991,5262,636,1499
1170,2334,7443,7273,7320,5560,2755,550,1536,8412,8540,4335,4984,2159,5245,2062,4962,6022,5573,977,5091,6333,1862,1769,7708,1787,6049,2379,5556,3404,3053,919,5822,2636,8249,8627,2153,5565,1971,1054,2214,4388,1503,2054,2981,4080,1972,8757,1059,76,5804,6657,5624,1271,5569,6043,864,2535,5712,8420,4587,8910,5934,3686,3873,3891
942,3184,2173,5878,2026,2063,8192,2908,1607,2359,1326,6647,2369,4984,5808,2971,1024,2177,5905,3219,262,5198,2421,2151,2606,7752,6805,6147,3974,3261,8080,3856,7164,4388,2341,3413,8993,4001,1963,1157,8757,5389,6827,7133,7135,1028,4374,3838,6054,1824,1000,7745,5741,3774,3963,3642,2644,2973,1182,1413,3433,5229,1037,5167,3466,1417
5110,7164,7488,1930,2223,3991,5161,3313,8741,2755,2970,5136,8418,267,6809,5199,5560,3184,3838,219,2941,5753,3208,1527,8386,976,5239,2886,7767,19,2051,6648,7178,8451,7198,975,1282,283,7035,3276,5712,7262,1924,2899,1574,5985,1216,1031,7708,1779,2558,5181,3555,6141,762,5224,4152,911,7737,6054,5073,1167,6503,3025,8492,8661
6725,594,7141,5210,1882,1308,668,5621,929,3447,1963,7389,8834,3864,282,6909,4537,210,6022,2338,2140,2957,6140,1927,8750,1234,809,3600,2051,4155,7443,5374,6741,5569,952,752,6347,3289,7364,2899,1567,4060,2369,1812,8532,6650,8763,6191,1544,1788,1349,2336,1253,5973,4764,7687,6827,5183,5185,3475,1769,5496,2056,6633,3777,5744
1238,5177,6941,4568,5130,6206,3719,5730,2893,4177,1478,608,1003,3244,1993,8770,2090,2378,1361,5596,1624,4006,2965,1878,1976,3915,3485,5096,317,791,2180,6308,3433,2334,2047,7255,2453,3334,580,1118,5804,7697,7372,4834,507,8740,5071,1019,3119,6179,2159,8393,559,4173,8881,2644,2558,983,1297,8744,392,8422,6725,1317,5214,1517
66,981,1244,1787,2576,1495,1547,548,2369,8430,1878,2595,1574,6848,975,2371,2047,3878,2347,2850,5067,2131,1877,6040,4969,3981,822,4522,8396,1360,1308,1109,2336,2068,4159,3025,268,1488,5603,6640,4413,4545,8260,2309,833,6510,4516,2346,3456,1779,3871,3648,4617,1778,1822,5367,5230,2901,2182,8886,2322,3602,2027,5862,5266,8080
4395,8881,5163,5194,3025,5786,6935,2536,4413,2529,5567,5734,3420,1428,700,7274,1867,4962,3887,1921,6339,8877,6811,6031,3126,5098,3488,521,7145,2310,511,2063,4514,3841,1271,510,2359,7343,1541,5794,6036,735,1095,3514,4225,8051,7692,8395,2159,3813,1514,6649,2637,5804,978,2341,6206,8219,2233,5215,3964,5757,305,5898,1880,3020
942,3558,8546,6799,1425,876,7480,8942,7483,5565,2981,7332,2027,823,4289,2371,3714,5073,5792,7898,4603,6725,8412,9,5879,2173,5190,1989,8755,7324,1800,2062,2878,863,9043,1517,5253,2151,5786,1597,6771,3155,2205,5229,1361,6183,673,6347,8674,8454,2032,1621,4961,4692,1779,4631,1822,3431,8482,5247,1058,818,5160,3891,3462,2971
5976,1259,4606,35,991,3448,2930,5236,872,1076,7381,28,2113,4134,5016,2901,5237,4520,2554,1250,3694,2879,4631,5238,6145,4174,1218,618,1231,3618,3449,5977,5569,4548,1111,4342,3011,4105,6633,2371,2903,7273,5052,578,1321,251,8991,5254,3796,8278,1986,271,5770,507,1968,8885,1240,4177,8242,7694,5567,30,7217,5728,5204,1637
5876,8048,3569,2574,3878,3963,2056,1104,1787,8419,6022,939,5770,5585,5593,3025,3428,6091,1524,4165,1576,2632,6182,2369,893,1324,7391,5241,2047,7252,5736,4388,1663,3596,5190,2213,844,4985,6191,3847,3714,5127,8420,7414,3590,1513,1977,6421,4354,2993,1883,5202,2352,796,3597,3490,1993,5556,7184,5559,5323,4962,1425,6046,2894,1882
1033,8657,2338,251,5165,5194,2371,8498,1787,2546,3054,4962,4539,7180,3963,2063,1765,4388,8881,2062,4182,1728,5266,1504,6091,2878,341,2895,3010,1565,4159,5556,2175,5973,7819,1264,2504,3184,3662,8395,1736,5598,4631,5117,5764,1874,3420,5892,3982,4221,2983,927,820,2857,2369,5027,1170,5797,6359,4966,6137,1866,8485,6018,6036,5229
3560,5559,3420,5097,7487,1072,5569,6202,5560,2063,2081,35,1355,1254,6613,5876,3933,5712,4355,1976,6018,8637,1031,6647,2051,5556,8796,972,6638,6181,4528,3954,3678,1223,3029,6024,2556,4385,1256,3025,6159,3313,4371,5766,1785,1618,6467,3413,4630,4930,4414,3422,2369,5109,3878,1623,8267,3026,7889,5247,7494,5063,4055,4601,1769,233
5104,3060,4973,8264,4021,2338,8533,3752,973,7899,1167,3502,272,2371,6656,558,4962,932,5229,5556,3847,3014,8796,644,2901,2644,1400,3908,3838,134,3640,5171,3406,2062,3694,2363,8395,1247,7432,2975,7443,2217,2534,1123,2056,9005,1333,2924,2981,2205,4001,5160,5712,2047,1391,3294,4578,3532,3244,6036,8885,259,4385,2173,5266,1827
1980,825,4955,3905,8395,915,3945,7345,1976,8635,3444,3995,8414,5730,3595,4724,2550,778,1814,1517,954,1123,983,1800,5976,3556,4360,1769,3798,5560,5840,3934,7335,2063,3449,6091,1058,5559,3043,3034,6291,5228,5556,2857,7167,808,942,8769,6949,507,8567,8757,5209,871,2371,4575,7663,1862,6280,5073,1021,3584,8748,7312,3288,7439
1507,5753,1157,8223,6726,2032,3878,4181,3952,4109,4599,974,1024,6891,2539,6334,116,507,1126,3124,6974,4726,3642,4091,1361,300,7708,3841,6510,2635,8653,274,5559,8881,4528,3283,8086,7443,219,544,3967,3358,4962,4799,8014,4385,2360,2056,4631,7618,7694,5266,7663,1738,3478,2207,5267,2882,2911,5625,5699,8885,6725,6514,5206,5556
3439,1860,279,5205,4578,6521,5558,1609,658,134,8112,1925,942,2047,1226,8395,7252,1972,2169,1612,5767,3433,2279,5786,3025,5804,2750,3967,2346,2466,214,5560,5557,4584,7372,1264,8432,5973,296,3843,5069,6656,984,4091,2341,4882,1211,821,5391,5247,2051,8413,6331,1866,315,4388,3102,7456,7890,2151,5822,6204,2062,5228,25,2755
827,507,874,3618,8877,773,2878,6300,3190,4413,5976,2534,3029,1870,1274,3752,4354,5198,5049,4962,4542,2334,2047,871,3795,6294,5753,3481,1622,6036,6161,5178,1488,6076,2179,1541,6361,770,4257,1637,2192,2198,3053,5237,1972,8420,5559,5244,2363,3944,3302,5173,8991,2177,3024,1226,8393,1524,1523,4964,4174,1608,1880,1991,7399,4055
639,4052,4708,8521,2340,1179,1226,3863,4849,2051,917,8657,756,1264,4001,5095,1928,1045,3487,2048,4962,5262,22,3184,3871,7297,3828,5559,26,8504,7263,5172,2636,3749,2082,1926,9059,3557,2952,5569,6203,5560,5734,8079,6091,3606,5232,1932,2923,5566,2937,5390,7666,6330,7584,3313,2056,6359,7332,1358,226,1245,7585,184,5173,1157
7161,578,3506,265,2173,6054,2346,1801,1171,4543,1015,6301,893,4962,3873,6202,1989,5566,6201,5899,2055,3185,1420,4413,2488,3878,1020,1968,5982,2214,3689,2336,2894,2924,5160,8420,3967,4631,898,6628,2159,2549,6373,2369,2371,3760,8101,5728,5127,8796,6186,7267,7790,1123,2047,3308,1354,5976,8683,6848,4388,5253,36,3838,401,1800
6463,4413,5262,84,8944,2056,1540,4631,648,5786,2576,2252,7447,3185,6154,3382,3247,2172,1968,3029,3873,8432,6827,2552,7369,7263,7851,7603,3040,9091,6645,1977,5569,3409,3242,827,3311,5069,1765,3097,8766,2371,3967,8756,1005,5067,4514,7720,3390,1624,8419,1779,3172,29,2338,3010,3600,1634,977,5789,2901,2159,4962,3905,651,28
3448,2931,3755,7705,1879,306,1449,6334,5875,30,1060,1866,175,3845,1769,1787,7372,3427,2001,5183,305,6519,4134,3950,6503,8547,8993,2340,6286,5556,3970,6052,8233,6294,251,8151,5559,4160,4984,8395,6502,4702,3052,6043,3747,8150,2688,1030,8226,1297,3315,5772,648,771,8867,4631,2063,1308,4177,3185,4710,3999,3244,6018,3713,1583
2461,2699,1540,481,2604,766,2151,3268,2271,595,7894,3469,1041,3574,5247,1015,5592,2542,7129,8456,4413,5238,1989,3025,1488,7416,2047,2159,5878,1545,2369,1230,2371,1514,4960,1779,8763,9030,1769,5559,2357,1447,776,2336,5785,1166,1723,2205,2359,1787,6034,6334,82,8493,2971,8219,2341,4718,5625,6011,6188,8880,7678,4631,7479,2153
5068,6724,7129,2680,3749,7875,1940,7400,6834,2408,2371,2356,3428,3517,4987,2214,4072,5769,6808,5573,2159,1880,8742,266,1453,1879,8740,1972,5206,6522,4965,1360,4413,3185,5599,3655,1534,6479,4143,2939,534,3315,7956,3967,6481,6094,6656,6660,2153,134,1126,2883,170,8680,2885,1024,3433,5174,6031,1218,1825,2573,1005,8631,1791,3847
5556,6064,5127,5083,5822,6057,2878,4631,1058,5230,4388,3445,5206,2371,869,5559,367,2466,2051,2434,2950,4243,6096,6597,6194,2056,8167,2886,2217,35,6894,3924,5160,4166,507,8429,286,6044,5963,5210,787,6022,3867,4962,6039,8420,5192,5161,4293,6197,780,3099,3715,1400,800,3683,6649,4413,1636,8104,4109,5739,565,2334,648,1948
7114,2047,2172,6014,8942,2371,5880,1556,2378,538,6347,5210,7480,507,3727,1866,8180,8657,772,5172,3643,6515,1609,1481,7151,3049,3838,5156,1834,2359,5206,5745,3963,5912,5753,4105,1880,7479,5250,1807,4577,2508,3828,2064,1036,3672,2878,5846,5295,6294,1890,1564,5229,4150,8215,4157,1637,3845,5734,3974,4572,6953,1621,1515,3053,8128
4988,5712,2332,4551,7820,4134,4962,8396,4299,4979,3233,659,3740,5566,1184,1968,1862,5227,1508,771,2576,2172,3714,3963,939,8033,3110,1578,1038,2051,4605,5976,8882,8796,5815,6018,6725,7443,1769,4394,6651,493,1800,5559,2078,2950,7666,1260,1060,7668,5555,2159,2173,3504,1504,6188,2062,3029,792,3313,5221,2371,4353,980,3863,3480
