1559,3436,18,2755,1061,2369,4060,3289,4530,2047,8599,1870,6004,594,1385,8883,8881,6347,9026,3922,2208,5712,950,4275,6939,1058,3064,2576,6909,3959,1393,5566,5224,301,5976,5764,6725,5770,8487,21,5812,4413,804,5193,8409,4157,5753,1779,507,2924,4631,1365,2056,5378,2371,4750,3244,4053,933,6206,3924,2338,4388,1363,3308,7129,2177,5161,7131,6474,892,8395,859,1297,3412,1003,5149,3947,2344,8317,7243,6633,2193
5785,3738,848,6568,2035,3712,6275,6371,7188,3878,1440,5734,1800,6091,7879,1733,26,2295,2185,1326,6547,5566,1750,1175,1421,915,2051,5215,6186,6725,7129,140,1173,5691,1241,8518,4646,8743,2955,5786,3718,8319,1296,3519,8060,3554,2981,1467,3892,7600,4758,574,5816,2151,4276,2334,8940,3315,2338,2786,8546,1993,6907,992,4077,833,5253,6202,1364,4280,6386,8392,4964,5234,7842,7197,8043,831,1779,6033,6092,7483,8177
15,871,7751,2656,134,5566,8657,2924,7309,3436,222,3050,5559,7454,2359,2338,2051,1972,1658,7671,1877,2407,660,3729,1779,4578,7160,3313,4631,5569,4857,7372,2369,8412,5556,1483,3932,5977,26,8546,5804,1597,3406,3049,7662,1527,6008,1880,4590,2294,2109,7425,6091,1930,6095,5102,548,5976,2371,6827,6648,1009,4134,7168,3954,5585,2159,1989,8427,590,4966,1769,1543,6018,3981,1175,5181,5232,5214,3205,6202,838,3184
4134,5598,6099,8199,2363,2297,5804,5778,4826,1708,1972,8541,8881,2181,251,2971,4807,5976,7480,896,1058,1800,6725,6651,4431,5097,1355,3795,5303,1769,1103,8783,5262,5763,5569,8414,1456,1264,6016,5560,6070,2369,2166,2740,6148,7325,1312,6020,8761,2533,2497,5973,833,3847,5734,1007,3029,5228,1825,8492,7770,5198,809,787,811,2981,5769,3880,867,1831,2882,2062,3701,659,8419,2173,8769,4172,866,2336,5116,2051,5161
1402,2151,5202,5868,826,8109,5559,5070,5094,7180,2172,6635,2210,8393,2535,1451,5785,3301,6449,3697,4173,2062,6785,6070,386,982,637,3459,3310,996,1609,3131,1244,2205,2173,1594,5597,2263,4388,5804,5228,5183,1800,2056,597,3286,7240,5927,1285,8881,3938,3294,233,3066,1417,5262,5247,1971,598,3083,2047,4021,8429,3139,4257,8399,4345,8762,4170,2897,5753,4568,5736,5973,581,4962,1340,3828,3847,6090,9,1123,3029
8830,478,1590,2371,3185,2957,6248,3644,3014,3752,3238,93,2904,5831,5730,251,8373,6481,8420,6200,5221,2209,1055,3296,3963,1420,6725,4324,3541,5569,5073,3904,2369,5117,5851,5574,6803,2523,1429,8633,8176,6649,350,4413,3313,5822,7437,4520,5178,6128,310,1824,6785,933,8430,5766,8180,3246,8099,674,1439,2574,6343,2543,2894,8414,8490,7679,4388,5821,3294,5082,8129,7488,1530,4973,8996,6635,2881,4240,2815,8546,6009
580,1567,1371,2574,5102,7445,733,3313,507,2172,2334,3687,3258,8796,9008,6049,6725,2777,8097,69,610,3312,5239,8505,4413,1092,7426,3878,3184,12,5232,5217,4631,4155,22,4167,7070,5097,1084,5976,6334,3420,2534,4981,7837,494,3998,2051,2878,5204,1387,5573,970,2903,5905,2198,7965,1547,3351,1270,2173,5247,3669,1862,2062,3974,5390,1779,1229,2056,6811,2897,6656,7237,2463,3562,3133,2899,229,6363,219,1875,3749
2173,4123,5556,2888,8201,4775,8233,872,5560,2368,3313,3088,3290,6605,3244,3977,2177,6263,3080,1881,5769,309,4026,1565,8654,5618,5973,3283,4091,3289,4201,644,8520,2890,4001,3896,5250,3654,1866,1886,5898,4176,3285,1879,5177,4611,2189,3970,3838,5566,3114,6091,6017,8142,1560,1356,2063,4362,5173,4063,7234,5749,2369,8394,893,3121,2128,2975,1977,3878,7400,6647,5720,21,7425,3025,7556,834,5232,8222,3406,7199,7263
5730,3618,5174,4535,6213,4119,3029,7257,1494,1344,6633,5234,1800,2173,259,7433,5973,5133,7164,8757,2047,3315,4666,3414,6279,2302,2223,7714,2957,1407,1224,32,2886,9010,3477,6202,7556,5370,6284,2411,2549,5228,8637,987,9009,1239,7262,75,6521,8395,3843,1777,2334,251,644,777,8642,6968,2981,758,6018,2172,8881,2051,1873,5586,2949,2175,5043,2181,6007,5734,6091,8662,2062,3841,7168,1408,1240,7848,2901,9005,8540
1976,8831,1284,5178,294,7094,4931,4134,5753,7697,1972,640,2056,5245,4154,6186,3356,2159,6265,1471,5228,7759,2323,5569,2404,1812,4060,2173,3845,5183,1881,5254,5237,3564,5597,1787,976,1157,8425,3294,1825,3086,2334,3467,1600,6334,1567,1969,7708,1559,787,3205,2175,2172,2576,3847,1926,2256,5160,2941,1223,2364,833,7898,4169,8474,2371,1126,3416,4276,2924,4563,6891,1261,3065,2057,1482,5166,6087,5559,7999,2145,5369
2369,2254,8389,3878,5745,2334,5566,7369,1212,8736,6649,292,2755,2371,5769,7146,4388,6202,1801,7763,8432,2086,2056,229,7478,2567,6652,1524,3412,8078,4390,7168,1027,4962,4558,5573,8626,6054,3774,5229,3873,320,4134,251,973,2878,8991,1824,2055,4631,8180,1596,5380,5556,5569,5795,6766,2173,5232,4583,8378,5098,7692,513,28,5159,3315,6757,4961,1787,5266,4718,7413,6943,2899,7312,3358,1886,2338,1809,7728,4545,879
2334,1407,6018,7517,6656,5734,4062,1425,5221,6481,2882,2173,5569,4124,1066,3967,4520,3034,1528,1540,7839,5156,5770,2051,134,950,1507,5868,3294,6054,3394,1254,5804,2901,4562,5095,1069,4388,1006,1326,2205,3547,8303,8950,2153,1335,4257,5976,6342,2750,4360,2056,2369,8393,72,15,4239,1212,7443,2171,3025,5247,6757,990,5567,5205,8881,3184,8138,8873,8399,2578,2151,5728,4134,8993,5229,2062,212,1483,7585,5822,6091
4962,6022,1981,764,2359,6785,7364,3887,5140,7434,1582,8630,8770,996,776,1182,1517,3967,5201,1801,1308,8749,2057,3010,5175,7720,1976,2051,1787,1879,1946,1779,4966,134,1791,219,4018,873,6043,5556,5976,6057,809,2179,6347,5205,5568,3406,1886,644,1958,6478,575,3184,5792,1769,3029,1977,1467,7388,3185,969,1877,481,1235,5221,2171,2755,8637,6381,1932,8796,7460,1924,5247,3951,5229,3930,2180,5174,1050,2971,5199
1924,5383,2895,5234,1611,2173,9005,5173,8395,5250,8796,1277,8881,5127,543,1260,1769,4962,134,5822,644,8543,4664,1361,3931,3010,666,931,6023,1265,4155,3294,4385,5734,865,4351,2522,8408,4320,6469,5194,123,6008,7589,2576,2924,590,4388,3933,1252,1042,5955,3105,8885,5161,1989,2369,7098,4036,6974,2930,4968,1018,3034,5559,3557,6725,5560,6944,1558,4631,5766,4079,5191,5591,6499,4124,4799,2172,1105,5976,779,3308
8048,7750,3642,5193,1924,36,1765,8739,5228,5613,2375,2346,1769,7448,5902,965,5096,3006,3963,3161,4134,5569,5245,6083,5189,1032,6335,2483,6833,4051,1993,2035,1355,5586,7464,5712,1123,7396,2504,5753,4974,1607,8541,2780,2015,4388,1368,3177,5091,3451,3050,7462,7298,4761,2882,2859,4784,3994,4962,251,4167,4053,2988,1208,1822,3736,2172,1984,7697,1051,3706,6989,7193,7899,1779,2051,6274,1880,2359,2369,2063,2843,6347
6014,6091,3274,40,1272,2171,6647,8684,1921,2159,1430,2052,4227,7891,2576,2881,5795,3515,2338,7666,5556,4159,4539,7439,5685,2173,6447,8545,4667,4968,5215,3878,5785,6018,3547,5218,3406,1924,1977,1290,2051,5584,2981,43,6206,8405,4385,2851,1798,3535,5228,5230,8782,6193,3950,7768,1058,4655,8796,5976,5804,7090,971,3413,5766,258,8463,4297,5560,4024,1098,2109,175,2156,1779,1088,2172,2720,2334,6337,3811,839,3944
3770,8540,1171,2198,1612,2350,1763,2056,1980,3142,833,6372,4173,2341,3679,1225,8275,5592,560,7466,3948,2027,1020,2151,511,7553,8782,6521,5176,1880,8475,5102,6018,8872,8415,2062,7582,7899,1879,3038,8745,5745,1567,3811,3308,2897,277,3025,8756,1444,3184,1737,5558,8877,3963,8906,3433,1580,5982,1507,6633,370,844,3289,1161,1972,234,8414,6044,3206,3946,5822,6725,3991,4174,2670,870,954,5731,2578,1976,659,282
7202,1886,1925,4676,5770,8796,27,1535,4965,6018,4631,7135,2240,4385,8138,3238,6091,1788,4890,8010,1985,5881,1933,7425,1753,4388,8395,6047,5734,1880,5887,2047,8941,28,5211,1876,5207,219,7164,5229,5566,174,13,1087,8619,5560,6892,2369,4961,2820,2564,5973,1111,8221,2975,3014,5187,1825,6206,3025,6766,5728,2612,477,5736,1932,5763,8744,3118,7758,2056,4210,3200,5266,6022,5753,6651,4736,8219,3991,8887,5215,3061
7842,3022,1886,1045,5745,3878,1389,2063,1787,5236,5810,6167,8993,6827,1308,3592,5803,1429,8395,60,3514,7674,173,5253,5174,4612,66,4360,8763,5097,5780,3461,5190,775,5559,4413,1024,472,1779,6630,601,844,3029,8540,2369,3363,2364,1989,4832,3081,3863,3037,2898,1515,4155,5203,1225,1864,5069,5575,5573,979,134,1514,6633,4306,3413,5976,5259,6833,4964,2890,5560,2338,760,2153,4389,3062,3283,5194,9008,3456,5754
4159,8542,7839,2359,1443,5732,2338,7290,5730,1801,3838,8993,2334,921,6090,2062,1984,5243,3220,603,6031,2847,4405,6660,2404,7404,6891,5804,8686,7114,4964,8624,7425,2217,1591,5785,8657,6163,2878,4947,8766,7881,7454,1184,6798,3673,1225,4635,5976,5253,5767,7127,7523,3953,1779,4089,2576,8399,2063,3847,7328,8204,5569,2495,871,284,8769,1623,2177,4944,6022,5175,5757,3315,612,1010,2981,581,2757,3932,7714,4631,1574
7443,8540,5879,4109,5804,4876,1420,7125,6745,2603,4388,8881,8796,2252,3027,1252,8409,5185,1081,1086,2338,1417,8941,2364,3029,1024,1787,1140,3847,2266,8942,4605,6725,1977,2051,8393,6929,5783,4962,1281,2173,3967,8753,1234,1965,5560,869,6640,4118,3991,2369,6294,2410,5379,5104,3184,1956,271,8638,2063,1921,4965,1580,5188,5174,5753,773,5976,4284,1014,4177,2542,6656,253,134,7094,6202,729,3944,6204,8490,1923,5160
2452,7337,7150,2998,6201,3282,5792,3678,6833,2359,3406,4269,1270,4159,3247,2062,7714,4696,6337,7481,8395,9003,1543,8952,3231,664,2152,260,6725,2205,6651,1558,2016,2051,6024,2930,251,9007,1302,2758,5166,7577,1286,839,1785,1285,386,1977,3675,4092,5211,6161,1041,1305,933,6138,3863,507,1060,5566,3172,4974,8482,1015,2375,1664,4631,7568,6504,5067,8880,1882,1862,5559,4124,3459,3044,4561,4164,3185,4060,8881,1431
7123,5973,2173,2371,8416,2369,859,2558,1123,2051,5208,5215,5247,6349,7443,4550,1787,6018,7735,5898,2973,6091,7086,1564,1035,5753,674,5166,2886,2159,2644,1977,8885,2285,5712,4155,2919,1485,6827,6247,3153,5359,5730,2981,2364,3730,4631,1810,3575,2063,3184,2945,3010,7770,7434,4867,7184,1378,2056,550,1132,1879,1194,251,1547,2930,3873,2901,1234,6275,1877,5182,1992,858,1769,640,301,7306,5178,4908,1878,3826,7185
1977,8759,7454,6640,2575,1324,4537,827,867,3114,2310,2894,6206,3882,7504,825,3838,1822,2219,2173,5375,1972,13,5810,5734,4155,4385,5373,4830,2364,1098,251,3406,3409,1109,3244,3456,5511,5250,2878,7746,612,5569,4550,2056,261,2962,1068,6197,4239,8397,2539,702,6161,2159,5210,3444,5558,639,2514,2047,1002,6840,5559,2341,1250,234,8546,3431,1866,7135,2893,6885,7423,2348,6091,4175,3447,4297,4564,2198,5847,3533
5253,5728,1222,2063,1033,26,5053,6145,3162,8427,2925,7898,219,3168,5567,6817,2542,7888,4294,5197,4542,5069,7465,3863,1794,8881,3315,5595,3185,46,1186,8429,6971,1219,1930,4385,8468,3184,303,5229,5556,4053,2369,1881,7395,3964,5764,2364,1908,5576,5178,6651,2950,7716,933,713,2059,7956,5976,5263,1527,8409,5101,1778,5726,1361,4329,2494,8241,6649,1273,8745,4162,2954,4660,276,6846,6054,1788,4337,8796,6025,251
2214,5156,5146,7306,2885,5976,590,5266,920,5139,5896,3774,4164,1419,4389,1769,7095,2364,7273,4157,5167,3485,2172,3025,1383,5792,4134,3243,2755,1064,2369,2975,3878,4631,2371,2356,8199,651,1162,3547,2056,2882,358,2939,1883,3504,5162,5094,6312,7205,6061,5914,2338,6047,1977,3864,4138,3068,618,297,828,6186,7849,1286,284,6744,8502,4017,6725,1787,2232,6287,1825,5785,3019,1175,4172,1522,5207,6524,4315,5177,4536
3953,6945,3963,2338,1208,1815,1879,785,634,3969,1881,2346,1976,3598,5688,6833,4962,3777,4976,8991,601,8224,5136,8424,8101,8091,794,3026,3747,5174,2123,2200,2760,7454,7634,5560,962,1592,5736,5617,4596,3885,8247,8625,4385,1779,5601,3838,2488,1072,2117,6030,7400,7155,8432,3971,1087,977,1769,5123,3019,5173,780,8488,734,7443,5727,2263,710,5586,5804,6634,859,14,6070,1801,801,4553,5785,7517,1541,3029,1022
4962,6334,2192,5224,3406,774,6018,2173,2410,3412,5617,8796,6436,6827,2051,4125,8633,8767,3114,4545,1976,1727,7447,947,5113,9012,2878,1745,3838,1486,2375,5804,1291,2338,2047,4631,5976,2062,7194,6611,3294,134,8504,6335,4349,5351,6202,1972,4044,971,6909,5228,1621,6336,3967,4157,1196,7129,614,1886,583,1455,7717,8821,1656,1825,5745,507,1482,5270,8315,4388,3903,5569,927,1779,2151,2895,3554,978,7430,2901,3029
6052,2338,7302,860,2051,4539,5559,2298,507,1226,1991,4055,826,1977,6342,959,5595,1123,6144,4159,1878,1824,3615,3294,1200,1779,7093,5586,4123,1591,5565,8420,2981,1907,3967,4388,1613,5973,4302,2971,2172,383,5795,976,6373,1976,6043,2824,5230,3927,8399,2800,5285,5242,7709,1513,3308,3836,1886,3954,7917,221,2755,8099,1049,8994,578,9000,8395,21,1383,2062,4134,4413,6064,521,1218,625,3258,1208,7099,6819,4514
1559,5569,1569,1338,6344,5096,8393,1446,6768,2053,2151,2575,5390,2576,7346,8004,2057,8997,8493,5822,1873,5198,1515,1109,3733,1238,4385,733,1290,1366,2214,2961,2172,604,2334,5556,5567,5712,2063,2056,774,7522,1754,6784,6699,2371,3838,3088,6681,1055,507,1808,7750,6055,517,7957,1736,7369,5559,6918,4155,933,6725,8796,2187,6650,1167,269,3109,2346,2217,2047,5221,2936,5976,6503,5199,134,7480,4528,1455,7431,2338
8709,7947,795,7168,8390,15,5560,2359,6499,1380,2763,4388,1560,1192,3913,1015,3233,7147,1301,7843,3294,8796,8220,7248,6342,2596,692,5073,2930,8952,2658,6670,5174,1883,4665,3612,5874,5976,1769,4003,5567,4150,707,4060,1976,1977,5094,8856,6091,5780,7430,2981,134,2047,4915,7114,5574,4394,3315,5222,3446,5712,9077,8048,2171,3449,7461,7439,5618,8880,138,5596,3171,8418,251,1231,7429,7487,662,1968,5569,3406,3878
6206,2173,5565,4983,7222,5,7369,5573,5168,2051,1825,5560,2755,8657,5569,2181,3600,8471,1759,6034,1391,2364,4390,853,8782,1275,8420,8535,8954,1787,1049,4560,5174,601,8168,2151,5221,7714,3979,6422,1769,5588,6935,6149,8766,8625,5096,274,8749,1123,7094,1729,2894,3294,1977,2334,8393,2153,6817,1870,4290,1779,1126,5266,5734,134,2371,3516,7177,2512,7956,6816,8626,1972,6640,3838,5872,8546,7164,3406,2975,3904,6725
2525,6342,4962,6725,939,5559,5976,8796,1167,5173,8546,1480,5073,8056,2893,2338,1291,5585,6206,3161,1237,1219,2371,3699,5987,4981,6909,1355,6952,4630,8739,4177,1769,3932,7132,871,2205,1060,9092,2027,2172,5828,7454,841,6234,668,1777,8102,2159,4233,1256,5222,8646,5753,807,1503,1202,3087,5569,3294,1809,3183,7171,1976,3153,1009,3014,5183,3377,8337,2359,7650,5067,2878,2214,5973,1880,8657,2548,5102,5205,3315,6499
6002,1788,2047,2889,3412,3915,954,4659,340,3688,3500,1097,4561,7250,1587,5155,2016,5266,5102,4581,1977,1620,5772,642,1989,5176,514,8928,8776,5560,1058,2173,5566,7400,4026,2364,8796,5780,3318,3904,444,347,5822,2369,801,4962,6633,8540,6503,6351,507,3990,1112,2151,5625,7389,4388,5073,844,6725,4134,7160,1878,2208,1196,5622,1407,273,6656,6144,1603,5569,8920,1736,8378,1769,5712,8658,6944,1367,5556,5734,6201
809,6804,1285,2056,2062,5199,5102,1935,1524,7376,7443,1879,3612,2177,3406,4631,3619,5565,3863,4413,5217,944,4979,3757,228,6499,1194,299,2172,9088,1989,3025,4854,8936,3475,3998,1977,5174,6091,1993,5139,271,2371,6024,1567,3623,2501,4619,5569,2862,4388,6294,4542,5822,1106,5977,1947,6330,2338,8476,4154,507,9043,3838,6773,644,5804,1430,871,2894,2346,2334,4236,22,3878,4578,1873,6650,2552,6145,639,5556,2981
3498,5067,6029,4388,3010,1041,2177,1779,2899,3449,5785,2159,1886,5764,4089,5375,355,1777,4520,8766,1183,5973,4171,6092,962,1212,8395,5221,6047,7236,6909,6037,771,1801,2359,7230,1459,6943,3312,2172,5822,5807,6777,1769,2056,814,5273,5772,2488,3218,5606,6190,5559,8446,3950,4124,5447,5753,3105,5180,6386,7603,293,5770,5190,1284,2334,2371,3692,154,5217,3294,1873,2546,2205,3838,1390,1599,604,3749,7563,5238,2340
1828,1015,1250,2026,2172,2211,5822,30,267,2556,3841,3077,733,5786,6974,118,1115,5207,5243,1944,5173,8487,3999,1391,3749,2159,1517,5556,3406,209,5573,776,6282,1470,5734,1363,2610,1883,2973,3258,8005,8358,6796,6206,979,4545,6503,225,2576,5159,1299,6201,7956,7031,5247,2541,3371,543,3766,4356,2338,7432,6300,3430,4269,8398,5558,1787,4578,3111,6491,4556,1204,3863,8395,1126,1224,2217,8412,3701,762,2755,2894
4413,1163,1015,4055,6152,5822,4966,2878,6725,5177,1285,2369,5239,1369,2364,2371,5763,6909,2546,3447,2899,6206,2939,2217,1906,183,2182,5556,6705,7377,2338,1175,2062,2173,1195,2172,7464,3738,2901,3315,1989,1283,5565,7168,2214,761,2088,6944,1874,3920,4520,4388,4563,8417,259,4389,1779,803,2051,6326,8877,3184,2359,1880,7770,8796,3444,7454,2334,5691,975,6936,4155,3996,5804,241,4985,5253,8097,5753,5194,3820,8415
1883,3289,915,8546,8418,2056,1051,2371,893,3910,6070,786,5568,3521,4578,3932,5173,2064,3963,4134,5560,7217,5606,510,5734,3447,2063,3778,1932,8318,7478,1223,5230,963,28,1825,1424,5183,5822,8176,2644,4631,6018,2975,4986,6934,5220,608,6725,5769,3769,8080,1097,8494,2144,501,1058,2173,1880,4795,1971,5685,8425,958,134,35,4157,1270,7666,2182,4876,3283,773,2971,4060,4017,6652,2062,5117,4306,4047,1622,1509
2063,5573,3240,7338,2359,6202,6336,581,5556,4962,259,251,3313,4964,2246,6656,1972,7115,5235,2177,949,1779,5204,5566,7451,5174,3308,8881,2303,3491,5734,3138,3937,6070,5569,2354,8989,22,1031,2827,1308,2897,4412,5586,134,5068,2364,3749,5079,3959,7166,3712,6050,4413,8418,4177,1194,7310,1977,8388,2145,7771,5976,584,8089,6054,7341,8991,3283,3607,127,1123,5559,5214,1396,6228,5560,3863,947,3456,1558,5804,3060
7479,7454,733,3185,839,2369,4161,3512,3958,5136,6347,3029,1977,262,1587,5182,2173,4717,3409,5568,5560,5113,821,5209,1610,773,3863,2917,2943,6909,8097,3738,971,161,7899,117,1243,5786,1876,1456,5223,2062,1428,6475,3305,3184,2575,5374,2172,1874,6334,6725,7692,5559,1207,5228,1866,1240,5088,8546,3294,7187,2408,5976,2541,5181,3535,8420,3963,1928,818,3365,1947,5804,251,1126,6394,5194,6521,1015,3892,2249,1182
2904,8770,1477,2371,1880,6305,2495,4388,5130,4177,533,2894,292,6091,7613,5178,5712,8409,3294,6282,1108,3492,3313,2936,1293,1742,6202,5556,8397,2062,7508,1417,8712,4001,3244,5804,9006,7185,1532,8752,2901,2047,5237,3878,812,1528,7429,5139,1769,5092,8567,788,521,828,5976,599,1535,2546,3205,5204,2359,6337,3459,3828,7216,5569,3677,4718,6085,4580,5254,8448,1886,2167,1015,6070,5958,3186,4965,1928,6396,7898,3589
7711,5199,805,1609,3006,546,5325,4832,4309,1419,1977,5559,5556,2882,8657,1370,2217,3951,4799,3882,1561,2151,2356,2068,2476,2901,5585,1862,2369,5229,1150,375,71,5105,2054,2957,3125,4158,2062,1015,932,528,5166,6499,1812,1470,2952,5745,4155,8546,1880,5977,977,5976,3034,5679,585,1883,3283,7361,2951,3289,893,3845,6785,5785,134,3966,2364,8886,1879,6891,645,6849,1878,4545,5597,240,1824,1236,8744,1963,1591
5734,8548,2159,7756,1007,2062,5834,2509,2924,8397,5559,221,5973,7979,5384,8418,4964,8284,6024,2063,6334,5194,3579,6008,8425,2024,2369,3385,3413,2895,2047,3983,7289,3406,3967,3838,5266,942,1881,5807,2334,5160,3887,654,4962,6054,5900,926,4653,8103,1429,1787,3318,1249,8712,5560,5073,507,1289,1468,7635,431,6380,4556,7587,1975,6091,4206,5569,5712,5976,6798,9061,1210,4226,4577,960,3185,5795,5246,8626,4413,5557
229,2930,136,2047,1250,2369,5114,3315,3025,4117,7512,6846,3133,5185,5213,3011,661,3377,4988,6491,4882,5728,311,1957,7458,7439,1824,5059,2055,3940,2172,3229,7168,954,2338,298,717,6151,1924,3638,4631,4388,4838,1513,6725,3050,2063,7462,5166,6162,6201,3838,3244,3991,6657,3926,2944,2981,647,251,6189,6770,1285,7115,5973,2914,5266,4155,2173,4613,1403,1509,1578,5567,4535,8771,8103,3034,8868,810,195,963,637
8409,1102,2309,2058,2893,627,284,1977,2056,3667,8131,5712,4547,2892,3594,3958,1926,6146,3406,6979,5018,7556,4987,5221,6206,1822,4413,5872,2939,6091,1930,1408,2062,5383,1880,827,1777,3699,2644,5559,5252,4109,5764,3598,2173,1471,6362,8415,1619,3864,3510,2151,2159,2346,7324,5232,2497,6939,3942,6483,3310,1801,5226,1511,7819,5167,3022,2878,6018,2338,4035,5804,8543,8045,4129,3566,7649,5178,6159,1275,1208,927,8129
3273,5266,4124,1421,2051,8396,7438,2177,3557,3954,5117,7714,3607,3234,2359,8393,8432,3308,7839,3315,351,8395,2951,4779,79,5370,6368,2575,1881,607,2496,7759,5785,275,5569,7466,1977,1410,5597,4320,4967,8408,1976,2151,7416,5626,949,2156,1077,1613,1989,2025,1081,8546,2172,6928,1769,7523,926,2760,1787,1439,4857,251,1873,3349,7426,2062,5976,8469,6633,5734,6956,2341,1566,825,5236,6091,4961,1488,7649,2214,2334
8412,4800,3878,1223,6773,5973,8454,3466,4412,3318,3413,251,5194,5136,5102,5173,3960,8455,3693,1197,848,1862,5922,608,2895,643,4024,2159,4177,872,4389,4962,3920,6950,8552,1926,1326,3618,8231,1971,2151,6296,2886,6339,5804,2410,2169,7237,2047,5190,1257,6846,3606,773,2579,4413,5807,2530,5215,5573,2466,6758,1769,5568,342,1787,6725,4060,5585,4976,3026,15,2062,5567,1800,801,1564,4807,5728,4257,8323,6070,8494
