293,2371,6341,1275,4537,5559,1297,8395,8048,6345,3567,1808,3409,5804,6018,7366,2961,3282,3879,2338,3606,7306,257,6654,4519,8885,6013,655,8436,6188,1148,8881,1779,5822,3544,5165,1436,1952,5603,2425,6331,6725,3854,8540,5730,4631,134,7115,3400,3009,8272,6651,7239,2929,1524,2056,860,5187,4911,6288,8103,3310,595,3290,3616,5194,5204,983,7156,1971,1157,236,110,4240,5560,3533,5242,6070,6375,6782,8473,5220,552,2350,5976,18,6719,6732,3999,3615,8233,5556,1475
4390,1878,3025,833,4155,1032,3796,8736,3984,2546,7325,4275,1880,7768,8544,1791,52,3963,5885,5585,2056,2359,2541,2147,6034,7839,6276,2047,939,1559,8399,3318,7671,5556,7369,5785,6696,1977,8248,1429,950,5160,2531,3519,3406,2899,1873,3878,1167,4055,1341,1381,3282,2181,3184,8499,8546,5976,8657,8735,2063,6605,5559,8940,2338,5744,4069,1787,539,1615,1248,7372,1972,2289,6016,1801,7089,1976,3873,1609,2951,3762,6708,6018,3967,1500,2755,6245,2364,5734,1492,824,5112
5585,2051,8542,6091,251,6031,7819,4550,1930,1517,1285,2338,596,1822,924,2508,7178,3615,2172,8796,1779,2047,8395,4962,2572,2214,1776,3871,2062,3203,2546,6785,1453,5165,771,8219,1924,4155,8737,291,2091,6498,4134,99,5559,2056,983,1098,2369,2371,5822,1769,5976,575,674,2939,1041,8329,3026,1921,2173,1873,5159,279,4072,2621,3246,7467,1219,6334,4886,2469,5194,3967,2082,163,1829,2359,2966,8423,3727,7374,3778,3161,4394,20,1882,8541,5569,2772,6284,2477,6475
5295,5207,1000,3769,6829,8739,4143,1769,4982,3669,4807,1300,3449,5173,1977,1507,8771,3025,1078,2926,2371,8796,3878,6725,4388,990,5556,7164,6633,1003,5606,1779,3886,872,251,5361,7469,507,5160,6202,3406,5210,5217,2172,3742,5559,2346,5900,5904,4631,3307,2338,6473,6091,5069,4176,2933,1425,617,116,293,3682,1785,2182,974,6518,5253,5938,1921,1001,1824,26,5208,280,262,1714,5757,1206,5162,5073,5090,1448,2469,8395,6870,2659,9069,3315,5973,3749,5127,6757,3313
2981,1419,3970,3185,8766,8231,2259,1942,1565,3457,6008,3860,4308,4420,1498,472,5753,5559,8546,25,2375,2214,2863,1370,1027,4527,1787,874,1532,6037,2878,608,2057,4962,4640,5736,3838,28,2824,3073,3285,1167,5207,4026,4318,5177,1345,6374,2941,3589,4413,2548,2334,2890,3207,6263,251,4621,5604,7838,2156,2180,4319,7152,3873,7582,7189,2551,3161,8085,831,1504,7443,3878,5734,8409,6018,6870,1020,2361,8412,5190,1110,3595,7668,5194,5198,2205,4321,9067,2790,5822,15
6907,3057,8089,1829,7443,844,8205,3912,6827,5161,2883,7880,6984,2051,2568,1977,547,1769,6949,3019,6660,1285,4124,981,839,4144,7372,7168,6054,2576,2271,1528,5168,3594,303,2056,3950,6656,6830,6091,6062,5712,4159,6725,134,1015,5973,820,1218,5230,4248,2151,3460,794,1778,5976,2049,1290,1989,1208,733,2543,737,4799,7479,195,7767,1465,1883,1924,8487,5215,5214,5625,938,1657,2083,1866,671,7328,4077,7424,3672,3185,8152,4385,1873,7457,6280,6015,3478,1759,3160
2151,251,3289,1977,3409,1452,2371,3029,7626,219,1603,5167,7428,1167,2492,8567,507,2901,8952,1866,1874,1433,6388,5245,4962,1358,6635,4239,3025,5712,1294,6372,5136,946,8180,262,1567,5232,5201,5569,971,5936,8796,4060,3920,1194,1878,7353,1876,2534,5763,5217,1862,1586,7868,2334,6660,1880,1152,5160,3712,4385,2047,5253,639,972,939,1293,3963,3184,358,3863,7905,8883,216,2062,8420,1513,843,4155,1173,3056,3923,7680,208,2981,6809,3601,4830,1107,4823,2051,2172
2886,3025,3847,612,5573,3049,1825,3406,1517,2901,4386,1058,1673,3195,8485,1877,5607,6064,7451,5568,3310,2159,8546,6652,8769,2340,939,3409,3963,3304,8286,5976,1256,1880,5199,2499,954,1977,1925,6480,6065,6647,6231,2908,1419,7709,305,2942,5745,438,7711,2338,6141,4550,4966,4551,7167,31,2334,3887,3313,4951,671,2177,1174,3471,7322,552,585,4301,3853,619,2923,6660,7863,5741,3697,1235,1769,1550,2434,9000,5712,5022,6175,5140,5734,803,1459,8399,4216,6359,3413
1349,5559,2338,795,834,7603,1570,6499,8543,794,4775,4523,927,7344,3991,1067,848,4965,1928,1769,1926,1989,1166,2369,3861,4605,7333,134,6831,1972,7678,5215,5383,1880,8796,6725,7367,5262,2244,8320,6282,4714,5088,6140,5104,1971,5184,4726,4545,5566,2143,3054,7384,6070,5830,2205,5230,3575,8880,5178,4339,2047,1587,6650,3485,5174,5613,5976,6833,5557,8199,7771,5598,6202,4354,5982,8881,2173,6636,1883,7517,8455,2371,5162,4385,3749,2334,5067,7556,3841,6660,1499,530
4966,1800,3093,7649,873,2587,3809,4051,1421,4539,1283,6339,8757,1076,1812,35,2173,5247,1883,6141,3738,8762,6036,1809,5786,4229,3246,8546,2499,2217,5073,5780,2177,767,507,7890,5753,2811,5285,8418,4061,3185,3014,6202,5691,5063,1184,1429,4298,3315,134,1777,7664,1779,6662,3783,6312,7712,5165,2359,1029,7430,3675,3973,7125,4257,6091,3206,1609,3618,5228,4545,8552,5560,2201,655,2977,3025,8540,942,2549,6284,3735,6334,6046,271,5556,1518,5229,2151,195,7443,295
4155,1419,3940,3883,1924,6339,1380,3529,2245,2371,2928,6453,5764,8447,2755,5584,2201,6026,3409,1074,1972,5567,4928,8205,1105,4385,6332,4284,6928,9083,7697,1873,3810,5056,2159,563,5238,6159,1530,8762,6863,6974,4962,6725,3114,4412,4915,2961,3910,5232,18,2215,5566,1374,3882,5982,7842,5593,8451,72,1082,1787,2172,5804,822,3449,7338,5267,8796,8438,6827,2562,1777,1586,2840,8395,832,2652,5266,7222,2063,2364,3918,2140,8880,5160,5174,7128,6458,2205,3189,4982,3945
5973,6043,867,5559,296,3738,3228,2152,578,5266,6925,8168,5210,1940,5604,3995,1223,2338,5976,2175,2217,5220,3693,3629,7480,673,1252,4155,6725,3970,8106,480,7545,1780,6833,3515,5804,1787,5605,641,8769,3184,2173,4396,584,620,776,7443,6831,6280,7437,4388,1499,5573,5221,1108,5136,4413,3433,8282,5557,3971,5069,1963,2062,4918,97,4366,1924,618,1297,2049,183,8224,8894,3010,6088,1480,8546,3766,2151,893,1862,134,5195,3014,1877,8884,1670,3025,1516,5217,8757
8395,6660,3578,5804,5625,8941,677,4284,1787,406,4962,2301,5221,5786,3351,1669,5869,5872,5567,5228,3644,1299,522,1249,1126,1063,3449,7425,8546,5745,7454,4275,6725,7697,6189,5390,6476,3867,4385,4225,42,3184,5173,647,5560,4001,2217,5712,6015,2267,2364,27,1447,2173,1284,1814,3027,1328,8408,6359,7489,6188,1812,2901,7164,1788,2061,5976,2346,1866,6498,2016,5136,2336,1001,5299,6049,3024,4134,5822,8078,5875,5266,251,2062,3459,579,5977,6339,6686,329,4631,4535
3025,2208,5559,2504,3871,3887,8757,2576,4981,4631,2172,8502,6711,1410,7330,8654,668,8546,587,1524,5921,4413,3502,6334,8489,1202,2175,3244,221,5234,872,1254,2062,8914,1761,1558,4351,5930,7707,8461,5179,2159,5165,8626,2961,863,3838,2547,2145,8541,1457,1401,3285,2369,5872,7452,5209,4155,134,8048,7717,2047,2214,315,1875,3207,9056,4966,3406,4153,219,2959,1173,773,6725,259,7224,2930,5565,4964,1926,6757,3318,4973,2205,8412,3447,871,874,4397,5891,3878,390
1334,1286,2128,4053,6312,8867,8941,986,6656,5766,7439,5383,3745,3936,5266,1779,4006,940,1880,2564,4388,6831,5234,4825,5238,3609,7242,6946,5569,8882,2338,4178,2252,4159,5556,4055,5769,2760,2644,1825,6072,2949,7454,1972,3470,6499,3205,4911,5753,294,5976,204,6000,6362,5869,1866,41,874,8441,507,2062,942,4563,8546,4550,6909,2056,5734,4714,3717,1074,1853,774,2919,1977,266,6091,2883,1299,5192,5102,3124,3310,1877,3878,3449,2205,2456,2979,6891,6036,3271,3073
2151,6890,5559,1202,1924,8833,3283,6649,1389,999,7180,3575,7450,1290,5094,6018,3029,6725,6175,1977,5976,996,8715,1725,6339,949,8444,2059,1976,2683,5215,2334,2359,2576,3940,7164,1587,3518,2981,3485,1785,2371,1880,4175,6974,5556,482,3951,8941,3246,1225,2758,2971,5229,1566,2642,4056,8626,3296,5210,2055,831,2173,6942,24,1400,4558,8880,2051,3867,5728,4962,1876,7517,3311,1797,4164,2230,6909,4562,3184,7432,1184,8098,7095,4038,251,8955,2338,2930,5206,1526,2159
6353,8544,1459,3389,478,7666,8992,4297,5752,6955,5734,6024,3184,2159,6091,2047,5601,839,2969,3936,3308,5174,7643,1788,2371,2558,979,2755,6766,7466,2926,7747,8409,7248,6076,7380,3893,2547,4249,5229,2901,3164,659,5926,2173,5559,833,4385,690,765,2894,2851,3853,3025,8879,6568,1226,6018,2205,59,1041,5976,971,4413,3968,1042,2151,2881,1373,16,2575,5140,4388,2644,2778,5155,5688,6191,8547,3963,5603,4389,4193,4970,134,3655,918,6355,1611,5973,3692,1993,894
6147,7454,2952,5209,3246,1391,5199,3014,3185,3951,5569,5232,8419,1881,4789,5185,507,1281,2371,939,8941,3406,3533,6733,3618,1375,3422,8051,5124,4588,874,3967,8323,4385,6935,8761,4755,4413,4906,2576,2219,3691,212,7435,8014,2369,1827,6938,4880,4605,8796,1517,134,5836,4124,1364,34,1574,1609,5764,3876,7184,4976,1878,1958,1584,2397,966,181,7623,5597,3184,3029,3912,1051,6725,1218,1950,1195,6923,3025,2346,6334,3878,5166,2172,4109,3838,510,5233,7502,6034,5189
2504,3310,2047,8423,3010,8952,8321,7579,7708,2371,3389,3878,3727,2922,1922,3297,5863,4389,4035,1126,7720,4596,5976,8993,2172,5097,845,2688,264,5795,5073,2145,2901,7820,6036,2159,2209,8413,4294,3409,5234,3847,6091,3860,5728,6294,2056,8754,5556,2177,1977,1787,2153,559,507,6015,4554,655,779,6163,4327,7279,8906,2364,2062,7312,1383,660,6974,1886,4605,7711,8961,5559,3643,4388,6008,5171,6345,2359,5751,5933,2755,2924,1567,5977,1785,563,4984,4059,2055,5894,3184
2878,8587,3245,8097,1882,6166,1866,867,2062,1824,6937,7487,7898,2369,2981,3132,2151,953,6091,3420,6333,4439,3038,8420,5173,2885,5097,2159,4807,5266,627,5229,6642,1622,1886,3310,4388,3777,219,3533,3882,7094,6633,2371,2198,7621,2016,3913,1787,8168,8633,6194,2172,5973,2334,6188,1561,4006,3,8779,1609,5753,6503,5573,3878,7666,5734,942,1809,8200,971,6909,5152,26,2026,4402,4597,6652,3607,2881,25,1564,6339,3029,4608,7837,3999,5790,6655,4529,4389,7160,7819
3025,2889,5185,1977,4413,5058,8097,5559,3595,6144,2409,6796,1533,2147,3448,7125,3841,4027,1563,1042,8520,579,3963,5608,8763,5741,5174,2464,7671,1561,4388,6022,2208,6091,7556,3185,4029,2217,1020,2652,1423,8774,7488,1737,1115,2310,35,8200,1126,5569,2576,1576,6640,5709,6347,4474,2371,5173,7122,6339,1408,6725,858,2173,2172,3953,1537,1769,3184,5977,3845,1873,3016,619,5804,7611,5228,3010,2520,5210,1557,1280,6372,396,872,9006,2334,8766,5240,3882,2885,3283,8168
5569,5753,3922,594,1801,1779,2531,7135,3077,8458,1081,7465,76,4545,1613,6785,6909,538,134,3954,2939,1877,2437,4523,7164,3839,2352,6503,1879,3415,6633,610,2878,5167,4178,6644,1876,2369,2156,2893,2051,219,1777,3107,183,6342,998,6831,5173,3485,5982,1957,3970,2578,7186,3282,3025,3540,1226,2334,8654,8769,7188,2899,543,1884,4385,7430,8796,2047,1702,1453,6031,1533,580,3522,6154,8048,3036,5712,1910,5380,5045,1567,1972,871,668,2981,5280,3030,7443,1289,3843
3863,4276,2159,333,7425,2402,6875,1930,2371,5566,6280,8856,4388,616,7230,5783,1308,5753,8546,5976,6172,644,4562,2270,5168,8881,2957,2338,522,3905,6091,4775,5183,4240,1469,5569,3971,4981,6943,3967,2062,4539,1504,32,7556,2237,2063,5559,4536,4964,5210,4239,5075,3950,5178,6019,1787,7946,7147,3720,2172,3310,1873,4105,2886,3282,2468,2901,386,1390,5586,6186,4631,5573,2173,5211,6018,6401,7465,3769,993,1522,1564,1257,828,215,1989,5712,1163,5390,6909,8395,3406
1358,2173,1926,5569,4172,2981,5374,5097,6316,8420,3831,8421,3052,1210,5559,6186,8121,1053,7430,9005,233,341,4060,2156,1567,8097,5556,3892,6657,3025,2205,2622,6223,4155,1400,3838,1606,3692,8466,3520,2958,2338,4368,5734,7612,4105,833,5243,3289,1873,3873,5753,7439,1058,8493,8231,8734,4150,5795,5266,6633,3416,7671,2574,6299,659,8434,4563,5973,3406,8414,1383,7462,4367,3420,8554,5178,2488,7897,2359,2598,8288,4631,1976,691,7337,4528,2048,3847,2973,1064,5876,2051
4349,1299,4593,575,6294,5559,2983,1286,4352,3922,6559,5247,2369,5743,2145,2171,3523,6280,1210,2807,3881,9059,2295,7464,2901,1421,6091,5728,3029,1873,265,3027,1208,1972,608,1877,8627,5973,507,1216,4159,5976,2939,2881,3838,2576,2847,3185,5125,6092,6656,1049,1801,183,801,6725,8408,5804,6188,5253,2159,2359,3841,527,939,2208,43,8756,2055,5221,1326,1936,3184,2504,1989,3433,5822,7443,6395,8796,2408,3391,971,3991,5556,1195,656,4589,4280,4972,1524,4014,1812
2341,788,2409,2346,6725,1880,954,6278,8401,7664,6616,7720,115,4066,5728,4517,1163,2062,2371,4044,4164,2056,6043,4177,2890,5210,2807,2985,8504,5384,2173,1454,2467,1371,4781,5556,5064,3925,3864,644,7372,8129,1390,5973,3904,4524,471,4172,5801,8509,4413,1832,6034,6843,8796,3708,2718,3449,1667,8955,2047,7182,1730,6022,1499,2175,8417,3999,2159,6948,1168,269,1400,3717,2051,4344,1016,1425,8716,8822,3552,2919,1877,219,5712,2564,3456,1879,7709,1361,3986,5156,3308
6091,8952,8386,5569,1875,1286,2375,1800,1564,779,1621,3909,1775,7329,5170,3749,30,1491,3116,1086,8881,7730,8874,6034,43,3485,5804,2056,2890,1020,6195,7328,3838,2139,3308,738,2950,2422,4537,933,2062,8736,5982,1972,2901,8493,5231,4554,939,7267,3184,4795,299,719,2938,3991,5565,5266,5560,4177,1507,3117,2151,233,2338,4388,2051,5712,2652,2688,6213,5559,6725,7949,2047,790,1976,3010,4354,1328,5190,3014,1886,1499,5045,5921,1779,3532,7428,2939,2159,8409,5203
5325,7456,3182,2671,4388,2016,659,7988,8408,2364,4555,5177,7897,7708,958,35,3699,1103,2338,2051,2371,3411,5887,5728,3029,6014,7281,2807,8447,5585,5976,8462,3920,2173,2369,3491,3954,1873,301,867,1769,2192,4157,6650,1972,6291,2547,5221,3963,7228,1217,1567,3732,134,8855,2574,7554,4535,3882,2039,6181,983,2062,8080,5198,3742,292,3313,2205,7720,4807,1407,952,5556,7443,251,804,7094,6237,4089,6725,871,4601,2056,2334,3692,1666,1867,5220,2575,6509,1123,4394
4096,1873,8881,8102,5242,6373,5569,1055,8880,5214,1560,5228,8796,5613,2943,6061,5880,825,1455,642,5378,4535,3029,5126,3968,6725,2359,1862,1003,1924,181,7431,7711,8168,6633,4539,1517,2965,8496,4006,6043,1880,1443,1278,3184,6024,4594,3861,4550,3766,3878,6087,5266,1604,3913,1063,2911,2173,8409,1521,2549,4388,6656,2153,4413,5559,3128,5976,7865,2364,2193,2047,4063,6091,2118,2145,37,2919,4631,9073,3863,6142,6649,4833,4831,3413,1960,530,5181,5246,6053,5184,4362
996,7466,1029,2688,3185,8871,1063,3128,3702,4155,478,1949,921,3836,6054,494,5209,989,3878,9011,4388,3872,6050,1930,7977,1364,2369,1488,1977,8419,5618,734,2952,5042,1081,6953,357,3184,3838,2217,2890,2087,549,6293,603,507,4006,5229,5556,578,1126,611,5560,3279,2057,2950,3161,4520,4274,2151,5831,2973,2051,1924,8395,2537,5204,785,2359,1202,6644,2971,2016,4386,3521,1921,1568,2346,6153,7874,8585,2961,5147,7351,4318,6966,642,304,5976,3963,1504,7324,8106
6055,134,6141,968,3406,4671,2172,1873,5734,24,9018,5221,331,667,4631,4164,6066,6319,7683,8419,8209,1497,643,1769,4463,4965,3126,7369,1524,2369,1516,6725,5194,600,2587,1522,2051,8417,3282,5900,1574,3960,4546,5821,5569,5236,2755,2062,471,1878,233,6344,5234,2534,4962,5754,1963,7897,6031,5804,7767,1176,1921,5894,2153,734,1415,7772,5822,4802,953,5604,4896,2341,4064,5976,5622,4636,6215,2173,7556,1926,2063,5267,3244,4006,4522,6315,7454,2217,2338,5237,8757
3014,2572,1254,6452,1167,2543,7440,5172,3227,4035,7582,3963,1058,1968,1380,8775,7465,1374,580,2159,2205,1227,1524,5759,1458,2350,1673,4198,6445,7255,1560,5785,2371,3308,2895,7851,6744,2359,2819,8191,6939,8449,5258,5754,2369,7248,3413,316,1403,5591,5210,5262,2901,5178,7708,270,4154,4109,1015,2549,4962,8796,1880,279,2558,2047,7431,6407,7714,1006,3480,5098,6197,18,2894,7439,3967,4388,3492,5736,6020,5161,3886,5875,5197,4916,5753,3229,6091,6054,6013,2151,7716
1800,5753,3514,2283,3606,2051,3724,2159,2151,5877,824,4280,6554,4719,4631,1972,6192,1879,1502,5824,7274,2047,5383,7432,3882,4000,8443,3838,7714,1072,4548,7193,2334,5201,1361,7480,5712,2902,3886,6845,2759,5177,6787,1159,1883,8129,6499,5198,6375,2364,5174,8418,5987,2537,8824,4539,1190,2252,4653,2205,4317,5556,1258,7716,1886,6725,2570,975,5156,6457,5941,6376,4545,3184,674,8473,7129,5976,5769,7454,3148,3212,3190,816,2938,8751,5069,733,3123,4725,7192,5728,7770
2154,6856,3413,2106,6955,965,1472,8422,2981,7708,1085,2047,8746,8443,8949,5206,6510,8395,2139,6514,2205,8239,1031,4388,5973,4413,881,3310,6202,5220,3050,7890,7753,7002,3864,8634,7290,5976,7665,3905,3878,2271,3283,7901,1769,6939,616,3777,6002,1225,1521,4239,6757,817,1825,4631,969,5560,1123,8129,5114,386,1390,1779,1566,5734,1777,2495,134,1952,2408,2151,5597,3575,6476,6070,7157,5125,7472,2145,2369,8505,3025,4092,563,7161,5174,1932,2173,2336,700,3843,4961
3762,2755,1438,2054,2574,773,8122,1862,7833,2570,5390,1692,4174,8949,3177,3967,5804,7144,2364,1166,3757,1022,954,2334,5973,5266,643,7708,2491,4962,1787,1878,4385,2930,134,1038,6018,2051,2901,1618,5567,1483,2338,2177,2047,7462,1532,2919,5208,2035,7750,4177,5988,6373,8097,2190,5335,9000,591,2882,1606,8395,5556,8770,6914,3595,685,4036,2938,6758,6202,5221,1261,5262,5595,1396,1926,3406,5559,7709,5238,4975,2171,5601,8932,7754,2173,6686,5178,849,7202,1882,5167
7471,4137,3674,5734,1825,3025,6142,4001,5887,1244,5712,1787,6094,6785,7996,1559,1983,6166,649,5130,7216,854,6062,2056,5204,5741,5728,1101,5220,5266,5769,4298,5221,641,4535,1614,21,3289,6725,6144,939,4459,2939,5121,3353,7123,6656,3909,5383,1226,8171,873,2047,1853,3155,3406,8796,7765,8657,6147,8943,9034,5559,2920,3380,7753,3575,6645,5173,3308,5569,9006,5163,507,2911,1300,3449,5840,1507,5973,827,6485,1809,3907,2901,1063,7887,6143,870,25,8492,7585,1971
8395,7556,3921,7061,929,1632,978,3155,8409,8877,4155,2364,9008,5127,1927,2971,3498,6031,1355,2205,3191,1880,3184,8744,3447,3838,8203,5764,2507,6180,4277,1825,3920,2755,5845,2488,6827,1960,6402,5932,2062,1404,5559,3269,3575,442,8819,1876,8883,488,1977,3037,5185,8750,7877,1205,1225,8885,7284,1284,8418,5160,1785,4413,2892,1232,1819,2902,635,4006,2911,2051,5585,5560,5202,2214,7433,3409,1474,2344,5399,3998,3699,1514,2881,3010,6014,1779,1822,6333,1403,4965,2917
1623,3847,1983,2901,7901,1862,8772,1157,3412,4139,6390,8453,3184,3583,8048,8796,804,6076,1069,8214,4563,1972,2151,1229,8859,2587,3447,2342,919,5139,8633,4109,8432,4134,1941,8443,2056,3966,6633,385,5976,8032,835,1976,2201,8517,5092,2432,3704,1161,2364,1498,3181,6362,5873,1233,6650,2755,765,3333,1241,2369,3010,2173,6651,8991,870,3312,7765,4060,7002,731,5559,1039,5232,2654,1977,2965,3777,3655,3060,2658,6340,233,5556,295,922,269,7556,6725,1003,3842,7465
904,1283,1921,8322,3184,4605,1290,2975,6785,3958,5753,5754,2227,3932,2563,990,1925,8540,2326,52,2151,6633,6651,5822,1984,3185,3447,2491,1232,251,5620,3847,2156,6318,1818,5091,1285,6649,4946,5161,6091,2172,667,1266,5813,5266,1187,8445,4631,2182,2882,2051,3296,3963,3766,1779,2175,2411,5162,8541,1565,5072,1886,1882,1612,4832,635,1224,35,2198,2047,3025,2334,1876,66,7475,7750,4305,6740,1540,2965,6699,2061,4161,7661,1977,943,6922,178,949,5573,5976,8885
2878,8395,1226,6801,1371,8800,2547,2218,2951,7711,5565,181,8328,2062,2051,507,8439,5195,3836,4134,4578,4074,2487,1187,1326,4413,1080,7145,1301,1202,1769,1717,1879,1572,3755,3926,3433,1559,4130,1779,2550,3838,6640,1126,3065,6952,2172,5753,3655,221,2452,7181,1886,1143,3014,1824,1485,6725,6152,7409,6907,3991,1574,1041,2159,1866,1527,5396,2971,6337,18,8855,4962,6031,3654,5573,6231,1862,270,2549,8882,4631,1422,7392,9086,8269,5266,5228,4970,2409,5822,574,5021
1937,7556,5976,627,5195,4578,5117,3947,1609,3447,7466,3079,6018,5319,4631,6520,5569,2062,968,8952,7156,1578,282,3778,3574,180,4284,1448,4161,3112,5605,5102,825,1879,8515,3953,6955,927,5210,6201,2973,1196,7687,5156,6742,8802,2056,2493,950,9057,6896,8181,4112,6634,8880,5559,15,3932,4747,5930,6334,1525,6833,4144,3289,1921,5753,1058,3501,827,1866,295,6347,4105,1954,1972,1779,1522,3019,6725,2369,5810,2181,7180,4413,10,4539,2965,860,1312,3981,7372,7760
