6806,3954,2499,2939,4412,7837,3685,7999,5556,6186,2480,8782,3315,2410,6725,7302,869,3970,3827,8993,1809,7341,2981,267,3229,2058,5095,1984,1972,134,7289,6206,7678,1989,6782,6055,6144,6018,5174,82,6383,5149,3967,7226,1609,1933,2159,1976,2134,4134,3025,1898,939,2371,5262,643,4287,3406,1806,6204,5753,5757,3318,881,1470,3752,3220,8881,1426,4537,2208,6654,4346,6275,4601,1647,1921,6334,3433,928,783,3641,778,6856,1480,1110,3644,7671,5166,4387,6785,4309,1184,5198,4297,5228,5795,3006,8487,632,606,377,2156,2177,5618,7240,3226,1866,1779,3184,7711,5559
7361,5361,6339,2302,2369,2048,8441,2901,1876,6640,4819,563,602,2817,2051,5151,3618,4343,1058,5166,1928,6638,1783,8395,4390,2151,1374,5901,2047,3039,7297,5586,7981,3247,507,2214,1812,2981,2208,3395,1443,8902,7999,1470,802,8418,3413,3607,339,6054,2882,3502,5569,5215,6030,3954,2359,5982,4157,1878,7697,844,2055,3970,5556,2899,7001,5228,7479,5150,2072,5417,1468,6649,1977,2670,2172,4171,5229,5753,3308,5391,4388,11,1214,1779,4042,1481,6503,7879,6651,3684,3244,7323,1020,618,4173,4514,3430,2761,4964,3365,2338,5823,5069,134,866,773,1085,2334,5234,807
1415,5247,4138,286,5239,2886,2658,645,2549,3029,8637,2952,1886,4027,5712,5191,2576,303,3581,1195,3925,2063,6070,3607,3289,6282,4890,710,7184,8545,2364,5232,6036,1285,2172,2177,5556,5933,2051,1977,6294,5559,1474,8641,5973,5888,1934,1024,168,5753,3574,3981,7644,1226,1224,7408,5786,2878,9043,794,3976,3184,8601,2153,864,5162,639,6206,6159,7289,5569,5114,3964,6091,4323,7400,5976,6008,2550,507,1428,6579,6140,7522,3838,1437,8942,1535,2371,6337,8420,5015,1787,6202,1361,5072,8881,631,6050,2151,2171,4596,6022,5831,3308,1812,4155,3951,2115,5804,8546,7770
2364,1101,1386,6299,1253,4046,2205,8168,2575,4722,8941,7508,5121,2051,5559,4536,1499,1433,5177,4413,261,2886,5172,4548,1258,3029,134,8137,4880,5581,5578,5160,100,6834,5583,5560,4002,4134,6803,933,5190,3923,4929,841,2369,971,7671,2371,3981,3878,3489,7391,1991,733,2346,7711,5734,8219,1167,5976,2996,2056,2982,2063,831,1880,6738,5165,3406,3366,1921,6657,413,2173,7273,5092,7674,36,2460,2657,6018,1985,860,8448,6650,3691,940,8542,4001,1873,589,3111,3025,970,3245,828,859,4821,1204,5556,3564,8563,5557,4385,2981,7257,1185,5194,1879,8412,9059,1968
2047,5976,1109,871,6725,4385,1971,5560,1535,1769,1982,3925,2901,2159,2173,3385,5183,219,1853,3838,5266,5253,6047,2550,2051,6360,8737,1059,3029,7671,6540,3991,2156,2172,3806,5577,1572,5763,5067,5625,1944,3492,3308,150,2886,8487,6640,5214,2153,563,608,3238,3851,8657,6605,226,5566,8194,1930,271,5764,3443,1261,753,3024,2039,2056,6801,6061,1468,9001,5856,7167,6678,1474,8546,3687,8634,251,7290,1563,831,2971,6024,3232,5973,927,8467,3073,4962,6175,3155,1608,3945,612,2893,4069,8496,4188,2214,8395,7381,2061,4631,6974,3865,6335,3919,874,5178,3080,580
3184,8629,3025,2901,7422,2047,2334,7423,5987,2159,55,6339,5984,4265,1824,5569,6070,5236,2256,6091,5028,7465,3838,1466,3433,2172,1761,5140,4847,7369,1816,6836,5712,7714,1444,228,1787,2346,3244,5734,8414,3853,20,5735,3863,4280,1862,1290,1883,3113,1767,5559,1838,4318,2558,4834,5244,2878,5558,1769,2371,7877,4944,5072,2173,5976,7709,3763,1392,7308,4984,2359,1436,6851,5804,138,1233,5819,4144,4388,2893,7372,8796,7747,3029,5215,2056,5567,2051,4077,2547,1951,2364,2156,9024,5178,304,1214,6767,595,714,4256,6499,6989,1361,3960,2151,775,8885,5762,2474,7094
7446,3905,826,5253,5073,5586,134,7440,8393,5232,5259,6725,1951,5877,9049,5234,2171,3669,3601,3183,2056,2173,733,5211,2047,6536,6197,2465,1976,1462,971,5190,2177,8889,7759,5804,42,5161,592,8395,6019,4145,5172,6293,6294,8089,8634,2062,5785,8191,7714,7709,1883,4024,2829,9042,6984,2552,3158,4286,3053,507,5976,1769,1588,2205,1232,1158,4611,1478,858,5228,4413,5559,1085,5104,1189,4551,3587,7840,3052,6018,6419,6008,7336,4631,7241,1272,6338,7899,3847,271,5567,2051,1053,1540,4655,5781,1825,2172,7480,6049,301,2951,4542,378,7636,2123,3966,7881,2159,5835
605,6528,1909,3907,7505,2952,5183,7898,2939,3863,655,3451,1231,2364,3838,6318,7478,6719,1126,228,8494,1241,3484,2576,7454,3941,6384,6937,9075,6036,3947,7202,6968,1877,2063,602,32,660,4962,677,3800,4631,6024,3289,795,5114,5573,2894,3205,5606,7708,8886,659,8883,3876,6140,2159,2171,6360,2035,1787,3026,3982,3865,5976,9027,8488,6018,3304,6449,1624,1822,5177,6362,3313,2369,1527,1968,5560,8712,2539,6375,5160,1609,4023,5085,6373,5156,6595,4035,4549,576,8197,773,1977,1103,8387,4177,7889,8521,1976,2957,994,2878,6505,672,4387,1779,3172,4528,6946,7096
1446,3314,2014,5191,6078,8766,8168,3718,2047,2063,1114,8540,5094,2369,8456,5551,3164,1419,1748,1976,3025,4962,5734,8094,3024,138,6984,612,1877,6833,2051,5560,8901,2159,1286,6291,8102,7338,8190,1475,6052,6650,3762,1827,1021,1016,5730,3406,844,1301,6725,3592,5556,805,1478,3867,2910,5114,1492,5096,1417,8473,5804,741,860,8395,4310,6008,1285,1524,5176,4053,8081,7708,9005,7517,3775,144,5204,3501,2056,5432,2771,7945,7042,6018,1637,2167,8796,585,7935,6279,1041,1397,3185,5852,5608,1058,3968,4766,3433,1825,1794,3016,4178,3945,2688,2064,8107,3244,4413,5559
7598,1880,7956,385,5228,299,5190,7324,7180,7820,2471,2062,2882,3308,5560,2346,578,9001,2917,1423,6725,4514,1879,1801,5712,5559,2328,3014,1878,5092,3140,4631,7192,8943,8174,3682,4647,2576,1779,2438,5194,3413,9008,1028,5569,784,2063,5730,1294,3359,7848,2981,4701,4174,1932,816,831,2369,1983,6202,3558,207,5233,2363,3010,7337,4331,5174,7987,5171,4413,4200,4819,298,7860,1787,5753,1826,2770,8637,1138,3953,5198,9052,1800,134,1810,6337,4165,4520,6827,4172,1398,4910,7226,6075,8757,2548,5834,1254,4389,6652,6939,3052,7325,4388,5976,1564,3410,3574,5177,3752
6652,3504,268,1976,3045,2051,8374,6740,8192,6927,3029,2105,1991,869,1455,3205,1237,4134,7558,6640,2196,3702,5559,3967,2390,2173,2359,5772,6145,2878,7184,2464,2975,6679,2172,4631,3538,3184,6091,2901,1275,2973,22,7857,42,7000,7432,7469,5258,5556,8956,1779,2755,1678,5593,5166,3863,507,8629,3911,5073,7618,1769,6945,5749,259,5560,5215,7753,1289,494,7262,7711,2546,4803,2576,6647,3108,570,5714,4006,1058,8232,1006,283,6487,1881,4962,581,8487,270,4743,4529,251,8051,8845,1921,2159,4413,2205,338,3681,4239,853,3838,117,7942,134,3926,1989,5114,6499
4631,1218,3184,4872,1879,2179,2062,6287,3966,7309,4389,219,2369,2066,825,3308,1212,822,4962,1559,4171,3828,4778,6651,4309,4298,6777,603,6034,6163,4522,1380,1463,1878,596,4155,227,4172,5884,1450,134,3111,1820,5973,5906,2181,5228,8221,1779,6018,3969,2173,6206,4413,3037,2151,2172,8657,5261,8763,2220,2056,410,2549,8943,2205,5783,8941,2576,1161,4150,5097,3886,25,2058,8487,3523,979,937,5977,5573,6805,1216,2063,3424,2364,248,7948,2051,1174,8395,939,8480,5237,1825,321,1044,1877,6024,1268,5556,5174,8774,2643,8522,1988,2345,7231,6430,2919,5221,1061
1785,778,6785,642,1482,5069,4631,3434,474,652,1592,8435,3164,3420,2482,1545,7323,2636,7750,6184,5973,2939,8133,4833,6039,4385,4417,6634,5734,5132,7093,3878,1300,1733,5380,8395,5166,3945,6974,2632,6054,5287,582,6797,5221,2457,5190,7087,2173,3607,6827,3645,2356,75,3922,5228,4052,8419,1507,919,8881,3841,5712,5804,2057,6375,4968,7454,1031,1285,823,1989,3876,7850,4799,6059,6725,4032,1583,893,3175,3025,3107,1286,7457,6503,4962,1862,5558,8796,8736,6014,6020,1779,6633,4413,3029,3422,6201,2341,1029,2678,4388,5560,7185,794,5262,4006,3543,6061,1365,6197
1063,138,3864,278,2064,7711,134,4631,7747,5569,6066,6159,2313,563,4578,644,4284,2338,4561,1514,219,2546,7324,6379,1968,5987,3395,6022,1977,2369,5206,871,3291,6275,1450,716,5703,7375,4538,2051,3082,8726,5730,1487,5114,5887,3988,3511,2548,5253,1567,3184,5976,2173,5010,3826,601,2062,1866,1879,3934,1363,1216,2371,5560,2177,2198,8412,6725,1963,2984,6175,228,2159,635,1878,1105,503,3838,2410,5177,6926,2016,6161,5101,5556,2760,654,5973,5190,4528,1779,969,1293,3318,7345,2058,3268,4177,3564,2725,8361,5386,6091,2924,7853,2886,8097,4545,2701,8261,1578
7267,8420,267,2156,2159,3963,4964,4939,7094,7863,1716,5140,1866,3920,4413,4142,8540,1453,2177,2173,5744,3838,1614,2410,2062,1779,3308,3749,8546,6046,5556,2056,1205,965,5800,2860,8634,5976,5238,6187,5398,1863,559,86,507,4395,5370,6891,3755,2170,4223,5132,5559,4152,4420,1452,1032,1253,5739,2051,259,3029,2936,5567,8355,3420,5625,8419,7091,1078,7297,8398,1592,5098,3505,4542,6092,6018,6006,868,8440,1293,8482,3945,2334,1930,5194,7272,3562,5174,1367,1184,3014,134,5590,7430,7337,233,2757,2371,7061,1880,3845,2016,6091,7183,7481,2507,1423,5795,5569,306
2205,3863,3052,8761,2068,3672,659,655,6926,2062,1779,909,1866,64,1992,3244,1926,3201,3864,7880,1001,4575,15,6091,1111,5745,3124,7473,5976,5746,2369,2145,9006,5973,793,1257,5095,4396,6311,4534,600,974,4300,5559,6785,3233,4388,8105,3639,2334,583,7324,6347,6337,8419,4105,2792,8546,776,7168,8941,5734,1632,2172,4091,8993,843,2755,6651,1743,7763,276,7666,479,5804,1976,5769,6777,7453,2182,1222,5556,3967,1129,179,2519,8548,4311,8567,6815,2901,2171,704,5206,1291,5230,3789,5730,2192,1730,7216,5585,1826,5569,1883,6725,1086,3034,4631,8867,4385,7899
950,1127,4388,8395,3171,8748,4747,1880,4078,5566,477,1968,5258,3838,1921,3985,1824,1972,2924,5906,1267,3864,5982,5170,1983,8191,2181,2371,924,1977,3420,2177,8796,5069,2901,6091,1374,795,6747,3980,7720,7907,251,274,3847,3988,7469,1416,1073,5569,1226,3981,2574,5559,2701,1045,4241,3244,6030,1126,219,1566,5870,3945,873,3953,6135,8232,2386,8546,5948,8192,4239,2172,4061,6909,5769,8097,3258,2432,6168,6035,5615,855,600,2205,8881,619,1785,4172,5113,5785,7678,4962,2369,4961,678,6530,1751,5567,6499,2217,7790,5204,5220,2940,3971,390,7135,2047,7610,5194
7686,8749,8414,6944,1514,2338,5560,2209,5556,265,8496,3538,1822,6334,4605,3439,5816,1819,6510,4002,2208,5266,3909,7419,7185,4551,4388,4759,2576,1429,6076,825,303,1308,5988,7366,3314,8637,5868,3217,8412,3618,5976,612,2979,5178,1391,2920,2173,5177,4257,2104,6909,3757,793,6008,7556,7835,9006,5156,7372,1785,2364,4013,2062,2886,3634,5804,7114,6206,41,2564,6071,271,5749,1873,1621,6188,6916,2051,8626,1880,1781,5226,2172,5194,4528,266,528,3940,1058,3983,6609,6339,6378,1407,4000,3401,2048,3724,6503,2369,6845,7428,3920,1330,3778,3838,3977,1506,871,8679
2364,8961,5785,2369,5228,7328,8459,6725,1924,7184,7430,5741,1737,922,4413,8882,4875,5569,5982,6022,4006,5162,1977,8508,1038,3310,4248,6024,1971,3869,5804,2338,6928,2578,7705,1725,5712,2334,8198,2882,287,6272,219,1564,5986,1000,6915,1453,6092,1879,2886,8991,3315,7400,1545,5976,6946,1317,2159,4359,3863,3892,4169,5613,983,5179,1976,255,865,8223,5556,2971,6649,5898,3904,5274,6036,4766,5206,3245,6026,6640,7289,4807,8796,2939,6300,7819,586,7466,2172,8168,3778,7269,7035,5983,1391,4134,5559,3763,8885,434,5766,5973,871,8741,7390,4837,9006,6091,7766,5735
3474,4285,3951,6280,8626,5469,2127,5573,3967,5104,7767,7508,5241,8681,2901,2950,3247,263,8358,5559,1941,3698,5728,5204,5741,1878,5189,8638,134,8219,4163,6769,5749,5215,4231,1525,3053,3108,2047,6725,8147,1123,5567,2338,3415,6002,2062,6503,3716,4807,2334,1725,5565,5175,1609,1045,281,1254,4960,2933,962,2886,5370,2027,1006,6276,2151,1058,3205,1499,3185,4385,5316,1290,3025,6188,3029,7133,7341,5596,1420,5173,648,1211,4542,507,1963,3433,2750,7708,1612,2975,2051,3340,1972,1113,5717,5233,1658,6334,3622,52,2779,8712,1824,5194,1829,2572,6210,3409,5174,5623
4819,6516,6660,1012,5261,2152,4155,8880,2026,1827,6091,2486,4631,5265,3970,7771,6833,8482,4021,8232,2151,8048,1291,1866,2359,831,803,1877,5173,3971,667,3412,7770,3551,1882,2930,5920,8766,8177,7135,6785,5183,2921,3185,8173,5559,1580,2375,939,1172,4362,5973,1085,6092,6634,550,6036,5221,3493,4159,5712,5063,3938,5757,3310,771,4037,4413,3997,4834,6275,5976,8229,8395,4545,2287,8266,5176,5617,3845,7094,7828,7536,4004,5198,5105,2172,2062,4621,2369,3034,1925,7164,3215,2173,1824,1216,8796,5067,42,839,4172,2574,7577,7397,1297,4962,8202,5560,1785,4660,4157
1569,1877,3406,7801,7193,5569,3026,6725,2556,2901,584,7897,4155,1614,1824,6025,2857,8649,2973,1407,8761,6188,8750,6052,2062,1084,8886,3838,3760,4631,874,1168,8944,1540,5113,6054,1640,5753,7324,6144,6189,578,985,1488,8542,7369,7953,2576,1787,5567,1977,3258,7230,4080,1406,6600,5566,6070,2943,1182,616,5177,3185,3333,2063,3689,192,2047,2951,3054,1082,7164,5245,5556,1586,201,4984,7443,2217,1382,2211,1295,4558,280,4962,2359,528,2159,5730,6501,4561,4395,3114,1878,5237,3740,2056,26,3404,5804,1340,3297,3841,2523,5215,3583,8048,6362,4169,5976,1123,4965
7641,7819,3026,7184,8418,6942,7993,8881,5090,3406,7178,983,7433,7466,1561,4514,622,1226,6343,7323,7842,1218,2431,8859,2975,2981,2441,4631,1829,1600,3356,4531,8138,7671,8407,5087,1924,2172,2371,3960,7697,2062,2893,6651,5246,3922,8476,2549,2064,826,1304,4835,6014,2946,5712,7464,219,4282,6043,5325,1525,3025,7776,972,1061,7585,3424,3447,3244,924,4399,1184,6380,7487,5871,7096,1787,5569,8766,7711,3010,1801,2815,2338,5556,5753,1517,2482,5222,1028,3684,1883,1574,2159,7041,764,8886,7678,2364,5194,4460,6660,7094,7820,2049,6197,7699,6499,2056,1880,5160,42
6920,1003,1389,6827,3054,6725,4152,6024,7182,2371,8412,3025,5189,7771,6057,6657,3533,1240,3467,2979,1623,1573,3481,3294,5166,2016,872,4363,4144,4567,953,14,3893,3406,969,6945,5556,2950,4367,6091,6145,3315,831,3950,3909,5339,4577,2341,7854,8424,1880,3940,841,2162,1465,3926,5077,2056,2981,2172,3867,2151,6006,7362,7465,5745,2334,134,5566,6279,6129,871,4962,2205,2487,1779,2543,219,6186,927,4964,3969,2347,6797,1862,3689,2147,1787,3489,5242,2359,952,2181,870,7889,1126,3177,1800,2051,3801,2338,8757,2214,2063,861,5222,8625,2171,6141,5903,4545,1977
4387,7462,807,3951,1021,2343,7185,4077,2356,7985,5559,8493,5599,507,6954,1036,2051,134,4537,5586,5753,8089,2159,5976,4611,5982,5785,5556,6184,8546,6071,5228,5712,3844,5173,6034,3913,8652,5870,6946,8997,5194,6022,6491,5253,5160,6043,2558,2880,3258,6154,4631,664,3184,7587,6312,1545,7692,6334,5804,5105,6647,3311,1878,6336,3887,1425,1407,4962,4337,7534,3002,6291,1879,2205,5210,3489,7427,6294,4539,3025,3186,2901,4520,2047,4342,3777,6379,2971,26,6656,2549,8510,2187,3642,4617,7466,2346,3185,1060,8191,2878,2375,3294,1058,1419,1541,2510,3581,5135,2369,6785
5211,4536,1308,5712,1445,6018,3592,1006,872,2063,6347,1876,6365,6008,939,7237,6739,5710,5126,3296,4726,5586,507,4286,3981,7091,1421,6725,8941,1910,1039,3886,5559,574,3310,971,2587,3863,2555,6202,1137,5174,2251,1541,3454,2061,8754,3000,3412,2338,1060,3029,1972,2346,4631,3807,6015,3289,286,1769,2371,6649,5181,4937,5214,5566,6640,5114,2064,251,3757,6651,6939,7092,8766,6777,3838,1003,5900,2893,2889,3282,7324,1971,4119,949,2957,32,5601,3841,6337,1517,2585,2939,979,1242,2901,1300,199,3951,1800,2961,1976,8017,6985,921,4962,5976,3014,1787,21,3527
6282,3029,6372,5804,2056,1779,5210,1417,3453,1769,4172,2129,134,2062,7516,7852,7191,5230,1880,7471,2547,5094,665,3025,7332,6020,2900,3488,2145,1879,3979,5973,1800,5218,1400,5127,5177,6661,7680,6192,7697,4962,3967,5567,2885,2364,1082,2644,2662,6046,7343,17,2504,5228,2688,2179,5262,5104,3725,2543,5236,2930,3974,2635,4355,3184,2172,2063,2536,6052,2894,3205,3618,2356,1287,8756,5557,4069,1126,1972,4234,8399,2552,1469,1060,2534,4077,1021,1991,2975,7454,2113,6092,8193,4964,8547,950,942,6836,2338,5560,3164,5069,1516,6191,1353,6015,5389,4562,1878,1242,6961
6728,1924,2369,2334,1537,3843,1603,807,3838,2457,2159,2051,6767,313,7714,3321,507,1157,3184,3689,736,134,2047,2952,2062,828,3606,2056,599,6020,1873,6206,1421,2307,1071,4583,3176,5754,6619,8418,7613,2523,8016,8729,924,5262,3569,8486,9077,2343,6725,6018,6339,2981,2548,3963,7910,2719,3841,602,983,4890,7753,1488,1416,4146,3853,3282,8439,8829,3185,6424,2340,2336,266,952,2755,2338,4631,7154,8638,5732,5734,3236,140,6800,7948,5556,4324,6001,2941,1399,3355,6353,5263,2690,3967,2151,8746,4807,674,3991,4413,3592,1522,2804,1798,1941,2061,2063,5174,7428
7530,2056,5753,7337,3282,5243,2062,1044,1109,5987,2051,4041,3847,3315,5215,1769,1600,3920,2901,3111,648,4688,3766,5976,5173,3019,6173,5296,5557,279,3168,6038,7480,3756,4631,4550,211,1027,6415,874,212,1221,833,7135,2375,5741,2371,933,2364,8880,2026,5560,2408,5586,7678,1788,4413,5370,4962,2213,1566,1560,5569,8940,6725,7297,3034,3025,2939,5559,1675,3841,8882,522,8796,5221,4539,5161,2383,5613,3311,2215,611,5073,3238,5556,1159,2971,3971,6657,5452,2179,2699,1275,6013,2059,5242,6023,9058,8199,2338,4155,5861,5749,6785,1971,8703,1041,2882,6091,2894,5754
2062,963,1818,5223,2192,3283,2255,6182,2083,8395,2981,5899,555,5560,6605,3495,1004,7750,4177,2341,3308,2156,1302,4631,4152,578,4068,8546,5804,1812,1880,2160,2047,871,3848,329,5101,6018,7324,4412,2808,2173,5367,8504,3184,596,3933,945,7956,5764,6146,7182,1533,3965,3847,6849,4539,1063,258,1986,6805,4390,5573,3025,2210,2051,4167,1882,2159,2403,8408,5175,2338,5559,8749,8011,2214,992,3289,4514,4385,7200,1028,4962,7129,1528,1408,6827,773,5598,6725,3085,7957,5221,4939,8376,3180,5162,3592,1879,7076,1015,4321,8161,2558,8476,1734,6294,2026,592,1524,6144
6827,6092,3618,5804,5095,5567,3050,2975,1882,266,249,760,6341,4283,7483,2568,4959,5151,5069,3309,2062,1972,8636,2644,3517,5229,2047,4393,5769,3599,5604,3485,3930,3569,4177,5625,8112,7692,6725,8779,6521,3941,3051,3055,1068,8757,5559,7595,3456,2546,5390,6052,1786,3014,4240,2359,4917,616,6086,1886,5569,1264,1377,3461,8941,1520,826,21,2172,5976,1213,2890,2973,7770,5266,7263,1968,7428,5785,134,1364,5250,5245,3449,1592,6940,7250,5688,1077,2252,546,5226,2981,271,5680,5737,8048,2214,2364,5728,5202,5234,2293,7273,7094,687,1358,605,2458,2063,1825,4631
3870,2369,2235,7341,1429,4134,5560,5569,5156,1932,2882,1779,481,2341,2575,6382,3029,8097,1042,2375,8620,2655,6524,6379,3714,1085,8757,1019,3852,4228,2217,6018,4330,3924,4388,3184,2028,839,1778,3025,2151,3508,1207,4142,7324,6475,2062,5220,1807,982,3999,5556,251,5226,5593,8559,3647,6201,1301,6725,1929,7522,2884,6144,5712,1744,8544,7267,1631,5976,6757,8885,5154,2878,1300,1737,8323,6057,4631,2986,3782,134,5734,2064,5127,7942,7819,6091,5217,1878,1079,3762,7906,4155,2338,970,1465,1801,2172,1350,8174,1271,7135,2973,4530,787,5873,1785,639,2334,4289,5194
3244,1459,8081,8881,6657,5168,825,1564,3729,3289,1972,2576,1194,1932,4239,4385,5781,7720,2277,3247,6705,5171,5822,6483,3433,3526,6017,2338,2558,5146,3741,2496,2878,13,5174,5567,1930,464,3907,2981,1810,5973,6128,1886,8101,6725,2171,5569,1453,2369,2911,646,3749,5400,6375,3315,6091,1045,3991,1874,7114,3999,1862,7372,2056,6300,5248,3892,2151,7672,1285,6293,2051,6331,1777,1482,2161,3418,6649,2894,4155,6801,1058,1638,828,2205,8402,5560,1464,2172,4978,5556,1263,4041,1779,5753,5585,2537,3222,1977,3360,2334,2487,6174,1082,4802,2062,3420,2340,507,4566,4152
