3377,6909,12,2699,6021,5807,828,5210,2047,1977,5247,1157,2334,3,2598,8985,4024,43,5194,6757,5245,3869,1824,1779,507,1879,4157,1470,893,7556,1129,3657,3056,1794,5785,21,6652,3025,670,3406,3029,2533,4966,5560,2593,6641,2359,5257,3836,1207,7306,3116,2159,5229,7466,4520,1041,284,1880,3795,2587,2548,716,7905,5242,8224,8409,2051,304,2981,4962,2936,2576,8497,6202,1290,5092,632,6346,3760,2546,4259,1110,8493,3244,732,7714,1024,8395,6633,5766,5217
4198,8748,5559,5556,4558,4385,5575,3025,4916,2371,1977,2051,7697,971,8777,1591,2878,8998,673,8624,984,4925,8830,4413,5973,1453,1252,3955,3172,1324,7443,1557,3913,4157,2159,4962,1858,2173,3406,4551,3013,2369,2375,4390,8245,5804,2579,1147,6219,5976,299,872,8991,933,2172,4520,4984,3892,5194,1952,2177,1880,1286,5560,1769,2062,7184,1106,5190,8112,2578,7983,6013,5067,2047,3873,3420,6273,5114,1293,5266,1621,828,1704,2336,1264,1800,2652,1433,3749,1972,4988
5731,7666,6167,492,643,8635,2369,6648,3642,958,1517,7333,1932,8886,7289,5250,3917,8783,3551,8032,6383,4024,7714,2048,7135,5228,1769,4414,32,3923,2341,4962,8097,4360,8051,8637,1488,4413,4631,877,8757,1369,3485,7241,1170,8458,4799,967,1486,4177,1490,6652,7369,6725,1483,3596,1355,5712,2907,2051,1977,6186,2177,4191,818,1609,8191,6018,2841,5753,5696,5573,7770,2492,1228,8545,98,6091,5867,4966,1317,942,175,4561,6333,772,1574,4406,4239,7138,1989,8168
251,6660,9058,3484,6038,5220,1983,2181,3029,7369,1484,6725,1291,4965,7454,1989,1687,2215,5598,7906,3030,8418,657,4109,2919,2452,5979,1087,5730,2903,5095,6624,585,1787,202,6197,8197,7286,3289,5556,5177,936,8408,7888,4385,4281,2221,611,8812,5876,4966,8493,5568,3244,9006,4631,6293,5770,5569,7871,6201,6091,7129,306,8796,134,3678,7714,637,7898,1474,4279,1877,7720,3506,507,6994,4561,1403,5822,5891,3982,3778,6650,7416,1280,7297,1540,644,2975,6046,2908
4256,2575,6055,2171,287,3184,2944,264,576,1825,5872,3864,1787,3963,5445,2047,1109,578,1779,2371,2056,2359,1972,8219,3682,5192,1208,4965,2408,7858,1533,974,5237,2338,5229,4052,4587,8626,8089,3967,1471,1580,134,7043,2545,874,2341,4413,5189,3220,5764,6024,1308,3244,8545,1524,2364,2644,5559,6197,8719,3714,6147,5160,1864,5375,1989,7678,3678,1390,1781,1217,1015,4134,1063,8336,6008,4274,2334,3456,3589,3960,1769,251,921,8657,4155,962,2063,6510,5804,3951
6033,6785,2192,7061,1880,2148,827,2895,4413,1041,7690,644,2153,1977,4611,4536,1971,5877,2145,2005,3838,5198,1779,1822,5830,2172,1259,1589,5203,825,4177,6206,2063,7272,1921,3878,5163,3014,5732,5067,5573,5109,3513,917,3205,2173,942,2878,2057,1087,2859,4342,8404,1504,2509,14,1397,2364,2886,3245,6712,2452,3554,4882,1234,3308,5184,1438,5095,1457,7875,1051,2409,7197,5221,222,8229,5745,3424,3186,2204,5096,2208,600,5804,2151,4143,8418,4964,3406,1372,5140
3308,4959,1000,4388,2056,2958,1024,8796,3294,2546,1785,3635,507,3741,5242,1929,3623,5097,1417,2525,4144,7819,8419,1969,225,2653,1075,563,6018,6676,919,7287,8474,660,5227,7889,3892,4962,3420,5822,3766,15,5194,5745,1679,6909,1580,4520,3471,8763,1509,3184,1886,8744,3838,3044,4989,1977,2632,2173,1252,2193,639,3452,3449,2975,3212,1208,3193,6073,1787,6336,1579,2941,1455,2338,5206,5022,2465,2364,7440,2542,6087,7711,6725,3589,7136,3441,1779,6649,3878,7183
5233,5586,5753,1091,2214,4164,8882,1538,1305,2644,4357,6294,5223,8229,8177,8796,3749,8412,5221,7465,3878,1041,4098,4631,3029,2812,7837,3191,6031,1968,2831,3184,3760,5126,5560,4172,2981,5966,1021,251,8575,1976,1787,5226,5739,5390,2334,7447,6686,6191,6181,5688,4962,7289,6974,974,831,3981,3998,4249,5194,5556,4556,5972,604,6186,6498,1126,6352,8643,1876,970,3456,6359,1924,5583,2056,5566,2971,4413,4545,2911,1779,5734,7556,294,1494,7567,6043,8174,3052,5175
2172,3838,7487,5117,2851,5194,5073,6050,1812,3932,6057,3543,2256,3590,4631,6725,2359,2051,15,4962,2159,1361,6849,507,1053,8755,983,5229,5804,3095,5250,1930,1976,1226,5769,4545,308,1027,6225,4124,3025,1326,8567,826,5976,3760,7457,5590,8170,3878,3853,578,4413,2217,8508,1880,354,5262,4436,7235,5560,1886,2371,939,4566,5224,8529,5982,1921,1984,3963,5126,2750,5247,874,6739,1779,7587,660,3412,186,2193,8418,1825,4062,2641,3999,5103,6362,2214,3659,6145
5743,8129,5621,3931,4080,1226,5569,7749,2051,1022,6633,2182,590,2375,2159,1769,937,5769,2919,7678,2056,8886,1157,4964,7297,2948,5573,6631,6091,3034,8080,3940,6006,2440,3595,7458,3878,1879,7610,2890,1517,1012,5560,1637,3310,1597,2172,2334,6283,5448,3648,1558,949,6725,5139,8466,6163,6498,2048,1880,7369,2925,1198,8219,3943,5229,3609,3184,5175,5094,2944,2636,178,7240,5069,5764,1830,5753,563,3315,6318,3288,5559,779,8484,6845,1142,8961,3426,3029,3038,6499
2901,6782,1769,1017,2016,2035,8395,5946,6091,6821,5976,22,3999,2047,2063,2217,971,507,6989,787,2172,5734,1021,1323,5779,5569,8617,7758,3595,8409,4578,4900,7094,5753,5894,3865,3025,7325,607,8628,6657,4413,6141,2248,8219,4274,6338,6922,8168,7691,2975,805,335,1787,3185,8233,2347,5728,5177,7854,3541,6785,3510,4607,3027,1126,385,3026,1568,6036,8886,3406,2576,5556,3966,2182,644,789,8766,2890,4770,4105,9054,6624,6180,8780,8048,2205,7709,7135,6347,1564
6935,2364,3661,4254,3185,2634,4543,3025,271,1878,577,2755,2939,4391,4177,5237,848,2371,3738,8667,6725,8418,8485,6054,2899,2541,2520,5579,2369,7346,975,6254,8542,5712,3592,7820,1285,4413,1406,5559,2016,1444,2338,1574,6280,5210,2058,7752,6029,5139,3995,581,1873,4394,6206,827,266,4153,663,697,8103,3960,5884,7716,8681,4534,1482,4388,7095,2924,3013,3751,5877,2177,871,2056,6801,2911,2047,1206,282,2064,3958,4850,2205,6055,2734,4571,1245,4060,3231,3406
6138,5087,6147,2939,1880,1873,8941,2472,507,5976,8393,4984,8097,6652,3319,5097,2056,5753,5573,5228,7367,5138,1976,3991,2941,134,3432,4545,1977,3932,3838,644,1177,6435,4521,5766,6038,2035,2062,2919,2364,1245,5102,3907,4439,1012,2016,8478,7454,8650,864,4880,3892,6387,7161,3018,1010,3674,5556,1924,6372,8009,1953,7837,5559,3283,2217,145,4962,1390,2504,8232,6339,1000,3025,954,1769,1693,5218,7323,3876,8991,1033,1031,4631,7901,4388,2576,8634,2231,642,967
7323,1037,8416,2063,5198,2644,6725,1788,734,8395,295,8633,134,8482,6020,6339,3991,2334,5559,2396,1769,6345,2236,3406,1878,2882,5795,2151,1968,1211,2047,6943,1865,1906,8546,841,4962,1977,6928,2159,8759,3886,2408,3670,5278,1041,7199,3037,3594,2371,5266,6008,251,3126,4308,2217,507,4345,7714,668,1516,6934,8286,6166,1637,2171,2991,2369,1873,1444,7901,6091,1027,8796,2924,1972,1886,5076,4299,5568,264,1086,3456,8414,7161,8568,2346,7164,7434,639,8769,5214
7177,5117,3219,6339,7705,3036,4631,134,3049,2951,2478,2371,3616,4545,420,5879,1930,5894,4414,4118,644,663,6242,271,5139,2957,1788,6660,1031,5553,4526,5734,4559,6091,4363,507,5229,7135,3029,8219,7168,3780,7556,1965,1779,602,8399,3461,8414,1862,5198,8423,7709,3967,938,1977,7761,4161,5182,262,5804,2647,867,2175,5556,3406,294,4706,4965,6358,8521,5205,251,871,1205,807,5178,2760,5267,1281,3223,998,6833,6368,8567,3577,726,5745,2636,7850,2575,1866
2159,1226,3878,5976,2015,1880,4099,406,5198,785,507,8251,7664,2767,4631,3543,8097,2341,7697,1245,7466,5140,2359,1976,6062,3103,1525,3185,1769,4109,788,2364,5105,8419,5804,3847,1502,3574,1825,2973,6059,3838,4579,8810,5822,637,4520,8866,4807,3447,8941,3061,4388,3757,3873,1587,5239,906,6337,7842,251,4605,2061,5559,3977,1407,952,5982,6044,3963,6831,5569,5973,2576,5560,5567,5390,3881,3471,260,4413,5173,6956,1879,2145,6924,7484,4134,5215,4966,2214,3029
8205,2151,853,7750,3413,3420,4025,9025,2359,4042,3302,6055,4331,5560,8626,4542,1433,4596,9060,8395,6934,3922,3659,1201,1407,6647,3359,1236,7161,3651,5559,5114,1614,5102,3954,4175,5253,4134,8880,4589,5728,1017,2466,4545,4631,3679,3572,3838,8996,3974,6395,1455,776,965,8619,7943,1503,5753,3294,2922,6015,734,5624,3478,1286,6094,8820,4129,1658,6202,1283,3516,5132,1779,1499,5822,6020,1547,6309,2878,2575,5229,3693,5585,3969,3066,2881,8796,7454,1514,8739,5990
8663,5183,4631,7272,1977,3054,3029,8881,1639,4158,652,5246,1048,4413,7457,178,1452,2613,7328,7720,5795,942,6968,136,74,5559,3019,4537,3712,1866,5753,1879,3885,2217,5126,8546,3279,4102,2371,2334,5876,1105,5177,4364,2062,3740,2558,220,952,6022,3966,2171,7386,8657,1517,3289,2051,4529,5976,6247,301,221,7957,3592,5973,5812,3308,1878,9081,8757,5621,8877,8796,4579,2172,8098,7753,6833,1778,7369,134,5173,5224,6013,5250,1456,3231,1880,4385,5770,3519,25
1886,2283,127,2371,2575,2516,4978,5976,6334,2049,2177,5369,134,5565,1878,607,2047,2151,1160,867,2062,4631,1820,8772,2260,2156,2218,3828,6758,4413,2532,6640,8617,7956,8515,2952,6031,3952,642,2637,2056,3076,6022,2431,2198,2941,6070,2981,7764,3019,8097,2051,1769,1513,5567,8567,1231,4718,1441,6227,4724,6725,5822,3406,5569,2175,4962,5790,1218,7454,809,8163,4275,1517,2939,1224,507,4388,7705,1779,596,2082,1473,5174,5556,4605,1866,3887,6649,5073,645,4385
7116,5559,5232,4962,805,990,3184,1380,3867,7400,7692,5271,6347,5734,3718,4124,3941,7164,3185,1812,1882,5241,8961,3847,2967,593,5754,4160,1580,4055,6284,4134,1029,2341,1301,3823,2334,3958,6725,534,521,3951,5140,1554,2178,3420,2695,7678,1391,5786,5753,8886,251,2359,4921,5119,1623,6019,1787,1977,1129,1015,6055,5556,4545,6749,7385,5762,3050,780,4385,1284,5976,1157,7666,4550,7534,5674,6647,8231,7240,7328,5836,2938,5877,3960,2173,5194,9010,1702,8395,5217
5199,7311,2565,7340,3878,2894,3838,7771,2541,5560,6091,3029,1561,2480,5569,3148,3865,2048,1063,2217,1264,2062,2061,3932,3971,2153,1157,2488,8994,1218,6070,3184,4539,1225,5021,535,4134,3406,2172,2644,2949,3887,2523,1184,3832,2919,958,2214,5785,6330,6640,1228,827,731,1769,4590,6057,1088,5233,1550,2205,3025,939,133,5556,5769,6202,4631,3313,4528,6094,4001,8796,1880,3308,3526,580,3853,4388,3283,4962,3967,2052,5712,4059,3696,1355,2755,5982,7135,5976,6479
5208,2359,1596,4939,7393,2056,4106,8395,3130,5976,2063,7146,5560,6284,357,6917,5199,4520,2936,6834,3879,35,946,5221,23,4962,6647,7879,2522,3878,6943,507,6656,7479,5173,5211,305,134,860,1993,998,1252,577,3847,8657,1077,2051,6334,962,1807,3469,3586,1021,7369,4413,2371,2071,3184,5130,1880,1342,733,844,2151,2156,5804,8106,1317,5174,7425,2061,255,7821,4551,8630,6649,1543,7740,3503,4832,5204,4596,1769,5266,6033,2525,2576,8491,5841,2534,7697,1041
1592,10,5556,7666,4060,8504,5804,3856,687,1610,3029,932,6201,7,1025,2410,1879,3963,2217,3981,8399,5975,3500,1301,1016,6061,6725,2062,4134,5560,5088,5559,5173,4155,1082,1528,6312,8099,7135,1198,5566,480,2885,6102,1783,3828,832,6086,4385,1175,1785,251,7168,3034,1801,2334,2952,7678,7899,5920,2063,8758,2172,3885,4866,3362,7752,2356,865,4294,1074,6909,7423,5266,2343,618,2159,2338,8939,2755,2056,507,7119,6499,8048,6001,2047,1963,1836,2741,6188,2252
5982,1326,2172,7226,8588,3184,3878,7556,3998,787,1558,385,28,6725,3922,5559,6339,8454,4388,6008,3029,5618,5247,2182,639,5976,1825,6383,7842,1258,3558,5557,7219,4165,4961,1058,1880,7177,5332,8461,4385,3794,3777,4159,2056,576,3040,2375,2369,4831,7518,5728,6280,1170,3490,6657,1187,5128,2223,5560,134,5556,1933,7708,6334,4694,1010,4060,2890,4413,2145,1384,4178,8152,5958,5786,3980,6379,7342,6400,5593,641,2981,2171,5043,2047,8949,598,4605,1033,6294,4334
5734,3029,2957,85,1284,4116,1989,6725,2179,635,2576,6281,3482,507,3940,1977,6164,2336,477,1921,3010,136,1621,2532,6273,2359,4322,7443,966,5241,5217,3997,2364,1326,6015,2109,1355,5897,6282,2064,7716,8961,1504,1173,4596,8395,3910,3828,2136,5183,2981,4134,8408,3105,2919,2886,615,8512,9001,7556,3549,6055,8857,3954,305,4367,2514,5039,5804,4038,1862,1261,6186,3669,1866,8412,5585,3963,4160,5573,1053,3933,6974,1788,3126,2341,6280,5141,3184,8493,4165,2969
8211,8386,3966,3971,7438,977,104,5204,1800,6400,2062,2675,3875,4962,7850,1880,6014,7428,1080,2182,1306,1077,8799,8796,4295,1886,3838,1425,7599,1111,6495,7023,4412,2528,1377,5067,5754,7204,5178,6776,5534,6091,6493,1015,4170,8774,7600,809,8541,5734,6650,2061,1825,5194,1659,3504,4134,1591,2334,7115,1226,81,1509,6909,1021,2816,8396,5074,2212,2145,2895,942,6605,4631,6380,2550,5804,3184,1989,4612,618,5198,1926,4306,2159,4844,1535,4262,3133,7165,6510,2532
4143,3654,3853,269,3844,2177,5603,629,2055,7202,1968,4150,1860,2246,4763,2262,1237,3865,8412,870,20,1431,6069,773,6064,7217,277,844,3675,1499,5558,3436,8409,6362,6373,7692,7154,5204,4154,3999,3076,2965,3282,5565,2906,3283,3218,1301,4757,3029,2052,3409,4388,3315,1285,788,5973,5580,4631,8500,6334,4273,3044,1787,3083,2159,8886,2501,1576,2369,2886,4225,2901,2145,2160,5712,1246,2198,3648,7720,4619,9002,5559,5123,4810,7466,8763,965,3838,1866,1862,8191
2965,4999,1900,2334,4332,7009,2364,3014,2901,3867,7758,1972,8393,3025,3892,3294,386,8885,4385,1568,4413,7443,306,4279,3575,4155,5127,2056,1779,6150,1976,7454,3954,2971,5206,5734,6145,809,1824,6001,858,1524,251,6091,2062,2016,6499,6660,8189,6501,6043,1058,1879,7143,2026,4388,2889,6347,1769,5556,388,3858,369,3950,1787,2371,7842,3386,6186,1989,3412,5559,3631,214,1421,805,3930,4925,2090,5215,7164,1535,8178,8886,1167,7684,3171,4159,1301,3184,1839,1093
3029,3185,8738,3241,7454,1882,1432,6201,5804,6640,1567,134,5810,5376,3556,2198,5266,2314,8395,1038,4997,8027,2059,5210,5069,3447,7556,4077,2371,5573,3749,3533,475,3938,1225,4134,984,1451,2547,610,4060,4550,1403,1989,4385,8496,4113,7443,2981,3221,8885,1286,4078,3109,7091,5921,2901,5977,7993,7358,7061,1800,2369,7674,5732,670,5102,5205,3950,1276,3971,6022,5822,5712,5745,843,6063,4162,3453,1399,6827,3838,6838,7145,8880,1926,1216,7193,4413,3863,1823,5184
8544,853,5073,3932,3456,5745,4367,2941,2961,1060,922,1495,4385,3205,1977,6001,3490,6202,6191,7372,4090,2901,1862,1370,8400,2171,1604,611,4930,8395,1117,667,1509,4586,5873,8540,7839,4542,3539,2082,4413,812,7898,6711,3609,4056,3594,6351,6946,5877,1232,2878,3945,8941,3025,4964,3313,1123,4042,7443,6022,2652,2063,2047,6182,8880,1769,1234,2369,3283,6017,3406,1812,134,274,3971,3960,3172,5821,3878,4965,3669,2387,3944,3315,2051,5585,3585,6914,4415,5736,2307
3221,6043,3195,507,5791,2364,7879,3244,3296,5560,8386,787,8542,5898,1041,1517,3283,6057,2975,2047,5769,484,8796,3190,6188,5822,7484,639,7324,6553,2056,1802,5370,1515,6015,3062,4153,2960,1257,8541,233,3843,827,845,3024,8548,7697,2937,3235,8736,3412,4169,8051,4413,6725,1812,5569,8652,5190,3934,3029,2371,1779,7135,1586,6585,5728,2375,6621,5130,8522,3498,5207,7273,3967,3841,5117,7471,4177,953,6162,8993,1502,2062,6347,3237,5559,408,1756,4538,3126,1435
5804,1056,8418,326,8543,266,3963,6640,5631,881,2930,8683,6725,3547,4545,3268,4561,3109,8547,6935,7164,3185,7148,584,3991,1561,5229,4389,3296,3247,388,1051,1391,5560,2051,5087,8638,3737,5566,921,5159,794,2334,8450,1972,8458,2166,2172,6630,2179,2919,3598,3930,648,2062,6906,2951,1274,5712,4981,5102,3475,3947,4413,4926,5559,35,3998,2077,2061,4819,6018,6036,2993,2512,8138,7353,1921,2338,7956,3778,1444,8432,7569,3308,3945,7200,8233,3873,5845,353,2027
2886,2063,2145,313,840,1042,5178,6644,733,6343,4154,1160,553,5142,5754,246,862,3920,855,6650,4532,4388,2894,7666,1212,4301,8412,8737,3878,8432,2885,5162,3709,2576,1924,2334,3690,8048,6503,3244,7400,1326,1784,6378,4413,4340,643,2056,3010,1007,3954,6725,8796,2359,4059,972,6555,8051,5573,1878,226,1787,1879,7186,7711,2172,4563,5127,2192,3029,8776,7609,3289,8990,7709,2371,2890,578,2369,3782,1972,6510,2061,7405,6385,1466,134,1675,601,3456,3757,3458
2371,163,1613,7491,6640,5821,5566,1777,2334,3412,3313,6213,3892,1442,1560,3294,6070,1506,637,340,5558,5204,8102,6604,8420,5625,1677,1498,6086,1720,1559,4631,1887,3053,2911,1971,3712,5073,2047,7520,6008,3996,1236,5973,6043,1290,5228,3905,5230,8168,2576,3246,3517,7288,5736,2172,2878,6892,1167,6656,4134,6725,1020,573,654,5691,3843,5976,1302,621,3687,825,4155,1825,8320,4177,5567,2971,861,6334,5745,1459,1401,4692,3502,3966,4807,6187,6049,6292,2058,5384
1873,4134,1926,1777,2056,2950,361,2205,4520,3409,3184,3261,4130,7428,7820,1237,2173,5565,7184,4631,134,236,7678,2890,3805,3863,305,1569,2182,5569,3029,5194,6745,5900,3920,7454,3771,2172,3238,3589,8451,2177,1958,1481,616,1141,4683,3641,1528,1504,2350,7459,5753,7556,507,2252,251,2047,2153,2575,7297,4054,6503,1620,2192,5763,5211,1879,233,5166,3246,6725,3982,4325,5139,5248,5982,6191,1930,2061,2893,7290,4962,5556,6339,3654,5559,6693,6091,3981,3501,1372
3208,4964,3244,1977,8218,5210,4172,5045,4413,7684,2893,4249,1883,2546,6091,8402,8051,5194,3954,5556,3517,974,2975,2882,4392,3406,3913,5228,3783,680,2152,5205,1174,2338,7308,6076,1514,8545,2919,1058,2491,4215,6034,5573,507,811,5786,3822,1352,4960,25,3694,1063,6499,1157,2901,2047,2172,1315,1226,3475,2271,1312,5214,3878,2086,4550,1545,5973,1807,5198,1417,2961,5586,8418,8941,3300,2062,2503,6725,3289,1779,8950,6298,8368,4650,4124,5213,5560,213,4631,3545
3981,2338,3029,3925,1886,1551,1454,5556,5098,1772,2056,5804,1866,8827,3052,1284,1977,3923,4081,1766,2334,1015,1779,6383,5810,2051,6833,7462,4346,5375,8106,2175,2253,5180,3412,2951,5590,5861,3232,7889,3133,2369,1378,5371,3508,6091,5982,1124,5567,8501,2128,507,3244,6246,230,1613,1524,5053,1166,3358,8048,2205,301,251,4520,6343,5232,3282,3871,2058,8796,6645,2267,3068,2878,4978,3952,5242,5566,3982,1865,6335,15,5149,7671,5976,3035,1879,6296,6018,1074,8886
3463,3879,2172,4807,5233,1993,982,1921,7942,5804,6477,6660,1344,2973,1877,5087,2659,7897,7267,2890,8540,5982,1600,1035,4962,4631,5569,2151,1175,4539,2574,1785,97,9025,1886,7147,6842,3289,2062,6294,2930,134,5976,733,5556,3657,1972,1482,854,2217,8625,9,3969,5567,2173,6091,8407,2048,5063,5387,6057,8501,1495,1791,4134,2047,3893,6342,2171,6719,8411,710,8546,6345,7889,8245,780,3500,3029,507,280,2942,2346,18,4914,3654,5203,263,6725,5183,8490,8999
8796,6334,2596,642,4177,2334,2371,927,8996,5753,3525,2173,1779,144,1879,2369,2172,4365,3873,4521,3184,1886,1980,3920,3037,1873,5370,1334,2197,4520,5174,1912,1157,4040,2215,7290,733,6649,2939,6785,4613,2641,5862,6939,130,5199,1182,5558,5198,1271,3244,2047,5245,14,3747,2548,2576,1357,599,1989,2051,8638,3701,7523,5804,7503,6293,4545,644,1254,3556,4388,4006,1844,5560,6523,4980,8395,1429,4959,6062,82,4413,1940,1276,2901,5568,5712,1162,6156,5231,1223
6928,8626,251,5266,5559,4163,5743,5681,1921,2047,3955,3184,2172,5569,6725,2056,789,4413,5586,2197,8233,6510,1015,1473,6046,2973,6334,3025,5262,4962,230,6785,5796,1543,8885,1787,5977,2205,2051,5270,1263,1769,3905,1826,3083,2893,841,1563,1971,1926,8543,929,1420,8796,1670,3954,7708,1036,7426,2359,3930,5174,5220,1334,14,3873,1876,7771,3688,4964,3762,1878,6002,6018,4388,8412,6294,6023,1879,7125,6292,4155,8129,3967,3778,7324,5804,1559,7714,1507,3108,1989
7732,259,5094,8796,7289,1972,5102,6008,8886,3128,1878,1886,5976,5238,3014,2644,8881,4343,2921,3598,507,5183,6785,4545,5226,4394,261,5221,2885,1122,1787,827,2056,3714,5154,4463,614,6633,3491,2172,3060,251,7556,1415,869,1317,8423,7499,5852,3083,4188,2606,4528,4631,3182,1779,7454,4962,4134,5560,6191,3029,15,5140,2899,674,1769,2369,9087,3238,5375,2930,4177,134,1170,2250,4171,3692,6725,4385,6118,563,1809,2482,2051,5712,7709,871,2371,2889,2048,1524
4663,4545,2409,1389,7709,4388,1801,215,1226,9081,7976,4385,3865,7368,1769,4167,7480,2546,3075,2667,7889,1557,4989,9005,8712,3847,6206,1976,8796,2545,3447,3971,7671,1028,5166,1926,6331,1881,5247,1058,5072,4348,8102,6092,610,2057,8541,1777,3029,3731,3238,5974,2062,7678,3853,4046,5734,3287,3838,5976,8477,1825,574,3636,3691,3963,1779,7621,4842,7652,6484,2878,4390,3952,301,7345,1001,2515,2981,216,6725,3759,5728,580,1886,2051,2159,5092,3315,4163,7164,1112
