5894,6018,1879,1878,1823,4177,1913,259,251,5262,9059,7159,7428,3583,2334,5237,919,3040,2919,2151,8395,6827,8802,5194,4895,1211,1787,2171,6091,2350,5190,2088,2755,2911,4542,5559,2901,1983,8219,6891,2890,861,1451,3971,8224,5990,3828,8485,4154,4611,1409,2047,6238,477,1571,5566,8416,2863,2364,2575,4160,1883,8097,523,6725,1939,5557,1407,35,7522,6651,3185,4640,2981,8881,984,3920,313,981,5623,3318,9007,8559,5160,7254,5883,5567
5569,5586,1825,8567,8540,2159,6642,1968,5754,303,8233,1888,507,7957,6018,6334,7387,1172,5976,1560,1041,8777,4178,859,4962,3184,3040,8940,4965,2182,7461,6374,4575,2572,134,979,3052,5203,3510,7451,6825,2169,2972,8420,2205,2121,5556,1421,2057,5728,6637,3595,4576,1084,4167,1358,6833,6813,4631,2774,1142,5127,2882,1980,1550,6801,578,1779,3683,3247,1787,4456,7877,4146,1429,1470,7378,5753,794,368,1976,971,3909,8796,7720,1015,5792
9007,8097,1621,4964,1179,45,4880,2957,7523,936,3607,4160,3258,35,5559,9006,3231,1776,8645,7182,539,5185,6342,2371,5253,2144,8399,5595,4276,3978,5973,1673,283,2056,2958,4413,1216,1252,1561,507,7323,2334,215,4575,4551,7842,1524,2913,1291,5225,7487,1480,5160,8654,8101,2062,5115,6812,873,7347,4504,6939,6360,7177,4077,4961,6950,5567,5877,4385,4163,7304,7454,2971,533,4216,4144,2890,1171,8168,850,1559,4115,3091,6129,7556,669
3678,7850,1028,8763,8574,5357,8112,1779,1591,4002,4962,55,8546,1393,1517,8992,3786,6642,1079,2701,5056,2182,4779,7287,3940,867,3184,5556,4615,1866,1825,5976,3933,5705,2207,3890,7709,1252,5222,4536,2151,2359,1880,5166,2346,5190,2159,1924,2063,1142,8487,4060,8436,2175,8762,4389,5156,659,4143,4826,1535,6173,5102,733,3029,1989,1237,2177,6062,4181,5211,4089,6022,5904,5560,1930,259,134,7324,9011,1977,8885,645,3888,3581,3242,8657
2899,1812,7678,6654,8940,2469,1745,3838,1968,1024,5247,2193,827,8796,1041,2889,4011,2214,9005,7231,5868,8881,3929,4143,846,8739,7889,773,4983,3842,5240,5390,4001,3924,3913,3532,6831,2369,2924,7666,1878,965,970,6704,3300,5785,7441,5173,2413,7122,1779,5160,4064,6647,3014,196,5780,3029,5728,4586,578,5625,3490,5560,8315,1576,2359,2961,389,2159,5582,2998,135,7354,4337,4533,8877,8430,1579,6726,2177,2334,2644,1489,5976,2056,4962
3152,5745,6563,5754,5084,2159,7428,6909,5566,5560,2807,7164,2364,4873,2411,5795,5210,8962,5769,4109,6146,7443,5928,1866,8941,1878,3497,635,616,4284,3124,1488,4631,5976,1015,2172,2924,2472,5202,4329,5012,8881,1622,3037,3967,4143,3514,8540,6725,1541,6201,2644,4535,3999,4838,2026,7129,940,3723,819,4124,1182,2417,1126,3027,1281,3878,3925,1290,1374,5229,134,3954,6014,4119,5245,1972,2180,3641,1094,1285,1528,1570,3406,996,2369,4962
6317,6164,972,5287,3184,5764,1781,2159,4142,8774,3878,1643,6048,6768,5754,7426,5266,1963,1496,1059,7696,1612,807,6052,1822,2177,3847,6939,1977,4060,2369,2346,7061,8759,8886,1871,1787,304,294,6439,8877,4605,2180,4916,3875,5757,7094,1642,6091,2880,4239,37,6647,2214,3434,5560,7244,2092,4516,7714,3019,2359,4155,6347,3747,5132,5556,6654,5238,915,1769,8395,2981,4784,351,26,3792,668,2899,3693,2533,2894,1879,4385,6324,1976,134
2359,5074,2173,6386,2750,3242,526,4166,3931,6776,6989,3760,6026,2051,7400,7666,7092,3515,5712,8399,1932,2205,8820,5210,5395,4157,6725,1787,3767,4143,8395,2346,216,1086,6503,3308,5753,3029,1522,1884,1972,4545,8882,8881,858,578,5973,3867,507,3517,3294,2062,8998,4049,8941,2369,3993,7369,1182,4048,4964,809,7512,3996,2074,604,6660,6402,42,3942,4105,4678,8051,2334,251,4512,1429,5242,590,8654,4819,3584,4284,794,4014,2447,8630
8990,5102,5567,2181,3058,5560,2986,535,631,563,5585,1296,190,7711,8881,4545,2474,7526,3184,1499,7379,7889,7369,1455,6277,8239,2364,1591,5207,893,1779,35,968,2981,7164,5571,7400,6833,6640,1800,3367,8703,4834,8418,219,2062,5270,7343,5827,5834,9074,2471,1874,1317,7556,5109,1785,3111,2939,2172,1787,5376,3462,1223,2822,5206,1977,1879,5197,5162,7487,2371,1399,201,6092,7257,3304,8388,6741,2208,3420,8395,6501,5569,1976,1972,2179
5590,2890,8885,8526,8418,1563,3971,6046,2739,1541,2812,4673,3246,1042,8048,4109,1045,627,8522,8548,2306,7718,6385,979,507,2062,8133,1964,6831,4416,7039,2574,4818,266,2541,1232,4948,5734,2901,1707,2576,7136,2171,2338,3876,2035,7328,1966,4575,844,4239,1977,2172,4388,3184,1089,3485,1989,5232,3959,3014,7324,3954,6725,773,1453,6942,3299,794,3838,2369,2755,1166,4556,5063,7427,8877,1472,3993,4520,2336,6337,6024,8739,2334,1533,1769
5875,4515,5683,4631,3406,2911,134,7226,3641,5224,5839,771,8355,1196,950,8796,5560,1252,7095,2901,5207,5156,6785,1379,4833,8168,2549,1739,26,5206,5173,994,7135,2056,3029,1248,5585,8542,217,2156,6140,4295,2177,877,196,6038,2151,3386,3863,9008,786,3409,2537,5091,7155,6341,2937,867,5215,2558,7490,4178,8633,6144,2950,507,73,6804,5074,3184,5194,2885,72,2245,3725,6833,2755,3945,2957,1141,1486,3525,8823,2035,5559,9036,1779
1073,6725,4401,507,4006,1064,5206,7939,893,5976,2371,5558,5140,805,1550,1568,7697,8626,134,7144,6091,1779,860,3838,3337,1612,7288,8622,2159,5804,6824,1509,5073,849,7372,9091,7512,3244,2369,8365,1809,5372,5973,5266,5236,7323,7597,6198,3308,5822,8320,4964,7443,525,251,5559,4884,2524,7903,5105,977,1093,3970,6271,1504,6422,1096,5630,5573,2512,3539,2882,9085,4021,3863,1425,3238,6633,8796,7904,1141,4303,5210,8470,4313,1798,1769
5195,507,5566,1881,5977,2047,647,2364,3523,527,2056,5228,4138,1787,1024,7345,4904,8657,2936,2391,389,4902,1920,3247,2151,6013,6232,3436,2393,2576,1461,2205,2371,5556,7443,164,7517,5786,3526,6640,7433,7697,1088,6140,8639,5173,2488,741,5990,7720,5973,8219,312,1361,2159,7369,8961,4631,1095,3133,251,3587,8102,9026,6034,8496,1015,5126,993,5764,4385,6336,6294,3838,4749,2173,2423,1559,6656,517,8742,8159,1309,1761,3488,3491,7248
2375,4077,5734,3037,4014,1788,28,2369,8654,2205,4388,7273,478,8395,6095,1390,1398,5215,2410,773,6091,7875,1480,4053,3184,5274,6052,3648,5556,2229,4355,1759,299,1158,4297,4155,1524,5976,976,4855,1192,1866,3416,6785,5228,5730,253,8996,1453,3568,3945,5266,607,5233,8025,6725,2371,5770,5210,5753,7578,2346,6063,2222,8494,1024,7184,2151,2845,5687,7061,1020,2359,6202,3642,328,4177,2063,4036,6294,8462,3525,2474,5391,8637,7373,5197
2047,2177,1565,848,5230,3058,5871,3029,3763,1882,3356,6571,3482,4545,4864,6087,8780,2317,6018,9005,3865,8229,935,8418,3184,8224,1058,1041,307,2056,2644,796,5021,3064,1609,251,4026,1561,3418,809,7372,1883,8525,2495,4388,289,6206,1080,2919,4575,5821,6334,2201,4631,2350,4413,4219,1178,6810,871,3025,3685,1264,5585,1618,1968,1407,2599,5119,8226,637,7386,3838,2656,1815,8782,5766,1769,1194,7025,4222,8058,3590,7527,134,807,3686
5229,2047,2172,1800,8941,6338,4164,2494,2338,8168,1020,4520,6031,5989,3172,860,1812,8657,9083,2919,3749,5982,5745,8993,1015,8741,8395,2062,5073,2689,8625,621,4962,2215,3963,7427,3806,8546,7847,4228,5871,7263,4385,8515,3945,2359,798,5220,5623,36,1110,5769,1880,528,6091,5173,2059,5585,2504,7678,1172,5753,4599,226,5567,1504,2969,3920,7146,3412,2159,3780,1219,4143,5196,5560,2975,3878,5228,5215,2971,1824,134,3244,732,3598,1876
12,4982,7768,2878,3412,823,271,2173,5569,7061,3734,1134,4631,1055,3238,6062,5769,5566,834,1478,2056,3945,7774,5560,5573,2132,5902,3171,8796,2896,5878,1126,3282,3039,5804,1514,4220,2051,1977,5559,8658,4930,1866,3920,134,8761,2371,5225,2016,3056,2062,8541,3449,733,512,3971,4240,216,2811,1559,3307,1273,5739,5567,2359,6139,1093,7415,8877,5976,7270,4053,9006,2151,2549,2334,2338,579,1824,7480,2375,5754,1255,5090,5821,303,8432
2885,3664,3954,1081,3990,4537,134,3298,3456,1024,3836,5734,2469,4581,5204,4939,3977,5573,1078,2201,1504,3406,7158,5567,7480,971,11,2334,6845,2173,3103,5194,2156,2063,2983,608,5189,172,208,735,4171,5214,1620,4962,5745,4964,7819,4060,5245,7156,8546,507,7171,2961,3185,4037,6645,5770,3087,3412,3119,7522,6431,6742,5976,4545,844,2152,3841,2357,3184,5842,3628,2371,6757,3960,6055,6656,4900,1624,1126,8641,2252,6015,2062,7714,3025
7243,4006,6280,2182,2852,2051,1894,2217,6511,4981,733,5734,7849,3211,2907,2062,1042,688,295,2056,2369,3847,3967,2897,3947,4782,8763,7212,2656,6202,1071,1051,3963,1741,3598,2981,5807,5173,3312,1290,1777,4557,5197,6011,4413,1886,8997,5845,3970,2480,5804,1208,2476,1537,7556,3184,2159,5795,4534,2278,3909,507,1959,370,4631,3927,9005,1824,1072,1877,7114,2408,9022,2047,992,2658,4155,8540,666,5237,5621,1039,8496,8415,2587,1787,3926
2922,2971,5976,2338,2886,7898,5585,1976,6093,3257,1877,5973,6945,1067,2334,1416,5157,8882,5569,4964,5087,4413,251,7142,6849,7686,4385,2263,3205,5573,5822,5813,4010,3552,1878,3913,7164,6934,1216,2151,2172,1105,3244,4523,310,4738,5566,1567,8870,1499,5829,8409,2106,3945,2171,3474,971,6020,6170,2549,3213,8991,2047,2159,6338,4172,8545,6652,6634,507,3042,5262,7350,1977,874,2901,1274,3867,554,2205,1384,3225,3699,5214,7129,872,8796
4631,2345,3589,5164,6091,4515,1415,7406,1947,7430,3201,5178,6499,831,2369,2901,1439,1976,4559,1880,5585,1621,7662,1231,6144,4889,2371,3955,6046,5135,7697,270,3940,7522,4598,5097,2175,844,3904,6034,1407,2562,4105,5228,1087,3920,110,3878,1065,1042,6092,4324,1779,4538,2924,4385,6463,7095,7267,219,828,1084,8080,4060,3198,7744,8237,1984,2644,7614,5232,1212,6656,21,3951,2978,7435,8796,4880,1126,2338,3412,4356,3310,8941,1886,8885
507,1880,1308,2338,3828,1525,2878,2981,1291,1919,7462,3863,6064,1253,4565,1407,2051,7957,5267,1126,8253,5206,8213,1657,5087,8041,2293,5800,6640,3838,3042,3915,2364,8395,1779,8796,2159,1873,8544,4568,1932,689,1778,6278,4155,2047,5215,4388,3845,1620,2166,22,2371,5130,2901,4344,6679,1606,2941,2750,2208,8993,2575,7656,5753,6362,5560,6725,1444,5567,2408,7594,578,5973,2631,21,4114,1171,2334,3420,7877,3912,5067,1926,2644,2893,1800
1886,5406,844,4109,3766,5556,1972,271,8372,7092,8545,3448,853,4001,7155,7466,7320,5898,1801,5223,2901,4077,2159,1316,3308,4388,3264,7752,5153,5887,6092,3581,2063,8769,3026,8796,1145,6061,5976,1779,2369,6070,1256,1787,4155,6153,7223,15,966,1488,3841,9006,2217,3845,8420,788,6725,1606,4406,590,6018,1517,8412,4060,5091,4651,2056,6091,8546,2016,5871,8468,1878,2223,3958,3230,3283,4431,1932,1739,5597,219,134,3506,7375,3923,1862
8579,6206,3967,1359,1812,6136,231,2901,4734,4528,6725,2172,8339,6294,1993,1361,5569,8408,2338,2159,5159,4545,4536,3068,3981,2051,6091,4318,7339,1024,2359,1326,591,7912,7129,6912,2192,7171,5786,1609,2205,3749,5712,4962,651,1285,5070,1180,6440,7451,3689,4159,5560,8318,3503,1787,7437,4601,7122,1006,4904,2173,3475,3397,4964,2123,5250,3026,2253,897,2981,5881,1824,478,1448,1880,1769,822,5789,6074,1591,5591,2413,5566,6334,3878,5976
1470,6372,8315,6499,2214,134,6943,4389,1779,7720,6091,3973,1126,2341,2338,507,304,3641,3839,2346,2842,4173,1090,1559,5232,2151,1734,1124,5174,4006,1358,2371,820,2048,5804,2546,2408,2334,3027,243,233,8080,6188,1204,2172,6652,5597,8439,6070,4172,3412,3244,5795,3029,2062,5204,7324,5786,926,3420,3864,3967,1949,1886,5973,8173,30,5569,1398,3863,4631,2965,6197,1787,2894,5266,3296,6024,4413,1742,5814,1769,2182,8188,40,5241,1535
1927,5229,7472,3878,2364,694,4555,1099,8886,3014,2113,6024,2971,1049,4134,4015,4155,5590,5139,1779,3205,2539,134,371,1787,6337,6939,182,6283,5625,5976,1878,6013,2159,5215,5559,1880,5167,1182,3678,3794,1882,3310,2130,1754,6605,5878,1184,1524,2205,4962,8546,1286,7578,4551,8625,1126,5174,3529,5786,4855,5228,2371,1027,4775,4614,3749,7491,8635,5376,534,7720,5769,1442,3958,4006,7457,1300,1240,6912,3649,251,4631,7517,6054,7164,5177
2371,4962,2205,7465,2364,5617,2051,654,3007,1611,6641,2878,5215,2123,1041,4521,7556,5555,1028,732,1877,2552,8881,3050,4695,7617,5728,2965,1973,8455,5973,3306,6832,2338,4388,3354,3999,6725,3556,4159,5172,795,8742,1509,5745,3294,1779,5753,4966,3501,1251,1390,4155,6202,6632,1850,6928,773,3073,5559,1880,4964,2827,7698,2951,659,5818,8541,4178,2427,648,5262,5240,6831,2924,5101,1580,2063,8796,4044,2303,5381,8736,7714,8417,2963,5238
5230,134,977,1208,5183,4962,5229,2371,3135,2460,824,4581,809,667,1942,2056,3296,4162,4385,3118,8390,5573,3294,8469,2364,1017,3618,2899,7263,2334,4150,831,303,3020,3617,2959,3010,1291,6833,5902,295,7369,5104,2546,4388,1972,3966,2062,2369,1574,5221,574,3006,3838,5090,2882,4578,1090,2439,1777,9022,2172,2886,5242,5976,3890,610,6650,6415,3184,7325,7767,5569,2173,1095,8445,107,1877,2885,2555,5560,5096,2144,4335,4160,1425,3
3412,6633,2369,6324,3315,2177,7666,5751,2324,4262,439,2151,2893,3832,1462,2563,1264,2971,5142,1971,8774,5111,1005,4517,7714,1226,1252,3486,3130,1019,2193,1438,8460,4261,4388,3963,2678,4962,1879,3183,2173,4178,2845,1880,6510,6334,1625,1219,2047,6201,6185,4305,7094,4545,7439,8882,6640,5804,6188,613,4001,1233,6660,2922,1371,8856,5091,954,4807,645,3721,5973,3231,8989,2878,295,5560,5174,6333,3868,3407,8761,6939,8796,2546,7720,8608
43,3337,3184,5196,6055,794,1469,867,5559,3763,5728,5556,5569,3190,6019,5257,6347,2616,251,1482,8451,8395,4612,8479,7167,1883,853,4173,4385,134,826,2971,4388,8097,5253,5087,1305,1157,1880,4984,6914,6141,5741,6091,8543,5982,596,6147,2641,1882,3485,858,42,3185,8952,4326,2063,2047,8634,2051,7130,4357,5567,1881,5560,6942,2632,3838,6805,7049,5097,8796,5730,3456,6129,299,233,4092,3778,6633,3246,3907,942,4413,8885,6018,5973
1021,1993,2576,1560,1274,5204,2411,1880,4413,609,2878,4385,8230,2369,507,1433,5178,5559,1488,7556,4758,4520,1968,15,859,6395,134,1238,7708,2371,6339,4027,5238,2359,3662,2180,502,5769,2035,3025,6510,5198,8796,3607,578,8612,4390,8231,4593,5976,818,2469,5734,2334,6188,2981,7694,8548,6008,1787,5569,276,3029,6091,6015,4388,4092,3963,5109,3980,3184,2363,3843,1228,3960,1918,2444,1974,7753,2893,4578,2159,3920,809,7273,7369,3244
5870,100,6145,8796,8637,3865,3748,7480,1976,3876,5162,6018,1880,6647,5560,3039,5229,5976,826,5180,3420,5712,1993,8657,5437,1862,4157,7274,5073,1567,2145,8482,3863,4171,4413,2975,4402,4159,4077,4962,578,5067,4006,4286,7714,2051,828,6649,6279,5890,1375,3089,9008,4527,2056,1977,3492,665,6008,5862,2408,7671,3743,265,4924,4596,858,7509,3905,8031,8423,6499,285,417,2172,5559,1824,8829,3969,6813,3247,944,2217,507,6034,3644,6175
1779,3863,1524,8909,5897,2886,6705,4256,267,8880,8739,3552,2151,2897,1547,1553,507,7182,8991,6725,2016,8505,4806,8758,7522,7290,1063,669,2894,7328,3882,5221,1123,4060,3517,2047,7338,7903,1878,8412,8546,2408,8168,3308,3589,5560,6909,3283,5795,5556,3878,3185,5164,8432,818,2205,1777,1989,2347,5166,4124,6491,3421,3117,2465,7202,1689,1318,2793,4969,8420,6065,7709,5851,4330,2062,4036,1020,8993,3034,4388,6506,6960,6069,5167,5206,3679
3025,8941,2910,8395,3185,853,2027,8838,1765,804,925,6176,3430,1379,4626,8078,4124,5955,1779,6845,5195,3520,2900,3942,1769,8048,5202,1926,2062,6810,1457,5772,1924,4819,1880,3878,620,7443,2173,3873,3019,7678,8571,7462,1822,5804,3201,7709,5266,1977,1021,2205,5560,1866,3954,1060,5556,4965,1879,9055,5891,6172,1275,6186,2410,2755,1716,5322,3039,2981,3922,7328,5247,8796,5185,5559,2175,2894,2051,1326,507,4152,5183,3618,3865,5573,2177
5728,7720,5188,6092,6076,272,251,8319,4286,2159,2885,3988,4388,3607,1569,820,1480,1517,4239,4176,3308,1264,2897,811,7767,4631,7522,8240,929,915,5253,4413,1976,5174,563,8389,384,3556,5712,7444,8150,307,5266,1880,2295,1971,1930,2409,4831,194,5773,3021,4013,7324,8796,3925,8757,3010,1439,2981,4596,4001,6091,8418,8247,2371,7819,537,6801,1873,8991,7428,9059,3525,2071,5764,5795,2755,6152,1993,5980,4126,4612,5255,946,6206,7585
3470,5734,6657,4323,3959,5177,5559,663,8998,7888,8541,1604,3991,8881,5982,702,4388,219,3207,2062,2082,1322,7372,4413,9005,5126,1248,1485,6785,2805,1283,3433,827,8941,6796,2570,6066,1005,277,5055,1878,5238,4964,1466,274,2063,3615,8877,4961,637,3838,949,5805,2084,8510,4906,4134,5232,7287,859,1779,2901,1284,4975,1100,1059,5211,2889,5765,6070,3116,3053,3033,2971,622,3226,6801,2930,674,1408,1877,5565,6091,6725,8191,6891,5094
6633,5262,1547,5095,5764,2205,3704,2885,2369,3594,3749,5221,4925,7289,3025,2061,832,1032,5804,3867,3762,6785,3441,2334,6334,5566,5257,7443,3233,8625,918,7240,3838,3853,1053,4558,8424,1355,6297,4034,6206,8546,5193,7164,8521,8087,3860,1862,1886,5573,1010,5976,2062,2145,2520,2262,4159,8519,7750,6822,1264,3991,1864,2960,1631,2214,219,3294,776,3184,1523,15,6650,2047,2344,6054,3318,3964,1550,1134,8941,3641,8796,6658,3038,8431,267
4545,5976,6725,7466,9008,2245,3892,8244,5712,6188,176,2929,8897,5174,5160,4257,3457,2159,5242,1104,2302,3496,3878,2056,8487,3029,6345,4531,2576,7168,1963,4962,2153,5234,5628,3601,3052,1243,2375,2369,3732,5217,7337,3483,251,8209,8430,5183,9021,3480,4155,3886,2336,7820,774,3963,4161,1769,2981,5785,4876,7443,5180,21,8455,219,3474,1599,1442,4547,2190,6202,3308,7696,3238,773,1787,2895,76,3296,1107,7957,5585,4388,6336,3014,2334
1436,5203,7842,3926,5266,2128,5973,134,6317,6656,3025,6818,8796,5239,2334,1207,7753,1917,2924,5546,2939,6284,5188,2838,1787,8487,8512,7999,3308,8746,2901,9010,3714,1018,8763,3420,7120,728,2159,7372,3396,5556,1131,5238,892,7084,1977,2563,659,3233,7312,2035,1911,8452,6846,8415,8762,773,3261,1785,5242,1972,1574,3516,2173,1178,4807,5691,2293,4964,2632,2952,878,5166,4631,3702,8436,9085,1916,3267,2576,5175,2063,1989,2364,2062,3874
1528,6834,7502,5199,2159,8419,2893,1074,5104,3308,893,2062,3963,6345,874,5741,5982,2364,1878,733,8173,3787,8881,1499,2483,4164,2173,1779,3777,1824,2881,1515,7838,1051,3612,5180,4053,7091,792,2455,1240,8093,3991,1167,2198,5253,7466,1319,1010,6018,4966,5183,1020,1866,4388,5094,110,3838,1075,6031,3931,8430,1103,6725,2343,1611,4385,2973,4575,7264,3351,6833,4529,1375,7739,1827,5383,3816,7428,5556,6,783,4257,3878,6191,3184,7372
3026,5171,1182,5569,5979,4171,1392,1284,4008,860,7720,1560,6272,597,6909,3409,4134,2894,4539,3027,5573,2172,3828,1565,1926,5201,1769,7454,5266,8399,4060,2930,2911,2549,419,8641,2375,2985,8637,5601,2952,2576,110,4578,3247,2047,5095,2252,7114,7851,8657,5753,965,1929,3838,3863,2547,8525,5567,2747,1223,1093,9012,2151,478,2175,3183,7590,5785,1031,7325,7517,1408,3693,6201,3406,1972,4137,2205,864,3433,939,4165,1366,2336,3378,4388
