1787,6593,5257,2214,233,7889,1926,1356,2369,3659,5804,1448,8547,2971,8125,5976,7711,5814,8393,2575,4545,8395,1801,2196,6191,5262,1214,8754,787,5178,998,7122,3383,1769,2636,1968,1462,2574,557,1293,1235,8756,7770,8941,6628,7428,6813,5573,7871,2543,1983,5238,5560,4385,8003,729,5728,9051,1779,6725,3026,1824,161,2371,871,8037,6831,2108,5586,5173,2338,4220,8256,6652,6018,2878,1869,6650,8103,7457,3490,1368,2205,4134,4960,3991,3385,3838,1931,8769,4631,6875,608,8176,8178,1882,3760,3308,870,4297,4556,4143,6054,3465,5218,2894,3836,1123,6203,8420,5660,6360,6956,507,4160,8479,1984
6020,6091,5723,6640,3342,2173,574,5180,1218,1976,2172,1618,5232,772,3269,5160,5712,6665,874,2171,1880,3141,1642,7017,2051,5728,3749,1214,5573,5401,2541,2151,3873,1977,2951,2350,5734,2890,4545,6503,1252,5768,942,872,1485,7870,6018,1879,1274,1588,2369,1794,2936,4578,923,3406,648,2047,1477,4807,3242,1302,4792,134,8991,1403,3025,1825,4371,1779,6191,6656,1126,1778,4962,2152,5191,8766,6146,1310,3954,5569,2205,6488,8414,2214,1407,8654,1509,1989,5219,5831,1328,3478,7292,8319,7164,5185,286,4631,847,1330,456,6649,3042,3934,2202,7400,5367,5094,4959,1800,3863,823,4575,3029,5239
5728,8881,20,7126,714,9076,6827,1564,5560,4696,1801,5785,7517,2644,2085,4564,4400,949,639,1213,794,7708,5101,3310,7128,2550,5822,2917,4962,590,5137,5976,4178,2192,2151,1993,932,6651,7711,4388,5266,2371,3792,7241,4638,2369,5789,7372,5734,1107,8432,1281,1517,4413,1689,1427,7617,3406,1053,7649,2297,2981,3315,5559,6357,4835,1472,6024,1777,8627,6727,5712,2159,893,5578,2951,5573,3923,2309,6091,3841,5585,2408,4143,5893,5745,6634,7164,3991,4323,3160,7551,6383,5973,1822,5766,3934,2016,3188,5174,2103,3184,3490,3161,3838,2759,1766,630,2893,655,4435,2173,7484,2182,807,7179,4155
832,1197,1096,2172,134,8088,4396,4165,611,8546,1507,2981,3749,6197,4413,1769,8564,974,6945,5976,3878,5091,1812,2359,4537,2338,4819,3098,6524,5734,5569,6334,1195,6804,3816,591,7466,3052,2058,1128,5266,5863,3952,3026,5174,2056,794,3406,2965,7332,3651,6091,3184,1085,6137,4288,277,5712,2159,2332,6649,2964,1480,1504,5242,6281,5573,3029,3114,7184,3709,3728,3447,4170,1989,1977,2123,5559,7594,6942,4519,1498,6806,1297,3308,7261,8432,7465,8633,5795,878,3405,1109,259,993,4352,7956,8230,2587,7341,6031,1966,6335,7770,8657,5586,2371,6909,635,8949,1517,3025,7400,1178,2016,5171,2576
6201,4177,6785,3575,3184,1784,4545,2983,5842,6891,3406,4006,1978,3025,1921,7898,5556,5600,5380,1930,6641,8763,7819,7433,3966,3960,4533,2574,6655,3762,2208,1787,2167,1523,2952,5467,7185,1576,6656,4335,8880,5728,3246,1588,1886,4160,6942,2056,1126,5753,4141,6061,277,4529,1559,3342,4790,860,134,1592,1281,8630,872,1063,8418,7164,1991,1860,5613,6089,591,2969,5819,14,6132,1105,5568,804,578,659,5257,4037,2549,6649,6857,1879,2539,8420,2576,971,6206,2805,2151,3749,5793,7167,1021,1532,260,2063,7178,1871,2027,6943,1877,1780,3412,3876,6421,3578,1038,8546,1779,274,2531,2265,1041
5556,1177,7325,3841,1000,1403,2051,5266,874,6018,2105,8750,2975,660,863,3838,2062,2601,1882,829,8219,368,8807,1989,7229,1273,5139,1030,1801,5838,659,3029,7897,1779,1099,5567,2364,3406,507,1563,26,6633,1126,3768,1824,6817,3263,3909,3160,3014,6091,5559,8170,1769,306,983,4631,2151,2981,1381,5822,5976,1123,7323,280,1972,5753,6834,3629,3803,5073,3184,3415,3444,2035,2536,3534,6137,2878,1550,6725,5211,2338,2063,3034,5339,233,7121,8796,227,1511,5012,5261,814,4070,3294,1103,4413,8386,3832,3878,8458,2173,2410,1379,6093,2901,2895,7899,2750,5247,349,2182,4594,5113,2882,3117
507,607,979,8940,7692,5712,3575,6214,945,3641,871,8414,733,3370,7443,3704,3205,3958,6725,6651,2543,1866,1457,4210,3155,2422,7448,8201,5976,788,3717,6186,4962,1565,6633,8408,2562,2159,3517,2338,13,6143,1557,7454,4035,1879,3498,5982,1880,3349,298,1878,282,8139,3966,838,6833,5973,2047,2901,6287,2541,4777,17,5822,6031,2059,1977,2088,4631,3433,5753,5861,3456,7369,2919,547,27,1042,4023,781,8738,1947,136,2371,5174,5872,921,2172,6768,7830,1038,4966,9005,8444,219,5104,196,5266,1986,8670,260,1523,5211,2205,953,1302,6201,7770,2755,5261,5737,2334,8097,4755,4608,4001
8996,6091,2172,2371,8051,4982,9007,6725,8395,600,6524,2576,7487,4388,1779,3050,6018,5202,5973,1523,4631,6312,1175,7369,5177,6197,5569,6334,867,6043,7875,4053,3420,6650,5757,5053,5003,3863,1573,3924,3014,2369,4178,134,1398,1081,6503,636,2198,1877,5264,2156,2356,2179,265,1886,6660,5097,3413,3308,4175,5038,8761,6468,611,6647,1214,1556,3940,3357,5166,3405,5091,6025,1472,6635,3201,1721,3865,788,2208,5204,3878,663,138,2338,1564,6172,3184,3406,4134,1033,2313,7122,5567,4060,5242,371,2151,2256,2971,795,5558,5205,3062,1302,1976,8515,1769,8233,5178,3719,3211,2890,3945,2595,6941
5178,2325,5202,2911,2576,55,3936,2047,1787,3313,2062,5221,5976,3455,3975,4213,8657,5753,983,2161,3971,590,6645,7553,7889,6373,3238,7435,7709,4056,2352,3965,5198,3701,2056,507,8233,6707,5804,4834,734,993,5194,612,8617,4388,1103,1175,6137,5173,1308,2341,3351,1415,259,5566,1018,5231,3952,5784,3342,3967,2364,602,1623,6091,5635,2334,5712,7436,8395,5174,472,6185,7220,7649,5868,5232,4876,8229,2173,3677,5013,7714,6633,977,2350,3796,4289,1976,7230,4084,3161,1769,5560,8886,5117,6730,1882,5097,7895,4177,8438,786,1041,4349,4716,4552,2063,1356,385,2336,3030,8078,6651,5585,8546
2051,6633,2558,3878,5203,5015,1879,5568,2576,3906,8349,2198,4965,6945,5893,595,3933,833,5236,6642,5597,7,2410,1286,1326,1041,3289,5569,6725,4388,4244,6870,1063,1652,6770,1068,507,6812,5197,2214,8419,3596,5194,927,8423,5567,2994,8476,8566,1108,5192,1208,6663,1276,251,2182,5798,2356,8085,2371,5560,4962,3233,5199,3052,4042,6803,3692,1072,6091,8736,1626,8097,6974,8796,1241,2975,1499,2359,1787,6180,3409,3664,1036,5973,5875,1517,2062,7369,266,5596,1989,6197,9059,4001,5096,8129,5113,2541,5976,1264,2901,2177,5100,8997,5754,2341,3963,1122,4060,6018,4083,809,1750,471,6785,120
2220,5928,2363,7149,3882,1286,581,289,6188,190,2961,5973,2890,3748,8449,4962,8168,7125,219,5566,936,2340,5097,600,2063,5745,8654,4385,2880,5350,2172,1972,811,1087,3433,6091,105,6599,3695,6024,3010,7484,3919,2371,3038,8102,1270,6334,7708,295,3966,2051,1886,4631,4578,5559,6395,8999,1866,1787,1264,3318,6335,1967,6214,7369,2206,8636,2334,5978,8567,3909,7478,1989,2755,3184,7443,8097,7240,840,4413,1921,2973,2062,2369,8796,1044,6914,5753,8181,8116,8080,2878,2576,1184,2033,2159,4265,8763,1678,49,2059,1513,969,6632,8420,579,6189,939,5602,1202,2214,6628,2957,7888,8886,1685
2134,8626,1282,826,3939,6499,3029,2378,1824,7160,554,8409,983,6018,6934,3999,1375,2415,7697,2961,3406,1886,5183,2605,4388,8885,2755,811,4961,2922,5734,2907,3947,4545,5753,8742,7142,5384,1932,251,6725,2878,2364,5266,5043,2346,8784,1208,4349,5556,8395,181,3260,1787,6031,218,1701,2873,3910,6431,7171,8951,5228,3037,1044,2348,3548,3533,3768,1472,5976,529,1458,1877,1578,7605,8421,1972,1800,2552,5560,5242,1318,6651,3938,4155,6280,3123,3956,6752,5804,6054,1488,4573,3495,3453,1779,7129,8019,6647,3838,4035,2558,2356,3959,1625,5380,5569,3184,1182,5873,4858,5597,5764,8877,4543,5988
1212,3029,1977,5236,952,3506,6662,5736,8447,6891,6586,3308,12,5734,4528,1259,2902,5166,5090,2606,2172,241,3389,1069,5173,2171,5973,6175,6834,2153,5559,4605,7430,2465,1467,7556,4013,1236,1282,7332,8357,1824,2534,5203,2571,7157,1291,2359,281,5753,5682,2056,1508,507,3568,3010,595,3231,7977,1411,1310,845,8991,1825,871,3406,5228,5804,8424,1886,3202,2248,7081,6501,5795,1621,4798,3244,5178,1060,4671,1007,1429,5384,2151,2329,5567,5266,295,1972,7697,2047,8881,3838,8449,2350,6091,6831,3289,5556,5206,8763,2484,2750,3246,2933,1812,7098,6601,2364,4565,3950,2302,5893,8737,4180,801
823,5390,5234,3177,3185,5728,8657,6091,3866,4155,6770,4006,1942,1963,5182,1809,2359,1060,15,809,2001,8882,5173,3841,8458,1972,894,5944,1285,280,6070,1949,5822,8443,4124,1769,5880,1976,595,7187,4239,6384,972,8724,2546,2878,5127,7853,5269,8051,3099,872,3974,4056,8760,2062,7002,4154,8395,8565,8541,6001,1779,5262,5566,1480,4001,2364,2172,2981,6066,6202,3863,3050,4890,5019,3025,2338,710,5102,5568,3720,35,578,4161,8881,1217,1361,81,2371,2159,359,1787,5577,4964,167,7711,5556,3547,2051,950,7693,1021,7558,1971,4112,1429,5228,6499,8637,1824,9078,1126,3217,5976,1798,1593
292,2878,5221,1440,2477,8439,8901,1769,6278,1528,1713,564,1080,1400,7480,5856,1020,5206,2051,1028,6288,833,819,2540,5599,2911,1110,3845,7217,3982,637,2829,8626,6654,6024,5569,1224,3412,1564,1494,8545,7437,4388,3014,134,2957,3278,3029,2632,5566,4650,5597,8883,6349,4385,6164,5728,5822,8402,8204,6909,5976,5560,26,8185,2975,1308,3565,4346,5838,6334,3243,5232,1240,2919,5764,2056,8395,4124,7671,2369,3958,1779,1211,610,6641,2575,7263,2472,5198,3863,6347,1260,7061,3950,1787,7492,1042,251,2882,1035,5973,2087,5203,1287,6206,8315,6725,6345,6911,1560,4536,1972,4962,6375,2080,2680
1419,7820,2491,7819,1058,1812,1302,5220,5262,7164,2062,2975,7668,3289,2338,7649,7718,2893,1744,65,135,5973,3989,4001,2364,1580,6018,7683,8218,8942,5560,1769,507,2214,5408,5804,6318,3537,306,5177,4134,5734,1029,6939,9058,2047,2057,1251,1060,1186,3518,5238,2644,322,7200,1457,5073,5178,5237,5570,5569,6354,1175,6909,2056,7556,1224,1807,2230,949,8480,2156,1931,4388,8385,1059,8432,134,5976,2179,2604,5732,4861,3972,814,4631,6199,8712,3478,7708,291,542,639,4962,5739,2173,6744,5853,8883,8395,5174,283,1042,1881,4966,5069,7123,3976,4679,6650,1464,9087,617,1801,5854,6013,3866
1567,5205,6143,2761,8016,3673,4004,3283,1237,5982,2894,3010,6018,2548,2437,498,5319,7366,5229,7443,2068,2364,75,3642,6197,7635,962,1862,5900,7889,5559,5567,5165,120,6206,2539,2890,22,5162,4025,6139,1788,6185,3025,6025,9058,1217,8779,8010,3692,2576,3966,792,2334,4165,2725,6312,2056,5241,2062,6955,1976,9062,4390,1809,5735,2338,7114,5560,1880,5736,4158,1164,5743,5236,5246,1528,7465,6030,7166,1264,2205,1769,3616,6054,3449,3313,2952,7880,608,5141,6347,6362,1517,1564,4036,2369,2173,5178,8824,870,6339,5804,134,3945,2359,3399,2153,733,3867,3871,5247,4138,2051,8567,5608,8242
5243,781,6091,8763,674,8989,6331,3,1402,4839,2338,1155,2,4984,8827,1971,2027,2062,5569,3739,5209,5585,5734,140,3878,2341,1525,5601,3282,8624,6317,507,134,2996,5625,2897,2063,3247,2901,2359,1976,3714,4705,3951,8097,1947,2159,1164,2575,8885,7551,7790,3187,5163,1259,5229,3847,820,1174,6284,2644,1787,9059,1676,8638,2528,1286,2894,818,4561,3963,4413,1517,2423,1284,8232,5753,1886,3866,3010,6785,5556,4601,6725,2580,1866,6034,3749,2981,7759,2047,3283,6769,7273,8886,1729,5929,1604,5266,6145,2051,4388,3920,1407,295,7587,219,4037,1873,6909,3745,1580,3313,6650,259,5567,848
4161,1024,2151,3356,2156,828,6061,8777,949,3477,1561,207,2973,1397,2549,1878,5161,1533,3942,7759,4162,7681,8940,2336,1275,5073,3029,8459,1976,7556,2755,5178,1017,1324,3244,1250,2961,5215,6485,2047,3396,8449,8462,5266,6649,1240,3967,8877,775,259,8489,5232,2172,99,5597,1407,2533,4556,2425,2371,1991,4171,920,3760,713,669,7138,3074,5734,4717,5229,1587,2924,4542,2153,1930,3953,1924,4612,1800,8170,6018,1732,3954,2502,7711,3483,3970,7429,7182,5566,484,2576,4623,3050,7125,3938,5583,1027,4963,5241,507,4389,6022,3447,5757,6065,4526,1010,5973,2169,4041,7239,2952,8496,6294,3849
2166,134,3308,8468,1079,5973,6126,4178,2192,4716,6201,2873,2248,2063,1761,2985,3056,1880,3750,2939,1158,2919,5567,3409,1082,7248,2334,8877,1456,251,8657,6312,230,4551,2276,2056,2817,7164,7443,2047,8226,1211,2366,4155,2177,1245,8232,942,7538,7424,5887,542,4053,5691,6725,5573,32,2408,3843,6007,4978,1989,1438,661,5779,8943,2492,389,3310,3433,6091,1977,3807,1274,4160,1963,6846,4587,5560,5849,1816,8395,2051,7709,3025,8796,2151,8420,644,5595,2936,870,6553,3187,1932,1027,1361,4175,2085,3291,6008,7308,517,8194,1579,611,2371,3970,1252,8761,1879,3694,6024,1972,929,6656,5790
6201,7698,7747,1072,1126,5560,4631,918,2453,7911,1045,7454,6291,807,6180,2901,2646,977,5202,1020,2928,3384,4007,1361,5250,1566,1926,8542,7720,1429,22,8674,3418,6091,6043,644,8183,6909,1213,5178,8191,2930,5376,2166,5973,8105,7697,6686,7320,8375,3978,8857,7122,5822,7400,2890,4895,5263,8941,4973,3246,6652,3184,1416,2175,3878,2965,5094,8881,1812,3029,3838,5232,1673,1372,2371,8788,4545,7297,5734,2055,933,1070,2971,6738,6202,2410,3449,773,5266,663,4863,2352,2981,5763,2952,3412,2548,8654,6057,2173,2172,1111,1825,2755,1268,4396,251,2151,2911,3863,1989,5262,5139,3871,6080,7272
1494,5580,5068,5970,5266,1348,2374,8522,5161,1880,8504,2369,27,1472,3615,8950,6294,5046,3308,8430,1358,2062,5041,6202,3606,2755,3445,35,2378,1250,2587,3673,5877,1977,1903,4017,1779,3762,3871,2177,4413,6048,5625,6206,5712,5257,1362,6715,1984,5989,1162,816,8485,1932,3488,4962,2359,6343,974,2051,4772,1785,4966,6725,2205,624,5569,2893,2159,8943,3259,3963,7858,8418,6311,1061,1579,8409,8420,8223,4906,771,1522,4388,5104,2175,2226,5204,3954,5556,4210,8432,7156,5119,6909,6719,3998,3439,872,2922,5976,8196,1604,3183,794,3677,8095,2961,776,5980,9013,8796,1926,2334,8671,3981,5253
2173,6802,5560,3876,8750,4177,3213,7303,8546,1612,3653,1769,3244,6742,5178,5564,4329,7078,5247,3832,5976,5159,5902,3518,134,5753,1850,6202,4609,5973,3310,6291,3639,22,6099,1561,6213,209,7711,5932,1039,166,6008,6633,1812,3838,849,801,4413,6091,5764,1966,2205,3053,6058,8173,3743,4358,3313,3475,1274,4964,5573,1031,589,3866,4984,3969,835,4134,3029,2027,6934,7851,2128,6055,1020,8950,2889,3188,4154,6674,939,7094,7819,4565,5220,8078,5736,5137,2151,3647,8646,3747,8796,3025,6519,8542,1559,4611,3945,3160,4802,2371,7026,5582,1093,2056,2364,234,197,7284,2159,7369,1930,3184,5175
1261,6725,5073,6082,2344,827,5559,1812,6347,4572,4960,8159,5127,3185,2369,8685,4388,1224,4818,2893,3318,2509,2153,6499,8487,3762,1769,3050,8753,5556,6091,5123,639,6510,1878,2371,1560,5728,645,1879,6334,2954,5232,8395,3806,167,5763,3809,3908,1289,5560,3886,2797,3945,3510,1829,5381,5597,5732,8836,6188,6830,3542,8941,2686,5238,4963,5135,4605,2177,6339,2364,596,5569,2171,3025,4052,134,3749,4234,6281,7225,18,2359,2535,2208,1317,5804,3029,5558,3299,4321,6777,1856,1862,5105,2868,4967,412,8633,3971,261,802,1540,872,3922,5229,2550,5190,2159,983,4413,6998,4533,1822,1533,5716
2698,3838,8980,8742,764,2205,7585,7727,5705,2172,2063,5976,1297,6833,3480,5736,2047,4353,1769,8462,1532,2051,2950,4844,6953,7104,2371,5564,3982,7304,954,2369,8395,7094,7060,5586,1779,5567,4155,4989,7122,7469,4146,1903,628,4962,5817,6034,920,4964,8387,7256,4542,5740,5236,1983,6303,7291,2056,5569,5459,268,1499,3025,5488,3357,8105,4948,3841,3912,3037,3310,1881,481,6043,5804,4605,4006,5237,1968,649,9006,6280,2057,1496,1441,1390,6141,733,7942,4385,3019,1878,4535,8090,7732,2336,6496,2706,2159,134,533,5590,4009,3404,3999,5173,5773,2334,2062,8476,1977,1567,3014,2895,2981,5728
2950,1408,4930,774,1231,5559,6649,6328,6018,890,5822,5569,6650,1565,4236,7462,7706,1983,1879,3240,8418,2949,219,2474,2056,6503,5982,3841,2215,2576,2574,3867,1932,6595,1787,7751,2063,9029,8627,6198,6733,1959,197,5585,3185,3847,6725,76,3119,240,5556,659,950,3412,4982,6201,3034,7854,8545,507,1126,4124,3184,2177,6372,326,2062,2027,3950,6633,5573,4539,3972,2334,5093,6342,7697,3208,3778,3161,2371,804,5136,874,6347,6015,7129,1184,8845,387,6651,5160,4109,108,6479,866,2893,4528,655,1123,2047,2612,134,5141,5558,652,5976,7503,4960,1645,5587,266,8657,3951,3310,5895,1615
5569,6700,3057,858,3029,1461,4134,6050,718,7472,7487,871,7443,8679,2371,6070,6403,6656,5185,1085,5560,1407,3879,5625,7094,1419,2971,999,6043,7457,7484,283,6829,6206,4796,299,5095,6899,4060,527,2755,2051,8580,8941,6018,3959,1463,2056,9080,6725,3894,1499,1390,2409,1767,4608,8397,929,1413,3412,270,134,8129,3917,6529,6699,1880,3942,7246,5237,4214,479,5090,5976,4239,3444,3560,8318,4537,1257,4888,8232,8654,7759,8435,2047,1363,6037,2159,7183,3766,1291,3014,7708,3461,1261,655,6036,3966,846,8415,8395,1779,1977,7369,600,953,6647,1158,6833,5214,3601,1879,1886,2173,3019,6926
5898,7151,2173,2369,3893,5691,2359,641,3945,6091,7197,4143,1226,1886,3102,5770,8100,8546,8475,2151,4982,5228,4388,4385,1524,1977,6093,259,7430,2364,5389,1989,5976,2153,4236,1880,6162,3544,6943,8236,2961,7432,1590,4878,5822,232,6832,7819,315,224,251,7759,1822,8796,8807,294,4006,308,3841,5171,4575,2350,3792,1375,5763,5247,6831,2893,7708,3014,154,3732,8993,5069,2159,3184,2371,4593,3910,580,2047,2172,844,2878,1062,4155,5921,4158,5272,3289,8750,655,3486,1926,2892,5559,9059,754,1264,3474,22,4134,9040,3592,5094,1063,1787,4962,563,7680,2939,5603,4351,8401,1268,5173,5606
833,1976,5113,280,1886,507,2755,5569,3504,2047,5204,1480,950,5742,4413,1657,5728,5556,2576,852,3954,5834,7128,6202,5157,3442,4051,1507,2287,2359,5098,6048,3918,2159,6491,8877,6467,4135,578,37,4282,301,3616,3607,1184,1262,283,2958,1879,5804,8048,3029,4962,8899,3025,5867,8766,1878,4799,1528,3308,786,8546,612,7901,4388,8687,2893,8129,7720,1041,3878,7325,199,1429,8476,1297,5236,4610,1877,5104,6058,3205,655,3941,4176,3989,2981,6657,3951,251,8503,4134,5243,2371,7343,1207,2145,4964,6725,2062,3184,9013,2310,3413,5734,5067,7487,6091,3026,2172,6438,7721,1324,7180,8633,5786
3029,8202,1787,1801,4959,8409,5567,1429,2371,5228,8998,8943,6202,5209,4413,5161,4343,5194,6801,2047,1580,293,8769,2182,2883,922,7439,6505,1800,2369,4388,3335,5250,1386,1468,7871,1866,4319,507,1326,2973,3026,3783,578,7456,7603,871,3184,1715,6499,7122,6188,2952,5556,3878,25,6091,2341,1862,1216,3433,5822,4070,1878,3817,2957,2246,795,1259,4962,6019,2051,3310,3583,6637,7466,35,665,1921,893,1126,8881,1754,7123,831,2208,1880,2175,233,1222,5160,999,6055,530,8657,9011,8479,794,2172,8567,1051,2062,8418,5804,3607,1053,2492,3984,5903,5178,5796,7844,6914,8761,5205,2280,839
5242,7289,2051,4388,8393,1812,507,2334,2901,6018,5229,8175,6091,5177,6833,5585,3117,8442,4158,1769,1779,2199,2644,2047,6510,6307,3406,3864,1990,7114,8349,5734,7165,8987,818,4006,2205,1027,5173,3887,4573,6347,1452,4163,7203,5159,2371,2973,2893,3883,7568,7590,8432,4302,1483,4392,6650,2035,4962,3843,2369,6845,2151,5235,5976,1429,6024,1020,3744,1450,8466,5125,2949,4002,1301,951,2030,2964,3238,4545,4160,1924,4150,3954,1587,5238,1877,6202,7902,1264,5559,5826,4044,1574,7777,3433,5228,971,5770,2062,8871,4569,3026,8080,42,2056,7290,5822,3455,1880,3164,5072,2032,7480,5222,5597,7324
