804,2578,2208,3029,5102,2575,1252,8796,4388,7889,4150,6186,6206,5210,7443,7903,1468,1622,1043,4413,3749,5556,1195,1281,5977,1989,2375,5940,3720,1886,8447,5236,6725,5206,5559,3168,5242,3982,3010,7454,9084,5804,1371,7180,844,5094,1446,1972,2404,1985,1054,4708,1504,665,3863,7440,6003,8737,4060,6362,6091,3978,1787,5573,1091,3054,3433,292,1612,4520,6278,4819,5803,2211,1031,6833
6000,3029,2973,2408,3659,7603,1977,6649,578,1865,1116,1600,2062,1524,971,6022,148,1825,1517,5573,2899,7307,1972,8420,5203,2051,1062,2644,5569,1713,3838,5232,4102,8567,2375,5566,8521,3025,2893,1779,2951,6197,1879,1211,6998,5772,5862,8241,3841,1554,8950,5383,5433,3932,4175,1069,981,7270,2334,2369,507,4388,1878,5567,471,6588,4966,5976,5104,8070,7443,6725,6752,8432,6636,2063
7434,6945,2152,6018,6290,5597,1308,2016,2760,7330,5556,1066,6796,4608,1391,8857,2147,1112,5892,2467,1670,7289,2369,1157,848,2939,813,1367,2334,3988,2405,5868,3838,5792,5560,6634,2051,7323,26,8318,3890,4543,4663,4388,80,1858,5234,283,8637,8173,4154,1609,3999,6359,2056,3283,1971,8180,3496,2952,8779,3185,3413,6353,4343,8106,2951,4744,7628,2346,1825,2579,227,7843,8761,1208
6176,2337,134,8493,1536,8548,659,6031,1864,1123,7142,5617,3748,5040,1822,3863,574,5177,7443,6024,7434,2208,1448,1240,1878,5130,6070,8227,7999,7487,507,2153,1862,2359,3765,1977,1787,5087,3103,1094,3410,3038,1582,5580,6332,1882,8735,1027,4069,3310,5199,6856,6018,5166,986,2198,8168,5569,4413,1444,1769,5191,3806,8229,7692,3111,251,2639,2214,5556,2047,5560,7483,2957,7878,975
7159,1787,4607,6075,8996,1373,6848,5298,839,2359,2172,1886,4178,2369,6940,5560,2677,5559,5568,251,6834,1517,8513,3246,1086,1438,3768,4055,5556,4045,2350,2173,2056,2214,4413,6725,2205,5258,122,5730,933,507,7410,1514,1386,2047,1632,3838,8769,5565,1883,3517,2924,1055,3555,5253,3515,1924,5728,8101,3505,3025,4368,4387,9013,4239,823,3029,3844,5569,2338,608,1873,3433,3864,5204
8173,788,1051,7845,2886,7711,7304,4859,4362,2364,2062,2981,8440,1785,1276,2054,3289,3843,134,5250,4962,1972,1012,3615,5228,684,3433,1609,3184,5753,5887,5984,4178,1977,3271,6091,4356,578,6294,1041,1801,1391,5223,4155,3040,5056,3050,3029,5229,6942,2016,6008,1468,1522,4224,5688,3640,3632,1976,1082,5244,271,1255,824,667,1873,2882,6345,219,6188,1508,2878,6339,2344,5383,21
5585,4578,5096,4940,4388,3828,1524,1003,4318,6018,2369,2056,4666,646,6521,7172,2062,1769,3360,1199,1873,2957,1782,734,2894,578,6599,917,3029,7202,8545,1566,8753,2942,4389,2475,3238,2338,2172,868,1882,5769,3184,6633,1680,5702,971,8540,1090,1018,1359,2064,5271,1293,5174,936,2205,780,8459,134,6652,5754,4257,7819,5556,832,3427,2971,4060,6250,5976,3836,7094,4413,805,7369
7166,7776,6333,6609,5569,2151,2202,7678,7145,3954,6024,1623,7854,5785,2063,5232,5712,8993,6505,1609,2917,3967,2334,8941,5894,2181,4388,2894,3702,3184,1424,8485,2885,8408,4143,6488,2189,1863,841,6361,7247,3283,2576,1776,6656,2159,3231,2930,6649,6543,3951,2016,932,2047,5559,1037,5612,3769,6091,4962,1787,3308,262,5266,1560,1976,3294,3950,2957,8882,5119,3580,4623,5976,3587,341
7668,2198,2256,1785,1167,6725,2678,1535,5944,1463,4631,1922,811,8634,1449,597,1527,1880,1945,8490,9009,6008,4933,2322,2063,7461,792,7114,7482,1787,5235,8845,3681,225,2056,2981,4984,1024,8412,3123,3088,6196,866,2182,955,6201,4606,5807,1298,5559,1126,1517,299,8779,8877,4710,7312,7556,2156,4099,8051,1084,3940,7720,4163,2026,5390,5250,2549,37,5603,5567,5987,7705,4413,6022
5206,8987,2172,3230,936,2532,8489,2700,4157,1283,8106,5782,894,2667,1381,5769,5215,8657,8546,2488,6140,3883,5741,6807,2016,2346,5596,3289,5749,7427,1862,3878,4154,5804,1436,3184,2971,1964,507,819,1778,1425,2893,3185,8881,5865,3257,2843,3998,4545,5094,6019,969,1528,8542,6940,3227,2924,3763,302,6091,7466,596,8796,3958,1699,5370,7428,1178,3864,3838,8986,7897,4807,4593,838
507,1559,2172,3890,6016,2755,15,1880,3967,480,1787,2051,1769,2408,5173,6944,893,7092,3034,965,7447,5217,1041,9013,7364,1971,5573,5973,2981,6180,5566,6498,1932,1308,1226,2151,1126,3242,2890,2928,967,6833,3700,5572,6985,2375,946,2878,8193,6047,5204,5804,8418,4365,809,8546,2159,5769,1886,5126,6018,4556,870,5569,978,1873,4962,7343,1812,1809,8211,3905,734,5785,2371,5871
2951,2539,1769,981,1983,8447,7461,8234,7485,2122,871,3981,1827,5736,5869,946,7601,2205,1779,5560,1058,4006,6054,37,2159,6939,251,568,2755,3121,4631,5123,7711,5175,7611,8504,5183,2383,8083,1886,5266,6834,1194,2971,5162,6016,684,1945,8796,5556,2981,1264,5229,4077,2233,1073,7268,507,2175,3021,2975,5203,4984,5770,1528,2047,3053,2193,1866,4413,2899,5194,3213,3420,6018,5578
5246,1910,123,950,1301,1205,5233,7768,305,2887,6827,4331,2047,5569,3428,2159,2051,6636,5785,4346,1944,6477,6775,6294,8248,6049,6493,2371,1777,5976,4113,7889,5177,2755,6921,7903,26,5097,7761,5227,5596,539,4413,1963,6051,2534,1787,2213,2359,1376,3878,6424,6678,5090,869,8425,3838,2198,3294,8544,1877,1367,7697,6725,3291,506,7443,3941,2346,323,8721,2364,5195,1915,5566,2223
2051,5237,4385,7556,3257,3412,5741,2173,1880,7889,4245,5865,3296,3025,4159,6091,5566,5712,3702,1514,5848,2949,1488,2047,2446,825,1218,6026,1604,4058,2371,283,8637,6447,4331,8398,2548,3872,3184,6484,6467,3519,1609,3456,7299,4023,4118,1879,2324,6777,6206,4631,858,2894,41,3406,3180,2988,4651,1109,8545,6202,1003,2205,8168,2338,7697,1070,1977,304,4562,5976,267,8419,754,5739
5689,6535,7678,4329,2167,8737,5976,6347,7135,6331,5233,6089,3719,7609,6974,1286,2971,4024,5804,3308,5095,2755,3920,2894,3966,7090,8961,3954,6223,4388,1866,2334,8432,1769,1403,1824,8567,6647,1308,1785,5764,4035,4220,2375,8168,8544,2930,5235,4631,1362,8097,3309,7185,262,6499,3963,1878,6836,2464,578,6047,6091,4060,5207,3838,2371,1880,2056,1982,839,583,3221,3246,2047,2549,8419
2138,5230,134,8885,893,3685,6444,1971,3030,7346,7443,8229,3878,1976,6043,1930,6153,3570,4962,5560,3865,2369,3480,1882,7428,3578,839,602,1702,2750,4388,7260,5569,809,7338,8939,6347,2893,2198,8881,7897,5160,1779,233,5125,2279,946,4238,2981,8961,1769,1010,1631,1126,7244,8397,2032,8883,7454,1243,3607,7775,5192,2371,1866,8396,1787,511,3406,6331,3289,9007,4069,2338,8882,3310
2047,6219,1620,2508,5183,3029,2886,3025,1225,9008,5369,6634,116,1291,5976,134,1565,5769,1603,6649,4385,6140,3308,8418,5113,4413,5822,3999,2755,1824,7360,2062,730,3749,2061,7135,833,1128,507,4520,5156,710,6017,1984,1459,5559,3311,5712,3352,1395,8638,2113,2541,2576,3969,6725,1977,1779,2363,3919,3867,2945,7770,5228,9005,6399,2972,2936,6091,8409,5161,5764,1632,4566,6767,6300
2923,4250,2047,2893,1579,5097,2062,6049,7092,5794,4134,1892,801,5556,4031,2151,293,1571,6294,1921,8854,3942,3655,8026,8395,251,3878,8541,1787,1924,1064,950,972,5973,4080,5813,1977,3406,2051,6440,8880,6097,1477,8399,6674,7714,1752,6202,1517,7889,3864,600,7670,4385,4896,1930,1194,6091,5804,4390,3966,7139,8798,2123,9007,8481,971,5766,8678,134,4535,3185,6018,8553,669,1419
8412,6487,4242,5119,2576,4389,843,6018,940,8177,5233,3205,8756,804,4966,4056,7367,5296,5753,2159,5625,251,1410,2056,3498,2364,2157,5680,775,8097,2981,97,3175,831,6912,1404,2054,5215,3654,4105,5764,3409,2604,4962,4701,5188,5887,4850,2448,5140,8421,2951,7686,2919,3412,134,5804,3294,919,1058,599,2973,2205,2181,7285,2371,1817,4393,7094,6085,2334,7443,3384,4631,2338,1606
3584,5569,2172,7264,8442,2369,4962,3878,2063,1769,1087,7819,3088,1470,2981,6091,6206,1037,3480,2363,3882,4800,826,4058,2371,3956,6261,1033,1722,1243,6383,3025,1559,1394,1787,5127,472,1977,690,2047,1297,8408,4124,8129,5221,1620,5790,2338,5973,8657,3022,1972,1429,1886,8393,786,105,1532,5606,8205,6651,2411,4246,2364,5608,5559,507,2608,7246,6833,1822,4388,1922,4279,4055,5237
3847,1977,2952,5234,2230,123,1472,6031,276,8386,2895,1825,5560,4545,763,3010,41,8543,1503,1921,134,6942,3088,1751,1997,2336,234,3838,2975,5712,2334,6008,3121,771,4631,2047,212,8625,5390,1689,998,8398,5218,6333,8796,5559,3011,3313,2163,3025,954,5167,3037,8409,1787,1358,2923,3406,3641,1877,2057,5161,6415,316,2824,5121,1609,8857,860,4413,2364,8735,8418,2539,7363,507
1448,6499,7397,4940,1252,1407,2051,1447,3905,5618,3926,2961,3420,219,6191,8017,5559,785,5795,3449,2338,2027,3052,923,2334,4611,2644,2341,3111,1912,5862,3106,8479,6159,3991,6291,4631,3029,6163,3315,2350,6054,4596,6349,6200,7035,1976,6777,2347,8442,3692,386,1880,794,7332,8418,2369,7345,4445,1924,5625,6037,2172,1015,783,7897,1787,3050,1154,999,5094,3763,945,6640,7770,8229
4318,4052,2981,2142,1039,6334,2969,3838,6785,939,5868,6294,7678,3184,5559,2371,4134,3798,7443,6062,591,1054,847,6974,2334,4962,1230,3313,1619,3406,3231,2051,4656,320,3025,8316,975,3144,6914,2548,3266,8979,7500,946,4141,8677,5238,3985,1042,5717,2750,5902,6137,2543,3766,5739,2062,7135,5134,8412,4522,1886,1485,1785,507,5141,2979,3933,5569,2369,8315,6649,801,6833,1516,3807
3971,4134,1522,2205,3244,2369,3406,6273,6649,6914,4011,2035,3766,8543,4385,8952,5390,4526,8661,2901,3421,5139,5822,8474,2063,1862,3497,3433,2535,1184,1123,1552,835,8856,844,8761,6176,1866,2371,5559,3952,5373,5181,2024,7422,2338,5976,6725,2145,5753,5203,816,2359,3451,4539,6018,4649,596,6046,3970,1926,3864,5569,4579,5114,1769,5565,3963,8108,1495,3956,636,3926,6484,2159,1443
1759,1101,7317,2051,2890,3284,7431,6349,585,4176,5173,1234,251,1119,4002,4611,2175,3471,2234,4778,4984,3762,507,2371,2048,2688,7354,4385,8412,3203,5559,6008,5566,5976,669,3422,6725,134,861,1077,3276,1923,8547,1637,7171,8708,1727,1769,4134,7168,6206,1812,8231,651,4056,3406,3184,3459,3294,5736,3963,5228,2359,5804,5069,3315,5390,1985,6956,3768,4402,2919,6651,7778,6770,5199
37,2371,3674,6043,3233,3942,2177,1622,6018,5764,8219,5976,3010,5378,2051,1779,5114,929,636,8504,635,6342,2901,2541,8779,1886,2205,640,3842,4035,6031,774,2540,6656,5569,5556,1253,7267,5559,42,6662,7135,3274,2965,1523,6494,1172,8129,1825,1623,3330,8418,1926,2172,199,2452,1056,7471,17,280,8757,4105,923,2424,1860,3186,512,1880,8993,3406,2408,3460,2747,6092,304,4939
3878,4053,2469,3025,1063,4388,767,6500,4962,4631,6651,1545,7819,8909,3886,3607,225,7234,3244,847,6294,6201,3026,2338,8796,5885,3654,4516,4413,3433,3532,5568,2540,6070,7272,8052,1607,5224,7436,2182,8546,7641,71,5075,2173,1248,2958,1586,2051,4169,1302,4268,1459,5232,617,589,5618,7720,1390,823,3406,134,4006,6324,2256,863,8988,6008,4260,310,3212,6686,4526,2971,6779,3282
2246,5556,7711,4176,8634,1621,2175,1787,4167,5781,7901,3412,4034,1028,3551,1158,1075,2568,3449,5921,4583,1050,3619,957,6311,3920,5955,2371,5804,1977,6062,2016,4109,5559,4396,3138,3454,2356,8395,3184,5382,7180,1862,5101,6833,4964,3047,4134,3596,4553,4520,3909,5173,975,3950,2055,6640,5712,7134,5976,6491,5743,507,2536,9041,3466,3878,6725,3966,2634,5194,4827,3741,3289,3025,5178
2090,3025,1266,1157,2336,5170,3247,1285,3972,8857,479,2539,1685,4043,4528,5160,1623,5215,5598,4301,8168,1286,2049,3282,6239,6942,2016,2885,7402,1182,2338,3863,5898,3207,1779,8409,3029,3037,612,869,4964,7454,1003,7626,962,8626,3672,4155,1528,1267,7251,507,928,8762,1567,2359,4957,1480,4631,1675,4823,1866,3778,1442,932,5885,295,2369,1042,990,5976,2371,8228,8395,5732,7135
5712,832,5325,3102,2332,151,7131,2051,927,3318,8547,1972,2387,1976,4527,8395,4964,1053,8227,6359,4514,3420,12,8409,2341,919,3419,5209,2047,1291,1407,6091,3951,8097,6260,2901,6499,7033,1525,4161,2878,3185,5173,2750,4385,5234,8541,1880,1477,3025,1474,3749,1489,4807,3152,42,7095,0,6206,1883,2920,5894,7164,302,2061,2150,8759,5560,1470,4155,3838,1071,4164,2159,3310,7441
134,1358,547,1827,1390,3865,8399,6645,8546,8657,7135,5188,85,1550,1779,3720,4573,6546,1574,3489,4413,4388,3308,6202,2369,8626,2150,5769,1218,1060,4962,2177,4815,1971,5242,5556,977,2062,2341,6725,8099,1153,2893,2514,2409,2051,5383,5973,8757,2439,3244,2063,2627,5734,8654,7513,6798,5585,3954,8232,868,5975,1976,8395,6306,6019,5712,3775,251,6718,1522,5178,4282,3690,5567,1308
2175,3048,2051,1769,6824,1972,7889,964,2359,3512,6725,1268,6202,4781,4521,6827,1123,4973,3025,4962,2901,893,1825,1171,8885,4987,3215,2172,4157,7408,3289,6632,2939,2173,5559,2350,1093,590,1966,840,1857,2981,1024,7197,6405,2882,2062,4388,3760,5585,5177,251,3094,7693,5976,1195,7167,3185,5210,5123,2056,4308,3184,8750,1632,2576,1963,3010,3945,4545,195,1977,7873,5174,1337,2536
2494,3221,3967,5141,6034,2558,5560,2369,1565,1372,2717,5585,1976,611,3052,4563,5236,1769,2177,2886,2159,6380,7620,594,7375,1417,4962,2171,8319,604,1308,1225,7677,1580,6941,786,2543,1281,134,4631,8483,5822,7664,5804,1984,4574,7349,3054,7269,8219,4150,2576,6143,6725,2962,1983,6022,1530,7179,5094,3014,3410,1787,5173,6202,6359,1235,2051,7480,8495,1559,2941,2173,7875,251,2151
2097,820,5173,1930,2334,1177,5237,1880,3019,1150,6206,3506,32,8766,5894,3244,3774,3996,3941,2359,2151,8995,5976,4177,3853,3433,3969,7711,7552,4961,3599,2903,2062,2539,3966,3783,2961,1567,1355,4087,5785,2520,809,1517,8991,3308,2488,2172,7708,3999,6280,3420,4631,6413,5736,5319,42,5712,6347,8395,1779,4262,3184,5178,6276,2329,9009,1825,1977,7751,116,4750,5139,2215,8777,3598
3221,1883,5204,2205,7897,4529,1989,507,2151,3868,2056,6652,8395,6499,2575,134,821,655,5804,8456,1785,3848,700,4962,2371,276,2214,3998,6924,7770,5764,649,6691,1051,1448,828,811,6091,7759,3029,808,1586,5210,5215,5194,983,1064,1932,8627,6657,1866,3838,6206,5976,643,1878,5166,8447,1769,6018,3475,1945,765,4066,1880,7226,4467,5567,4177,1953,3953,79,2818,7202,1098,1879
4158,8545,4968,2637,7231,1403,134,847,7748,7390,6188,5166,6360,1020,2155,5976,5381,1876,1883,8540,6612,4134,6129,2533,953,251,2056,6785,1866,3847,8634,5730,1086,6873,2981,6017,4631,3828,2177,3619,1879,1225,6227,1777,3504,2229,5734,5977,2755,2049,3184,14,5229,6347,6725,1248,2059,1862,874,5862,7720,5073,5053,5204,3456,6743,3882,2895,8761,1488,3922,8796,6202,6091,2930,3790
6410,7522,1809,4964,4225,2016,2684,3918,5829,8399,2369,1769,1041,874,27,3538,4578,3878,5160,5946,1030,2364,5171,4619,8101,7332,1624,1753,1397,6725,2359,2439,3976,5552,1095,4962,3762,4388,5753,5982,5573,1488,2056,4150,2172,507,1801,1517,6294,1710,5229,3501,3971,1688,1977,1989,2062,8084,3963,4961,7164,1136,424,6057,828,1123,7484,9008,3864,1254,7947,7905,8409,5192,8418,6194
2051,3010,7482,3538,2041,7094,7423,5177,3999,3247,1063,2159,3133,7845,3652,3289,3876,9027,578,134,6399,2359,2223,1787,2047,491,1252,652,6294,1187,3878,2686,807,4976,1124,2217,2922,3450,1812,654,1977,2575,259,7143,8755,2517,4965,5558,6086,1824,7400,5567,8515,8997,7714,7694,4369,2156,1437,5069,2171,8447,2252,825,1271,3456,5157,3881,5228,5559,2545,5201,5931,1143,1769,4060
1787,6819,3958,7697,7898,8395,3450,5569,6926,4962,1883,6922,6070,563,3025,8941,2587,4388,5210,5370,6140,6034,3538,2549,1977,2341,1880,5223,1485,1972,2400,5266,2051,3963,6197,7756,3014,5586,251,5247,5556,1284,3838,6024,7578,1126,565,1993,7880,4631,1924,7487,8189,1569,7135,32,5757,870,6501,264,8877,8496,4795,538,2894,6725,1468,4533,6018,1980,1989,2047,2971,8219,7481,7897
5618,2172,3639,2061,4413,6,2338,1566,8426,8782,1977,7435,789,4575,3619,3847,6075,6154,809,4385,3433,4027,2562,4572,6200,2051,2901,5190,4771,3294,158,1502,4388,3581,4175,37,1421,3713,2939,4962,7241,5073,288,7372,1715,5757,1053,2208,5266,1509,15,2981,1403,4545,2159,409,7464,5214,2375,1035,2371,8419,1779,3967,1600,5836,6662,618,1924,2788,5617,2364,4305,1543,251,3878
6989,12,5199,3433,670,5765,8168,4962,4352,1074,4539,1015,6310,2574,2214,1779,3999,2172,5973,1604,2151,4175,8232,7857,3495,7372,5691,2248,651,2750,3029,6058,6305,6503,7844,2292,3184,8546,5177,1688,1028,4550,5989,5976,2547,4264,1365,2051,4647,2173,2369,1823,1285,3969,295,6510,1101,1621,5247,4155,4631,4060,6914,4134,2699,6363,812,6018,2540,3958,463,219,1507,5569,2048,7334
3959,1488,8277,1579,663,5390,3947,594,6557,3470,1149,5174,5176,4709,4001,3639,8409,8774,928,8679,3433,3184,2063,3315,7870,3013,8885,3244,3591,6971,2371,8177,8568,5209,1976,4213,1199,5587,5427,8419,1992,1609,8396,5237,3967,5769,7341,4138,2558,1752,1880,1509,1058,4159,5973,4962,2576,5560,475,1863,3838,6945,7241,4830,605,6651,5976,575,1241,5730,6091,1234,5178,9008,1431,2173
5180,1812,3477,4962,2047,5179,2056,8419,617,6939,6018,2760,8745,925,7750,1787,3184,2919,2172,2901,2051,5229,3878,771,2755,1878,4312,7310,5871,3025,4896,1303,1410,7164,5598,2971,5404,982,8905,5586,6185,2027,1924,2063,1005,1374,8736,1867,1822,5208,2159,2301,5560,2534,3950,2589,2369,3526,7135,3502,3310,7897,1073,7467,5160,4631,5585,1779,507,4685,853,6371,6785,2338,29,655
2576,3029,6092,2919,134,316,1497,7842,8548,7044,1470,4818,2172,5567,181,7172,7025,3019,5029,8637,3731,4161,9013,1208,971,5091,8439,5569,3671,1866,9008,5177,5097,8885,2507,4143,2063,1250,7556,7616,4840,2173,828,1366,2062,946,2359,3915,6866,6279,4949,1977,8831,8395,7706,1865,7720,5560,5399,3024,5804,5603,3118,659,871,2840,6091,4006,1779,5246,1877,6510,6633,8879,5595,6909
2172,3037,3313,3640,3257,1642,4413,2047,3422,1876,2214,850,5261,4966,3863,867,5566,6191,3019,3761,925,3294,4388,4631,2371,26,1478,1061,2062,773,3244,939,4014,8219,4545,6649,4559,3433,6070,6018,4799,6367,5392,1932,5973,3025,8409,4144,2055,5559,1879,5734,2338,3926,2151,3536,1123,1252,3892,1256,257,6503,2166,5102,1852,2464,5221,7166,6362,3283,4394,7325,2890,1089,22,8168
5597,3863,5712,5210,3918,3244,915,5979,5558,3024,8450,1490,8545,6294,6649,867,4566,3940,5898,6895,5734,3025,4038,949,1787,4165,6645,3845,3971,7414,3155,5982,5560,1508,5610,2369,833,6208,2408,2981,5174,3999,6955,5183,6070,3838,8546,3184,6091,873,823,5234,134,3867,7883,3247,8941,1094,1326,6633,6725,1544,3926,3878,2564,6343,6670,471,269,8869,1267,351,3777,1932,511,983
2420,2051,212,5596,5614,5173,604,1769,1976,8026,2056,5560,6909,7466,6046,7121,6031,3919,1787,3887,7714,585,3025,1779,6725,3598,2755,3882,6214,2971,1468,3897,1986,5247,8491,1900,6342,8393,4611,5245,1977,4962,4807,3575,5102,5160,4021,7697,6537,1072,2159,3941,2981,1802,1251,7443,1418,5567,3953,5198,5085,6636,5973,2364,3845,7335,5598,5747,3211,3873,3973,2172,8395,5569,1879,778
