892,482,289,515,776,294,375,238,536,785,390,345,601,135,968,392,546,326,926,710,62,977,684,605,142,59,779,552,414,907,747,578,810,445,756,16,132,323,701,157
79,927,62,146,538,875,482,246,212,215,779,551,219,345,315,282,587,813,480,941,541,194,133,612,136,326,983,916,695,570,142,514,892,16,977,362,108,889,71,330
695,756,581,423,62,16,641,700,284,217,142,380,885,772,323,240,482,67,480,957,216,329,514,147,949,877,265,492,587,790,892,601,797,921,445,291,524,376,377,559
149,837,830,781,917,810,323,813,155,682,243,756,697,856,934,422,949,480,952,178,62,17,227,437,896,87,412,159,634,652,470,668,16,658,84,325,695,375,594,165
646,918,714,979,695,257,143,62,634,55,756,124,728,79,472,684,779,744,463,404,300,136,323,414,810,78,119,447,969,369,699,24,832,816,146,495,764,338,209,972
665,879,977,340,548,756,533,29,860,685,926,445,964,480,323,790,560,62,832,526,871,88,218,240,146,690,81,324,849,16,810,59,886,373,2,853,326,405,362,500
84,91,46,142,87,304,241,637,756,557,900,62,792,813,209,252,480,492,875,353,52,375,270,896,628,144,790,645,360,963,794,186,514,537,457,773,266,728,80,351
62,2,70,482,118,793,820,339,602,630,144,81,409,1,659,448,445,960,777,838,326,256,674,489,668,142,889,392,684,514,16,427,136,346,832,977,859,78,391,269
56,409,170,142,203,795,326,889,545,970,813,892,250,695,109,421,762,853,148,87,521,281,952,108,669,756,482,62,744,165,821,320,837,172,789,300,16,782,245,863
523,756,755,250,123,887,98,459,475,651,816,710,21,326,302,228,639,550,62,526,892,146,695,118,323,875,983,790,142,421,20,341,698,613,977,478,501,16,810,12
701,222,895,889,326,62,164,379,695,234,340,634,296,810,668,960,170,813,821,688,166,672,445,348,727,143,864,189,231,882,970,197,105,983,142,165,673,335,323,977
62,810,142,326,428,640,16,165,928,283,681,956,375,0,746,222,720,445,357,476,409,132,264,755,821,577,245,815,708,596,241,544,650,163,173,179,269,919,618,300
290,324,798,300,902,781,78,604,359,487,252,445,436,62,333,810,515,812,336,790,870,56,746,326,134,955,533,823,558,87,984,269,889,182,582,697,150,699,266,977
786,219,475,763,269,401,854,55,226,338,659,62,96,216,864,515,414,280,161,297,142,165,438,964,332,644,420,146,10,457,516,824,203,52,908,38,747,61,779,591
922,222,756,165,520,48,142,62,730,797,880,652,217,409,892,101,348,46,804,287,87,342,182,146,444,44,556,16,813,702,809,871,294,559,925,870,34,43,909,201
62,209,68,29,790,323,779,190,877,983,445,760,628,817,928,810,581,825,886,864,402,746,797,699,324,52,122,849,708,261,340,10,681,943,142,284,320,769,907,346
36,419,476,975,809,756,853,58,142,188,33,647,467,62,672,333,581,779,533,375,308,377,537,414,952,530,559,918,562,767,91,509,695,10,415,430,56,45,166,488
323,835,147,528,202,911,305,142,982,709,666,776,62,779,756,966,771,155,783,473,864,261,407,16,821,81,345,584,889,813,467,445,115,895,122,310,318,179,330,546
668,813,392,330,567,881,660,634,750,405,804,533,96,695,142,422,495,952,480,931,864,482,821,748,834,943,414,428,892,323,447,537,355,218,917,90,585,680,726,559
23,445,134,779,142,466,56,892,559,838,807,754,269,226,358,61,695,344,448,851,938,114,62,215,427,52,850,440,512,909,130,719,963,13,756,260,696,399,797,810
618,82,930,217,966,482,62,515,668,99,936,738,514,79,620,955,222,863,638,151,760,241,24,323,338,586,152,822,431,722,871,142,52,326,267,699,818,774,453,626
264,689,684,269,323,940,245,154,773,559,776,977,801,570,864,568,354,409,495,930,191,326,756,217,384,142,447,468,969,620,56,943,114,838,462,207,363,634,889,482
925,756,162,326,142,649,512,853,837,580,62,627,23,552,56,174,424,39,813,943,68,810,222,269,14,821,519,204,728,203,889,711,79,109,445,801,977,364,918,105
742,56,889,93,269,62,91,326,346,81,19,142,240,222,491,324,695,684,516,898,752,482,646,560,596,409,338,785,36,821,756,172,522,790,305,746,779,157,907,146
930,44,889,482,247,943,887,142,336,754,411,274,762,853,681,341,32,413,422,326,71,295,711,839,747,929,127,578,785,5,45,118,682,523,728,854,465,778,533,279
197,748,810,235,783,931,651,790,457,695,703,145,282,62,660,326,73,244,977,31,551,648,119,99,492,76,55,716,581,385,788,929,803,269,249,91,568,889,267,439
907,514,62,475,151,724,838,482,142,973,445,291,797,650,673,813,843,280,375,892,550,765,409,401,165,695,14,669,970,889,581,779,192,624,330,509,248,348,599,245
944,440,29,79,813,85,578,300,482,326,660,323,977,62,136,526,548,83,928,666,638,142,695,445,273,565,567,780,1,604,523,559,335,464,150,410,329,912,197,222
592,142,765,457,482,21,144,821,426,467,62,326,83,514,269,367,651,768,445,796,523,305,845,222,684,955,561,147,466,717,477,885,983,838,165,324,952,77,816,16
142,562,383,287,269,108,533,302,62,645,588,947,433,445,482,20,810,740,955,728,26,16,809,129,895,339,119,357,133,738,956,891,329,338,828,689,112,150,197,291
452,313,738,810,957,184,62,739,157,756,959,723,889,87,46,294,277,165,927,538,316,635,526,194,120,480,475,918,829,326,585,269,146,975,813,323,795,850,514,515
165,16,534,560,482,696,779,947,913,579,61,588,467,563,176,728,757,837,748,928,889,738,870,187,581,854,537,423,634,358,457,222,257,921,914,330,421,645,92,216
585,165,222,756,892,411,35,834,473,133,262,838,27,795,639,445,821,482,332,269,498,790,970,874,475,405,119,399,151,124,812,170,353,433,542,146,260,62,813,491
910,495,783,62,279,659,724,955,513,70,216,618,864,873,911,813,646,728,165,638,302,554,668,144,752,861,11,76,16,672,223,756,877,464,205,501,287,488,222,790
295,827,242,32,56,10,323,88,828,302,174,517,291,714,38,106,695,475,59,634,409,161,218,813,90,551,142,681,269,390,445,16,983,416,55,40,642,261,205,62
323,163,16,559,21,755,628,733,762,620,487,409,478,144,237,273,600,115,813,943,10,333,861,699,142,472,748,326,269,810,62,767,517,796,702,370,521,482,495,48
79,326,160,378,889,405,876,813,70,10,762,747,482,104,865,776,641,410,569,28,372,16,584,918,779,260,91,746,881,695,223,927,56,668,142,837,323,733,317,545
772,165,255,128,634,142,756,515,590,639,452,331,43,491,691,681,695,196,62,813,480,222,728,538,214,583,779,738,926,471,783,326,20,374,648,291,700,209,531,482
263,64,142,165,810,447,734,107,779,222,889,735,482,638,300,445,360,62,746,98,406,809,218,740,153,643,543,785,111,323,369,795,350,10,451,131,155,693,695,367
445,78,218,849,939,699,326,26,142,491,295,659,569,684,533,405,447,482,144,790,390,924,62,287,492,341,892,222,42,421,639,526,918,269,854,106,559,813,597,514
142,165,405,952,955,571,136,496,960,0,752,546,615,335,947,785,331,453,813,109,468,255,56,407,87,524,219,876,344,782,799,889,445,961,908,65,475,324,551,247
548,62,375,943,672,508,241,764,983,120,23,756,539,149,44,410,623,889,475,790,689,712,142,702,354,695,688,482,775,326,269,585,813,864,345,14,16,323,533,419
165,142,146,615,881,929,577,167,779,300,62,895,8,686,52,403,521,246,336,116,982,969,983,235,943,145,820,20,513,265,526,428,16,892,83,44,315,832,585,317
922,91,295,546,212,695,533,760,783,142,542,865,889,236,914,463,133,637,469,222,700,76,480,498,983,836,977,475,79,27,56,926,317,854,223,205,451,581,723,61
689,602,323,382,728,585,578,740,695,165,790,512,482,296,151,62,16,32,813,756,754,952,269,300,616,703,470,287,627,762,638,652,183,499,68,600,110,245,109,330
153,769,492,91,432,695,773,231,234,748,970,756,142,354,969,533,670,744,326,139,889,247,591,810,516,645,350,821,928,315,779,181,864,974,814,503,23,447,222,829
892,480,268,385,873,756,142,56,918,861,448,174,695,466,240,451,600,390,436,204,70,933,18,889,544,947,422,905,844,687,739,231,259,433,184,746,875,559,860,146
269,39,270,62,621,164,182,892,822,728,888,261,849,79,732,173,323,755,291,588,690,142,639,790,845,756,165,217,975,744,952,915,920,222,287,248,16,681,445,786
137,14,585,789,255,155,976,517,875,957,222,269,756,88,516,335,781,16,779,479,87,260,447,252,445,342,62,381,45,98,783,142,845,189,864,758,896,889,821,615
554,62,33,921,668,804,335,810,643,18,142,889,353,201,260,190,878,184,373,776,144,779,253,133,409,977,638,585,504,369,680,727,405,328,323,291,295,952,497,792
756,548,142,98,223,369,357,435,389,966,62,241,971,598,266,516,790,319,144,615,696,458,106,300,370,272,375,301,453,840,784,295,437,305,459,77,240,256,864,814
287,79,928,446,821,768,165,618,144,482,889,155,943,708,295,571,269,66,92,62,120,625,354,877,142,135,440,695,573,222,467,443,957,409,807,0,16,605,834,567
62,813,118,326,41,324,918,885,78,514,979,583,881,879,956,889,316,689,344,385,482,142,871,581,244,804,638,467,56,83,98,23,144,718,302,416,588,323,287,192
16,142,240,245,121,613,23,756,648,62,410,687,68,961,983,629,151,21,248,323,111,523,886,348,411,56,452,438,760,222,427,635,889,757,739,850,8,765,821,859
752,142,956,426,23,822,969,970,438,269,204,648,323,703,3,397,385,748,256,727,297,492,548,494,889,670,445,495,433,938,668,465,466,74,480,57,931,81,977,363
16,813,269,331,931,689,0,62,480,234,323,326,422,930,482,465,654,920,653,943,837,831,865,165,696,571,814,142,900,947,87,982,409,632,173,803,784,727,652,756
742,955,326,941,317,113,259,62,445,480,682,652,146,721,813,568,860,269,475,56,810,323,529,300,854,814,16,150,889,472,727,651,801,70,639,770,746,977,427,931
565,698,142,16,874,748,15,38,146,164,756,222,375,113,618,326,269,62,409,323,681,684,733,970,118,943,813,307,922,921,728,685,480,630,622,779,429,405,778,546
172,850,795,62,66,310,157,929,576,748,406,222,837,864,779,438,430,744,813,142,335,482,0,810,492,191,585,961,400,868,329,499,821,550,889,445,165,606,803,338
62,700,447,938,155,273,269,214,142,140,0,323,375,201,737,913,267,892,626,810,16,780,728,378,61,875,381,955,977,256,250,405,915,695,492,358,851,457,150,326
517,696,840,514,142,289,881,62,751,418,801,790,323,970,477,535,602,973,10,375,123,806,508,638,552,269,326,533,397,222,91,342,89,482,559,650,472,810,27,355
334,184,218,378,438,780,721,511,943,375,370,889,678,813,447,529,635,588,323,728,142,144,78,480,863,165,475,62,738,312,52,392,515,599,871,695,809,211,482,406
449,323,326,894,467,142,746,480,759,445,871,89,174,305,267,453,733,893,530,340,943,468,266,810,222,247,796,16,734,62,431,245,155,451,411,250,260,76,404,611
62,19,142,16,96,942,191,445,483,621,56,261,326,260,482,162,428,83,919,59,174,379,810,222,695,452,33,38,407,28,636,512,929,366,901,854,836,108,82,673
937,615,269,345,576,142,795,201,878,638,817,856,821,981,877,295,409,810,441,326,204,684,738,641,311,466,447,756,335,246,813,213,875,790,154,410,240,889,443,685
261,837,867,161,16,334,983,785,821,270,756,385,222,810,673,503,842,668,326,751,256,692,482,481,755,457,294,956,155,269,636,813,277,886,265,585,816,445,323,70
91,932,835,756,553,508,142,571,62,669,482,374,903,351,668,181,222,602,526,691,911,475,172,38,454,387,24,345,79,724,448,332,977,970,853,16,174,752,854,354
191,142,281,15,323,62,12,445,668,380,203,797,54,333,853,213,222,412,413,70,889,37,700,750,684,634,432,422,482,56,767,628,597,1,472,118,108,346,825,768
142,323,445,691,804,155,0,373,438,552,581,270,960,480,975,566,269,747,294,10,41,356,730,815,260,577,451,305,645,565,23,881,340,62,746,378,943,769,791,949
875,810,876,746,886,653,248,475,918,358,20,0,260,482,698,668,326,428,874,81,300,91,821,865,269,324,589,79,332,399,983,445,142,889,222,16,62,228,569,381
83,295,439,821,252,267,146,301,668,459,666,832,723,400,223,484,231,627,194,314,62,789,865,516,756,457,810,270,284,142,248,269,982,128,882,222,299,41,88,52
144,772,21,411,795,62,748,898,173,779,268,477,969,175,947,294,186,467,482,348,810,831,222,447,963,891,81,726,862,578,645,618,470,983,475,155,326,52,984,87
62,329,801,606,891,447,560,832,572,183,728,445,546,756,87,274,901,899,626,772,411,38,378,381,16,405,977,928,813,697,73,621,732,879,326,819,521,903,733,492
548,323,464,15,101,142,16,316,484,918,809,56,541,478,526,627,23,756,746,269,718,164,781,333,790,660,127,0,62,174,428,810,639,829,445,958,681,64,482,632
176,559,323,445,115,348,62,738,748,144,703,929,756,926,191,745,147,142,295,842,805,636,345,434,643,66,87,263,700,646,856,261,385,514,596,74,708,33,173,482
748,482,667,0,783,409,678,133,641,495,222,332,764,11,828,803,728,62,23,117,727,447,142,756,983,269,834,68,324,801,89,628,330,192,580,534,323,121,442,979
464,77,619,596,929,608,805,354,540,234,142,557,711,853,438,594,756,521,810,127,341,323,947,492,91,628,276,896,874,765,800,564,836,268,447,195,62,782,79,230
482,533,410,732,142,947,58,30,810,793,326,779,733,53,62,498,492,523,583,748,863,653,950,79,314,838,636,954,605,889,769,809,399,305,348,699,92,552,181,199
582,404,73,222,16,684,187,384,636,740,645,700,437,927,7,755,579,142,668,752,643,614,905,144,972,14,269,514,792,587,681,751,571,558,492,480,33,121,400,56
658,480,854,834,778,440,620,62,756,627,142,133,410,95,810,106,345,668,889,533,581,915,9,907,744,977,821,155,45,482,762,580,754,15,875,222,813,326,419,341
474,889,87,165,152,52,482,62,740,701,142,10,323,767,174,378,31,105,339,33,480,585,385,360,55,101,848,968,484,78,235,861,344,969,201,495,756,491,293,710
939,83,785,353,447,102,79,566,441,482,499,332,719,62,385,756,634,472,346,16,180,142,222,875,843,269,715,668,424,457,930,183,140,165,970,548,439,6,405,368
142,834,919,875,323,428,355,837,538,810,210,165,480,695,248,16,118,14,50,313,530,941,44,488,9,405,507,813,357,144,62,863,321,251,650,324,585,336,141,209
62,699,592,87,212,559,826,934,727,585,142,26,757,948,478,898,963,356,267,415,298,825,781,366,970,222,524,155,2,458,889,161,86,465,713,684,20,668,675,118
451,889,813,659,141,500,438,56,969,180,222,319,173,687,756,236,16,748,157,101,362,480,300,62,142,923,15,268,326,26,44,581,472,823,33,64,779,821,81,857
756,674,323,976,368,204,456,645,1,142,222,253,62,79,15,429,482,909,27,947,849,277,581,445,680,845,659,577,16,625,837,983,308,874,666,779,966,392,375,301
634,756,247,203,56,684,884,970,618,467,533,62,581,197,778,142,638,552,405,445,914,482,807,494,57,712,354,509,419,977,521,141,326,673,16,460,212,528,145,442
514,13,57,817,269,915,62,170,756,693,323,526,139,56,757,907,928,297,480,577,142,421,667,482,794,733,767,129,682,32,330,779,983,81,791,14,188,89,578,516
889,244,651,738,243,142,144,853,618,682,323,695,777,294,501,827,571,118,808,831,464,390,634,70,970,62,84,432,470,574,331,223,914,947,421,480,638,269,790,799
935,810,368,287,756,269,798,264,16,733,142,56,620,405,171,648,918,445,817,345,934,984,675,308,323,581,62,795,981,899,421,326,516,248,567,294,295,161,809,892
628,198,457,648,494,121,142,62,301,699,688,645,48,482,864,783,87,127,543,983,495,552,222,17,269,174,438,497,738,218,721,445,970,448,960,748,737,326,16,523
408,892,943,491,62,732,89,743,142,691,952,918,810,749,585,269,16,606,480,635,43,99,982,958,516,143,167,338,389,792,654,326,223,1,306,781,578,118,955,761
810,742,222,260,703,287,581,646,439,62,934,127,732,695,764,699,940,240,960,295,457,207,649,791,0,445,756,406,370,63,482,326,931,223,977,809,245,191,674,390
487,374,508,839,685,950,723,144,522,561,737,605,935,973,681,118,810,323,732,142,89,979,746,389,821,300,501,62,269,533,359,56,445,270,293,695,775,79,155,889
618,326,486,62,581,656,756,977,423,445,595,260,870,287,748,600,115,983,903,482,241,16,142,198,392,76,746,275,642,558,616,134,154,797,829,570,951,810,634,133
864,820,62,477,378,142,324,392,318,269,813,911,889,415,222,514,751,326,72,38,719,716,146,492,382,445,745,819,785,174,92,261,645,958,518,537,299,892,917,276
482,567,23,966,977,709,710,62,445,872,324,655,74,641,753,783,862,142,152,326,53,426,81,16,368,571,162,46,983,323,889,720,569,960,738,112,652,705,141,370
529,543,110,955,509,653,326,950,738,634,142,31,725,323,790,979,502,705,892,810,588,889,983,701,752,585,785,310,417,62,492,684,516,16,166,329,269,702,35,821
297,742,955,794,142,746,474,445,119,16,363,305,564,638,892,91,814,62,821,636,630,753,240,889,537,768,627,825,374,409,329,662,813,155,747,139,433,478,783,354
813,703,62,503,756,948,447,142,892,191,7,323,514,705,326,615,53,749,182,715,695,533,871,392,797,269,669,770,379,965,166,417,808,402,810,374,956,17,519,277
209,250,583,751,854,834,79,405,821,785,16,781,62,376,853,333,983,645,688,596,889,838,780,271,300,799,718,56,0,585,935,240,87,581,977,326,695,900,594,52
269,62,380,250,89,142,560,422,56,752,952,165,375,0,184,813,982,45,634,482,639,132,248,638,146,643,480,500,16,484,972,326,457,14,711,809,695,821,197,315
580,260,363,807,598,43,251,602,787,16,559,55,142,248,968,763,536,821,23,79,345,410,756,889,857,62,300,551,26,644,634,317,440,785,222,716,165,632,89,548
929,766,288,977,657,142,62,627,881,209,407,947,189,668,294,859,674,879,31,323,480,695,810,91,228,508,482,682,58,799,933,441,132,854,935,287,225,220,116,963
1,35,131,91,977,323,142,120,813,482,705,376,222,375,699,326,346,921,878,497,315,62,292,154,445,709,392,616,730,387,232,480,291,870,379,681,982,983,533,165
701,785,142,62,643,813,65,924,468,747,821,110,433,475,947,966,451,782,460,514,756,418,445,163,480,931,269,535,899,222,746,91,635,377,598,952,546,808,656,599
967,165,420,486,475,99,146,518,217,875,16,184,245,889,166,446,142,390,27,445,948,712,756,151,909,645,31,719,634,215,591,578,188,118,588,0,291,62,91,87
64,323,73,142,62,813,896,269,480,67,180,765,131,164,546,983,231,634,514,468,595,859,116,147,167,495,548,591,820,379,714,482,809,558,291,29,695,376,810,56
482,423,480,507,779,218,451,84,568,515,100,758,797,889,684,792,305,810,81,969,405,739,576,499,156,522,62,269,217,566,979,738,478,949,385,975,837,746,27,445
495,824,931,480,810,523,326,732,492,858,134,287,755,323,372,222,482,691,149,62,142,318,723,915,667,245,266,240,199,875,967,977,853,56,44,656,716,767,779,636
142,375,445,695,62,222,643,645,310,89,852,864,480,788,554,79,925,724,596,345,139,613,631,294,155,942,428,378,813,472,906,3,165,326,684,779,269,903,581,944
142,73,581,482,783,62,215,269,245,445,360,233,163,257,756,646,695,918,938,146,410,161,745,144,648,576,470,174,832,728,700,564,326,457,490,843,645,330,524,857
581,694,268,300,889,322,706,408,751,810,133,797,482,746,62,809,879,830,142,588,165,47,269,257,297,639,872,326,75,261,20,183,901,57,824,596,254,528,839,222
115,81,297,271,314,142,457,99,537,892,728,44,269,2,482,907,404,472,323,144,35,889,975,91,53,436,270,497,910,699,87,281,222,403,559,876,777,218,30,808
96,615,684,958,931,732,499,947,282,34,797,299,354,217,882,835,450,287,142,977,934,26,323,447,279,99,404,118,95,816,58,703,813,944,269,643,700,39,5,10
639,456,174,684,576,66,767,142,692,794,222,709,810,409,768,294,208,889,844,62,92,218,106,487,550,638,321,681,191,406,83,666,144,44,783,276,326,527,133,101
151,118,457,385,512,733,618,297,889,295,445,175,732,501,62,757,835,709,142,669,220,530,652,222,275,16,353,38,246,781,979,622,514,108,171,421,684,110,467,854
195,62,966,445,377,571,541,385,797,702,873,181,323,103,222,907,384,813,977,588,87,615,56,144,695,482,142,127,300,64,231,434,785,889,96,487,10,651,983,566
480,271,353,33,269,581,680,521,100,142,11,932,922,733,219,62,705,890,153,664,375,684,634,141,445,475,165,210,913,136,196,678,53,621,864,341,800,294,783,517
62,668,821,483,482,323,341,535,667,661,711,170,348,20,26,74,943,445,378,326,297,785,157,324,267,299,728,703,142,277,325,682,222,681,16,533,480,649,345,907
856,756,634,142,810,566,245,269,264,733,150,410,779,651,824,755,592,377,445,16,97,524,895,222,885,62,23,363,309,482,531,79,323,194,952,628,105,540,889,947
326,929,384,323,38,480,406,390,585,684,87,674,458,592,445,282,62,241,454,142,485,460,16,737,51,232,871,280,733,33,102,321,533,132,375,165,889,269,710,668
327,357,326,533,977,703,142,900,255,545,323,847,56,0,889,618,62,662,813,810,905,16,63,756,155,219,279,459,139,277,216,144,87,174,873,480,453,19,105,982
288,889,816,282,268,142,329,977,144,140,445,456,121,114,405,799,492,240,560,969,410,205,76,577,733,875,618,332,810,881,127,617,953,783,442,808,600,255,472,652
979,695,62,163,337,142,578,275,98,681,638,354,441,269,443,816,845,56,495,323,252,20,552,849,217,324,385,445,666,107,166,914,977,375,345,640,851,467,33,398
261,795,732,864,533,630,82,587,142,813,296,16,60,970,794,62,662,472,796,135,305,41,269,865,482,110,668,2,820,699,340,387,375,637,786,266,332,330,889,492
692,94,428,654,979,339,830,824,335,99,938,903,971,447,703,514,61,21,52,587,68,492,142,864,62,16,326,976,28,177,14,138,611,779,983,218,139,144,482,732
576,979,174,369,115,732,92,205,709,457,332,301,445,89,80,895,142,269,821,68,14,409,487,473,390,90,627,892,643,820,194,260,464,165,351,522,79,240,339,779
16,585,338,782,859,326,165,934,62,899,35,142,70,390,203,174,638,269,728,765,929,482,410,861,197,855,237,908,581,721,267,343,910,451,546,211,87,492,949,282
256,618,367,291,482,323,269,142,738,230,241,124,704,578,378,185,877,405,813,21,292,548,297,981,222,208,937,447,62,709,794,581,456,183,811,396,155,864,464,668
681,706,188,983,197,452,633,142,146,378,808,99,554,21,16,781,458,588,73,62,797,294,468,718,668,533,293,255,335,445,857,406,209,165,900,646,135,719,565,241
813,746,963,810,142,482,916,695,894,581,728,62,61,632,405,414,195,81,260,222,209,785,492,703,165,326,718,269,53,649,358,565,673,118,700,955,897,15,761,646
672,222,541,35,606,269,53,581,165,34,0,756,677,48,260,62,421,937,142,918,854,482,558,668,297,302,241,430,673,957,466,868,435,16,376,385,899,146,46,323
410,447,305,482,546,295,326,411,492,572,146,70,245,269,434,788,953,369,495,810,329,409,222,641,480,588,62,332,966,738,927,16,756,142,762,217,473,568,456,866
26,695,665,451,1,222,143,480,81,289,889,62,27,174,336,719,482,5,668,813,441,77,733,142,472,780,538,208,881,298,564,514,512,68,323,468,3,807,144,390
142,81,70,143,132,295,62,116,951,482,980,615,269,813,689,681,445,779,405,323,50,166,747,159,634,345,702,597,396,468,151,868,324,68,190,326,157,417,74,16
295,478,457,479,324,711,720,582,795,340,977,864,514,363,585,835,813,681,631,790,356,62,160,718,240,854,38,196,128,379,691,810,929,354,668,600,28,816,783,784
283,93,248,769,269,92,23,45,162,118,984,970,499,193,338,581,487,845,492,87,52,142,770,243,546,370,240,568,672,812,889,62,844,949,738,357,222,565,918,733
639,474,810,512,407,142,155,174,323,943,62,462,93,695,296,801,931,436,272,389,977,881,783,466,445,795,808,838,875,533,630,725,345,94,56,873,92,821,87,48
323,187,62,160,253,779,146,668,748,881,471,88,110,938,499,345,588,755,468,79,184,871,19,326,875,317,174,526,318,639,893,613,865,296,889,813,703,81,445,947
222,807,103,165,581,616,269,654,753,446,4,927,45,523,924,626,638,813,605,241,261,482,142,943,326,17,889,323,629,485,783,62,467,970,401,146,19,115,559,859
174,303,951,338,55,521,103,491,289,16,889,695,367,14,728,779,813,979,538,224,0,222,326,197,56,272,912,62,772,129,789,692,593,439,142,133,6,12,684,756
636,269,220,445,681,813,865,142,56,62,81,719,326,957,979,405,765,695,266,812,550,196,447,373,596,482,733,409,801,977,458,87,74,261,583,295,626,947,99,527
801,797,909,357,203,457,211,41,142,648,517,354,146,323,62,699,860,269,165,934,702,889,684,241,445,943,645,864,533,579,480,332,705,625,68,154,810,133,780,568
756,350,810,392,834,33,875,301,581,324,467,482,62,142,54,212,78,222,79,864,830,537,180,165,636,259,146,46,512,447,210,813,779,323,151,234,785,588,905,497
392,218,921,541,62,620,440,628,980,415,797,955,682,174,466,433,690,142,863,416,656,812,132,687,652,106,323,378,239,118,891,54,385,552,756,87,10,790,445,419
282,457,379,875,165,984,143,645,775,62,937,142,973,646,756,199,151,421,969,821,699,577,581,269,16,56,338,835,144,614,323,832,272,851,769,595,913,492,628,909
540,447,756,637,961,173,468,16,810,97,445,462,245,324,448,142,606,409,790,684,645,62,890,853,879,41,23,701,695,326,56,639,53,548,494,91,947,225,471,585
146,27,457,142,939,484,854,732,284,392,595,154,892,932,875,326,333,274,853,668,323,695,889,959,685,810,222,217,248,650,273,133,653,839,977,62,286,535,879,291
692,851,783,459,157,447,281,142,57,165,62,21,717,746,492,747,812,977,515,307,571,592,88,533,309,358,668,222,10,780,444,705,76,199,445,16,940,947,759,2
916,764,940,142,864,515,890,908,269,441,681,62,480,11,302,559,233,571,699,254,748,120,405,411,728,56,790,354,698,968,710,296,532,245,970,222,779,761,287,963
889,492,0,829,482,16,186,526,703,173,62,777,372,960,413,516,587,64,165,419,503,317,399,241,865,756,680,615,323,581,507,279,442,695,769,648,308,215,431,597
238,62,375,925,668,765,323,960,637,222,76,748,786,746,508,457,142,494,813,921,873,144,32,550,170,577,957,445,148,66,45,939,269,277,889,853,650,139,79,858
