929,695,947,142,457,815,165,960,84,889,691,474,91,862,813,3,16,222,251,810,834,158,17,444,581,871
795,415,891,269,889,62,548,785,142,467,816,46,885,44,409,619,694,696,963,892,977,109,4,338,610,405
300,62,445,338,287,475,857,20,889,236,504,480,871,326,267,174,517,269,785,769,882,728,675,955,956,238
269,662,392,967,756,146,762,889,984,608,142,62,296,410,619,404,898,457,526,326,688,180,727,294,834,947
62,911,218,444,174,466,243,295,669,761,838,142,688,16,703,889,380,269,790,335,287,306,445,166,390,596
62,165,331,830,712,646,475,323,79,813,781,482,932,396,970,842,591,269,843,702,212,514,810,663,639,333
295,877,144,903,222,261,302,62,21,962,970,142,756,678,323,908,733,8,280,725,618,546,55,577,748,779
711,813,323,748,737,445,106,10,925,62,875,392,645,678,850,16,578,175,288,606,111,662,905,778,326,643
405,522,17,730,738,78,492,889,559,813,142,695,115,772,482,814,133,535,905,528,146,620,389,222,16,92
207,413,238,881,700,89,892,357,320,790,125,62,326,883,142,638,785,895,447,378,581,383,559,977,315,458
142,886,889,482,860,810,326,105,636,947,333,360,62,84,98,610,414,791,222,171,756,717,166,132,405,151
614,642,566,256,323,62,653,270,810,296,36,155,711,295,858,182,979,475,142,492,638,297,0,447,930,216
955,142,38,62,548,80,84,55,979,480,342,34,3,128,354,188,546,449,797,975,270,640,16,909,273,737
92,513,330,444,69,676,62,645,135,691,725,508,155,68,695,138,918,326,885,238,222,687,668,16,163,142
7,323,913,625,868,240,332,165,834,106,329,245,0,984,445,142,756,813,606,62,975,775,533,180,550,703
684,706,616,458,568,583,500,472,452,424,396,126,775,211,154,56,98,351,239,813,133,182,62,810,222,16
773,142,840,516,416,695,790,954,756,62,824,242,96,908,749,105,478,645,409,178,709,813,16,783,469,323
982,218,973,495,14,559,222,859,482,813,840,114,823,977,889,467,459,480,810,533,261,738,947,323,98,761
813,134,875,62,179,300,482,688,323,231,578,537,746,904,631,440,748,294,529,326,418,620,85,210,596,467
445,324,963,577,515,326,809,581,480,222,62,248,851,641,99,474,864,203,28,21,134,756,87,142,881,779
354,100,418,62,142,407,565,81,83,21,248,634,392,158,34,165,343,813,467,300,56,695,768,108,548,962
482,15,222,797,864,912,16,74,62,253,480,533,786,286,414,79,853,587,931,142,269,892,856,146,174,728
905,719,805,821,142,62,733,259,853,399,144,746,146,222,241,512,873,675,329,457,804,30,788,766,911,295
480,567,72,479,16,674,326,524,482,618,269,329,938,373,776,451,142,392,860,807,424,835,693,165,108,62
957,797,241,675,480,62,855,955,979,269,256,884,756,0,684,323,810,87,301,482,357,533,703,820,159,889
434,261,790,605,821,726,807,467,62,59,20,53,695,118,684,27,326,552,559,941,645,120,482,889,832,190
269,634,968,168,360,142,447,496,475,889,741,370,96,630,726,247,983,875,445,291,752,505,791,897,482,950
224,225,937,445,157,889,294,286,409,142,16,254,323,92,233,769,99,62,135,976,165,878,533,892,847,300
459,100,275,62,910,179,918,378,396,876,166,326,563,853,142,979,961,772,283,681,116,762,874,133,52,61
960,62,16,668,282,238,444,813,480,155,699,800,445,409,405,876,950,222,142,301,204,926,521,18,333,688
756,406,55,813,482,915,142,156,896,425,457,480,567,781,956,620,260,441,573,127,475,5,877,466,326,569
865,912,116,823,374,523,738,495,385,62,323,934,681,453,728,56,970,983,766,16,720,675,889,223,294,977
16,421,761,487,728,250,281,451,345,62,533,248,809,19,628,483,378,52,405,526,295,0,323,142,938,979
476,34,62,732,282,803,377,428,848,821,91,756,107,881,142,409,326,514,248,389,984,269,311,404,55,88
87,923,146,133,457,670,62,813,165,226,326,983,142,218,108,355,0,193,854,16,445,109,317,982,385,447
430,326,579,142,87,457,272,5,786,548,445,813,645,348,908,781,118,977,648,144,357,62,340,203,14,929
849,792,101,56,503,235,144,781,918,267,354,533,62,695,716,188,244,0,94,142,853,174,728,457,477,396
151,19,810,142,728,465,62,482,889,835,38,772,808,447,703,756,783,862,714,792,144,323,710,345,340,791
323,70,699,785,174,505,87,482,892,643,62,918,68,533,728,910,179,93,282,49,632,142,879,480,56,764
625,955,56,626,666,267,524,370,142,269,497,21,59,906,445,364,475,495,877,287,936,150,578,962,62,67
52,512,790,646,500,23,142,217,568,62,889,41,282,428,170,332,323,581,141,260,24,813,48,469,467,695
943,142,56,51,26,106,165,255,445,756,253,295,35,845,782,497,147,869,915,447,632,405,226,480,581,68
62,142,733,552,234,482,970,376,288,499,821,165,222,159,373,943,775,253,269,2,801,287,319,689,947,790
681,255,146,392,128,545,533,632,142,480,889,695,565,821,752,409,345,113,79,261,56,170,645,853,514,328
548,954,831,726,357,501,668,695,142,62,323,402,282,409,363,273,772,689,294,269,645,955,482,326,266,889
812,90,375,482,705,800,835,790,83,581,615,781,142,58,577,366,844,642,889,970,680,419,300,695,295,160
667,691,56,62,762,921,961,326,550,854,666,905,90,746,142,144,559,91,518,246,581,73,680,385,380,583
368,257,384,199,810,108,62,692,300,579,16,315,212,490,211,166,219,746,283,256,889,835,291,681,142,874
733,864,765,62,163,553,381,694,445,673,596,222,87,880,289,14,533,406,782,809,932,579,351,627,501,438
790,598,332,165,668,584,260,889,68,87,977,278,385,748,807,905,695,539,33,62,699,813,326,16,323,732
765,87,296,790,74,696,377,495,62,294,142,222,943,480,605,207,681,269,473,81,726,668,779,482,854,26
597,684,634,703,20,146,240,16,480,277,296,305,254,728,810,115,414,905,533,75,410,453,910,645,482,99
813,323,471,668,62,684,142,810,436,431,886,923,835,785,0,33,506,375,290,452,746,747,631,411,87,199
859,765,287,813,970,412,550,720,155,158,417,480,495,748,594,117,885,222,171,445,971,142,781,620,646,647
299,120,62,142,892,779,929,509,519,480,615,164,16,10,938,482,323,516,947,603,497,14,775,384,548,346
42,375,692,16,958,488,615,260,53,732,445,118,956,875,569,10,889,813,189,468,834,14,639,618,668,598
269,58,62,113,915,924,441,323,151,773,977,695,641,668,364,952,392,16,42,875,165,744,146,295,527,414
538,482,323,867,62,814,142,432,983,918,466,459,134,326,99,577,275,771,503,344,452,153,893,57,541,798
947,70,629,326,339,594,977,78,797,10,84,142,728,882,281,733,910,472,250,938,625,144,615,832,291,118
467,323,864,764,269,889,777,875,969,144,165,218,615,53,105,732,797,630,405,441,445,905,406,142,853,492
730,15,407,371,269,300,865,445,828,838,152,323,747,165,813,287,73,821,946,947,19,892,482,59,767,37
269,151,142,480,577,79,682,56,776,794,775,102,336,3,326,165,62,638,312,188,581,287,695,44,955,530
326,387,415,480,493,889,16,790,603,323,816,273,328,142,628,849,853,645,596,62,835,351,808,634,803,194
712,700,820,207,182,209,142,457,266,195,830,909,62,416,227,312,770,651,475,83,947,16,56,371,708,13
889,790,307,382,756,269,529,457,166,209,238,823,950,954,142,176,875,562,146,898,375,62,581,376,475,326
839,269,29,813,651,646,62,809,660,810,480,365,894,422,471,348,567,142,979,632,23,983,237,323,804,695
3,297,892,41,926,142,447,984,564,479,552,482,224,472,827,157,886,70,615,488,415,970,900,421,779,379
960,820,62,180,639,294,142,292,929,813,222,889,790,353,648,480,625,605,445,949,641,326,533,546,10,699
62,142,656,353,480,269,497,188,708,581,260,165,140,790,676,618,106,572,668,646,445,874,797,657,155,382
522,445,643,821,724,790,889,62,933,842,943,681,838,928,23,969,885,598,217,695,375,142,357,914,467,133
813,943,198,548,821,686,299,165,411,668,634,744,357,889,767,572,909,354,152,8,142,553,91,684,748,591
233,38,653,602,142,606,722,62,215,269,363,668,174,208,482,323,179,819,88,328,375,122,581,504,526,851
642,142,785,379,666,335,409,433,349,765,56,143,678,50,53,79,482,38,68,13,756,860,681,871,336,634
142,782,62,756,303,970,179,576,643,682,76,131,546,242,56,270,330,124,432,790,338,480,571,445,973,751
443,634,862,62,445,50,38,260,803,452,381,728,73,559,790,142,703,299,889,106,269,756,890,979,338,810
732,44,691,467,142,276,98,79,335,772,295,133,480,375,928,756,89,795,960,943,248,345,62,645,102,422
684,907,710,405,14,956,323,374,786,100,365,300,466,107,875,581,406,269,955,810,354,728,428,889,445,322
873,335,679,142,558,641,757,369,62,16,509,492,294,88,892,849,923,146,813,55,87,952,634,409,756,151
652,846,144,245,62,142,984,514,975,482,697,569,606,29,505,938,81,730,638,719,132,645,969,860,19,920
668,410,895,532,948,839,480,779,38,269,756,548,566,3,20,260,89,412,910,374,142,845,333,628,912,420
514,646,385,977,632,62,756,281,53,3,673,58,848,921,16,194,456,813,142,779,445,120,615,910,79,98
929,84,323,391,295,840,810,256,85,889,109,269,32,62,329,219,142,521,644,165,385,222,881,793,907,892
790,45,269,142,872,503,777,428,330,447,684,445,166,326,215,765,801,931,886,282,594,634,688,552,222,73
165,269,0,651,650,300,118,84,16,159,62,736,142,626,409,70,913,627,541,17,56,719,791,440,106,756
605,480,925,639,921,326,892,889,27,330,142,898,907,649,262,204,504,183,630,179,533,864,756,794,269,368
639,62,634,323,465,97,330,79,600,756,144,20,482,203,637,326,886,361,142,983,229,681,892,58,669,68
298,695,976,165,482,523,864,323,62,585,643,468,475,135,666,409,174,857,740,576,348,638,181,144,810,707
333,482,351,790,234,733,62,568,538,569,526,16,142,148,240,634,930,58,892,269,695,362,429,481,197,279
862,466,43,774,813,62,722,445,772,891,366,859,971,756,617,151,814,325,695,441,299,592,795,846,87,835
62,240,85,695,634,438,766,209,480,424,266,445,867,662,720,279,630,146,142,165,298,596,107,511,587,909
199,62,256,501,961,414,326,269,691,918,134,618,756,848,635,477,266,612,324,813,4,835,559,628,808,706
912,197,790,495,299,531,492,409,56,142,576,634,62,222,270,556,358,323,889,797,275,326,662,133,5,226
405,177,670,165,633,810,492,424,748,533,270,645,207,294,62,968,648,650,283,559,44,3,406,495,550,442
548,907,480,820,269,446,445,142,222,9,357,44,24,615,875,297,881,523,576,21,154,30,203,16,756,62
871,480,394,889,103,565,445,319,790,109,668,142,21,62,294,340,599,458,571,56,766,235,808,87,579,892
977,62,407,409,16,834,50,142,291,269,742,514,721,969,868,371,445,716,643,859,414,775,828,790,14,17
810,886,900,588,858,816,288,406,947,889,973,120,58,101,422,16,168,447,643,943,142,355,595,648,505,714
537,797,378,445,56,813,116,287,480,199,955,475,567,487,424,30,229,810,593,256,871,889,0,62,709,324
481,215,416,153,605,983,612,92,977,393,691,795,816,746,405,577,87,142,62,269,821,302,315,551,782,212
226,142,745,758,16,79,655,779,695,440,106,401,15,957,502,889,121,14,178,881,892,813,446,368,232,765
142,126,756,326,165,593,676,480,62,983,865,291,585,801,670,889,497,813,194,343,821,649,329,675,230,446
370,392,287,581,142,62,899,241,756,813,195,491,788,792,648,95,569,850,16,61,334,480,70,447,633,955
165,756,596,790,585,323,45,142,176,269,146,492,245,482,91,230,320,746,763,194,139,466,813,684,889,895
810,952,273,512,909,947,910,538,326,142,447,673,903,154,16,708,2,146,161,116,165,365,704,813,570,559
142,116,1,135,928,779,548,296,76,5,748,161,255,315,133,813,958,445,780,819,185,165,578,810,345,118
68,142,324,447,81,160,659,62,222,434,374,0,144,792,8,918,908,702,269,16,756,977,50,689,804,693
294,560,756,797,691,62,165,746,88,533,789,47,269,558,185,892,16,115,889,348,87,651,641,238,501,431
142,972,760,424,174,291,606,947,890,813,798,260,647,751,269,559,310,650,361,524,62,16,551,345,423,689
222,409,910,144,947,457,480,482,300,62,533,295,445,700,900,786,146,393,653,460,135,746,226,514,942,261
867,514,853,406,480,129,419,751,235,814,942,0,345,133,909,891,892,595,810,567,376,854,165,602,333,445
340,142,639,62,345,703,790,501,800,738,952,638,908,760,716,366,771,295,257,214,916,56,381,16,547,428
27,816,336,786,445,748,615,573,62,736,87,581,812,960,885,688,854,7,700,618,354,406,742,241,323,440
142,430,340,269,440,641,643,480,723,390,871,44,861,87,703,16,475,681,596,974,487,756,622,62,944,442
445,810,16,689,983,652,446,142,526,266,602,368,942,269,909,108,98,628,610,79,738,414,670,56,798,779
142,223,703,409,720,70,615,146,772,299,892,165,447,982,948,918,645,826,656,177,860,595,930,294,247,323
46,152,0,323,713,881,797,324,335,727,453,374,657,823,62,892,375,441,861,835,653,269,354,357,710,58
260,62,844,668,797,142,816,810,475,581,192,795,428,323,813,656,410,858,646,409,691,445,746,546,89,146
223,375,592,278,196,97,821,414,972,341,748,813,864,853,889,183,816,579,348,142,682,81,256,632,646,441
273,402,192,584,874,496,276,131,813,929,390,281,367,142,426,533,62,445,541,748,615,73,724,269,375,482
390,756,979,492,31,739,165,309,723,357,193,90,838,908,499,779,482,829,859,62,253,324,445,222,553,881
3,652,62,78,445,215,201,569,323,203,813,514,269,86,273,681,122,56,142,144,96,281,864,325,588,315
493,897,691,814,818,405,860,16,464,533,640,909,983,81,645,181,419,142,674,646,821,581,62,466,482,357
142,688,746,935,335,938,165,546,595,209,202,45,16,720,60,809,273,184,887,59,173,802,257,969,146,100
62,108,326,323,44,445,113,17,766,314,523,814,916,100,712,955,87,553,58,43,914,215,499,816,542,180
62,850,324,142,691,526,437,21,690,56,681,269,151,20,482,962,220,838,559,40,165,639,457,533,137,979
689,141,878,680,16,772,524,10,274,618,406,871,853,695,938,903,650,57,323,144,226,756,821,142,234,409
661,892,536,58,479,983,482,142,783,485,644,875,62,144,409,809,4,182,943,554,559,816,514,643,581,638
552,593,393,521,79,813,452,792,78,163,215,726,892,56,16,142,648,728,68,5,810,62,654,326,747,501
494,38,728,978,188,295,331,52,756,407,892,460,835,872,10,323,746,652,699,969,727,723,606,466,821,649
577,482,864,779,304,492,392,872,514,892,563,87,270,762,508,269,907,142,868,716,498,222,16,699,287,542
790,482,204,531,904,88,842,142,626,323,864,738,445,9,651,804,197,774,62,426,761,810,55,832,892,837
803,414,146,632,207,548,286,62,482,736,775,249,296,144,705,808,689,961,662,618,480,445,165,10,354,243
62,877,756,448,428,81,920,955,248,475,4,809,135,482,35,16,502,311,87,864,781,375,253,269,367,710
62,74,695,14,269,133,537,45,68,642,480,194,447,647,3,592,810,237,316,87,700,588,397,970,142,300
546,62,797,335,457,480,286,245,444,135,618,326,146,881,681,862,918,103,662,333,921,568,889,422,142,468
970,482,323,752,751,929,96,618,222,60,695,261,638,62,142,16,794,475,284,593,540,853,764,578,487,135
495,514,222,226,363,146,62,695,215,724,921,405,629,899,533,977,581,406,142,445,289,318,874,323,105,60
581,414,681,197,896,62,504,260,0,615,336,795,942,88,390,644,514,440,109,682,955,666,72,332,699,10
813,977,165,612,306,445,329,695,955,231,118,746,278,326,362,146,142,14,778,29,497,721,269,283,62,744
222,883,335,27,908,724,45,480,721,804,294,974,445,645,452,281,568,14,76,62,886,53,599,581,810,788
142,134,762,889,62,28,59,618,271,326,153,581,480,459,564,26,646,447,795,820,144,602,931,98,222,534
781,516,390,79,58,546,62,52,445,345,142,287,222,695,155,742,775,199,864,32,860,633,952,269,409,569
176,294,273,596,142,628,471,541,58,438,809,121,323,720,634,938,695,892,165,871,62,976,437,697,60,222
295,973,501,142,701,62,151,585,784,135,744,606,323,893,76,514,384,673,732,165,473,273,167,435,569,644
56,111,784,632,787,447,889,571,17,579,62,440,142,478,222,854,875,405,225,55,813,157,553,978,780,747
499,927,546,578,79,645,340,638,324,260,91,515,703,752,142,810,925,62,2,756,977,980,714,194,759,779
876,16,461,517,681,324,202,716,173,19,142,592,62,693,283,612,326,785,165,533,983,207,323,654,482,473
445,837,345,146,949,756,196,142,56,581,421,598,385,570,313,760,16,555,495,955,790,548,952,257,473,147
421,0,323,703,776,114,446,294,365,695,340,151,499,139,20,535,445,551,68,62,781,209,953,142,889,738
458,60,385,339,142,62,478,889,127,159,165,326,157,533,842,960,300,16,756,732,913,146,348,32,881,810
62,323,508,892,667,294,81,281,142,344,899,668,482,966,609,91,581,56,326,475,34,405,269,538,527,535
889,222,142,406,699,173,482,657,823,326,756,492,790,793,106,401,865,95,743,292,455,585,923,738,477,864
111,949,62,145,542,813,317,648,548,142,838,662,957,496,287,797,881,756,504,48,790,326,375,294,323,466
57,261,482,269,56,300,16,305,240,225,669,581,299,727,15,165,62,375,71,142,108,91,0,353,633,588
62,816,403,9,859,267,235,453,146,756,494,99,406,219,813,871,323,482,881,523,92,860,645,695,84,322
892,62,222,588,300,151,849,56,447,326,19,324,323,445,746,142,503,390,716,533,981,786,959,338,947,668
754,517,823,323,825,482,390,68,62,668,384,581,385,269,326,324,950,405,0,764,290,641,644,543,699,875
617,634,535,326,142,111,578,333,907,612,96,116,61,668,291,62,145,969,733,198,480,979,492,204,981,445
797,365,13,643,482,606,851,550,821,886,857,16,581,684,705,409,146,62,628,191,396,827,142,534,445,843
551,552,142,703,821,406,533,99,62,447,955,222,323,155,297,33,575,475,581,241,480,695,889,938,721,587
810,533,962,756,326,181,62,222,479,480,442,662,45,146,207,142,268,357,588,269,95,40,395,881,444,557
269,16,474,662,565,779,378,286,374,503,447,142,678,772,566,790,935,222,548,591,28,383,816,818,782,680
415,142,790,500,533,62,746,482,693,782,330,581,587,731,748,222,296,626,865,795,241,875,514,837,457,165
606,16,81,526,695,43,351,475,868,341,837,281,320,295,321,445,344,19,889,478,279,844,260,548,525,713
16,762,779,291,142,44,950,222,0,82,412,732,234,79,574,810,482,265,273,889,584,864,788,392,242,626
912,813,746,781,757,142,950,222,375,810,14,59,62,114,12,148,445,886,11,127,957,756,740,16,457,149
323,335,681,146,480,197,880,375,445,142,780,190,62,269,16,475,79,155,315,55,385,165,839,163,751,222
821,62,480,806,537,850,142,633,833,144,451,788,222,864,167,6,464,645,151,337,942,826,534,21,761,949
220,488,176,493,447,668,556,838,449,523,963,494,667,756,358,62,500,691,797,821,171,231,533,144,141,889
889,315,668,62,52,546,585,578,533,43,405,75,87,285,943,494,514,356,222,77,56,264,135,281,16,846
16,573,62,451,803,854,457,499,498,889,780,862,977,581,144,470,956,515,790,343,396,165,516,398,86,489
979,269,45,453,16,857,276,480,451,423,977,733,142,375,565,821,955,326,241,174,409,101,410,785,445,795
739,165,924,260,875,569,177,142,835,892,50,324,79,392,323,480,645,414,363,466,209,144,287,7,695,62
578,295,367,392,982,269,675,433,129,792,73,23,842,695,0,341,934,142,838,466,62,375,480,641,79,152
446,294,944,186,142,346,222,81,68,451,2,666,445,7,78,339,285,18,482,789,621,739,935,242,485,702
913,348,323,326,134,223,445,88,16,974,695,32,810,21,99,90,438,537,222,442,389,696,528,635,533,345
363,142,27,618,26,515,269,790,370,853,375,58,295,817,77,322,810,325,76,170,881,785,500,20,926,783
559,70,492,853,16,142,900,813,533,542,834,480,47,177,332,379,279,117,253,330,222,34,809,392,232,681
701,566,480,716,967,702,938,628,411,845,514,889,643,62,795,378,442,810,645,407,176,26,16,38,267,215
187,31,445,739,62,581,429,16,889,203,695,523,170,495,229,538,397,225,909,142,333,226,960,681,969,740
26,260,437,240,928,516,865,326,0,854,752,682,641,428,710,62,255,680,261,269,10,708,521,940,926,383
248,64,338,578,62,732,872,482,295,546,583,241,114,296,909,871,930,310,775,480,809,430,109,745,967,626
502,142,363,62,533,787,354,287,581,392,634,291,410,756,317,0,245,482,718,637,44,646,668,222,261,821
981,103,938,969,345,886,918,756,769,348,62,336,16,346,262,909,615,600,894,806,467,142,763,189,431,970
804,378,405,407,256,212,16,684,92,266,323,326,699,445,641,62,548,165,779,710,155,305,142,248,944,46
681,302,414,543,245,816,638,178,426,482,82,809,23,393,142,886,375,269,898,871,548,38,21,105,406,509
509,300,42,452,943,144,273,61,142,790,482,766,76,287,835,133,225,46,146,643,783,62,472,222,269,203
142,823,439,16,87,858,457,593,447,81,340,514,92,646,5,300,259,269,417,903,51,864,639,881,844,176
87,298,348,62,765,326,121,254,106,105,390,142,16,413,145,40,754,146,790,269,247,375,70,268,10,847
445,16,952,451,142,864,974,118,533,959,256,26,813,528,62,165,733,198,452,653,947,480,271,226,756,222
142,287,62,944,222,578,269,241,61,451,795,230,482,630,17,846,336,165,634,59,875,918,553,87,684,928
757,490,943,618,661,756,142,150,482,890,412,581,451,411,569,797,813,634,875,269,409,882,370,28,331,321
889,79,691,813,410,218,170,165,955,142,392,718,832,273,703,370,533,716,53,9,424,768,501,323,269,464
790,142,62,323,475,14,473,438,666,81,810,269,779,146,889,492,480,387,732,656,879,447,231,981,684,557
695,68,62,331,871,508,475,422,109,926,889,323,762,142,709,955,615,634,909,87,966,881,585,250,355,59
260,743,142,447,56,146,16,595,295,515,626,138,810,588,559,769,21,792,255,404,269,132,653,287,889,291
165,142,26,457,68,245,822,585,10,810,269,405,62,561,695,957,529,378,630,413,151,533,552,813,349,970
627,257,291,223,468,62,44,375,17,10,68,615,478,453,620,279,427,889,363,689,37,338,593,907,248,581
79,602,379,53,703,810,62,702,502,16,875,406,966,70,142,25,436,813,831,588,119,182,568,269,445,756
326,16,513,309,142,958,29,602,973,615,392,676,62,122,468,932,790,482,581,480,106,535,222,938,641,746
602,666,404,962,300,62,283,347,695,813,482,954,77,499,703,776,522,27,859,261,315,407,649,979,34,848
615,944,916,567,81,480,249,485,573,326,875,516,442,62,810,142,482,157,445,194,222,237,550,329,514,822
87,92,358,909,19,222,245,392,33,596,62,897,16,580,138,241,184,307,354,810,385,269,703,142,588,122
886,377,340,85,295,145,16,695,94,52,142,826,272,92,480,533,165,62,56,625,969,649,681,230,572,60
594,697,247,846,643,405,765,143,837,567,949,151,863,142,358,648,889,201,794,323,628,165,727,732,269,875
668,681,515,165,91,590,197,142,62,854,701,14,300,440,48,915,429,87,819,295,144,208,109,79,738,600
384,970,983,886,231,578,91,439,287,218,87,392,828,401,680,813,79,415,756,935,419,44,604,302,910,766
445,533,943,554,696,516,550,166,588,786,353,482,724,142,87,714,480,93,645,813,654,375,269,733,638,605
931,854,480,118,909,142,279,109,845,345,983,171,33,718,569,681,793,396,515,56,975,630,949,324,269,217
724,642,960,323,142,143,496,645,712,829,949,62,161,0,898,467,165,790,756,95,445,536,96,684,256,91
151,810,756,269,45,16,62,692,625,142,947,233,437,143,204,605,222,959,345,772,684,761,871,581,324,710
142,0,62,722,870,645,562,38,28,26,955,340,133,911,778,146,378,918,374,16,696,822,695,445,37,779
50,938,295,142,316,893,514,260,700,344,161,756,120,165,19,306,977,723,799,853,118,865,485,191,81,170
335,832,62,326,269,21,480,341,831,142,324,315,687,889,427,776,813,146,76,11,20,903,137,275,570,155
618,142,481,762,968,81,792,411,757,383,378,875,816,684,748,662,729,956,404,326,813,77,0,138,753,98
625,643,332,323,62,889,447,638,514,794,781,568,405,598,16,165,142,911,305,551,774,907,326,399,827,295
943,38,222,810,850,871,48,142,467,109,269,822,782,357,941,466,748,62,133,479,702,99,353,315,918,345
638,813,753,405,482,142,779,283,804,332,165,293,738,940,962,323,838,514,944,354,62,892,850,865,144,476
62,79,881,821,468,133,748,727,933,833,756,119,302,260,813,643,33,634,389,482,695,924,319,25,145,16
441,290,283,16,522,409,261,977,62,790,482,919,445,155,637,856,354,355,475,99,450,120,419,379,885,269
222,533,81,62,142,798,269,323,882,695,825,109,539,482,116,644,919,668,742,342,326,493,385,813,141,528
629,173,634,285,892,637,806,953,416,451,269,526,738,72,897,790,180,889,492,142,62,603,365,926,83,82
96,472,936,668,212,332,62,261,445,323,741,744,742,772,982,197,765,240,825,374,143,842,127,615,896,14
810,330,165,270,648,62,323,146,414,689,108,269,892,790,728,842,134,406,627,296,120,25,366,588,172,73
62,142,119,68,133,445,0,953,287,795,135,636,809,267,482,767,480,23,907,79,83,222,329,781,506,880
429,329,62,142,353,269,297,756,146,295,773,846,919,831,266,929,6,165,300,508,810,581,606,410,913,327
648,159,15,776,144,970,400,165,91,637,588,395,384,509,947,142,326,892,498,269,889,523,681,638,388,222
34,581,732,416,810,268,181,142,315,881,599,375,478,144,326,240,410,964,676,374,955,78,533,222,140,62
940,889,976,573,952,207,350,583,62,299,565,282,728,142,203,304,358,368,375,308,101,441,52,648,482,23
62,560,213,56,165,46,326,491,323,58,269,337,475,797,413,652,259,955,681,747,142,445,54,756,16,277
568,943,557,165,33,528,970,684,944,326,392,781,428,548,714,227,550,634,62,16,287,659,432,445,480,473
975,409,62,733,533,78,16,742,791,142,737,306,816,269,163,950,24,796,50,829,883,294,934,756,341,447
615,514,631,326,323,269,188,260,62,748,374,142,295,634,871,710,892,550,979,636,523,291,709,146,302,581
495,151,269,703,832,788,748,56,889,196,947,482,915,406,480,752,810,142,537,765,433,333,864,513,184,696
56,903,752,478,632,185,541,291,533,16,137,20,765,142,585,151,745,62,792,34,447,937,245,83,116,764
504,957,809,790,146,62,492,889,859,975,820,329,269,345,245,813,759,934,456,91,875,472,695,333,447,332
326,934,242,133,482,742,81,351,836,14,10,348,728,505,524,821,354,157,19,810,86,222,17,620,546,544
62,237,331,142,87,218,533,475,786,577,528,492,889,670,23,396,957,450,695,813,983,221,473,979,820,326
277,745,889,665,777,682,676,660,960,319,598,937,663,400,62,339,756,982,323,667,320,794,527,770,949,977
0,230,647,142,96,606,947,348,581,442,154,374,41,444,188,155,323,652,889,171,657,472,514,756,716,445
889,358,166,606,326,480,113,581,957,733,810,762,241,389,386,643,165,91,816,844,282,790,411,476,9,638
