785,482,323,91,926,645,144,134,453,62,886,261,110,295,44,538,297,326,369,528,779,103,146,253,226,370,99,151,460,169,184,899,329,142,571,0,87,667,222,810,233,971,445,457,807
703,296,472,918,178,480,605,142,583,152,903,440,411,632,326,319,170,329,588,212,323,533,748,876,514,89,789,582,161,15,573,165,926,106,487,261,475,268,579,447,276,756,53,550,295
16,567,0,146,84,125,375,142,409,404,882,703,151,439,378,323,730,871,91,628,632,31,746,752,269,686,645,972,10,62,475,523,732,733,384,105,428,943,20,165,514,627,756,255,305
155,326,744,61,62,300,165,434,977,546,482,756,267,892,819,680,890,87,976,691,701,886,332,268,142,689,43,10,16,146,160,323,911,167,445,628,480,620,669,223,269,765,126,871,915
323,654,461,62,105,804,585,579,821,482,322,142,864,310,140,932,813,756,235,889,837,297,72,526,222,748,424,551,21,143,803,83,628,966,111,401,165,324,859,428,240,19,326,779,340
597,16,405,850,209,188,442,62,645,681,790,567,533,144,445,341,93,810,70,142,546,809,369,802,636,606,751,279,447,483,813,295,305,92,10,338,733,326,695,726,889,866,91,865,764
346,154,569,142,294,269,165,207,222,19,570,780,930,943,35,436,738,62,440,155,212,703,695,281,495,954,16,354,754,476,255,457,386,468,666,807,825,298,482,297,924,441,300,295,445
937,682,871,223,203,89,914,269,681,14,19,303,913,23,646,665,324,838,564,689,516,142,847,703,70,492,875,261,123,500,480,326,180,16,260,702,370,783,366,569,666,571,762,746,27
889,23,813,711,62,19,421,954,430,100,269,133,881,112,724,142,326,782,323,781,768,324,816,892,933,882,668,30,457,335,305,120,533,581,374,652,165,618,60,492,545,844,14,46,194
142,89,98,323,405,781,672,722,87,135,955,341,926,254,668,597,696,62,311,792,809,339,755,187,297,681,628,588,756,326,706,117,559,348,542,730,445,57,790,88,157,166,808,810,886
690,323,797,638,634,981,853,821,480,424,62,68,87,889,687,142,402,324,792,585,326,388,445,785,721,165,618,398,745,791,552,123,269,723,295,16,921,780,118,146,674,278,157,839,33
684,358,796,269,919,223,550,277,282,552,482,226,120,392,813,16,775,98,142,62,76,106,846,23,508,390,509,700,235,668,617,91,488,21,370,82,587,216,152,447,335,25,703,926,950
716,865,135,475,571,25,296,695,538,610,542,892,61,632,133,196,550,159,146,790,597,834,127,955,167,211,207,779,215,268,326,274,269,960,409,979,860,756,165,947,482,27,410,62,142
222,83,442,482,62,478,983,633,334,136,171,118,523,22,142,776,202,269,56,821,447,528,261,779,916,740,816,319,541,896,810,982,332,781,33,346,581,860,719,656,370,323,783,647,961
33,218,484,447,34,943,222,445,926,62,897,344,299,892,56,797,526,795,744,606,900,980,466,697,207,142,971,78,581,645,326,40,721,615,167,651,60,410,911,404,692,190,885,141,558
889,447,482,810,180,439,480,797,434,523,55,969,243,504,341,684,481,87,62,323,294,142,828,743,487,541,752,700,269,194,967,165,16,558,592,929,445,182,329,291,357,326,511,32,458
207,639,166,62,947,558,838,503,692,79,596,650,748,326,853,142,165,257,208,440,323,889,16,281,813,216,602,88,415,17,478,111,691,167,315,603,339,977,222,915,593,269,390,209,494
980,294,248,850,947,466,613,892,872,503,300,332,599,414,250,602,752,93,142,779,756,739,734,326,783,467,552,859,656,270,791,480,667,809,269,392,87,222,165,333,447,838,588,585,514
159,79,634,240,100,409,146,96,56,179,165,69,472,516,99,644,523,775,828,62,638,713,414,924,231,16,550,222,142,816,480,583,315,785,144,64,587,281,950,913,618,668,863,579,482
854,457,810,680,142,641,62,411,351,848,108,663,662,813,91,702,289,588,21,56,536,612,29,628,326,924,929,285,898,233,165,959,155,15,531,645,578,710,631,237,245,593,269,778,369
691,62,146,142,482,864,480,472,853,603,900,533,375,326,949,779,278,680,979,159,923,79,943,747,443,619,952,514,832,889,938,295,345,305,98,782,710,684,445,935,668,552,74,342,641
260,405,821,142,62,912,341,779,568,832,918,433,403,475,633,325,333,165,797,695,26,426,813,790,971,875,323,144,535,934,795,930,217,792,889,810,222,315,447,926,808,452,56,556,484
440,909,142,165,838,355,967,734,62,118,248,93,315,910,533,718,294,92,583,302,581,13,81,219,107,297,879,379,241,886,971,24,475,577,146,579,91,161,892,693,381,282,376,688,696
515,339,702,358,932,62,283,380,250,203,480,810,559,864,746,14,782,479,222,790,272,837,445,407,514,780,16,142,612,581,245,583,91,602,146,615,786,240,779,303,330,883,376,909,3
222,957,55,681,188,813,142,977,854,889,781,260,410,526,831,650,266,390,62,56,174,325,332,971,67,917,628,155,160,210,958,873,674,102,329,40,952,445,0,485,341,450,14,625,637
46,748,929,862,615,291,405,62,421,222,791,808,764,428,474,752,526,212,952,393,557,144,401,889,588,627,681,23,58,566,492,626,327,910,142,165,880,499,598,108,445,38,203,326,662
89,430,124,810,56,323,91,1,60,378,634,506,571,813,550,952,612,16,65,545,142,375,494,565,790,775,421,864,950,645,403,824,369,400,39,889,62,479,405,581,537,799,783,948,593
79,142,62,447,69,143,61,151,177,790,649,21,323,606,165,492,814,74,433,379,409,480,76,445,231,813,392,16,738,681,326,428,269,11,0,431,979,400,222,5,144,641,550,628,405
300,606,16,445,409,438,785,0,627,733,269,429,756,810,114,217,165,374,871,520,405,498,326,769,966,944,144,62,559,581,652,718,813,287,335,656,514,245,816,931,588,929,602,367,222
222,335,813,875,56,756,824,445,45,339,302,924,261,746,269,198,492,263,38,745,952,157,375,810,126,475,141,436,116,892,447,637,871,62,180,142,703,518,204,151,514,466,678,569,869
496,620,142,577,810,592,62,733,597,581,883,585,715,822,569,611,447,445,772,85,81,194,746,46,767,889,289,637,947,603,171,79,326,389,636,929,5,523,458,7,222,515,275,441,854
62,143,31,861,661,643,222,142,88,703,447,276,81,837,14,267,87,853,326,16,144,256,445,207,797,118,636,858,56,559,440,119,384,403,10,490,398,269,323,133,438,245,329,884,718
326,482,142,713,452,497,810,81,916,218,977,145,875,934,523,885,378,348,634,830,260,26,50,52,889,813,210,16,728,782,809,970,756,146,626,87,838,62,514,103,39,581,245,143,323
142,905,222,62,502,187,135,810,267,176,613,503,467,892,409,377,466,53,291,292,752,709,854,326,947,756,958,323,781,295,645,48,165,482,52,269,486,348,498,241,382,431,77,638,813
0,834,931,377,62,348,847,606,180,4,528,287,567,451,32,147,751,39,742,305,405,44,306,851,269,142,457,118,16,837,765,577,791,779,144,277,43,207,109,646,217,889,326,300,912
602,421,514,810,921,766,62,678,94,875,708,695,974,482,779,164,480,982,333,692,905,289,761,166,287,323,54,385,81,340,881,647,57,240,135,155,0,568,533,648,251,119,608,142,56
71,256,493,274,74,16,827,756,178,904,479,81,829,977,222,909,941,699,889,219,813,492,676,773,627,309,490,955,860,515,748,385,142,3,165,588,810,91,350,550,406,414,62,438,80
304,438,142,623,442,593,333,62,871,752,358,907,468,16,836,414,926,323,615,380,165,209,405,396,273,927,969,571,326,445,154,70,128,596,144,79,972,335,803,53,133,115,538,100,744
389,465,146,635,399,549,821,196,514,311,693,428,165,548,485,787,368,215,209,482,142,159,473,881,91,425,62,323,78,533,598,779,56,847,222,879,612,374,341,92,900,326,701,810,956
752,447,102,87,77,188,144,62,917,326,300,737,154,266,889,875,763,627,760,129,42,295,775,421,553,748,813,943,539,845,56,16,983,25,6,375,142,756,480,405,81,312,248,850,596
482,375,56,860,550,142,16,946,326,488,640,560,597,344,756,449,62,392,714,709,10,330,89,649,790,821,786,585,879,943,791,819,643,638,174,107,846,268,777,324,34,300,231,865,109
782,495,133,659,62,906,323,746,324,482,480,813,531,515,958,810,876,332,392,714,863,984,222,458,606,552,269,797,925,681,934,439,326,261,864,830,241,759,297,142,634,695,305,313,589
256,62,746,546,813,482,588,628,949,480,928,910,323,16,618,85,649,130,293,634,636,131,174,502,222,687,445,450,68,0,918,429,847,357,385,437,621,411,202,452,738,291,320,776,648
379,12,430,695,638,649,949,142,51,214,374,242,89,487,480,326,269,265,62,838,405,335,628,533,410,583,340,813,16,521,375,919,90,904,618,821,79,703,221,178,344,881,359,710,810
481,109,535,297,31,552,142,165,657,743,166,98,810,684,437,374,168,502,480,339,110,270,756,890,907,16,62,479,53,560,127,751,411,845,447,915,323,491,668,144,350,885,587,273,746
250,715,142,634,472,542,10,854,977,442,954,222,66,915,853,151,196,872,492,963,650,752,292,639,641,870,482,889,76,769,313,459,681,354,433,653,289,266,890,87,603,15,582,239,345
62,146,173,369,94,445,748,482,756,155,165,943,958,921,853,228,142,494,16,569,0,813,106,783,29,932,959,551,627,340,670,782,99,474,929,466,871,182,183,231,507,807,341,371,323
222,889,668,142,326,321,621,794,162,896,445,810,16,820,17,779,813,636,119,68,248,756,628,307,415,728,537,470,155,62,831,701,480,928,596,923,14,875,261,533,420,193,44,634,590
57,249,445,0,793,621,54,883,144,56,165,539,21,115,853,76,467,222,645,414,532,16,681,106,889,786,322,62,649,829,480,887,135,47,160,45,457,73,330,345,248,1,326,269,909
142,186,387,240,947,667,711,438,134,396,615,652,533,559,813,7,909,225,294,326,231,834,765,695,62,323,180,809,405,513,81,147,109,668,810,143,727,950,645,218,565,756,889,789,385
93,142,602,79,579,209,441,422,329,663,16,965,291,62,26,977,165,889,948,335,915,427,905,745,480,60,323,875,701,410,492,599,790,447,144,300,975,945,267,389,77,235,846,659,984
576,447,763,963,671,43,118,16,406,428,234,62,161,323,332,326,874,634,271,165,552,889,920,275,960,44,438,290,142,785,756,457,429,38,470,76,779,565,615,921,931,810,282,56,668
860,135,62,38,838,955,261,695,191,71,467,724,748,726,17,738,533,87,144,982,809,241,789,445,850,702,685,203,797,492,409,323,79,449,326,597,165,956,222,142,83,824,633,177,378
142,797,537,269,84,283,16,944,282,960,211,964,248,515,810,859,62,222,573,738,726,494,141,330,975,155,563,918,161,34,813,482,728,118,297,154,466,14,467,821,645,637,908,324,909
140,960,245,62,681,285,703,326,344,813,895,588,190,88,955,582,142,903,892,814,977,612,101,323,348,83,357,743,931,563,16,222,853,0,645,569,166,39,116,494,838,538,943,237,346
466,105,445,679,305,151,203,26,490,641,62,144,291,326,20,756,658,34,428,369,323,222,685,972,640,875,269,79,390,603,557,16,385,857,701,142,119,781,176,882,550,179,257,941,813
639,222,10,398,231,142,447,643,795,13,268,66,52,814,634,468,282,838,79,62,548,513,514,908,273,269,482,786,816,347,410,952,92,918,668,907,101,33,117,404,177,73,50,654,478
738,256,10,369,713,550,31,224,586,142,348,973,295,533,53,779,210,390,44,966,952,294,144,733,241,188,619,62,196,821,445,465,977,266,240,865,447,245,280,906,16,782,323,360,384
91,62,142,881,813,73,950,269,478,926,492,482,447,353,379,533,294,895,171,682,222,756,31,24,709,120,134,9,808,337,231,378,588,445,282,602,0,516,435,321,633,748,826,780,454
350,142,281,756,35,16,336,373,505,77,482,969,34,746,737,889,765,639,81,384,952,864,25,846,873,794,533,725,313,436,108,620,62,165,324,821,433,302,809,870,144,222,586,918,146
929,813,35,764,62,769,482,217,821,53,678,514,142,860,628,701,746,234,56,406,418,588,457,568,889,178,695,146,630,325,526,119,681,772,326,984,852,385,133,283,859,480,921,875,183
703,144,410,269,902,24,202,17,406,323,865,786,820,62,618,601,21,445,540,34,16,885,952,889,165,648,409,864,344,482,247,509,810,120,918,691,797,182,581,438,50,772,668,291,818
326,779,752,78,661,142,214,482,533,949,684,280,974,492,629,16,62,294,806,809,810,509,892,145,813,188,632,971,730,918,592,956,447,0,445,402,385,146,648,34,889,92,308,165,654
142,756,143,875,445,703,636,62,575,354,680,889,638,16,277,790,165,551,269,813,52,548,674,612,458,267,430,798,154,810,515,333,447,706,568,442,300,338,335,759,323,746,821,291,118
813,165,81,789,142,90,728,445,99,74,16,977,938,269,516,357,643,681,865,84,289,697,684,326,682,756,632,533,781,810,341,378,508,711,680,35,56,405,62,475,889,797,656,23,792
17,482,142,969,62,900,695,970,367,199,756,300,870,733,16,865,133,533,509,952,785,859,60,662,606,240,777,176,875,396,779,810,515,340,890,144,947,286,877,903,445,910,295,703,335
62,480,179,482,214,472,142,269,792,810,155,26,204,938,907,486,326,267,81,521,538,804,508,223,165,533,340,87,266,146,445,323,956,783,889,918,977,149,865,14,695,10,240,248,474
779,704,956,756,781,445,16,240,785,142,926,440,57,323,223,767,482,383,62,918,762,646,392,972,245,293,222,648,357,374,718,664,746,287,773,977,375,892,952,326,937,700,69,269,81
273,810,61,142,87,319,62,335,740,0,295,960,659,333,16,329,666,768,68,887,638,623,647,236,171,176,165,892,507,392,375,650,323,70,345,81,110,792,445,123,151,695,460,482,856
378,646,612,779,369,62,956,44,975,931,476,314,703,681,280,346,519,645,210,783,970,643,559,323,466,514,152,682,900,85,813,499,326,317,142,84,151,480,571,756,213,41,165,282,889
643,165,806,147,615,75,779,374,603,912,62,23,548,60,955,621,142,918,821,277,269,482,600,977,457,727,429,886,509,854,95,981,790,780,816,326,871,480,963,577,266,300,738,144,473
165,865,907,375,62,595,977,492,899,260,478,896,565,970,810,250,323,222,845,697,151,43,16,651,983,613,841,475,776,513,636,142,752,969,854,813,681,728,441,286,909,773,691,72,133
733,702,637,977,62,33,976,398,756,285,76,16,326,911,860,864,780,859,546,341,405,101,491,144,695,267,41,797,751,392,638,324,813,241,142,217,810,783,247,17,222,165,366,114,294
406,62,858,779,281,171,142,642,871,89,892,292,695,834,842,326,24,155,521,482,638,542,548,952,790,457,549,14,410,202,783,323,916,970,338,91,889,955,523,291,716,16,475,816,938
269,791,142,240,16,289,284,886,810,767,982,909,482,760,779,146,96,340,342,20,903,409,546,857,529,180,585,38,19,480,127,323,912,338,445,475,949,521,62,155,947,593,326,177,646
867,379,753,323,928,326,31,153,756,375,645,649,46,68,813,414,706,100,780,943,842,222,644,983,650,508,358,695,231,155,140,686,850,952,977,167,16,387,165,340,621,142,889,11,941
441,846,323,302,889,971,142,676,5,90,712,445,409,128,482,695,963,810,753,76,376,62,243,621,581,983,620,593,737,273,300,72,692,756,240,605,447,438,926,354,16,106,294,435,474
813,979,326,585,253,133,838,733,33,695,62,495,869,644,300,933,56,983,970,155,362,69,231,581,16,793,282,499,289,101,142,480,684,808,442,955,447,936,106,392,251,892,790,245,795
892,70,324,194,156,651,406,370,840,798,222,512,764,930,507,487,385,977,752,973,414,581,652,938,326,645,482,980,410,340,349,929,813,79,647,638,618,970,704,810,918,142,974,729,949
756,779,0,62,103,730,404,664,733,302,813,5,595,790,81,142,21,915,495,421,49,54,151,339,64,259,285,457,191,323,475,33,740,810,144,618,668,930,300,969,628,983,684,577,535
737,233,955,457,873,797,795,4,165,142,179,619,212,968,146,289,966,889,58,326,705,979,919,411,492,394,867,482,592,765,305,699,480,62,904,16,66,910,79,123,323,218,611,677,864
297,142,257,889,207,222,684,77,387,514,696,300,508,81,344,895,61,326,412,390,682,635,779,493,3,876,553,482,120,62,839,654,405,813,33,810,144,689,699,983,1,668,557,41,311
775,859,810,556,197,580,222,581,446,140,62,535,889,499,142,670,957,44,710,268,553,929,714,900,546,298,854,776,662,629,746,813,19,16,571,432,370,828,533,244,649,695,155,445,960
834,12,438,946,62,124,68,519,142,323,375,960,813,665,781,487,87,555,521,285,889,157,345,493,445,392,900,21,326,703,765,533,841,81,106,120,470,384,983,247,329,577,261,122,442
834,62,492,534,142,756,879,79,44,952,810,981,65,790,326,813,779,441,114,706,732,490,19,816,909,4,759,220,703,158,970,16,959,323,587,908,556,843,72,269,966,821,165,310,889
161,375,889,781,326,534,62,821,783,70,38,820,76,142,45,871,121,238,222,921,447,977,677,947,786,542,690,424,516,864,583,182,220,269,638,646,19,548,480,378,332,0,756,295,776
581,860,326,640,767,765,423,664,790,32,72,39,21,260,489,791,375,865,146,754,324,263,222,942,682,881,16,269,84,889,482,191,756,207,603,170,141,845,282,833,559,392,633,882,644
139,938,323,979,785,490,213,813,595,533,855,739,509,53,91,881,896,569,232,62,718,219,137,60,248,472,203,982,892,900,222,636,433,452,217,931,844,889,197,334,89,565,142,671,86
62,909,409,291,480,690,548,428,242,533,157,441,979,813,700,92,269,523,960,153,475,165,484,142,532,515,125,668,329,144,802,933,868,764,977,323,361,23,505,808,375,795,421,348,155
219,99,593,889,326,790,573,732,16,655,513,950,165,620,875,689,789,195,269,711,62,416,154,291,700,924,222,941,548,423,969,678,146,930,38,769,207,283,511,695,324,457,392,871,399
174,323,10,854,167,445,142,16,405,947,351,62,222,756,674,295,283,943,733,298,748,303,571,361,613,754,521,482,349,497,907,375,363,889,183,332,466,231,98,728,779,634,874,788,87
142,688,552,703,247,438,813,930,93,765,62,480,432,492,73,208,663,756,0,406,182,963,146,538,379,668,593,294,120,16,261,695,685,553,165,326,830,323,909,537,724,634,161,269,200
142,323,144,50,198,235,445,62,411,810,68,23,468,950,889,140,976,779,892,970,952,282,362,37,881,806,174,588,338,829,120,317,833,58,890,40,733,33,516,297,52,171,287,514,325
810,977,720,257,326,615,480,142,391,922,691,947,445,222,482,905,889,472,193,783,515,781,56,294,447,546,119,487,740,280,649,367,287,332,165,899,146,441,230,379,598,16,867,743,737
269,62,853,596,146,802,58,803,132,142,190,871,610,431,480,636,353,753,482,478,212,333,314,559,457,813,147,533,886,974,514,783,283,519,130,821,558,91,542,638,386,345,810,751,662
695,621,854,838,482,809,300,857,146,178,68,385,643,16,322,912,958,326,602,174,62,142,977,782,93,33,767,625,612,466,847,690,969,648,76,585,335,845,0,598,700,514,56,756,928
545,136,58,939,541,98,479,445,918,923,143,433,62,808,514,756,395,208,678,482,270,326,16,810,165,243,816,383,194,278,404,826,163,20,155,293,501,809,929,144,391,132,548,963,384
757,323,16,62,889,165,142,222,977,360,23,146,480,295,747,110,853,446,269,691,813,774,950,979,340,453,12,345,1,84,492,473,748,329,672,76,78,668,281,47,598,533,333,756,764
142,703,133,165,310,326,296,480,223,745,323,118,328,56,521,523,428,786,87,957,879,294,920,226,81,157,792,671,62,756,340,801,649,445,779,537,621,847,457,744,159,233,222,14,16
552,445,81,618,56,269,895,165,354,480,264,748,812,918,892,142,381,373,209,245,338,233,151,528,169,87,465,1,434,58,119,962,860,335,926,14,585,955,859,305,62,599,756,810,326
902,155,62,559,276,764,863,202,87,142,972,209,616,269,482,577,514,64,582,330,445,810,645,241,268,674,315,835,460,14,915,409,466,98,187,668,779,325,949,877,326,384,865,16,149
16,142,207,821,269,323,377,728,296,62,222,881,53,939,280,983,260,26,529,445,850,44,191,180,804,431,684,854,187,34,977,310,766,173,333,961,810,91,335,73,503,748,480,681,779
810,173,557,62,938,16,943,291,222,889,520,248,110,765,555,963,492,791,165,128,708,11,762,809,142,632,702,790,560,133,191,269,405,803,327,569,718,482,155,389,839,197,466,114,56
409,238,668,482,504,498,918,16,62,44,865,491,45,377,636,474,410,497,645,684,892,351,703,834,142,146,405,983,269,393,695,669,581,367,691,262,710,245,517,864,889,451,499,587,603
480,482,515,296,194,371,581,79,492,142,769,977,35,860,756,191,421,695,776,944,144,245,62,165,838,716,146,795,851,91,5,174,821,409,790,44,755,701,261,862,385,526,330,553,315
781,709,142,375,27,947,32,821,801,222,279,632,531,482,630,323,526,52,87,431,10,569,294,514,38,533,935,62,551,696,445,737,712,215,668,766,757,289,472,528,315,854,335,880,96
326,563,448,134,222,781,889,801,581,284,794,17,780,143,756,698,762,257,428,409,165,492,790,482,473,400,445,709,357,565,684,695,256,776,142,439,177,118,579,16,955,846,691,258,91
499,853,323,663,374,475,188,62,779,203,326,919,950,363,447,642,824,142,886,13,16,765,668,144,53,56,638,514,332,473,858,428,482,0,81,134,151,421,31,430,747,983,813,773,571
16,700,269,759,56,296,225,19,73,271,62,340,944,283,345,969,983,445,106,101,323,142,821,447,178,548,889,326,165,533,213,77,756,79,975,256,800,813,446,293,810,40,709,98,25
16,810,380,142,970,375,146,696,307,90,376,68,930,335,889,379,326,136,323,871,582,447,91,480,268,864,636,446,615,245,681,796,892,82,882,482,618,106,536,581,267,597,947,485,800
222,482,445,142,0,202,23,829,953,847,809,249,517,452,553,87,788,384,612,699,864,305,756,764,14,728,16,62,970,102,15,144,794,810,762,66,641,110,345,648,924,326,977,854,300
142,514,323,487,900,291,394,578,62,446,222,16,218,636,615,810,530,31,773,980,444,333,585,695,269,529,779,50,668,204,864,943,761,482,691,339,256,697,967,643,846,155,495,281,485
371,660,652,808,533,218,409,230,587,100,142,571,500,346,294,581,792,612,62,628,53,5,68,810,23,42,653,482,509,79,983,751,0,955,327,16,222,245,307,438,209,335,937,256,432
269,681,889,105,323,142,491,621,821,245,881,813,643,606,0,897,318,482,827,859,447,231,684,699,603,687,588,146,118,638,480,888,87,166,825,908,62,514,810,170,211,445,350,483,165
559,797,575,467,915,960,146,26,142,473,445,91,180,93,204,324,326,682,748,357,248,610,565,360,96,19,269,627,247,956,588,135,646,943,780,537,165,16,337,116,548,909,684,674,222
81,759,52,340,19,739,952,14,889,480,142,329,445,165,689,829,865,688,59,848,478,765,780,222,756,269,933,585,552,447,324,38,42,701,531,217,592,588,409,385,808,495,824,168,16
983,616,692,412,835,885,245,793,882,142,515,947,81,695,405,207,106,0,977,323,813,326,829,955,839,330,832,62,21,655,492,79,166,497,151,41,25,865,751,222,726,984,499,482,315
480,223,829,445,383,309,681,326,8,222,766,170,618,447,727,14,645,514,335,389,323,813,596,748,497,16,872,265,116,267,684,207,792,146,118,498,871,50,910,983,21,695,755,56,732
955,245,62,74,892,165,323,142,533,970,837,569,482,305,610,695,358,703,669,335,283,326,977,332,23,409,445,945,850,864,16,926,751,428,447,622,396,960,620,57,573,87,31,514,106
552,273,813,824,4,385,146,142,55,183,62,315,929,605,470,783,326,541,75,378,410,445,380,328,240,269,311,854,81,222,427,353,174,149,295,770,33,245,179,480,639,578,853,106,320
390,697,335,797,414,491,670,326,0,482,691,62,269,701,295,142,181,64,581,724,695,375,576,498,755,889,485,558,91,947,585,338,438,16,170,756,571,809,155,764,164,225,146,106,533
