269,440,479,796,699,43,782,362,58,222,480,323,142,647,785,16,307,756,838,952,100,118,743,801,424,875,146,62,809,447,231,401,643
212,634,666,756,332,353,142,861,749,76,979,646,370,821,810,854,817,813,650,326,889,618,552,738,14,879,588,924,838,517,900,50,883
329,695,183,49,813,983,66,23,105,287,979,638,546,440,323,514,466,52,668,746,205,142,533,326,837,222,643,539,464,952,54,106,16
174,81,808,482,949,529,62,576,287,36,472,889,823,825,588,424,222,875,370,837,77,428,326,695,16,783,843,728,480,323,300,65,854
399,167,448,142,373,889,546,792,146,746,131,598,165,364,245,925,79,118,480,14,186,16,668,813,222,613,634,517,445,21,231,62,155
859,124,271,326,577,384,969,515,903,58,711,850,269,746,580,287,749,827,605,339,659,62,52,300,907,618,464,627,142,357,857,79,235
5,883,703,324,790,842,837,492,514,240,475,42,295,643,62,16,10,615,892,339,323,779,960,628,216,761,223,918,440,926,785,269,294
142,960,892,851,779,73,684,517,832,521,681,99,679,441,296,810,859,750,8,62,396,76,261,354,628,480,889,43,15,955,387,482,177
457,76,91,695,16,515,348,482,118,887,668,392,768,165,142,375,673,323,87,889,310,106,287,790,551,62,938,645,690,813,216,410,731
634,445,501,62,480,910,222,145,764,139,311,955,378,410,560,142,77,485,790,269,787,337,943,409,492,405,270,976,702,165,482,450,755
894,881,581,952,963,781,165,624,197,338,813,979,142,16,272,323,628,709,396,810,345,523,14,482,445,480,918,269,835,403,921,194,214
557,16,615,849,404,595,558,482,409,876,201,596,581,736,248,67,579,62,95,91,765,792,338,318,966,489,824,728,165,785,747,142,648
864,821,269,142,834,695,858,16,680,291,445,571,657,921,62,970,76,326,240,756,452,222,889,342,245,56,746,297,492,466,928,638,930
142,732,649,572,646,703,294,269,295,864,495,439,326,647,354,810,67,475,956,52,515,234,55,155,960,533,62,517,733,966,384,867,54
133,813,791,668,222,207,597,979,346,612,144,62,366,889,211,480,865,938,165,634,981,960,269,186,139,919,779,581,273,326,783,409,405
582,411,142,327,319,792,813,975,859,693,62,182,268,88,524,538,170,752,517,756,150,970,672,724,445,797,217,14,108,125,240,837,292
326,566,135,385,16,732,725,97,585,132,247,62,676,689,466,329,363,323,918,269,578,482,146,584,460,277,174,165,602,24,792,712,27
756,928,889,668,421,210,14,581,445,142,639,813,646,615,148,303,60,212,738,775,480,296,16,416,269,81,777,270,109,165,261,222,392
875,55,433,689,436,577,422,46,950,809,529,703,523,795,118,320,326,979,144,269,588,43,482,771,38,837,447,628,124,907,62,165,958
645,269,618,791,239,533,422,405,638,982,929,960,772,165,315,142,16,813,703,602,392,5,949,513,892,571,797,185,861,340,810,837,62
704,218,514,62,99,323,813,142,779,88,289,687,243,407,79,864,835,197,747,141,695,40,808,44,733,384,892,800,914,335,87,385,165
88,163,634,445,710,921,475,354,680,144,447,781,345,480,194,142,605,892,1,881,222,157,380,550,889,703,917,170,632,326,845,131,825
934,445,325,784,524,197,821,956,765,810,600,25,434,142,514,262,375,295,144,681,581,634,62,668,977,370,703,764,756,261,957,174,939
222,142,285,821,576,889,816,62,480,353,332,16,69,634,166,654,269,259,631,834,215,326,460,280,567,892,254,447,195,839,660,882,852
392,62,297,557,730,514,381,218,821,684,860,314,795,523,295,37,143,977,940,697,492,692,603,457,146,451,172,695,269,717,810,212,142
973,142,269,617,523,765,810,502,458,588,127,445,847,418,756,405,62,813,409,147,651,806,480,779,367,23,954,433,660,910,287,315,475
483,445,680,297,62,105,889,733,881,440,522,526,257,904,688,164,369,142,165,468,695,542,977,49,835,323,405,197,513,668,538,500,295
821,62,756,237,267,68,44,889,392,120,698,958,907,810,445,16,7,326,615,432,802,754,955,142,121,33,158,521,81,472,776,585,174
676,810,118,157,664,565,38,269,62,300,628,706,122,645,76,91,482,378,959,341,627,445,582,726,570,907,579,700,108,190,356,460,332
62,680,514,977,444,910,145,300,756,576,979,742,908,779,959,16,932,808,871,326,837,222,824,628,836,422,142,813,184,120,946,790,23
0,958,150,876,792,445,2,366,322,425,533,889,133,142,405,152,438,963,514,872,288,600,165,821,585,326,260,411,62,482,769,722,406
16,188,165,806,762,269,282,918,983,392,109,142,445,813,947,722,87,889,831,548,354,323,384,533,695,204,659,875,576,326,222,636,9
502,142,83,29,261,699,459,889,578,977,864,505,385,300,770,305,354,33,981,638,577,595,79,87,746,765,151,145,10,968,636,628,723
472,301,445,875,3,533,326,813,474,271,880,756,909,165,597,83,827,710,62,952,824,16,539,146,774,45,863,482,512,879,137,975,209
358,810,482,645,871,142,376,219,974,780,269,967,87,257,620,238,636,558,489,234,823,961,889,649,56,746,222,681,602,738,375,7,918
279,864,326,634,703,628,0,918,681,118,338,280,645,205,142,14,633,646,287,62,881,91,891,733,833,260,342,255,810,269,695,390,673
521,548,142,480,772,379,475,556,180,197,816,748,854,668,191,135,123,695,682,656,594,187,799,482,969,843,528,269,115,756,334,276,326
757,62,536,956,850,706,533,733,668,765,338,109,292,16,44,236,638,165,151,480,48,142,42,546,955,925,854,514,756,909,193,132,184
417,329,889,913,323,209,955,56,703,445,859,297,222,834,655,816,285,727,746,55,300,960,400,947,269,810,142,514,756,375,668,656,645
912,404,50,326,223,315,265,344,323,947,184,889,333,16,222,146,354,277,363,226,142,269,572,445,56,165,745,62,894,241,892,61,944
482,703,733,218,404,326,602,695,137,323,405,62,446,291,730,295,101,142,230,807,167,808,910,157,550,234,78,445,457,954,447,756,865
465,324,753,141,166,376,297,142,508,269,149,634,165,79,550,494,921,45,688,72,445,331,763,956,252,155,542,918,84,892,728,307,13
165,906,892,681,472,261,154,779,184,142,326,634,482,889,241,210,385,823,699,828,756,151,333,561,62,851,615,445,630,684,144,222,92
450,354,118,53,52,438,587,144,277,55,65,943,326,892,797,234,548,703,775,457,269,711,499,287,323,738,56,62,70,76,187,142,296
893,367,522,875,48,943,603,16,127,908,835,956,2,114,375,15,142,120,526,445,409,62,930,61,53,665,269,695,777,854,776,256,18
889,269,646,326,232,810,45,89,698,517,294,817,142,484,621,239,409,478,56,960,319,163,533,809,165,613,287,323,457,546,668,144,666
39,611,155,494,668,765,789,172,646,105,358,472,803,710,62,908,252,741,21,907,142,115,52,33,728,296,848,240,76,918,769,515,957
482,679,62,289,797,447,810,487,947,959,445,756,718,514,326,430,218,977,174,533,155,204,634,362,686,587,79,240,151,801,957,120,829
590,143,482,732,326,233,161,409,666,756,154,333,684,127,810,929,109,492,405,438,957,0,924,142,514,50,814,517,62,895,904,457,269
905,824,185,482,537,38,323,813,930,269,889,440,338,882,955,669,284,120,968,522,887,210,282,829,588,801,779,341,853,765,231,874,79
215,174,864,62,333,889,379,142,447,533,756,91,277,222,53,70,120,87,52,48,592,118,269,822,494,482,326,629,79,247,445,413,147
689,62,420,975,931,581,610,889,668,960,400,652,865,143,724,16,65,79,248,684,89,871,709,482,323,792,245,813,326,810,983,446,144
889,588,92,270,142,958,854,519,971,482,739,700,84,813,173,144,62,892,810,416,800,929,260,339,548,639,296,559,881,668,357,621,966
918,19,779,296,882,810,948,652,703,838,323,959,690,514,269,824,412,289,165,89,480,943,76,853,247,409,482,477,533,260,34,668,142
788,756,348,219,93,597,295,326,236,643,821,120,728,881,541,983,62,142,482,406,405,52,771,875,513,91,323,269,418,442,279,813,367
606,810,184,52,715,405,529,142,620,686,523,438,962,179,298,930,871,843,979,384,62,339,310,637,745,572,58,294,581,567,618,370,17
62,279,424,695,105,14,568,245,142,165,16,207,732,329,790,482,744,348,578,287,299,443,701,567,21,514,921,737,891,447,146,756,83
311,482,729,970,665,585,68,628,287,618,540,889,317,323,367,959,62,581,14,146,142,688,966,606,703,523,351,260,56,168,10,950,548
27,144,62,331,716,548,588,756,260,146,269,380,305,810,480,227,938,977,315,58,776,288,911,619,396,875,421,91,797,909,813,779,21
480,749,144,348,501,523,464,797,506,142,53,546,597,620,687,240,303,636,207,466,385,0,3,19,781,684,362,256,823,56,421,222,269
889,62,813,405,756,495,518,597,508,668,957,250,0,390,247,905,837,193,23,691,466,142,418,982,834,189,139,359,718,546,581,596,821
929,409,633,782,516,889,16,785,323,220,494,813,261,405,844,370,730,728,961,326,133,579,636,638,260,62,181,927,762,307,708,58,222
62,960,730,788,45,947,28,135,684,16,291,981,225,56,653,596,303,792,142,216,436,323,756,662,900,977,106,68,779,637,705,973,616
222,470,573,795,390,445,983,269,980,227,762,184,429,142,79,620,384,56,516,273,584,35,892,492,370,778,62,480,146,728,638,482,671
62,315,157,482,830,326,516,552,952,378,16,480,52,845,323,345,124,222,133,269,155,969,85,756,821,779,142,136,445,79,790,889,587
62,550,889,565,718,392,814,859,332,235,16,380,131,860,27,776,482,465,781,60,783,947,129,507,32,375,466,180,813,248,668,142,405
550,645,62,194,392,949,810,484,842,142,390,365,31,820,887,127,205,756,578,43,252,479,323,165,447,478,947,537,762,14,10,497,326
631,680,813,712,374,362,31,323,746,482,87,445,326,79,43,457,354,639,559,668,106,779,226,893,0,282,404,451,324,332,142,109,760
218,142,101,606,108,657,234,750,170,929,330,576,792,548,438,881,533,668,854,16,703,646,445,440,492,637,639,165,62,323,521,773,979
142,889,323,509,46,695,295,122,324,647,883,821,519,684,114,927,302,150,269,931,681,920,733,813,78,491,674,29,61,728,44,487,676
142,642,269,291,546,962,266,50,813,484,83,550,163,788,249,44,937,700,638,376,222,514,790,101,898,128,492,62,981,756,165,323,46
533,412,345,354,142,480,865,424,62,16,166,597,501,778,618,892,419,326,204,297,486,19,151,699,423,453,233,732,569,977,747,785,323
542,2,746,83,493,443,326,269,231,848,821,308,480,645,779,585,165,14,969,282,783,62,854,240,456,890,864,745,891,892,16,587,300
199,969,193,323,881,326,983,252,16,564,585,790,467,56,8,900,409,821,889,774,949,142,189,132,578,165,62,421,764,330,910,523,779
905,191,614,482,144,165,62,950,480,146,323,984,645,167,269,126,681,832,467,559,730,447,326,173,81,142,374,572,875,116,767,166,889
680,722,813,733,143,152,864,457,41,62,19,697,307,58,921,445,953,0,496,808,836,323,668,681,646,327,793,848,767,810,96,855,155
631,802,376,345,315,509,597,305,786,590,142,905,56,332,62,338,516,478,678,161,752,689,16,879,577,970,834,144,47,152,759,598,442
392,943,679,62,634,155,821,323,733,874,144,374,170,695,955,159,142,225,923,165,885,139,941,175,894,267,43,881,492,974,482,91,643
844,322,625,87,222,879,566,48,482,669,165,602,445,346,44,797,916,615,269,62,860,754,533,654,16,671,142,157,133,773,877,96,114
571,161,771,154,523,699,354,62,180,969,269,615,93,287,581,23,881,873,305,311,519,16,457,187,87,564,728,626,142,813,326,5,554
768,809,684,914,375,700,785,609,142,255,813,20,16,837,979,482,62,185,719,182,217,65,492,157,909,146,169,860,681,826,326,875,668
809,240,404,926,951,79,1,142,190,975,569,482,634,791,333,698,207,62,472,441,779,354,283,889,323,345,301,269,938,485,810,414,959
62,249,363,918,878,320,269,979,645,724,900,544,875,475,326,947,485,418,392,919,101,910,889,217,588,409,762,16,480,482,813,440,335
955,58,440,197,62,14,273,924,139,118,331,142,794,889,868,853,546,416,854,19,597,957,779,179,165,871,87,155,324,438,232,691,695
269,62,240,822,61,56,79,245,588,509,505,730,218,467,791,782,475,134,638,872,146,915,949,142,267,86,165,191,548,323,854,326,173
306,813,134,323,375,153,108,224,588,46,947,142,912,326,62,602,909,166,942,521,416,955,269,9,890,452,212,161,5,767,836,950,144
569,812,163,609,62,950,813,933,955,482,513,583,16,213,809,842,445,636,552,781,405,958,588,323,826,142,810,91,355,341,541,144,747
62,638,681,712,807,517,492,99,430,813,372,225,977,969,329,475,71,705,234,844,142,889,577,17,668,269,627,642,711,952,252,33,797
889,295,971,404,142,87,375,684,480,324,300,716,540,874,979,89,173,517,319,326,807,612,577,62,655,424,21,412,323,269,821,15,144
326,700,269,881,478,624,333,142,802,369,826,180,945,291,480,911,871,634,320,813,16,603,287,405,859,68,214,484,62,791,565,808,167
699,324,144,810,99,550,291,689,921,428,16,323,296,26,938,213,62,89,118,79,17,409,451,617,964,492,779,908,961,785,645,387,467
676,269,246,144,482,790,137,142,445,550,838,615,62,68,294,810,480,889,907,781,921,442,605,462,430,165,34,529,81,475,638,881,983
892,23,142,392,790,482,695,12,62,440,445,855,323,533,797,329,256,853,813,35,270,350,457,809,954,714,167,30,524,956,54,213,81
45,314,62,214,10,756,222,410,624,142,194,407,16,957,445,153,881,79,188,426,571,764,482,533,146,684,390,485,252,209,443,299,853
677,20,279,620,943,482,16,746,540,68,326,55,62,435,165,556,931,184,794,485,323,230,618,142,678,756,240,889,300,791,871,810,779
257,776,809,47,765,468,222,16,353,161,340,428,14,881,688,320,544,442,777,233,173,616,447,261,291,889,791,810,846,825,691,534,87
779,733,864,45,21,101,16,142,79,345,339,135,390,529,77,62,212,18,0,146,642,268,205,392,444,514,627,913,892,835,216,889,250
538,157,33,884,889,810,62,634,142,99,668,790,384,282,287,537,798,831,769,781,789,533,211,116,16,79,323,405,515,695,733,813,832
16,821,62,95,445,810,441,142,516,492,10,269,799,943,950,45,475,97,517,889,862,458,165,756,5,0,892,809,977,868,627,326,606
38,466,78,445,771,854,321,720,732,169,127,170,294,101,133,405,621,174,479,645,88,111,748,889,975,311,62,619,946,323,758,813,251
353,45,48,813,244,398,409,756,234,326,269,142,62,984,875,859,838,550,16,501,67,645,421,810,300,384,287,924,289,106,938,571,949
222,821,62,15,211,775,969,144,10,194,375,56,810,919,165,327,756,50,331,142,645,326,526,16,588,621,728,977,532,255,53,907,970
977,173,762,881,142,748,282,182,0,237,103,26,491,581,377,712,222,783,326,157,391,848,792,810,975,950,44,853,731,746,79,591,165
646,52,11,10,142,938,905,156,940,116,333,340,358,739,859,653,348,440,790,615,588,68,752,900,821,563,756,341,981,729,465,222,62
681,87,445,142,282,846,109,330,583,219,523,756,326,810,902,229,91,0,299,323,482,618,983,269,62,380,538,948,28,383,581,597,621
810,282,638,79,875,78,133,921,10,952,84,33,581,780,326,809,323,889,625,41,709,533,62,779,134,938,492,445,653,52,813,890,354
854,439,881,355,813,980,549,16,977,627,797,770,89,809,983,62,495,482,480,330,142,19,979,315,222,877,953,810,477,385,207,296,892
142,791,156,850,207,442,17,668,565,585,223,56,571,288,930,690,62,622,415,19,848,897,740,810,385,363,61,977,126,326,269,650,515
588,95,142,280,871,535,445,533,0,91,719,146,326,405,728,279,788,52,379,62,514,341,165,634,338,809,905,321,732,837,482,213,294
74,756,444,142,62,87,79,188,785,170,732,487,462,269,881,332,555,724,547,816,222,918,165,374,514,326,941,323,638,980,944,966,16
775,56,62,269,928,16,740,839,892,831,693,142,684,326,332,144,160,580,91,79,813,880,50,87,903,730,457,918,386,677,338,756,478
269,435,305,190,142,16,68,739,20,222,879,457,301,87,835,62,958,790,511,792,889,335,445,409,480,727,810,280,556,785,550,929,973
739,881,580,62,294,499,434,646,340,142,856,853,695,808,644,748,89,618,124,173,615,135,983,786,984,457,783,324,756,849,889,286,537
879,859,409,886,445,958,323,756,269,441,144,668,947,689,66,700,650,19,588,909,781,142,793,950,800,16,835,62,256,14,921,620,581
91,768,365,746,147,142,445,326,585,668,756,222,643,892,810,645,494,482,514,269,440,931,241,203,118,813,245,64,431,789,952,16,297
521,764,62,405,445,212,783,305,533,223,175,482,16,765,844,979,396,142,317,222,579,740,390,5,330,490,28,891,821,447,414,136,889
0,357,779,889,728,857,573,482,269,854,533,16,971,94,323,154,977,804,797,802,853,648,149,581,62,7,222,324,898,908,826,338,241
409,813,50,84,889,867,55,786,146,637,618,676,62,142,222,953,207,17,797,680,177,791,799,533,46,647,279,303,602,927,588,956,269
144,56,534,142,62,521,177,207,814,300,475,287,442,295,596,98,627,959,165,447,809,879,932,452,324,4,730,248,703,477,288,779,673
642,657,588,269,629,523,142,744,410,882,756,478,120,955,810,467,668,144,627,437,79,615,813,533,88,132,492,864,803,748,821,202,790
347,142,222,606,900,785,295,756,507,384,33,813,2,323,370,62,474,815,326,165,938,881,447,480,174,81,288,645,892,16,921,438,724
549,912,144,682,492,728,454,159,485,521,184,142,89,480,383,464,107,422,235,1,889,41,484,35,76,335,286,119,43,348,194,691,62
341,62,530,16,482,174,775,959,105,279,954,695,585,73,165,659,291,748,926,605,48,559,708,691,681,303,759,756,410,480,741,248,892
5,476,252,404,692,380,533,142,938,892,52,69,156,724,471,62,82,889,411,559,56,445,327,165,226,216,295,208,865,91,269,334,515
523,87,776,491,813,53,514,219,369,326,676,330,889,409,354,784,907,142,701,132,16,613,260,131,565,457,756,634,821,62,22,952,754
629,243,13,131,315,980,95,872,668,335,342,809,68,16,391,596,165,690,699,269,339,70,177,142,943,862,598,222,323,810,287,977,244
728,400,695,142,387,875,326,865,941,98,943,296,408,639,565,56,533,480,341,668,786,441,416,379,847,62,151,396,788,797,566,769,208
142,482,16,501,14,877,893,53,797,932,889,183,627,33,567,930,494,62,99,38,645,269,108,566,672,106,445,634,42,817,963,204,43
889,548,64,241,297,165,174,81,440,55,142,588,512,571,845,720,871,173,32,16,482,326,300,578,779,795,518,503,810,752,672,302,245
62,310,378,260,142,970,918,777,69,453,151,294,297,639,192,630,791,320,81,269,695,16,346,746,756,375,371,762,120,165,89,892,284
255,451,889,300,165,810,193,102,142,813,410,619,324,146,893,45,790,727,690,611,62,256,475,120,23,323,284,485,252,970,981,248,332
919,376,618,496,142,871,457,370,378,790,474,291,222,839,874,617,771,792,89,326,967,678,892,405,74,165,636,795,62,154,482,445,389
929,514,691,26,954,248,441,668,977,142,822,604,892,324,192,756,300,541,216,982,561,498,62,955,675,326,184,818,810,294,375,748,374
370,142,642,326,189,792,295,472,62,445,203,416,768,270,405,797,424,596,895,546,397,264,133,144,89,970,695,130,977,222,87,562,376
287,157,865,269,407,76,858,792,864,918,909,813,370,695,116,447,585,480,422,62,445,283,458,152,155,323,756,174,61,742,87,892,142
193,813,626,352,383,955,142,907,357,727,341,269,938,928,249,253,979,222,921,276,91,892,194,959,62,977,482,105,131,680,797,784,889
810,684,326,492,784,141,313,779,405,323,559,142,316,0,385,977,62,250,929,32,345,824,109,900,838,412,875,58,94,740,689,23,294
875,668,445,920,757,375,245,144,62,142,581,775,46,482,57,388,822,834,756,438,480,499,241,326,444,323,813,222,548,315,964,26,577
762,691,971,257,889,87,892,405,305,376,142,269,705,62,419,587,723,283,970,368,482,115,26,895,409,27,533,385,639,222,361,552,326
353,393,142,41,357,326,421,336,16,62,756,781,698,482,47,335,345,480,445,310,91,221,64,752,295,594,222,533,301,715,705,977,674
684,142,401,405,56,269,16,952,760,237,323,44,797,282,62,482,296,326,703,248,756,124,478,774,979,241,535,239,412,889,99,511,11
235,133,964,756,638,269,409,16,179,941,617,385,797,62,548,414,821,596,982,459,207,650,527,857,695,732,824,222,203,218,669,892,142
167,142,756,810,269,546,273,728,875,786,696,955,451,62,68,746,480,475,433,864,775,533,914,146,597,445,144,81,929,635,921,668,523
342,552,16,790,142,62,626,791,323,526,684,279,633,354,375,776,28,77,264,447,748,881,657,802,92,515,214,295,511,983,325,695,889
901,480,62,881,810,253,533,142,695,953,56,16,369,939,222,405,421,68,14,236,493,3,482,279,396,180,684,355,438,345,903,155,447
467,248,684,144,0,106,204,889,261,973,87,21,62,303,153,445,447,323,146,165,898,273,931,260,370,491,190,338,645,401,519,900,142
841,326,487,411,36,756,79,795,336,16,704,354,142,62,125,924,708,918,667,482,950,55,323,442,615,954,947,713,216,445,447,568,979
326,859,929,969,966,466,17,640,926,447,482,330,81,706,142,62,451,492,561,559,892,636,497,146,315,11,222,0,670,212,695,436,341
969,924,777,853,142,440,16,378,56,115,323,793,583,700,81,269,492,779,404,947,53,681,929,588,354,447,295,533,202,340,684,445,296
714,346,533,514,188,379,688,715,821,392,795,754,649,494,606,592,724,16,323,593,764,539,646,691,482,810,285,142,689,790,465,648,445
958,482,300,411,457,142,33,376,889,147,270,114,951,378,555,222,806,0,668,108,480,897,638,567,38,56,615,100,119,62,68,323,790
332,387,782,392,891,146,323,889,868,627,792,429,795,639,756,754,646,565,287,669,269,477,84,9,681,391,966,133,151,880,375,271,947
266,142,326,484,636,16,924,445,70,475,222,889,820,348,684,733,409,269,782,580,446,827,62,548,785,810,23,165,961,979,84,146,935
668,936,717,123,142,324,315,62,10,231,767,138,314,45,47,821,89,311,617,323,90,64,16,165,326,541,889,569,222,558,404,859,279
323,62,482,445,645,357,302,618,354,262,439,16,977,220,226,756,822,442,624,960,260,79,816,856,732,974,144,559,889,656,315,478,786
495,323,889,62,253,410,326,581,87,712,343,216,16,282,281,864,769,938,142,781,896,163,480,643,338,743,239,445,596,269,297,892,705
665,81,230,326,709,16,142,146,756,62,871,457,838,979,983,641,684,638,269,908,254,536,706,890,185,567,728,479,470,943,335,670,294
81,410,853,142,854,26,581,165,723,911,786,333,482,62,588,269,389,384,51,809,813,889,189,254,180,959,157,429,538,261,98,708,151
91,898,615,514,40,338,541,142,983,636,241,62,145,924,579,797,38,480,632,682,570,473,78,134,269,23,580,52,0,396,482,287,224
16,822,138,466,648,409,62,853,152,565,127,499,144,475,146,323,411,277,53,835,447,785,165,821,703,60,81,765,813,79,40,477,748
142,797,751,56,909,548,828,676,569,302,293,790,103,613,829,62,106,136,963,875,404,711,332,369,147,391,221,803,881,639,340,542,776
508,585,983,538,329,260,90,36,445,906,159,417,89,16,847,776,155,651,182,730,809,785,269,45,62,804,142,550,261,451,10,462,338
142,613,91,343,604,326,549,977,301,14,447,889,692,581,377,63,165,62,226,512,514,222,779,194,876,144,681,61,99,277,780,269,837
921,859,613,62,492,501,672,895,142,151,447,595,369,100,703,269,300,704,326,357,434,865,235,392,332,588,694,490,952,118,580,907,673
151,88,324,464,604,612,892,747,254,844,222,261,62,797,781,376,954,406,581,909,956,313,707,585,340,813,437,821,332,948,211,445,300
323,859,809,16,756,475,363,62,391,269,588,716,581,218,983,259,59,427,943,970,329,382,142,77,819,410,577,151,633,220,821,81,79
827,966,56,568,681,25,144,409,79,975,533,480,445,129,728,707,120,323,45,87,91,845,16,495,756,231,482,938,245,456,890,15,269
458,806,142,739,913,62,341,943,756,533,681,99,789,864,52,155,890,821,845,323,269,881,779,528,245,264,983,455,118,217,540,938,835
16,142,379,514,756,326,542,333,175,268,681,5,900,613,568,306,572,163,912,909,235,669,96,10,604,376,106,871,79,939,646,264,15
345,603,588,299,533,514,829,146,0,174,802,358,716,222,245,142,554,269,13,791,435,846,538,176,875,779,580,645,903,681,235,892,622
750,871,89,283,404,142,889,752,629,30,222,81,944,16,482,727,62,413,464,565,724,603,784,76,165,810,546,659,627,814,335,554,955
810,916,262,768,426,478,849,495,733,812,952,507,144,166,165,938,909,512,821,645,338,809,641,220,297,123,142,339,628,646,62,639,764
591,526,819,339,270,324,142,659,374,756,16,581,153,467,668,190,194,62,791,18,492,338,550,146,905,174,81,298,71,231,916,269,521
62,509,600,91,523,865,854,974,251,813,165,542,142,187,333,375,812,475,837,810,194,868,482,522,241,457,922,890,881,118,935,924,681
656,487,699,810,725,533,10,492,648,142,952,406,956,865,62,421,99,373,467,405,792,151,0,241,440,483,482,519,591,697,797,765,948
335,514,848,482,165,596,812,341,918,360,791,62,879,409,625,782,526,16,160,345,889,569,118,445,261,728,440,970,0,632,618,56,1
875,954,585,445,457,222,142,756,794,577,394,166,947,33,673,890,482,886,269,254,23,813,314,532,492,209,929,782,889,378,668,634,62
881,367,432,557,323,952,478,154,879,892,275,293,640,968,290,653,442,311,142,712,62,250,326,802,269,90,695,762,78,741,28,445,651
756,429,521,289,585,326,87,482,23,733,62,926,810,857,106,527,410,499,524,151,224,838,930,40,137,191,792,287,269,98,120,165,154
718,354,245,764,147,142,533,127,326,810,432,216,708,273,16,879,344,269,528,963,81,482,222,91,15,392,299,315,627,23,684,515,62
62,269,560,681,721,142,494,581,889,695,756,730,809,469,971,218,898,957,812,312,706,16,33,203,367,882,656,797,632,300,445,529,652
955,16,733,81,142,820,78,908,761,977,707,344,756,617,879,960,482,269,539,752,222,524,197,62,87,21,375,472,903,984,92,323,957
585,791,588,810,26,147,748,753,776,141,162,279,480,710,911,482,211,165,174,142,445,865,250,860,557,746,241,955,721,222,795,447,668
779,16,824,142,245,445,695,768,118,512,859,144,791,521,636,324,367,742,503,564,174,187,797,654,62,943,170,323,136,222,865,346,148
518,886,798,821,573,301,447,833,983,647,977,482,813,56,699,494,571,959,486,1,161,445,53,858,779,55,82,323,62,75,791,58,646
323,445,819,350,480,854,62,189,16,93,207,315,245,235,809,482,467,24,274,528,142,778,589,720,813,391,783,821,165,870,300,0,198
689,300,559,132,732,482,295,110,105,142,165,405,726,587,296,52,838,889,62,921,699,744,151,174,808,677,552,422,948,445,924,414,756
862,106,844,329,977,792,955,174,232,447,156,100,627,588,214,269,629,533,830,976,332,695,879,319,375,445,748,46,142,871,543,326,148
918,911,659,0,468,541,648,846,330,383,91,849,62,323,69,845,348,209,559,87,700,454,514,332,226,417,142,277,144,164,943,230,482
165,889,874,81,821,87,472,135,682,639,323,492,921,290,62,482,202,672,281,761,219,31,16,142,145,222,977,487,671,787,375,331,615
16,874,682,695,565,889,810,62,705,599,789,959,728,498,326,142,634,52,282,338,952,480,151,165,0,883,638,447,612,715,279,357,795
680,977,223,475,14,374,767,889,275,142,345,155,642,99,741,80,61,913,546,137,871,290,886,190,222,810,790,62,961,447,786,33,434
19,142,323,559,810,41,445,975,687,889,26,272,703,519,100,480,457,756,287,935,32,14,91,459,62,904,598,59,406,34,92,863,83
295,979,62,165,881,354,260,695,72,471,324,81,467,566,116,336,142,404,475,669,323,621,348,857,299,537,810,983,492,572,480,638,747
832,84,62,45,588,0,410,789,821,681,550,53,581,269,3,515,448,502,618,632,749,955,142,743,17,445,638,165,889,728,875,648,631
