732,475,445,62,738,23,552,159,827,196,632,743,900,482,670,170,16,142,915,620,810,165,669,899,478,618,970,37,347,778,571,977,816,912,889,53,155,87,335,76,402,797,465,315,5,56,42,276,492,323,892,369,278,641,684,473,963,975,314,643
222,781,889,810,598,23,223,325,396,705,378,144,300,728,746,324,207,891,326,684,908,142,790,445,846,475,586,754,828,62,719,737,165,217,497,939,319,617,566,256,403,813,51,234,323,447,641,261,959,552,457,355,550,762,259,398,648,533,631,797
836,111,147,62,864,222,165,68,614,705,804,716,828,529,651,668,792,404,638,89,837,885,388,875,371,445,586,360,926,646,155,305,676,326,482,815,634,905,405,509,603,876,323,269,694,704,813,826,615,1,939,780,142,892,299,684,557,736,921,79
345,54,52,418,499,602,804,209,62,810,295,571,605,732,892,497,409,375,473,977,56,845,16,447,326,439,101,508,133,876,269,816,837,369,79,233,836,453,606,376,552,572,118,429,187,538,482,638,695,821,682,445,100,338,492,146,559,457,266,756
708,761,810,825,919,62,581,959,797,466,326,151,109,10,142,480,56,415,434,445,295,499,751,469,155,533,240,682,344,711,196,468,926,16,545,340,399,587,783,192,132,222,922,918,944,809,421,114,548,925,81,778,299,621,790,601,886,323,290,180
548,688,62,142,93,473,492,593,184,585,269,221,222,893,980,877,323,16,354,903,569,44,983,124,14,203,375,797,393,404,643,0,297,810,480,634,786,775,964,146,61,412,26,709,495,837,645,743,446,756,277,418,474,341,245,522,552,624,892,682
783,16,403,326,935,756,323,134,288,260,912,548,681,931,744,960,142,724,341,281,838,146,437,328,468,671,406,905,626,298,360,703,958,144,889,108,499,846,556,580,269,780,516,770,779,538,542,185,898,207,731,470,161,875,895,38,881,445,733,804
72,854,801,409,614,813,89,591,142,73,700,326,576,445,39,659,467,478,475,347,222,489,16,45,681,769,914,91,389,790,310,691,533,165,879,756,859,24,593,127,588,138,889,62,662,875,170,548,144,225,734,500,539,324,810,56,472,323,772,457
523,216,469,632,502,124,479,716,16,75,329,943,794,702,300,854,622,192,142,323,238,385,692,977,751,733,533,525,905,752,382,87,786,767,881,446,366,516,165,779,404,889,579,573,79,497,326,618,18,445,856,696,813,790,12,892,401,911,168,652
142,230,38,326,357,375,179,405,146,567,723,722,475,557,348,628,802,144,268,323,354,550,255,977,62,776,756,485,754,445,643,952,603,515,335,546,0,450,89,969,684,938,413,946,369,297,779,180,401,414,810,785,16,708,87,428,65,503,695,703
870,746,385,756,62,695,957,56,424,26,975,105,444,327,475,445,142,405,19,492,621,177,511,300,146,523,791,551,242,446,831,709,292,222,886,296,133,810,668,889,376,297,79,254,689,409,323,427,336,269,326,24,514,211,144,642,881,16,408,521
781,961,558,495,353,692,196,106,222,335,565,300,318,424,708,165,853,482,346,52,16,882,485,943,816,447,92,947,0,435,255,107,681,746,709,87,269,142,264,612,756,898,146,315,441,294,535,694,820,392,688,652,792,354,892,649,326,339,348,240
240,633,323,883,579,274,638,459,142,89,896,287,747,370,979,779,406,924,524,332,296,35,546,178,955,319,269,468,316,197,848,811,405,326,359,687,480,593,892,571,324,523,695,533,446,146,643,584,482,553,681,257,629,91,466,175,62,279,19,445
550,269,278,889,810,142,326,62,864,930,541,645,106,396,154,473,764,853,335,91,648,56,682,756,809,354,984,50,943,885,163,977,146,921,681,838,841,775,14,44,174,482,678,947,748,346,279,634,875,779,390,480,765,594,385,926,61,222,821,892
142,323,326,155,662,408,445,744,420,337,98,890,703,287,492,877,762,344,672,195,702,548,695,45,853,62,638,598,16,834,450,93,406,756,910,829,810,962,390,983,793,960,712,657,779,789,96,780,691,970,243,389,19,767,222,700,74,820,715,365
467,303,970,794,282,10,19,51,62,419,280,287,944,628,895,809,756,682,960,142,479,807,534,746,269,332,76,892,203,874,810,480,627,386,916,300,289,146,490,193,315,159,54,590,492,94,74,295,765,52,268,571,81,790,82,329,110,979,340,587
385,838,821,906,891,332,816,142,481,52,457,224,975,81,588,447,691,547,268,401,541,176,790,390,779,486,480,709,889,281,238,222,787,768,533,728,854,578,881,326,350,654,581,930,171,682,943,913,883,767,618,864,492,534,836,155,697,56,482,16
463,552,297,195,790,410,598,638,326,215,440,62,659,142,389,428,489,569,979,814,34,892,492,674,548,299,222,702,152,643,196,155,174,752,765,966,445,559,832,405,190,858,482,153,269,635,158,848,935,73,15,129,565,779,801,672,645,338,87,455
571,62,824,779,766,0,863,144,728,76,323,341,557,648,14,545,78,269,222,16,732,451,475,803,142,181,471,809,77,497,482,196,528,441,688,1,188,295,248,100,350,572,23,918,256,661,756,533,165,335,746,952,954,821,666,607,654,781,961,970
84,795,321,838,636,1,482,269,445,810,853,843,821,947,447,62,695,756,610,721,707,533,834,368,941,928,865,854,16,402,294,909,786,142,383,395,593,833,813,785,938,116,370,863,151,254,244,416,418,165,414,475,889,958,874,326,960,733,837,907
756,62,908,267,681,556,724,975,882,16,56,142,363,889,333,597,256,354,529,44,378,813,821,714,955,249,269,478,286,165,636,268,727,483,694,628,188,695,779,319,646,665,135,414,785,938,67,305,233,517,668,445,930,581,765,71,326,810,475,444
813,12,889,16,920,35,142,127,335,826,482,19,892,961,976,402,290,721,173,668,614,941,134,62,703,52,260,10,106,808,898,265,756,792,406,354,289,956,720,881,502,324,405,510,363,323,0,326,144,3,762,638,150,155,628,269,294,838,300,165
810,269,447,142,643,154,661,46,782,228,482,421,62,873,840,296,785,900,528,813,376,219,299,396,779,838,322,504,639,445,362,960,466,668,819,326,139,16,509,379,18,114,633,144,208,694,723,748,73,423,533,191,747,53,474,606,514,809,588,769
323,514,163,330,790,778,377,569,652,480,756,142,475,155,813,795,648,469,958,84,748,810,222,890,376,245,879,668,864,866,248,979,326,81,10,635,492,62,72,861,892,568,684,165,567,605,294,445,247,857,457,889,405,641,895,146,144,375,19,269
64,955,835,881,61,691,294,585,746,921,541,684,908,762,814,973,62,448,157,886,752,21,119,813,5,146,338,491,393,775,142,793,447,482,412,810,702,805,287,887,920,889,13,756,144,696,645,757,151,828,799,111,738,960,787,695,747,79,376,981
323,618,61,480,5,359,240,142,859,977,903,963,56,133,468,924,345,0,838,326,533,526,255,165,602,706,269,756,119,16,329,709,103,732,454,762,197,62,378,443,41,561,813,374,380,402,790,982,10,495,354,26,87,593,446,889,102,70,634,83
445,740,813,300,409,487,194,31,451,482,810,62,475,492,571,257,765,385,142,165,691,441,453,376,89,414,967,236,548,648,156,840,795,321,533,319,425,394,722,345,8,287,776,908,79,2,927,166,10,983,588,323,386,681,673,408,479,759,16,634
326,515,430,0,765,756,376,78,451,203,925,62,672,370,607,447,636,485,512,21,183,222,938,445,542,54,673,705,165,579,56,790,760,482,929,942,918,643,466,357,269,695,523,875,619,345,212,947,889,324,79,191,142,248,906,17,87,881,744,410
943,247,617,691,767,329,248,813,142,823,482,533,378,569,726,445,179,159,716,184,480,438,392,62,892,114,889,703,78,920,666,187,899,970,765,144,681,218,738,968,924,467,341,133,777,886,324,166,14,742,300,546,564,912,790,165,367,659,810,336
144,142,548,753,457,864,889,952,971,703,645,895,620,856,581,16,898,779,468,87,708,430,868,45,891,311,514,116,277,165,690,304,681,269,814,62,701,301,780,718,660,806,279,618,585,924,379,10,268,170,955,81,533,559,386,926,942,639,254,278
837,581,947,325,779,217,281,194,772,16,813,62,790,170,142,421,326,431,241,535,805,44,443,166,56,323,892,747,737,457,797,184,324,641,881,756,482,868,436,2,681,825,668,780,974,786,853,703,808,207,269,699,75,245,648,621,838,445,222,190
414,406,681,348,810,213,695,410,142,482,62,165,146,222,817,782,262,784,52,854,638,441,740,526,889,338,600,480,702,241,538,390,440,56,881,445,858,576,779,326,958,436,711,821,611,845,451,871,227,751,813,130,508,973,587,649,756,654,437,657
977,612,62,367,285,748,178,810,616,779,324,680,931,710,265,548,174,269,649,907,970,232,466,514,889,375,638,647,142,854,81,864,209,16,881,533,628,91,50,589,581,797,708,118,323,632,671,662,813,294,10,442,875,165,100,756,480,718,595,155
428,155,937,146,482,588,142,756,16,58,445,83,595,62,222,914,480,983,91,287,269,305,689,606,219,864,323,144,457,639,969,637,87,761,599,492,649,165,412,460,221,789,495,100,447,28,357,120,133,194,567,523,159,311,889,955,905,810,392,571
756,975,142,89,613,53,405,799,744,326,99,62,495,143,746,591,559,480,763,552,475,903,695,446,137,165,385,779,223,947,547,627,458,378,468,720,303,908,813,181,643,821,638,568,269,648,118,267,634,841,370,482,451,392,79,836,144,680,240,335
719,497,673,571,409,222,813,670,774,864,142,695,294,889,979,568,757,20,330,98,738,3,32,618,165,144,326,467,789,308,231,352,62,977,279,475,579,16,447,45,501,569,256,541,808,207,983,601,687,759,810,438,445,172,668,430,10,929,478,81
392,829,302,44,326,187,337,702,0,482,375,480,142,345,779,736,68,950,287,837,695,62,849,889,548,165,154,578,898,56,416,669,865,479,256,376,973,744,958,700,682,520,539,66,661,410,853,268,533,144,73,947,48,239,203,16,329,550,430,929
832,147,585,552,889,926,21,458,506,493,142,165,790,98,132,738,645,345,875,248,728,73,725,396,326,963,943,92,78,416,55,591,553,809,724,814,873,70,296,649,756,354,648,62,742,551,28,813,445,54,297,11,323,481,881,192,236,921,833,16
288,889,142,10,396,674,927,949,466,865,265,357,892,908,330,969,326,146,445,454,97,317,786,779,955,379,751,341,748,16,536,803,62,410,297,596,646,240,810,687,902,144,719,521,451,385,155,699,392,756,345,790,667,960,390,269,323,586,968,296
56,345,151,559,480,332,142,501,118,24,746,281,248,143,567,9,287,392,801,743,517,821,144,294,777,133,295,14,756,62,452,411,797,250,907,524,790,302,368,102,155,960,367,963,251,890,813,628,634,810,445,834,259,590,503,146,692,795,16,282
222,326,142,808,898,144,484,648,118,957,158,157,56,773,892,813,810,174,151,984,756,541,324,509,705,385,63,31,874,379,865,907,638,62,943,597,821,445,90,33,929,400,424,652,79,25,732,357,368,218,143,668,221,906,608,44,911,91,938,666
310,497,769,217,70,165,717,43,853,151,445,387,245,357,33,467,943,211,62,142,411,426,60,223,333,457,81,809,170,197,528,756,326,278,205,242,733,881,338,450,16,434,495,295,332,654,783,475,432,695,596,641,646,19,560,864,813,90,437,696
482,684,728,756,889,37,875,983,445,279,21,685,62,293,588,512,87,348,404,700,248,790,142,162,692,44,730,175,480,338,909,874,898,299,546,209,798,949,838,327,698,795,636,802,234,30,900,969,640,569,179,892,16,89,243,52,537,695,929,253
269,326,325,267,62,790,579,165,872,144,673,668,746,972,848,341,590,10,14,921,482,596,445,802,478,542,203,979,772,853,924,728,632,559,180,515,618,32,28,955,142,809,52,475,480,164,919,87,16,286,765,53,843,797,889,492,111,185,233,516
494,615,478,728,908,977,912,562,500,142,167,245,336,845,889,375,323,26,143,797,315,616,156,890,165,692,222,828,674,575,344,666,882,62,17,841,451,482,357,560,447,326,342,813,28,409,756,773,337,959,641,416,582,415,810,300,480,345,704,955
691,174,884,142,58,235,875,285,813,231,375,746,934,299,938,756,816,157,2,726,269,648,821,326,646,323,678,636,16,89,835,440,165,501,25,780,947,137,305,970,76,0,560,723,405,29,340,96,44,447,898,689,844,282,164,703,62,762,64,603
101,903,175,324,871,165,779,218,369,300,810,137,578,217,812,329,907,695,142,215,326,746,769,634,190,889,652,358,605,795,269,616,813,46,666,645,72,756,115,62,377,375,118,499,412,56,419,379,448,384,79,374,316,240,577,913,655,222,764,513
162,845,165,343,87,447,261,648,323,892,62,837,764,756,482,134,409,522,56,341,912,142,918,938,636,771,854,81,467,799,684,813,619,852,354,117,421,818,507,560,889,538,955,445,146,83,586,942,943,291,197,14,548,303,895,375,16,602,748,84
509,269,139,338,19,445,553,263,834,326,348,375,645,369,882,972,142,56,889,892,16,62,868,681,646,386,676,597,235,165,430,854,438,746,15,790,506,808,946,79,146,744,535,350,565,144,618,52,864,340,155,248,81,564,1,89,323,934,222,924
344,791,142,341,915,10,345,263,165,225,118,233,728,482,681,447,453,639,692,717,362,813,214,652,32,781,21,643,197,87,335,703,317,52,771,62,468,279,451,748,428,720,146,644,977,881,358,81,846,445,99,132,348,138,182,127,16,517,671,810
56,76,950,335,241,982,504,810,142,269,222,375,203,983,73,648,969,685,351,816,515,848,188,451,482,87,9,326,300,445,414,323,756,190,457,829,960,439,231,447,294,62,405,918,559,768,301,606,51,480,617,399,23,392,238,757,295,875,518,287
779,984,10,142,969,49,83,16,813,695,187,521,222,902,979,621,970,921,165,315,345,76,132,414,265,810,643,269,493,325,81,62,686,271,628,276,475,641,733,294,606,167,909,666,45,559,195,875,295,12,730,447,889,250,895,407,838,411,514,516
858,142,856,937,62,475,645,222,765,165,326,323,269,892,466,255,681,348,581,810,889,113,703,569,451,120,521,909,644,907,514,762,316,482,631,189,426,800,699,331,834,179,45,150,445,58,756,315,790,226,849,295,777,962,692,261,480,26,53,267
627,341,905,287,19,550,83,323,16,578,768,684,541,886,881,142,648,222,810,338,118,298,438,269,579,618,960,756,781,326,938,504,979,166,813,645,635,695,482,892,425,653,570,680,332,62,780,144,197,226,617,447,656,308,256,445,439,0,315,375
889,159,874,300,390,269,142,167,62,143,793,24,613,852,470,634,900,589,146,892,326,124,875,440,261,983,887,405,501,764,781,813,585,723,714,15,2,295,537,810,165,960,358,647,234,583,756,91,615,858,10,14,533,675,445,894,16,733,153,728
797,62,695,569,917,531,865,706,746,16,477,176,81,118,864,983,323,445,261,700,53,269,121,546,732,17,144,918,492,934,70,690,116,756,801,889,288,816,367,142,853,551,291,821,3,790,892,932,482,656,522,155,462,87,813,744,913,198,457,100
482,691,76,62,287,442,792,475,142,632,908,779,918,853,222,651,440,789,699,380,615,548,810,162,472,478,165,819,46,943,775,913,909,589,406,326,879,684,716,48,790,269,480,302,970,79,34,268,566,685,963,424,535,849,248,915,491,43,983,645
882,142,790,16,739,676,608,722,892,870,839,32,162,854,157,165,944,56,223,912,638,710,746,269,62,947,44,926,643,410,756,681,784,569,87,853,633,695,648,929,758,810,323,549,712,409,677,837,256,333,65,127,952,476,341,738,797,938,270,594
269,73,323,810,16,302,705,387,739,142,813,914,594,776,801,165,690,337,480,21,96,74,290,294,157,807,689,347,136,852,376,410,62,45,357,748,445,130,228,584,868,668,960,648,222,115,261,17,755,240,809,351,474,907,512,646,340,638,93,795
87,148,952,482,163,733,794,813,62,165,17,79,292,938,132,241,16,875,775,261,142,889,487,300,198,269,384,252,207,23,55,648,680,810,326,934,297,480,96,222,278,330,792,323,435,146,358,976,886,537,789,26,653,44,495,144,56,209,447,15
165,781,142,581,278,449,62,804,891,909,54,83,733,618,969,808,21,918,829,31,194,889,477,222,27,923,565,291,910,809,323,364,16,352,810,779,585,668,903,478,182,139,542,301,892,457,224,447,284,158,748,376,765,682,514,858,603,332,552,161
541,269,142,443,695,565,482,118,29,133,783,335,821,641,222,445,748,329,644,913,203,191,377,20,634,341,396,760,728,756,53,16,473,62,208,882,165,643,681,440,323,81,813,824,751,516,926,810,815,834,725,618,514,480,889,621,826,248,908,568
970,53,592,62,165,225,810,918,492,142,564,124,74,821,204,300,279,865,324,637,144,52,357,269,781,323,887,799,533,432,728,881,779,370,207,889,816,748,719,638,661,695,340,756,939,652,329,528,797,646,829,367,770,979,855,681,676,624,157,675
62,222,756,445,95,215,915,889,16,14,302,845,931,475,874,142,977,898,537,491,59,773,252,732,581,104,165,959,588,447,772,378,969,619,144,265,364,837,824,376,850,241,486,728,585,171,786,626,295,881,107,470,559,792,435,533,482,168,335,108
240,307,732,222,792,786,679,859,549,445,90,860,632,326,703,515,480,832,182,523,542,889,646,62,332,302,269,853,710,892,26,636,409,165,392,178,162,556,211,142,447,907,323,16,226,300,864,756,970,256,390,813,357,385,783,791,56,715,746,960
110,268,700,144,142,269,326,537,385,813,562,783,209,907,772,873,62,352,634,324,296,695,723,215,329,499,475,482,666,977,301,703,684,248,767,662,832,581,618,24,146,480,779,44,890,374,472,808,718,448,947,56,277,131,748,294,673,335,559,629
142,405,760,153,416,813,790,508,269,155,318,702,562,326,522,889,689,956,352,267,810,643,699,159,402,779,756,881,217,482,955,935,342,289,950,469,892,833,378,16,886,165,119,970,62,842,384,780,703,10,135,52,252,571,282,610,295,533,187,577
657,17,955,246,323,62,52,196,354,957,813,814,472,432,505,312,96,821,672,264,681,581,762,859,546,53,220,165,748,445,952,457,825,58,680,724,384,16,190,862,909,269,142,482,790,81,287,895,760,676,810,653,375,89,56,485,876,783,792,433
56,62,681,333,345,480,157,196,724,671,232,16,14,665,957,165,417,507,79,982,482,128,245,142,726,981,169,445,185,294,864,878,876,144,854,908,643,81,892,728,729,146,644,447,826,669,30,54,10,492,848,326,406,405,240,44,385,787,597,668
479,438,165,451,115,814,983,288,269,618,821,16,552,295,480,581,889,872,323,766,790,143,142,654,756,931,56,294,454,548,41,666,89,296,896,291,514,904,779,958,305,875,385,315,21,222,943,62,258,92,810,84,405,627,719,406,339,795,895,768
10,273,237,345,952,257,445,69,533,977,295,269,194,137,737,871,133,938,482,778,889,91,157,305,865,258,62,448,323,744,14,203,326,146,89,753,983,943,834,643,864,18,142,779,681,446,874,241,813,892,232,4,61,316,546,457,144,485,348,697
81,62,779,684,889,838,705,142,790,725,66,756,133,929,668,16,792,412,854,21,269,222,323,14,699,952,508,409,231,335,209,881,707,546,867,134,585,628,373,646,279,332,853,120,165,378,810,36,328,76,732,787,766,497,892,43,146,326,447,695
209,879,756,727,892,127,279,335,62,222,323,952,317,98,687,889,790,79,651,142,963,16,445,768,70,754,781,363,738,32,149,766,87,269,695,480,355,598,615,33,319,385,565,413,859,520,219,977,379,338,66,491,672,165,240,40,736,832,56,392
0,327,606,795,16,588,524,756,832,703,846,62,326,790,738,269,240,87,296,533,872,750,516,577,782,142,792,552,468,287,440,248,728,810,779,979,244,618,299,889,813,163,301,323,256,231,217,414,821,962,981,317,282,695,45,834,375,615,581,970
632,62,21,87,0,142,619,695,245,838,911,170,222,482,495,770,511,864,267,294,605,914,913,66,281,323,976,875,269,233,779,416,405,866,296,844,560,98,450,558,643,254,215,326,207,305,645,103,351,712,248,270,10,315,931,591,478,814,609,40
514,492,473,28,368,62,142,95,695,732,332,167,267,240,966,620,193,935,151,916,457,260,256,853,970,88,482,335,346,788,345,173,956,204,600,975,326,983,102,70,384,619,0,863,963,323,961,170,374,299,752,680,655,114,281,889,351,480,445,78
697,791,688,457,762,518,614,222,282,241,185,358,142,62,645,191,947,940,300,4,752,642,810,684,326,708,279,724,55,79,323,977,969,47,102,955,17,212,931,16,957,406,598,165,790,480,615,651,889,648,924,523,232,77,297,952,865,559,778,779
62,407,801,882,641,703,447,970,419,118,942,16,983,503,323,700,746,672,588,375,569,465,624,943,779,648,559,581,662,821,881,864,387,548,302,55,46,57,765,756,889,422,10,620,958,850,790,813,254,476,77,235,482,91,143,269,931,142,841,144
414,409,323,889,808,475,245,62,740,153,378,298,634,937,798,678,779,338,142,533,225,819,464,565,139,269,109,557,737,76,289,830,620,822,405,445,466,403,581,190,458,480,792,890,16,917,446,885,280,955,864,329,492,983,306,865,944,789,810,596
165,622,676,689,674,326,868,16,142,79,445,55,99,52,890,269,492,56,982,882,91,516,282,775,340,820,548,792,222,294,942,949,785,330,696,605,207,929,482,32,163,703,620,875,613,290,414,954,243,662,861,208,409,102,748,346,87,363,685,864
62,754,482,569,142,690,315,730,886,323,279,143,649,495,480,821,326,375,230,585,813,13,92,889,157,16,639,487,746,739,319,179,457,409,551,300,472,909,364,446,151,982,810,756,907,269,445,719,444,295,195,79,261,865,564,96,934,452,929,147
646,226,331,328,458,323,757,21,144,963,806,363,482,502,345,875,261,606,668,79,262,269,62,847,954,572,357,480,695,48,45,566,531,384,905,577,722,777,142,732,52,659,155,934,475,746,71,343,790,703,733,326,334,813,183,535,88,16,651,95
749,906,823,289,329,515,26,516,484,889,142,388,641,767,315,33,357,970,855,269,517,114,643,718,821,742,324,146,326,627,529,756,809,263,779,29,101,106,536,91,445,411,613,473,213,409,695,834,246,125,522,62,605,341,281,209,108,83,243,343
730,26,773,784,32,809,475,405,929,445,56,230,748,613,566,131,72,924,807,118,982,324,16,781,523,810,899,142,130,648,598,385,516,262,593,451,269,565,864,247,943,329,482,813,457,91,746,615,62,733,670,152,261,940,101,569,779,695,438,389
782,240,548,62,16,821,907,269,326,949,517,854,198,727,165,914,76,492,72,245,765,323,876,475,790,447,756,440,647,560,526,889,728,845,383,5,304,23,320,226,695,222,568,559,813,470,482,357,142,810,865,947,533,778,775,223,514,581,668,118
329,533,682,133,943,824,716,478,892,781,813,695,973,482,142,68,165,680,913,850,466,236,62,191,441,326,234,900,581,970,323,662,52,575,834,727,166,569,643,564,371,248,332,33,955,285,118,313,582,870,648,0,480,422,89,14,618,19,918,470
326,814,784,65,509,400,538,354,438,533,222,409,142,765,859,605,626,581,146,690,281,756,961,596,62,179,323,269,91,733,895,324,839,614,704,295,0,809,16,578,919,862,548,490,430,465,703,697,154,56,93,165,232,66,983,793,615,653,47,248
864,918,261,475,62,165,836,844,119,405,59,142,445,914,548,777,633,0,269,329,726,881,56,625,146,376,293,699,809,325,638,25,581,788,79,835,526,765,642,273,453,632,781,977,564,706,95,16,222,3,710,181,240,756,684,690,123,703,223,346
396,969,684,529,165,323,558,747,939,84,303,781,703,330,445,273,681,32,748,545,949,142,791,596,399,441,618,269,189,383,502,559,294,889,790,576,62,16,83,482,89,752,236,839,638,966,499,287,105,369,385,135,90,250,892,149,977,26,88,813
398,445,588,634,165,125,756,733,269,492,76,188,163,142,662,889,552,548,222,62,614,294,703,359,273,741,233,819,485,424,439,482,159,533,684,92,924,442,235,536,491,615,840,628,137,183,82,270,523,56,810,466,26,38,979,341,809,890,33,541
641,912,943,268,316,142,653,756,204,486,87,40,821,746,144,457,983,638,276,248,459,634,284,954,429,318,767,839,648,587,446,585,33,592,546,957,502,451,207,245,24,62,501,813,222,808,674,898,403,766,949,445,531,139,732,341,895,820,209,102
779,62,955,864,142,146,95,943,457,413,189,135,689,26,478,14,424,740,422,151,225,49,204,193,404,738,892,144,317,155,333,12,848,374,340,941,889,952,728,120,900,925,766,470,790,295,56,597,485,929,620,76,81,100,702,880,97,222,389,130
256,573,841,838,784,16,448,758,646,180,813,326,744,323,782,142,144,269,596,682,779,295,240,695,362,859,821,478,383,57,0,99,248,984,216,567,716,34,305,79,641,810,416,952,222,392,919,537,963,435,454,799,62,703,790,165,302,889,681,445
269,978,338,62,776,142,43,482,460,38,478,779,287,583,620,153,977,261,380,810,578,326,127,938,61,895,966,668,0,286,277,447,369,310,34,774,490,934,756,612,315,529,721,16,467,818,187,323,245,864,746,163,813,832,618,292,493,786,913,606
821,728,287,943,406,389,810,535,668,620,169,542,473,300,87,222,899,601,328,495,294,471,533,532,507,248,856,543,62,482,269,127,794,142,118,338,791,907,14,648,881,174,521,153,633,480,3,16,572,59,375,889,661,445,767,99,125,854,733,357
24,447,913,62,868,681,300,68,335,926,726,756,559,295,938,402,911,326,19,609,106,301,810,191,921,174,634,401,83,142,860,156,678,151,651,785,265,277,222,336,776,617,983,405,525,603,10,943,581,16,348,482,676,468,416,108,58,32,76,615
479,16,733,480,731,729,492,338,746,849,142,281,458,434,559,306,222,889,587,887,864,648,375,475,401,240,326,7,578,533,433,756,546,14,727,52,790,971,527,681,588,5,60,384,956,841,262,930,618,165,445,761,702,363,135,892,915,622,447,33
62,507,810,739,832,756,142,918,922,222,300,282,146,25,892,889,68,966,261,910,783,161,267,405,215,767,458,191,21,87,695,863,445,730,474,482,324,480,45,251,16,764,341,691,295,854,821,269,467,791,831,5,979,909,323,472,850,152,187,550
480,779,62,875,550,264,300,816,422,514,222,142,889,297,881,746,850,797,756,719,269,157,645,274,5,857,16,440,409,56,552,955,533,332,838,81,238,58,215,96,323,48,241,482,76,795,678,921,138,487,291,287,569,335,475,326,87,407,357,396
62,269,983,21,235,142,475,698,326,810,756,695,217,641,687,161,843,937,165,56,168,148,410,861,648,202,790,309,245,155,466,508,404,723,223,311,633,329,560,748,84,897,871,16,290,536,746,477,535,297,581,797,323,224,570,222,561,141,482,795
970,842,171,975,761,546,294,180,409,197,142,410,695,385,165,653,144,491,737,585,649,326,295,222,569,700,699,907,533,813,668,348,445,457,810,892,33,62,164,361,318,605,833,463,88,291,480,405,885,887,81,591,966,821,264,606,662,742,146,626
142,790,340,955,581,62,451,982,296,5,222,559,184,467,643,445,152,177,256,154,673,817,323,821,756,813,514,475,480,668,440,23,146,381,585,666,970,110,912,159,300,165,21,348,871,151,844,269,266,882,188,20,792,859,438,580,875,118,16,748
269,445,569,9,793,568,546,79,911,548,812,421,106,597,484,810,65,337,473,61,924,323,533,664,912,272,853,552,875,791,318,142,183,222,405,838,668,16,681,465,756,364,165,645,587,161,938,91,892,410,163,81,326,25,482,124,447,62,155,56
565,732,323,672,83,931,155,810,639,976,142,819,62,168,357,216,638,585,704,165,728,678,681,551,0,740,408,300,711,773,249,73,482,378,913,559,269,581,576,919,534,538,251,929,495,344,509,914,970,411,89,889,529,151,797,615,918,938,374,329
326,62,896,857,16,14,779,516,165,983,132,33,142,133,900,269,480,868,832,638,689,405,135,348,756,354,554,482,947,797,307,533,889,268,781,496,635,645,935,566,776,324,498,663,631,384,4,222,369,38,668,492,629,588,427,981,829,606,136,456
531,885,828,564,363,654,141,568,975,43,102,689,783,822,873,821,16,347,340,682,142,333,114,497,929,222,414,470,952,695,165,726,323,269,466,756,289,863,813,896,832,62,651,428,326,517,533,785,977,645,211,115,795,296,83,480,87,266,679,844
