583,716,918,326,400,947,166,684,445,528,883,719,142,16,357,889,329,118,924,536,548,333,501,140,482,268,882,45,714,515,613,789,89,810
816,548,618,961,668,926,151,142,700,62,61,480,765,892,692,783,323,410,326,445,447,670,440,853,919,241,83,790,105,87,341,910,581,516
629,55,406,142,62,445,680,955,261,837,706,926,492,118,413,165,791,624,651,248,597,152,5,311,144,693,533,895,241,959,943,372,409,251
969,64,445,369,537,944,144,142,83,813,354,342,591,62,785,365,550,912,651,410,303,219,417,595,938,68,797,764,881,790,791,731,295,270
631,618,62,788,752,93,142,378,405,790,710,269,144,652,12,638,0,222,234,385,533,514,105,354,900,339,330,870,375,646,429,889,660,462
638,27,144,361,955,640,62,703,559,606,832,885,950,269,602,409,533,524,762,836,756,142,765,23,479,504,451,634,834,84,91,375,323,265
627,326,672,173,157,829,732,482,714,81,62,267,142,16,585,756,981,251,43,581,810,512,909,166,447,900,433,87,194,77,684,90,139,623
254,207,118,747,28,24,636,62,756,142,766,591,16,873,889,404,87,291,718,829,283,86,858,576,668,457,459,514,865,418,134,150,445,37
421,983,142,695,269,251,514,886,503,323,340,62,451,970,480,492,105,624,646,634,813,559,682,706,689,21,222,796,395,261,170,482,438,226
812,260,582,957,788,482,87,515,688,83,128,64,53,323,142,16,269,848,542,5,62,741,742,970,684,950,676,193,236,654,643,533,668,39
411,142,62,960,591,15,497,710,809,790,953,99,38,971,495,632,40,659,781,16,20,174,646,222,409,814,535,256,854,630,889,269,435,87
142,856,954,975,399,492,269,38,719,62,675,482,445,634,16,99,630,526,91,487,839,684,333,615,217,203,87,810,323,533,409,821,324,457
62,974,16,142,581,245,435,428,695,583,563,634,141,165,889,669,222,491,647,620,32,150,462,409,98,233,835,810,756,648,256,438,323,668
460,307,445,62,637,142,858,233,618,703,245,222,437,974,94,125,353,533,281,700,480,447,920,870,144,4,490,970,16,342,92,323,557,188
514,925,724,260,62,142,354,889,558,954,868,445,73,668,154,166,596,261,793,700,559,628,306,441,681,910,23,336,448,323,654,38,9,791
674,898,447,56,715,268,756,418,761,568,813,445,709,604,146,900,622,577,774,943,691,548,62,926,410,269,419,791,821,16,955,716,357,835
154,89,439,222,445,889,846,326,143,324,864,84,772,151,809,482,514,744,401,924,323,62,983,708,452,156,269,410,87,318,155,283,79,433
821,142,585,478,949,261,164,62,704,642,595,324,0,816,20,810,672,336,66,921,794,445,14,201,383,468,494,695,480,10,294,616,823,581
480,127,446,274,856,387,714,645,693,816,442,636,947,295,874,790,62,453,122,14,762,649,142,323,935,533,581,269,884,475,728,161,275,482
452,142,283,445,791,588,810,797,482,144,807,44,957,323,863,566,197,695,756,287,790,297,375,73,960,947,172,578,341,570,864,889,62,909
538,201,142,0,445,326,62,374,780,959,649,668,688,115,938,56,116,728,287,403,906,16,323,87,977,473,424,955,596,756,111,580,499,517
921,142,79,260,0,676,482,518,386,105,216,354,979,950,795,452,269,326,728,639,208,345,409,633,244,942,744,266,468,738,982,21,248,648
588,323,832,207,19,379,797,370,849,695,300,813,668,269,234,482,870,732,23,924,142,292,542,568,217,311,26,947,62,576,445,38,165,943
62,533,494,329,135,154,966,269,226,696,955,446,645,315,445,341,326,933,0,379,691,144,380,482,956,16,668,557,480,142,81,39,495,886
550,142,156,16,326,416,827,585,596,786,533,632,83,918,323,133,215,445,151,415,813,705,157,430,120,695,62,797,810,222,98,668,837,207
142,338,109,580,282,45,552,533,16,943,674,641,230,633,62,620,427,119,566,632,182,212,50,269,216,194,332,429,20,748,853,581,813,245
584,779,684,782,876,294,194,230,305,53,775,324,326,323,165,62,140,938,279,409,615,910,628,45,142,418,579,193,931,485,495,103,587,71
568,62,482,480,593,558,146,516,478,466,757,324,370,409,657,756,330,929,269,533,16,926,46,889,226,142,447,797,581,306,0,813,374,326
480,802,576,269,155,35,34,339,370,142,695,891,445,413,16,542,724,871,509,207,515,668,544,889,612,751,461,43,62,535,291,71,133,875
142,222,483,929,947,482,62,77,404,414,326,445,133,963,282,157,515,240,648,431,56,93,791,10,388,821,739,183,79,521,617,31,756,386
703,295,62,648,824,430,844,245,595,30,598,16,873,783,516,681,592,323,56,378,775,385,142,892,813,375,339,354,14,409,955,151,317,952
212,697,245,943,355,323,702,684,62,765,326,887,821,687,157,730,155,44,142,475,776,451,841,813,579,550,781,891,706,689,211,482,324,83
581,813,39,105,810,149,732,552,67,28,345,938,91,142,165,892,209,323,578,874,62,47,699,969,326,16,96,507,56,222,19,557,596,514
767,30,62,707,809,483,983,316,482,20,78,701,765,142,867,326,507,479,907,381,451,938,492,155,744,405,93,375,396,445,406,473,537,88
489,900,348,279,695,16,533,690,165,79,971,657,765,853,612,480,538,14,950,684,392,933,943,307,445,632,142,482,785,106,564,478,889,62
271,424,62,533,465,90,943,354,165,496,802,350,810,784,482,226,581,822,876,535,983,223,821,94,892,805,401,142,984,332,326,864,31,643
142,269,912,667,137,482,144,327,824,877,566,62,484,766,159,377,695,668,207,56,335,548,514,756,850,871,385,480,810,785,834,963,645,567
142,808,979,144,627,681,44,326,302,447,294,16,813,269,722,335,62,741,791,546,592,38,976,737,837,102,295,482,569,260,695,765,615,642
977,154,340,194,778,441,165,783,16,958,925,764,659,514,875,673,419,142,179,331,105,31,894,155,354,326,184,809,27,170,892,661,345,297
864,983,213,668,62,538,642,305,950,568,582,948,960,892,792,342,326,724,840,745,197,142,158,323,281,588,269,415,497,74,827,384,56,798
581,405,473,40,341,209,33,813,558,124,789,62,342,10,318,705,323,241,219,569,87,810,892,754,752,142,540,162,421,668,223,719,145,412
133,151,564,813,593,267,144,453,2,245,203,494,695,774,10,498,605,340,238,165,385,628,768,501,810,25,929,198,32,153,277,916,832,142
844,346,682,777,654,438,803,326,892,638,318,713,711,684,649,235,585,514,633,588,533,116,681,522,764,202,527,142,18,452,552,756,62,87
428,364,142,664,449,884,294,183,968,480,23,507,340,767,62,260,676,87,451,421,68,166,668,569,955,84,410,384,76,389,241,348,409,392
606,870,261,485,756,832,920,475,91,600,19,544,946,447,355,603,698,235,341,511,859,106,901,16,460,645,764,573,470,581,142,443,641,477
326,853,772,348,127,550,928,832,645,756,418,880,118,244,142,359,40,813,838,852,897,358,689,297,790,363,943,546,111,16,342,46,287,4
410,142,832,445,62,540,514,588,881,191,494,569,943,16,767,947,392,889,829,751,810,405,911,533,413,269,324,600,18,682,367,690,875,675
889,111,269,197,142,222,890,62,813,87,671,969,430,241,804,581,882,10,321,772,748,63,297,806,421,283,585,157,98,245,630,909,300,838
326,542,626,451,248,548,790,438,165,943,101,690,0,581,957,323,142,226,854,875,44,840,881,414,445,646,605,552,116,537,56,194,84,585
582,522,705,292,779,596,269,302,532,798,219,958,445,682,794,733,534,883,695,14,56,955,101,45,519,65,424,46,614,514,295,326,155,775
368,813,142,634,203,521,346,692,287,445,67,648,405,335,810,424,133,637,3,38,62,376,571,482,326,252,698,905,23,16,130,81,296,291
166,756,326,177,851,493,960,688,970,603,441,139,947,35,16,375,929,173,442,664,918,146,14,684,447,96,414,786,889,261,792,70,307,662
915,62,478,341,642,445,682,983,813,269,260,108,0,323,492,143,222,214,899,79,360,703,728,810,881,918,634,472,834,218,649,32,473,142
889,731,56,329,376,335,284,269,323,142,62,174,737,652,581,588,31,291,721,878,410,81,713,392,390,960,813,918,345,146,276,248,43,251
56,499,323,99,463,250,166,646,492,668,330,889,977,401,324,533,881,777,282,652,703,62,16,269,416,142,326,90,438,249,592,821,541,756
323,596,71,907,633,87,230,931,676,943,756,889,269,810,338,127,563,165,279,963,495,194,777,816,172,664,38,142,10,779,236,860,280,250
62,634,821,23,56,142,291,315,224,323,695,245,300,668,535,800,955,335,222,764,973,16,957,495,809,428,475,378,579,792,810,844,447,708
681,742,738,810,16,62,813,85,851,824,921,757,445,165,204,142,108,779,569,618,666,291,448,955,323,475,166,796,494,320,960,673,180,882
956,165,581,756,602,500,133,62,797,222,725,16,764,441,379,977,585,644,963,801,767,681,940,537,893,230,351,52,166,142,188,859,269,668
133,62,354,756,222,859,326,926,879,340,779,729,813,907,56,889,142,16,492,485,329,661,290,445,648,764,211,79,983,816,45,645,809,473
966,777,864,762,370,578,457,62,528,443,298,415,475,929,921,480,279,142,643,222,627,409,174,374,77,79,781,821,895,652,56,759,260,581
269,367,482,779,73,636,695,588,62,515,267,273,300,142,973,947,155,357,146,610,346,518,69,165,808,738,765,396,618,222,781,36,207,602
504,142,307,108,882,269,300,62,565,312,613,908,79,635,445,952,881,326,724,585,933,671,907,248,76,16,611,865,899,214,482,769,850,728
241,128,813,608,808,405,193,142,16,354,341,838,648,326,743,947,457,792,820,467,977,248,61,87,406,810,295,779,81,943,375,351,482,955
79,95,240,588,40,20,222,945,602,165,284,142,841,903,803,596,428,695,58,637,116,16,345,569,907,853,494,269,480,883,703,559,685,813
548,709,323,287,103,86,889,533,571,299,613,142,273,203,862,180,62,56,409,767,270,222,684,91,668,783,416,873,892,10,165,705,324,552
300,163,16,911,165,718,692,482,421,142,324,188,756,269,929,205,632,255,174,282,733,120,550,751,569,655,821,712,638,677,872,645,187,775
323,892,62,668,87,791,304,142,649,16,765,405,409,381,77,269,482,550,223,81,154,548,823,189,518,14,447,458,840,900,240,307,243,0
87,62,615,943,146,668,720,710,767,269,324,142,10,445,479,305,889,645,752,360,773,189,892,165,879,579,270,482,291,409,65,480,842,248
482,217,211,248,681,932,669,173,849,34,142,287,480,62,783,204,466,463,955,143,222,837,276,384,153,879,969,294,404,269,241,700,330,805
326,889,240,668,682,405,810,56,194,92,915,733,543,142,323,42,95,445,701,612,443,579,928,62,294,329,898,256,166,466,322,16,814,749
294,62,492,447,354,33,344,232,676,55,482,445,881,738,636,889,16,30,531,603,585,512,338,970,272,209,269,289,287,235,52,248,756,952
73,752,62,46,537,144,931,908,977,222,889,280,428,146,142,875,40,739,245,629,445,726,457,814,702,969,310,544,326,356,471,218,746,482
762,744,23,297,142,701,434,326,862,731,691,752,908,544,248,198,159,234,577,255,344,557,475,526,16,273,627,222,960,659,451,165,91,954
759,295,533,222,424,83,302,105,142,682,733,79,542,724,747,269,670,713,596,52,427,925,56,76,576,892,480,597,19,332,468,788,779,132
629,2,269,162,917,142,781,742,943,765,783,4,746,837,445,56,319,859,889,323,588,62,970,144,98,533,627,668,424,453,862,882,295,307
177,142,78,557,326,52,155,345,844,440,634,296,969,45,790,65,948,62,68,340,480,376,482,512,783,300,392,451,809,432,240,871,692,0
813,952,892,779,386,269,142,477,323,118,783,590,291,785,962,439,864,125,62,132,612,96,378,326,489,235,843,480,909,165,16,197,911,912
116,326,977,974,786,813,323,62,884,343,784,610,482,955,173,715,657,146,142,472,579,479,906,962,765,581,645,297,748,222,742,281,615,590
695,577,881,751,90,760,697,445,62,56,921,12,84,889,285,641,142,405,427,75,979,466,322,222,958,457,655,481,882,810,479,201,678,470
421,62,233,710,542,142,695,461,172,267,651,668,889,810,295,10,357,955,422,23,430,120,345,452,612,697,677,983,326,639,323,26,617,975
917,977,16,142,565,56,652,144,643,501,62,324,480,146,522,821,752,854,81,212,151,599,98,932,892,873,793,134,732,581,10,423,801,751
0,859,222,771,62,209,142,151,138,854,428,165,167,889,703,913,812,546,323,273,535,245,16,445,832,127,905,533,86,982,891,301,969,792
287,142,542,87,524,422,93,643,917,651,299,810,871,16,943,875,482,377,207,269,523,62,27,620,3,177,173,323,844,829,709,209,222,975
676,785,323,838,198,39,234,207,695,756,66,62,163,473,439,142,783,655,545,556,834,562,779,892,533,581,68,16,875,326,864,334,415,185
812,14,651,581,440,363,944,695,821,15,245,766,269,744,10,406,165,91,643,260,300,813,761,378,62,151,46,508,756,274,494,896,786,142
287,482,837,286,756,375,694,614,16,445,848,40,508,759,165,813,479,695,451,410,323,689,414,222,668,62,613,557,405,969,27,104,480,538
810,159,272,87,144,146,875,821,853,142,482,468,712,270,645,618,386,593,603,222,155,248,495,153,773,61,701,215,889,768,667,305,392,647
62,942,222,652,329,472,27,924,806,843,776,326,406,892,593,954,819,142,502,820,670,804,668,373,176,930,360,796,959,287,680,299,106,52
83,730,501,790,439,792,287,62,943,364,170,929,139,853,142,748,392,602,703,323,606,261,376,709,482,881,681,279,17,168,447,470,654,553
790,326,330,173,984,142,756,639,269,140,79,467,323,335,854,62,620,279,0,445,738,504,261,632,367,977,452,770,329,889,618,792,469,207
756,31,955,70,53,558,46,434,267,41,580,318,357,20,424,233,297,739,269,537,146,550,193,16,367,335,634,480,62,718,567,376,142,110
485,734,142,977,165,546,155,56,445,14,797,482,395,324,729,23,451,983,16,302,585,514,782,569,738,82,319,695,875,654,789,708,151,516
889,634,588,219,907,196,140,975,756,445,323,931,733,662,142,62,808,482,737,115,203,732,516,56,414,16,645,409,821,326,984,585,646,703
323,324,62,23,142,801,838,300,287,475,135,928,401,179,797,76,835,134,408,550,106,274,889,857,836,174,457,498,44,116,581,808,16,56
838,692,16,943,925,269,802,653,161,667,62,638,194,61,650,482,738,750,333,577,297,241,278,912,351,3,132,142,581,929,146,584,14,729
676,738,925,480,810,695,326,703,236,340,596,269,983,23,546,211,694,62,768,174,279,766,56,593,509,774,321,323,94,405,254,466,441,579
881,222,931,813,615,479,641,62,492,501,889,981,295,56,150,959,478,242,656,892,419,681,122,197,445,580,711,533,523,323,799,810,16,53
954,142,792,578,102,323,810,165,695,752,541,222,703,643,174,898,820,756,628,326,631,388,377,169,748,41,521,239,762,662,238,219,260,269
812,482,124,451,765,269,142,559,323,593,202,409,254,14,871,480,32,821,715,600,155,411,341,801,699,508,648,326,646,16,222,62,71,282
62,911,261,450,469,892,165,918,48,240,503,142,326,638,977,152,917,363,962,864,779,982,932,482,569,567,38,927,605,8,792,790,499,296
588,294,926,447,269,756,95,445,326,941,872,301,746,681,639,971,548,482,194,485,786,323,84,82,245,875,790,151,0,142,62,792,813,765
409,568,79,596,747,871,62,315,804,857,269,480,184,598,634,475,577,790,363,947,234,326,748,602,142,487,279,82,155,323,913,792,267,332
482,295,61,255,341,269,142,581,720,874,62,947,695,146,637,728,791,645,261,681,461,889,609,907,975,864,99,943,775,643,56,770,144,883
780,171,143,62,142,953,488,875,645,311,99,87,145,245,0,681,326,45,889,533,151,204,668,146,769,977,949,821,727,756,452,144,261,559
756,963,508,808,730,62,552,479,115,380,203,977,945,672,946,673,875,823,105,300,796,943,449,421,135,593,326,261,44,98,538,384,53,426
378,384,752,354,71,713,890,889,33,18,567,531,946,578,374,318,396,482,102,56,428,180,558,892,785,645,34,943,695,600,62,282,291,363
573,821,881,142,119,323,242,528,335,424,45,810,165,753,62,969,849,21,371,69,287,149,977,171,43,662,697,300,269,466,233,948,808,642
813,335,421,195,482,374,330,444,142,294,475,321,816,345,956,62,892,37,295,409,982,651,448,146,369,874,84,638,105,326,167,969,525,746
62,779,739,615,482,405,177,146,222,499,837,16,942,173,268,142,21,33,724,264,950,345,89,938,326,676,890,558,789,620,480,730,983,181
323,142,702,414,83,835,730,7,839,144,99,133,810,853,632,261,410,0,797,165,16,326,559,385,482,854,898,375,87,396,628,977,120,151
695,977,142,167,456,909,889,983,668,62,592,615,81,336,165,710,482,56,792,467,296,315,348,645,38,194,424,892,468,60,241,328,913,405
499,864,593,16,931,25,151,245,960,276,115,634,374,678,502,445,146,889,744,892,461,93,248,612,62,144,326,295,165,88,307,226,401,760
648,75,846,322,615,907,56,871,840,617,719,321,977,443,326,208,62,445,7,756,296,332,32,148,553,0,11,109,885,269,680,142,581,480
173,142,62,695,881,357,51,846,79,447,581,880,300,947,291,56,256,15,751,343,441,647,132,779,418,109,389,588,445,16,703,44,243,712
49,142,222,895,269,447,979,762,295,657,681,514,392,384,588,326,124,963,108,51,62,402,146,775,23,557,87,783,565,587,738,118,943,161
587,571,278,961,645,834,646,287,762,918,949,355,282,68,62,133,637,931,142,326,323,810,0,938,907,845,979,756,651,886,889,16,957,648
797,62,441,142,665,56,146,344,514,893,163,26,335,757,629,748,480,746,697,892,172,813,6,809,878,918,947,666,311,315,983,323,534,538
297,142,592,62,466,269,977,329,702,527,558,886,891,165,326,621,68,746,143,144,444,281,173,808,0,16,783,541,860,835,864,81,892,533
482,844,326,782,756,695,550,532,617,635,318,269,643,237,845,947,641,955,780,546,142,62,357,691,295,783,385,437,948,222,151,480,585,332
889,550,261,405,445,62,777,0,748,682,409,943,620,16,684,810,421,875,743,548,790,750,91,835,269,581,638,853,911,260,83,756,79,792
133,546,648,526,351,576,375,269,700,581,625,864,62,24,579,32,790,172,630,685,447,409,485,782,728,94,338,218,324,142,793,849,785,11
16,142,478,731,792,289,279,492,728,931,521,87,62,854,200,809,300,717,507,115,335,703,33,269,757,94,344,537,813,466,775,447,528,431
333,890,273,275,831,409,827,62,983,211,676,641,695,479,207,834,204,326,792,758,889,492,482,68,341,353,541,323,918,416,862,445,627,748
408,969,957,668,195,821,771,477,628,645,577,692,118,665,755,565,38,23,669,165,16,864,142,514,525,326,495,982,323,779,79,756,269,672
62,671,142,858,641,480,182,375,889,108,719,580,326,445,929,78,536,863,733,282,537,901,56,405,285,582,792,655,87,383,891,808,281,767
56,142,722,970,705,165,680,297,149,440,569,482,515,673,416,983,501,384,899,751,367,661,269,840,790,354,61,167,62,889,222,457,329,279
666,142,775,695,279,338,497,558,922,8,942,669,251,146,56,704,120,467,445,436,907,37,748,369,405,17,296,797,62,737,235,569,795,16
228,753,832,142,813,531,155,204,834,269,273,16,198,548,222,165,61,492,809,279,958,522,868,93,448,351,875,689,376,682,975,371,442,864
62,944,636,705,813,853,165,730,957,837,81,512,424,212,482,921,514,336,142,764,118,10,222,146,820,889,51,367,470,648,668,16,669,447
756,825,863,294,62,581,969,238,506,222,445,943,503,45,323,699,142,236,747,151,150,536,602,340,269,457,470,807,165,16,272,684,164,821
849,684,812,473,108,375,731,548,77,68,920,475,9,533,142,378,266,329,445,810,453,795,151,62,92,456,781,813,924,410,768,966,81,16
260,634,647,328,421,47,731,120,289,142,447,78,869,732,119,514,746,809,165,695,144,163,615,134,703,154,729,636,326,898,810,566,620,16
144,296,32,269,705,62,889,326,203,724,142,270,824,960,695,938,765,287,649,766,684,874,493,249,385,588,703,480,708,916,592,533,947,87
756,695,142,718,335,577,925,409,165,559,217,62,468,480,557,266,222,166,292,680,339,175,134,977,463,124,445,177,813,854,241,374,712,488
172,0,585,517,326,955,668,490,441,853,442,808,526,339,790,428,726,514,62,744,142,44,810,269,560,225,933,424,263,650,975,813,340,323
87,743,165,597,634,680,282,533,62,890,552,668,269,457,46,299,829,514,189,571,135,620,142,577,628,385,222,333,692,816,482,606,582,432
225,606,881,62,191,956,756,300,146,33,797,581,483,569,706,714,385,164,442,646,475,870,892,567,795,808,6,924,16,824,452,307,970,207
610,326,89,171,142,809,889,728,161,16,752,546,105,269,935,524,533,287,845,392,342,332,62,64,844,421,416,454,222,282,190,0,668,468
809,834,886,918,224,445,295,146,256,191,457,559,196,767,656,576,701,703,669,255,267,836,574,821,585,341,828,421,969,638,545,70,134,447
786,756,165,615,889,656,83,346,657,209,605,261,264,62,15,553,269,703,294,142,166,596,790,886,569,706,523,326,33,93,79,222,208,749
929,875,165,62,546,375,941,222,170,445,142,977,332,537,790,339,329,930,79,277,325,241,628,635,892,323,629,648,943,482,63,887,983,824
326,269,142,291,440,376,638,534,633,606,182,927,480,826,907,222,183,133,634,504,66,893,691,84,550,260,445,931,778,495,323,492,295,409
738,559,932,889,447,468,81,121,694,84,191,785,983,611,445,142,875,797,742,165,62,786,810,615,153,624,881,783,333,909,464,666,475,173
147,266,752,35,969,16,958,412,596,930,889,672,62,960,50,756,741,633,165,19,895,648,727,950,445,740,577,407,746,385,486,374,588,983
13,439,405,142,161,144,808,62,76,146,38,752,809,326,678,56,909,332,470,271,338,452,84,241,402,16,165,81,414,348,929,779,491,482
222,142,23,521,293,128,875,748,16,146,946,723,44,384,846,977,473,718,240,7,269,303,165,482,609,62,323,14,159,389,756,689,345,668
16,859,222,187,439,62,889,907,790,142,565,566,816,278,301,369,740,975,330,682,482,738,144,587,886,875,864,233,622,659,641,645,339,903
144,649,480,215,222,62,354,457,142,581,948,363,238,445,295,680,733,981,950,406,56,781,525,695,324,399,300,231,479,424,791,19,560,305
804,576,348,480,324,551,900,938,854,864,327,163,56,204,517,829,695,813,748,741,926,809,299,146,950,14,379,218,440,890,445,411,302,438
970,340,137,207,65,950,23,77,756,143,557,482,345,384,821,852,142,779,788,509,144,165,867,671,411,721,401,669,903,98,250,133,324,881
482,142,751,53,698,91,533,58,16,722,269,889,475,258,603,983,133,41,972,695,837,459,398,406,113,60,171,540,892,164,918,576,144,405
78,371,431,684,409,596,533,323,440,977,756,39,921,62,351,875,746,142,329,274,76,64,480,441,139,474,354,930,492,864,638,70,16,821
142,291,943,146,569,756,215,461,248,392,699,50,409,441,724,324,165,323,410,378,482,62,610,194,969,889,266,871,91,770,445,222,133,900
406,297,155,115,142,889,955,146,606,447,307,385,16,86,810,324,222,621,165,756,681,163,294,267,640,875,252,269,486,345,91,795,695,44
585,62,492,309,756,242,48,326,960,64,61,142,177,746,564,282,606,875,659,889,323,315,281,450,269,341,447,482,154,703,615,165,28,407
389,608,581,16,668,761,846,494,77,695,215,872,676,684,300,62,681,365,584,241,705,441,53,19,484,615,853,27,889,449,58,895,38,10
857,231,100,324,151,810,79,826,269,659,223,441,22,45,664,491,323,875,254,142,750,482,695,889,414,952,554,220,514,970,21,672,847,714
875,732,278,269,20,695,215,733,366,222,226,154,961,62,326,756,142,70,56,785,662,377,810,834,694,447,513,596,165,959,170,482,261,492
814,889,620,720,684,756,790,406,821,983,188,618,533,165,502,447,732,751,62,554,612,240,197,724,151,760,147,828,668,546,452,19,479,874
142,810,691,133,634,930,943,326,788,53,970,790,646,368,222,494,52,467,207,16,493,366,718,184,62,756,186,606,837,457,889,89,480,158
56,87,914,225,31,222,445,457,753,889,810,813,501,134,273,756,62,165,615,142,709,876,907,569,471,106,340,345,648,977,695,764,581,732
197,748,174,983,5,62,290,957,652,142,324,795,634,868,838,326,414,539,151,429,809,53,250,969,410,217,746,241,864,492,832,165,889,170
871,622,646,142,805,46,16,165,48,820,62,445,479,533,118,17,844,889,571,792,29,618,728,326,240,752,375,335,756,850,409,222,475,406
385,756,62,70,875,240,269,711,379,141,789,131,222,332,752,142,842,740,60,300,16,421,78,832,273,907,523,897,634,467,324,636,966,357
585,777,938,668,237,533,829,116,209,751,889,642,541,265,779,839,438,504,267,41,385,853,491,62,297,885,427,649,758,517,514,445,503,232
695,581,783,931,35,514,118,619,186,961,886,548,142,728,569,482,983,251,810,96,62,918,648,76,580,748,323,703,461,629,892,549,876,354
119,877,315,445,703,747,144,786,52,501,583,33,634,580,142,546,100,440,670,422,393,323,889,541,447,790,482,354,752,62,977,672,923,332
751,918,118,197,142,791,843,482,345,340,632,323,305,514,246,695,209,127,300,111,804,0,165,480,226,844,170,892,864,186,641,357,219,950
62,892,261,668,514,385,516,942,405,26,695,16,905,56,598,335,323,269,746,440,226,406,174,466,157,480,165,87,326,99,367,475,372,699
795,790,431,405,79,676,62,648,273,218,918,127,242,146,142,435,324,514,858,398,52,695,16,450,766,629,103,167,909,924,538,821,638,211
62,265,53,269,326,907,289,956,332,695,89,892,756,492,117,142,482,859,468,810,527,313,409,315,390,118,953,204,903,307,52,146,929,44
581,889,541,79,853,146,790,218,378,62,14,429,574,864,747,813,70,179,142,645,307,587,87,58,241,123,529,180,445,267,816,285,269,168
810,889,299,391,222,585,16,377,791,756,857,969,571,77,797,412,62,337,579,415,49,831,977,155,348,367,40,560,482,398,142,305,269,445
245,285,395,142,756,32,237,530,698,265,685,511,326,979,569,222,223,295,495,62,391,875,759,324,791,504,615,16,323,482,605,467,668,494
91,588,482,340,684,838,875,391,142,62,225,222,416,569,81,272,893,326,3,583,197,548,480,602,301,413,726,102,719,405,323,671,929,790
99,51,853,62,165,142,482,16,559,898,494,950,813,880,779,351,378,466,571,194,884,480,445,269,809,151,237,905,932,424,153,955,753,76
482,62,479,634,539,16,91,115,142,947,335,552,680,20,705,586,333,331,889,424,834,68,879,123,756,156,326,183,714,241,144,956,268,184
155,344,751,779,810,142,907,333,68,863,72,146,457,62,682,381,703,87,76,56,698,482,261,668,759,165,721,551,612,958,929,44,733,548
62,889,901,588,142,457,892,52,153,374,315,324,541,380,955,769,813,710,109,231,79,633,934,977,413,146,269,31,270,500,396,149,878,670
845,142,779,756,376,155,638,565,62,489,212,881,9,129,16,445,586,411,295,482,483,668,811,201,447,10,550,480,144,562,255,323,919,416
515,813,121,570,558,847,797,501,447,222,440,492,207,650,142,465,578,62,5,886,340,333,99,56,237,983,935,585,875,639,116,323,242,269
326,606,62,142,273,451,546,810,269,52,550,405,253,594,790,278,475,474,341,16,332,932,875,95,312,879,44,207,785,124,560,161,304,296
604,16,889,919,146,0,761,165,82,5,487,333,62,918,144,480,323,142,326,118,931,955,79,813,163,553,892,875,927,695,482,492,294,88
730,191,23,409,98,440,326,984,756,62,520,155,684,142,767,875,733,16,907,699,700,969,261,297,810,171,144,447,723,712,480,73,751,88
284,864,423,751,165,62,144,810,578,695,762,639,300,414,892,269,684,16,769,326,437,627,581,786,953,0,323,518,651,533,853,499,407,99
482,533,115,445,410,329,889,340,627,949,346,62,784,138,767,133,808,958,76,16,963,556,790,696,813,897,934,480,756,568,719,142,330,779
681,482,437,620,165,846,703,466,23,14,379,385,647,728,747,935,342,457,446,954,889,750,77,294,142,323,797,152,957,62,650,577,326,140
979,632,482,278,142,447,606,294,297,929,821,209,15,526,269,813,753,779,875,552,608,207,342,977,516,199,507,62,546,410,326,668,588,824
445,514,692,10,552,142,702,482,62,943,810,159,262,753,165,345,925,875,918,190,984,74,776,222,889,447,367,203,634,790,430,278,146,499
