445,326,345,452,323,668,646,335,935,562,537,68,4,287,342,269,577,268,106,96,33,447,233,184,756,62,813,52,120,792,409,165,473,73,142
765,482,576,297,269,700,324,62,142,93,354,658,548,813,391,686,79,508,38,563,263,171,872,392,146,909,619,421,168,689,922,581,417,618,46
645,421,955,571,392,514,809,10,812,233,329,70,782,142,375,766,638,695,175,756,834,62,911,294,442,780,821,323,373,579,230,827,269,445,441
929,295,892,546,16,243,457,230,323,28,850,668,127,647,203,56,142,244,135,568,276,376,240,789,260,751,550,21,949,581,371,687,482,714,64
475,445,478,461,482,621,853,405,912,781,492,703,875,928,274,17,699,864,723,62,413,982,702,931,447,527,57,942,5,70,784,943,142,548,111
622,919,324,358,727,142,813,548,127,414,222,335,971,772,854,62,566,345,560,540,165,323,809,326,299,720,369,666,291,57,16,339,643,575,5
775,555,482,62,43,142,42,324,733,956,756,546,267,287,875,523,595,947,876,514,56,675,134,326,374,779,634,24,515,714,100,457,465,376,483
515,62,269,187,741,942,783,142,719,235,323,793,983,149,204,385,865,954,165,558,849,602,921,78,374,889,648,326,286,392,756,375,193,56,445
27,905,813,18,556,16,790,80,947,970,144,315,836,979,142,668,646,416,983,821,177,409,737,215,977,186,834,79,810,53,480,375,302,303,91
921,378,73,907,225,499,76,210,664,62,142,892,588,196,695,116,541,594,642,791,605,756,603,467,10,821,119,482,480,559,151,542,897,0,68
25,116,695,777,439,624,142,305,438,645,357,552,651,813,16,466,447,628,392,499,478,602,270,765,976,700,62,641,235,260,335,533,632,598,418
645,564,326,892,619,222,103,824,62,99,480,497,186,323,438,345,700,648,142,779,644,144,269,53,581,533,482,236,745,822,151,370,813,375,889
648,559,871,821,575,588,881,892,16,184,323,884,568,222,695,223,127,269,765,265,810,557,79,628,562,434,317,538,142,235,756,868,854,165,445
64,970,231,241,533,218,289,343,636,62,668,340,581,907,480,16,307,79,605,148,716,56,136,157,691,790,559,207,0,738,676,305,193,772,466
487,44,638,533,926,62,747,142,492,8,165,232,333,55,123,933,286,576,466,786,480,482,790,32,2,603,269,56,689,497,889,338,375,668,910
943,124,176,973,907,871,983,468,737,467,482,340,732,746,445,151,794,222,91,847,784,142,377,588,26,326,193,118,16,625,457,369,813,495,663
365,326,668,222,796,329,728,813,669,422,16,824,19,977,892,676,637,142,493,215,814,909,261,585,88,790,62,219,508,324,513,109,926,445,746
937,413,482,931,445,144,315,213,756,703,62,16,409,813,479,142,588,881,767,746,564,795,790,744,830,326,457,301,506,222,329,837,533,207,278
241,810,77,428,62,269,756,323,808,955,467,340,83,730,641,45,34,514,714,568,87,409,155,142,120,404,326,912,324,293,806,919,17,743,113
759,941,445,142,848,150,135,335,307,40,197,354,223,106,952,681,955,266,378,95,16,910,689,62,892,668,269,947,60,386,452,305,722,812,287
879,78,445,292,764,17,280,19,810,756,323,209,62,245,10,142,165,457,324,924,438,329,16,405,223,602,563,120,58,849,300,634,297,854,554
983,656,81,703,174,447,566,142,209,881,146,54,323,947,222,876,109,946,23,779,472,695,619,702,246,326,191,770,871,542,269,105,813,261,295
955,260,790,165,650,154,222,872,16,337,87,931,235,268,889,225,508,146,323,348,183,628,559,62,480,695,837,56,245,142,119,678,10,871,404
62,495,16,485,801,843,951,682,445,645,482,165,440,289,810,952,407,300,316,889,392,160,269,451,845,832,695,659,150,64,4,790,87,438,513
16,559,62,265,375,0,889,142,797,806,668,618,620,44,571,222,428,813,462,954,56,75,482,695,240,323,165,45,836,64,877,832,697,388,791
641,173,323,963,61,217,761,91,756,41,62,969,792,93,40,746,653,326,447,428,277,568,612,890,264,375,161,459,165,445,813,857,620,376,56
323,142,813,457,533,357,942,475,753,182,627,73,652,975,88,326,756,500,138,395,646,303,748,882,889,695,950,328,786,39,16,727,325,743,918
889,364,269,295,409,681,62,756,814,323,541,733,952,825,33,857,721,892,16,326,567,930,224,142,950,875,407,819,627,162,297,695,165,482,14
336,62,170,142,16,790,120,761,890,794,548,273,247,197,482,433,810,65,171,384,571,643,737,559,138,447,786,799,728,584,326,146,158,27,698
323,162,822,142,695,467,428,821,133,254,66,797,236,785,813,555,659,53,62,864,27,639,269,242,282,359,276,0,298,345,475,68,969,324,287
748,924,16,605,166,643,756,348,814,468,147,577,129,463,638,954,358,341,472,146,50,60,536,578,837,569,588,21,187,429,516,62,779,538,380
294,222,69,62,671,134,838,643,853,874,922,752,142,151,748,634,323,388,16,739,191,797,165,396,810,456,235,733,326,419,760,81,18,668,645
144,16,966,889,480,681,463,599,269,222,207,142,291,263,902,509,912,550,14,817,445,467,845,756,695,53,634,267,984,165,375,977,397,791,859
88,43,16,837,142,340,892,425,428,144,688,772,548,62,615,533,183,769,792,748,863,668,650,58,110,450,445,851,202,649,345,45,98,948,790
44,62,142,552,681,144,336,269,482,79,871,174,773,480,404,581,261,414,548,845,656,16,910,792,452,154,909,176,731,641,204,756,642,440,955
187,296,137,579,62,546,323,326,918,248,56,624,300,519,873,16,645,570,101,890,842,95,905,955,909,541,559,595,378,538,445,133,189,222,700
414,611,91,304,699,142,802,315,16,480,62,28,779,834,533,39,794,681,892,0,703,292,827,448,144,801,810,165,970,187,765,212,115,632,580
508,582,62,636,918,378,864,914,885,248,218,947,452,790,581,627,668,440,797,764,681,666,496,445,222,45,16,326,157,56,323,758,256,903,451
747,494,979,260,791,371,605,8,56,222,480,445,766,829,174,62,16,681,53,591,269,691,165,140,425,708,329,643,697,569,68,161,154,142,293
490,79,56,821,523,588,699,307,340,960,852,16,871,54,833,714,434,935,333,508,0,359,779,482,834,15,62,632,734,282,810,977,717,326,830
247,838,20,269,973,587,142,128,119,863,903,438,146,775,149,105,845,492,841,374,345,31,165,756,684,62,81,886,853,813,530,539,87,261,724
712,144,269,751,257,872,533,224,682,388,142,3,445,754,813,62,977,670,374,389,120,681,146,467,633,571,270,514,410,857,255,400,598,932,906
821,482,142,144,323,864,533,523,612,294,779,214,900,136,116,203,301,89,551,881,724,319,62,151,875,5,505,516,150,733,172,152,937,837,269
709,772,62,681,137,931,16,829,475,907,454,521,133,489,142,207,480,628,390,165,813,60,323,91,495,929,424,69,695,300,51,645,589,409,970
810,567,596,889,571,184,233,779,690,269,222,142,62,881,163,383,19,125,323,756,297,875,865,354,326,482,353,260,777,813,20,618,959,584,680
296,87,16,28,271,62,756,478,956,269,173,321,495,290,207,222,474,195,480,322,438,785,56,142,79,764,278,827,848,610,392,402,860,128,326
142,526,929,653,332,474,756,323,785,222,631,20,954,62,645,779,584,240,269,261,410,296,872,681,915,165,305,216,422,652,405,452,810,255,542
290,91,889,826,478,144,781,62,147,533,814,913,374,142,461,656,389,148,608,323,75,165,864,155,559,634,853,802,240,137,605,433,451,695,443
142,652,924,62,609,366,612,445,76,533,639,339,161,581,618,308,551,615,586,17,44,99,588,79,157,668,93,667,860,134,777,681,493,521,606
62,374,297,500,849,150,375,142,708,294,645,552,189,889,442,704,331,804,296,751,136,413,84,797,482,345,818,960,139,864,712,16,336,194,323
294,375,21,684,589,159,783,332,780,889,69,326,144,548,52,269,445,634,961,829,631,482,165,497,668,142,468,292,864,62,23,379,440,447,514
603,482,222,62,813,699,943,47,956,861,56,460,892,980,782,668,307,708,270,742,269,227,151,558,899,539,289,429,676,480,142,779,323,294,438
666,873,142,559,603,423,756,523,98,269,804,492,43,28,583,818,38,977,166,326,323,514,863,911,79,810,662,180,889,482,246,438,952,307,62
445,457,713,786,319,838,491,332,949,142,230,62,864,413,155,146,733,889,181,748,790,710,345,916,645,326,480,19,226,404,16,892,375,173,618
268,948,326,480,862,808,209,100,142,651,650,164,887,447,967,323,813,45,889,797,388,810,329,548,552,786,836,752,829,330,370,421,380,241,979
942,354,326,60,21,459,296,756,810,746,142,626,147,47,56,62,726,690,480,821,0,538,790,578,369,621,269,55,305,838,533,445,410,45,324
801,947,16,0,813,7,422,322,769,142,289,451,848,384,336,714,552,275,415,827,150,10,938,216,326,332,668,207,137,87,297,269,913,378,977
269,495,142,898,756,385,404,639,62,358,492,165,392,828,791,668,32,16,929,728,384,684,193,480,638,767,214,445,533,348,326,824,90,538,652
859,509,269,650,142,242,654,457,409,16,880,418,387,975,533,141,453,62,482,323,585,681,837,56,146,31,271,702,378,222,864,368,648,371,115
837,62,721,56,245,480,445,533,410,921,261,422,16,159,821,91,650,756,790,815,241,300,222,820,547,117,146,810,492,791,539,335,783,565,326
210,172,768,482,949,712,62,326,323,106,91,269,56,694,585,178,304,625,757,628,146,733,795,966,162,117,884,889,402,900,357,345,918,354,682
351,797,157,142,207,875,56,180,585,16,558,548,135,666,52,756,475,581,269,739,143,40,943,139,445,392,816,821,311,799,912,668,101,606,889
223,548,62,447,269,645,142,119,323,680,903,864,942,514,488,551,368,56,853,86,533,638,889,515,979,983,596,682,755,146,409,300,294,211,569
127,909,924,881,480,863,649,177,756,62,410,598,345,326,98,222,142,695,38,83,522,182,776,450,269,173,302,813,821,16,599,832,797,323,81
142,813,157,852,797,412,62,482,202,704,483,917,905,608,558,807,970,658,816,838,301,273,585,249,442,466,810,781,354,16,146,480,0,79,881
777,482,792,353,62,101,86,746,816,666,646,551,288,977,644,323,16,892,634,275,896,354,514,695,163,245,155,739,900,527,684,88,756,19,231
84,62,671,837,92,16,317,409,845,938,495,886,928,125,741,150,802,291,331,296,954,325,74,302,142,792,109,670,892,34,249,466,313,91,514
6,142,515,533,62,16,482,64,288,756,969,638,346,344,295,248,529,70,881,619,843,703,91,68,732,143,728,326,485,390,864,629,60,514,297
669,838,284,62,274,240,673,756,250,180,515,87,748,912,664,265,142,891,820,269,91,165,260,909,829,514,815,45,370,812,528,654,245,482,16
732,323,627,467,1,441,142,315,765,447,393,132,326,236,785,179,62,332,445,977,736,892,181,856,515,628,929,626,374,16,452,548,202,552,482
552,649,666,889,344,516,773,746,810,142,657,345,813,637,0,326,756,445,346,860,874,523,821,779,932,332,62,480,838,409,269,969,748,161,222
23,541,889,257,472,596,124,410,157,218,222,142,708,796,668,106,585,81,16,875,305,151,785,209,945,34,979,165,605,62,215,527,79,323,581
838,934,952,881,929,142,970,542,495,447,459,748,409,983,909,943,62,326,684,774,764,466,10,597,566,68,259,618,379,416,738,443,81,329,56
541,165,955,523,810,440,375,447,227,253,174,684,581,142,526,669,17,482,144,474,834,432,917,910,943,809,533,62,621,495,72,757,273,638,218
326,351,178,269,323,198,841,56,98,536,142,712,656,639,445,797,714,271,347,222,541,519,938,966,581,828,723,907,207,810,62,188,776,921,310
700,889,62,142,16,969,773,215,313,370,668,681,730,482,253,136,643,974,294,838,636,457,197,88,326,325,269,367,466,846,626,55,336,541,949
79,824,142,681,234,40,492,102,813,949,16,447,385,574,533,441,821,109,405,955,926,159,514,779,167,626,445,287,944,482,239,756,227,695,832
885,44,473,142,58,467,362,748,320,468,949,186,451,598,722,151,62,844,813,646,914,695,889,854,109,390,482,621,165,967,166,447,363,56,756
476,515,620,687,40,248,300,840,533,230,977,493,892,262,473,552,62,700,102,907,752,315,295,865,142,834,326,261,695,962,165,329,480,860,190
605,62,269,261,902,197,162,480,478,16,204,405,636,746,779,61,790,821,975,335,586,977,875,475,890,729,253,856,21,165,294,934,146,892,19
938,244,466,62,816,456,374,445,269,943,480,695,20,582,514,23,146,597,441,482,845,571,668,719,218,746,959,764,892,792,83,142,474,371,813
58,816,323,128,550,798,56,609,50,521,542,79,875,142,62,926,6,514,488,668,615,523,878,278,790,783,639,261,29,207,222,161,637,813,445
56,29,319,795,672,62,266,323,273,326,142,445,139,269,357,927,144,151,855,295,475,907,983,681,280,634,826,615,639,351,918,17,721,892,344
267,979,146,178,426,681,673,234,813,91,62,95,534,608,786,598,87,5,410,142,188,209,727,622,399,121,174,960,416,695,52,907,579,293,445
889,750,62,576,269,812,12,807,381,10,892,370,142,881,222,921,550,778,140,713,838,357,56,21,966,55,198,480,864,100,179,95,339,817,982
636,273,756,912,795,695,375,62,118,16,142,489,494,326,53,810,681,783,889,864,39,762,969,340,892,533,140,41,716,797,445,699,600,648,457
28,146,269,876,345,543,538,179,142,288,350,390,823,588,165,62,821,411,860,641,571,409,669,218,440,638,628,406,375,618,569,248,480,502,957
142,16,326,333,775,62,248,590,269,296,756,732,838,864,38,982,266,889,653,260,100,724,957,406,846,495,323,726,738,656,10,627,746,298,249
871,89,50,62,248,256,161,323,445,142,653,581,515,792,823,911,907,919,779,409,757,340,123,55,0,977,17,918,703,452,892,28,596,648,214
514,273,619,327,419,204,326,84,409,56,186,45,611,0,251,295,663,752,323,812,197,592,294,457,482,726,467,121,689,821,480,445,890,3,296
725,699,142,482,146,283,273,916,529,829,62,706,528,579,971,668,949,65,549,641,977,478,889,779,237,781,688,302,981,644,409,56,376,746,647
645,913,16,428,194,32,591,692,142,222,903,699,445,144,439,207,514,602,948,668,466,546,386,858,949,648,588,960,56,338,810,269,541,982,482
632,800,142,480,921,256,482,323,615,559,85,551,875,329,914,813,447,476,732,863,689,848,452,165,947,91,62,603,523,29,970,871,712,892,237
961,48,810,222,553,504,89,302,471,269,690,16,482,56,451,84,92,406,630,146,529,186,785,979,783,57,171,142,695,781,445,460,957,323,326
732,523,16,142,260,762,103,323,924,132,389,653,728,864,821,10,628,577,222,777,638,121,964,485,813,755,317,682,521,646,62,165,326,442,267
323,756,85,62,947,695,668,186,516,767,734,142,746,413,533,295,909,876,28,383,245,710,49,451,597,288,718,850,45,832,872,57,514,565,879
331,935,62,355,296,466,116,929,482,779,538,695,142,756,172,146,314,671,590,56,105,457,780,266,889,371,879,706,10,21,235,261,23,874,603
668,17,62,83,386,756,639,142,579,957,409,983,628,222,674,602,938,249,482,208,844,162,808,627,165,237,782,159,348,56,636,775,475,695,813
597,813,62,456,175,892,141,261,920,943,269,633,329,87,890,440,222,899,523,392,373,550,540,548,938,142,952,424,260,910,348,849,695,872,587
480,16,756,821,62,546,539,492,482,714,822,786,514,187,65,323,113,810,151,445,424,883,411,853,550,584,838,790,703,779,240,142,100,326,960
433,62,146,583,341,108,854,593,370,142,151,749,665,861,326,514,390,633,79,875,499,730,452,457,300,222,785,144,889,396,797,724,257,376,703
859,410,222,646,81,756,658,975,294,87,979,84,911,695,62,803,328,779,813,451,703,350,56,194,645,810,668,149,142,323,523,684,520,269,165
62,311,15,221,144,68,406,834,947,138,142,931,943,482,377,839,703,323,748,163,445,533,324,392,792,810,935,728,512,98,215,149,165,790,813
676,956,289,405,269,837,646,142,222,62,59,569,703,61,889,955,16,680,794,636,756,681,170,473,378,173,770,890,68,900,295,47,120,975,832
154,222,62,32,569,756,375,668,969,78,612,255,813,429,720,801,943,0,142,332,514,89,61,33,645,14,581,691,690,354,779,570,269,378,5
40,269,889,392,146,676,378,680,142,592,375,875,315,118,953,625,86,294,789,43,662,89,257,222,5,116,445,790,952,120,62,287,929,240,53
668,910,142,232,923,552,795,364,295,62,515,570,409,911,144,977,921,889,841,981,115,969,0,56,326,875,294,355,484,776,205,269,649,73,102
889,117,70,931,482,887,526,412,554,581,700,633,813,795,142,983,176,16,165,850,58,114,977,682,751,854,509,55,702,345,667,245,810,374,62
975,16,287,780,785,325,161,231,83,338,23,624,10,390,347,62,285,480,116,482,187,829,681,612,131,682,146,810,547,583,478,174,475,142,883
641,295,559,222,645,405,602,568,79,977,814,203,738,294,750,887,826,354,782,706,170,321,207,323,269,445,669,32,469,711,331,878,730,699,91
371,614,929,544,133,62,379,269,329,490,645,432,761,445,871,977,482,874,790,740,290,598,478,752,629,260,137,412,666,265,326,295,979,68,222
375,157,62,142,695,269,538,480,87,513,97,257,747,452,409,146,165,52,889,448,647,326,277,710,640,369,389,154,16,323,602,438,301,419,339
681,62,142,58,326,480,821,336,486,323,695,165,270,947,813,943,295,482,61,307,333,829,185,282,518,974,203,774,235,596,585,876,407,889,133
211,62,74,16,341,297,234,789,853,581,927,146,949,909,977,480,468,142,335,947,351,216,361,330,315,668,651,207,889,756,942,786,721,612,64
466,957,669,326,480,102,222,770,142,662,199,323,979,75,345,340,876,60,144,445,920,70,492,741,970,292,121,373,865,834,291,62,164,625,91
931,222,21,600,166,537,889,815,614,553,767,983,801,567,744,908,966,322,746,804,330,62,546,261,585,482,326,858,695,378,101,79,260,470,643
326,136,742,482,533,91,889,255,165,756,222,739,538,452,142,645,79,551,13,65,87,146,937,886,911,89,323,392,975,757,297,480,779,588,583
482,157,269,326,360,797,867,684,62,16,407,445,641,642,889,287,155,810,218,780,892,739,282,52,142,114,703,943,377,639,975,466,847,864,550
877,480,445,23,915,142,646,482,641,208,383,62,596,756,193,270,865,918,813,889,121,689,56,269,789,892,781,533,10,492,703,645,864,204,935
779,62,115,146,781,323,821,445,522,186,859,55,850,376,469,751,249,215,4,19,482,979,783,279,861,775,315,269,394,16,273,355,28,813,632
662,966,543,148,340,132,166,773,635,810,69,627,438,68,142,445,326,681,269,977,222,821,16,482,875,240,499,853,881,548,165,367,888,256,119
878,178,447,142,226,756,317,581,898,952,653,172,406,300,690,744,948,79,16,889,0,923,218,792,503,892,187,326,48,405,809,412,174,775,634
142,323,89,813,552,979,181,41,872,731,581,879,39,768,538,792,81,62,16,139,23,546,269,495,326,135,553,480,639,475,9,971,620,315,618
353,392,447,62,875,777,943,633,684,178,291,606,976,533,550,559,280,15,326,16,286,88,446,577,342,810,534,142,482,269,323,960,581,853,138
977,16,477,323,971,197,45,898,807,165,507,775,166,377,315,636,302,888,405,342,317,571,645,355,269,524,568,916,135,359,619,5,482,472,716
705,385,461,333,523,947,323,38,142,588,409,294,721,480,16,473,665,864,457,269,95,159,401,326,320,595,587,720,405,533,768,113,416,87,91
480,761,165,323,258,409,338,881,889,514,62,70,807,859,744,617,559,969,407,343,405,151,977,385,56,696,724,16,792,113,2,801,26,326,756
810,287,56,586,797,391,792,62,142,447,301,794,515,381,242,445,411,587,54,32,300,88,955,863,938,535,871,737,615,894,222,128,326,684,943
20,979,16,68,430,560,62,756,809,467,596,142,180,599,877,70,329,737,775,475,695,566,970,977,84,618,269,733,138,803,197,152,79,577,533
16,643,955,62,56,157,326,959,265,323,445,44,889,878,482,115,421,142,756,975,797,0,279,779,533,516,885,628,177,296,261,234,810,540,619
330,440,144,14,87,482,99,62,323,142,4,161,339,648,222,409,862,628,446,274,326,311,889,663,918,407,480,521,871,417,892,436,778,461,89
79,269,889,62,814,747,938,338,118,20,16,289,571,142,462,646,891,810,217,324,243,714,944,480,302,4,961,794,5,971,951,106,445,864,52
179,56,142,864,62,16,912,870,533,322,44,436,410,419,326,585,875,480,810,892,344,790,14,268,482,791,728,424,396,921,695,324,832,230,208
502,323,947,411,142,672,33,514,836,780,203,784,761,668,867,676,116,269,62,222,10,110,809,245,239,326,631,853,272,889,640,805,482,0,581
445,589,596,881,475,955,966,790,43,323,302,375,399,447,209,763,184,708,795,61,326,748,94,7,883,324,914,269,889,380,16,452,810,419,142
797,212,645,488,466,514,313,73,739,127,892,887,513,269,79,983,231,134,725,756,482,144,804,788,533,716,625,118,969,849,217,19,889,72,452
260,270,165,58,871,813,180,889,142,173,762,323,62,326,837,395,482,0,96,108,240,14,445,447,412,245,799,204,711,8,392,756,928,969,332
167,14,261,142,929,5,772,733,56,265,324,310,526,745,187,238,62,222,528,909,764,918,916,313,326,756,16,390,692,240,668,810,23,218,857
326,282,419,166,286,792,703,165,892,323,889,291,297,971,565,854,625,480,718,62,797,756,957,636,813,303,651,445,829,222,254,260,627,903,197
184,445,482,813,856,329,929,858,800,422,689,977,695,385,653,23,140,733,260,269,581,606,142,52,64,894,277,412,634,810,756,751,62,844,29
62,341,323,580,142,56,548,892,889,588,646,165,632,668,628,351,762,330,790,895,813,634,627,864,493,699,551,304,623,325,222,440,74,269,772
