695,258,85,756,74,142,516,983,680,87,533,338,294,179,473,62,875,828,56,785,291,326,33,794,246,10,808,340,639,895,245,414,445,16,205,955,615,479,91,20,327,347,13,413,32,466,889,569,810,907,379,467,5,105
792,161,625,323,856,165,748,375,633,691,32,188,810,567,813,564,241,886,480,62,660,932,23,240,575,142,405,703,205,172,889,210,799,733,620,497,435,292,294,119,492,261,330,98,684,379,521,919,45,523,903,743,964,869
703,466,269,889,16,949,168,714,326,58,576,68,907,165,943,378,553,142,827,796,837,62,428,56,451,931,323,813,79,706,31,695,634,345,976,222,681,522,267,285,146,791,960,166,409,291,243,187,287,155,792,790,138,822
269,744,870,482,760,596,178,142,779,740,645,445,947,62,867,491,821,819,173,305,979,692,585,492,772,316,605,587,16,949,480,395,977,23,295,963,706,473,92,86,0,699,5,457,330,739,813,959,298,323,941,430,809,287
145,900,142,671,223,5,840,32,165,340,62,438,651,326,958,645,482,323,446,376,300,236,222,432,581,524,734,948,384,712,759,385,875,853,226,873,154,639,98,837,586,559,74,329,360,269,91,16,295,885,533,786,913,955
667,354,269,523,133,404,52,496,151,367,165,422,870,984,507,87,10,329,45,216,475,163,376,473,115,889,759,338,783,232,43,445,296,34,828,99,256,447,585,834,602,638,139,890,62,425,874,144,838,235,193,866,533,550
56,10,256,791,161,785,62,482,889,695,142,35,484,7,668,53,943,239,20,441,628,759,390,162,323,222,445,813,124,269,99,91,875,0,581,874,44,329,72,87,16,753,747,103,373,795,93,83,603,886,277,981,690,254
746,73,889,62,499,34,589,765,351,165,445,578,205,142,91,45,931,687,639,779,783,920,772,876,164,369,790,977,666,326,492,428,588,457,723,627,384,721,959,52,892,411,392,703,612,821,16,533,97,668,176,409,912,475
665,302,376,624,142,795,957,326,62,892,45,128,482,407,546,144,191,92,93,672,38,222,98,633,597,746,792,82,702,960,569,748,779,123,315,938,983,763,287,235,751,260,813,876,767,733,632,480,533,780,413,311,492,527
32,430,445,831,480,568,752,515,482,798,142,146,363,818,950,672,78,702,62,769,813,56,634,357,521,115,676,323,910,736,653,144,854,645,806,16,684,179,552,269,984,270,236,781,804,222,478,89,636,585,182,669,728,378
668,983,62,901,609,231,514,23,909,576,756,748,480,438,693,786,790,969,142,79,144,245,143,81,764,874,432,892,68,875,468,795,222,489,526,28,585,595,703,599,779,60,286,765,56,618,445,165,302,323,663,569,813,681
326,69,875,748,466,269,370,197,892,634,185,979,188,929,503,949,341,346,983,144,327,318,79,85,538,956,865,889,447,409,323,833,174,209,56,795,820,624,62,142,279,369,287,919,552,712,108,550,752,797,189,563,98,266
857,142,854,801,810,516,386,16,477,62,102,646,305,821,746,174,838,369,180,668,529,269,441,35,271,552,482,27,68,388,429,291,345,537,581,895,185,756,281,808,91,222,638,290,87,323,379,977,390,732,576,875,368,971
485,80,858,802,222,602,407,921,561,876,445,889,315,62,571,765,665,835,756,732,892,155,971,938,133,482,87,797,330,947,33,142,505,977,495,114,970,908,578,542,695,275,704,821,891,960,699,156,668,516,901,823,457,106
969,222,421,1,270,482,9,16,503,299,295,250,323,583,14,326,516,17,142,445,970,447,84,905,597,636,38,424,269,728,684,523,62,756,641,392,718,791,701,436,553,889,797,280,514,334,480,581,943,468,870,892,496,829
217,603,602,636,0,864,746,196,23,779,324,824,142,952,430,62,732,713,645,79,695,514,16,727,627,330,756,184,300,624,14,810,889,64,15,331,542,256,813,667,297,831,144,165,88,240,525,408,406,931,938,38,790,424
695,862,165,292,457,821,482,241,892,421,98,665,353,203,906,16,783,937,269,979,141,337,533,62,151,585,671,475,928,84,287,943,174,33,790,872,913,897,87,903,19,777,865,808,222,622,52,648,445,404,240,744,646,243
695,634,222,390,793,389,357,668,635,89,142,492,16,87,548,287,943,719,324,590,15,950,269,918,952,447,657,165,286,192,354,212,270,480,913,96,853,273,55,678,281,445,359,768,691,454,533,242,473,74,963,754,537,791
151,319,475,723,820,143,637,300,646,240,480,649,875,807,668,11,813,594,142,892,654,87,523,655,392,447,796,776,402,222,795,144,161,678,332,710,326,636,620,323,62,83,345,248,16,457,445,85,908,171,14,32,146,970
91,10,681,563,378,634,480,142,297,388,441,479,775,829,204,808,222,345,579,277,194,226,62,452,405,472,326,332,845,16,512,324,889,165,533,537,875,0,77,940,699,938,628,751,273,21,70,146,581,638,386,144,973,983
895,70,155,790,929,977,658,319,821,621,142,5,62,401,626,744,447,222,943,269,290,491,957,56,165,16,221,548,326,251,618,801,467,615,446,889,180,279,323,108,765,751,668,842,445,94,207,241,810,892,779,505,979,81
343,323,882,34,464,142,84,695,62,194,738,533,648,809,60,448,326,977,165,161,16,786,332,874,482,182,359,466,517,390,269,886,144,790,480,306,979,541,963,521,662,345,634,889,732,837,773,523,947,703,918,101,770,222
142,500,552,969,229,16,892,357,453,581,292,548,482,835,470,144,62,379,807,573,294,571,194,354,88,634,876,650,243,694,958,81,915,269,260,518,87,60,89,411,813,409,697,695,858,889,975,390,940,702,324,450,445,747
203,779,300,909,947,482,863,834,703,282,791,280,559,165,110,375,441,918,984,427,445,62,746,1,719,87,581,68,724,433,693,889,317,484,649,805,790,142,585,120,969,868,619,695,952,16,624,634,323,878,218,983,627,476
631,542,889,162,908,970,142,645,733,110,62,639,695,738,335,582,529,789,746,562,169,261,960,445,144,296,576,814,615,523,847,961,617,135,137,854,16,837,546,871,482,483,326,638,279,146,596,205,32,165,541,962,384,829
541,247,84,56,482,577,165,883,142,269,754,904,326,145,853,323,375,573,632,250,767,786,924,779,16,447,401,583,374,445,889,738,466,522,915,653,881,523,979,721,62,638,10,111,938,973,404,970,803,909,777,748,109,485
92,943,296,798,758,269,638,812,754,936,457,434,340,756,456,813,52,326,44,348,62,354,118,949,924,603,795,323,875,979,739,164,142,950,287,652,36,693,889,298,620,789,311,900,492,935,23,261,892,864,664,245,694,498
279,120,165,892,559,815,523,142,475,389,62,635,538,746,151,769,323,419,16,411,391,144,552,326,904,832,452,845,783,890,154,269,409,790,81,497,569,785,157,187,792,284,684,645,857,248,938,182,77,690,56,706,404,133
644,521,62,974,480,753,695,326,649,196,703,70,302,823,197,138,673,514,142,260,361,447,872,432,496,269,91,155,16,774,340,445,650,519,78,756,329,969,643,323,645,788,76,45,440,482,966,550,653,64,699,754,504,684
732,756,29,77,151,68,133,497,16,918,480,747,943,641,50,376,741,142,797,871,269,848,514,189,714,813,56,60,62,627,823,748,273,634,165,983,713,252,235,780,79,354,839,445,390,889,810,9,91,144,800,346,773,167
445,330,268,885,38,741,68,765,16,19,142,636,909,813,875,718,668,213,321,485,104,421,294,795,0,889,326,406,755,405,493,84,569,618,697,20,222,27,186,977,291,475,827,187,441,487,620,429,356,90,895,963,478,700
142,752,135,572,402,971,537,555,248,70,62,295,541,756,241,138,710,853,883,410,905,2,294,836,323,824,222,813,317,212,482,889,79,26,23,369,335,269,638,387,117,299,669,16,438,705,921,882,892,91,754,279,982,46
11,269,62,132,421,326,144,756,19,323,559,639,356,450,89,632,813,480,943,332,410,834,16,142,445,925,585,207,618,482,452,466,44,146,56,595,354,149,879,304,375,646,596,614,931,162,781,661,341,835,475,745,748,644
95,636,668,405,482,929,970,808,716,241,756,130,302,62,606,170,427,445,585,892,326,367,261,787,864,56,977,447,108,165,142,581,810,757,457,943,790,889,341,424,538,269,244,296,803,428,48,537,422,960,559,279,588,648
283,606,975,62,859,628,748,73,821,921,493,269,779,633,947,705,632,299,977,300,546,792,654,929,100,834,58,706,875,765,480,794,53,155,0,636,74,445,106,482,218,133,156,170,680,88,171,682,439,410,390,860,728,584
62,16,54,209,479,291,269,261,618,810,668,326,957,369,153,891,146,124,694,42,204,53,445,909,111,786,606,537,475,983,480,495,347,142,482,736,642,955,605,255,949,268,341,756,638,134,323,732,653,300,10,69,211,662
218,810,779,430,886,542,16,611,581,860,598,32,853,181,731,324,87,267,927,979,165,62,371,485,405,920,533,691,921,654,144,142,179,64,668,482,783,44,617,1,290,300,326,66,323,294,508,728,315,385,841,892,110,732
692,165,142,746,222,369,958,889,686,330,148,955,62,810,445,684,381,710,492,797,394,95,980,949,738,460,756,323,396,137,250,699,581,748,630,666,503,522,880,892,545,294,632,864,434,343,752,480,813,262,391,223,180,783
406,913,483,645,859,551,165,703,168,244,482,62,668,77,305,375,196,302,142,70,215,552,479,628,396,282,480,16,345,404,269,781,222,886,323,220,295,440,326,146,949,118,377,538,250,889,359,143,519,154,712,340,960,164
703,62,142,475,514,813,952,581,872,79,173,215,569,34,56,182,354,445,621,212,48,255,645,699,16,694,861,938,779,868,482,821,657,937,277,61,615,76,881,838,809,810,222,300,491,607,144,588,748,550,700,714,786,721
269,769,136,509,804,142,445,756,523,595,477,783,222,889,480,821,813,810,56,516,570,185,391,165,645,61,947,689,571,118,191,831,95,62,482,752,146,634,300,638,955,526,548,602,733,166,627,332,58,333,540,81,184,838
482,177,289,222,521,445,245,756,269,628,639,889,56,705,651,194,895,79,802,696,62,142,7,646,754,197,326,957,846,715,416,447,102,917,16,301,805,424,414,338,772,296,237,38,204,512,184,645,871,480,323,729,943,76
742,142,905,637,130,482,16,196,312,165,386,23,790,100,335,618,87,297,323,517,279,42,38,354,565,62,689,813,453,974,480,810,342,236,898,197,619,173,845,409,445,636,241,245,296,626,194,779,274,748,405,875,821,712
269,813,810,16,918,451,447,222,166,326,295,643,550,772,144,234,62,138,629,682,255,384,668,889,534,797,475,615,543,809,142,28,404,648,568,411,480,345,165,51,197,18,808,746,539,941,482,581,756,892,513,20,854,913
12,883,268,770,375,326,87,336,353,287,695,406,674,62,864,795,323,483,142,236,20,46,324,764,267,528,559,820,245,930,787,924,628,158,335,514,269,649,585,21,689,445,154,728,222,632,133,77,889,325,731,530,824,69
142,814,792,423,164,811,62,14,645,300,197,533,536,636,865,585,445,266,441,492,0,495,681,807,751,872,207,87,329,424,777,43,144,482,5,175,457,323,260,102,83,16,119,23,326,728,695,570,237,270,430,20,273,559
62,756,269,504,730,552,151,480,875,204,118,357,699,728,939,864,752,746,326,938,562,387,889,943,639,144,760,785,142,68,155,557,884,83,260,769,475,615,643,81,548,16,451,732,248,165,598,323,634,797,491,167,482,428
867,959,660,746,142,300,400,775,943,84,194,881,469,146,514,89,647,482,14,950,409,983,374,889,781,157,611,918,281,817,962,605,779,299,66,863,53,951,756,130,329,979,61,711,501,728,977,16,641,1,680,165,222,915
392,326,728,62,13,826,475,952,282,260,813,542,142,541,533,552,875,293,93,402,794,341,38,375,118,756,480,65,114,814,726,144,588,654,230,269,499,797,157,476,410,789,982,615,639,66,335,468,223,466,135,973,643,428
810,273,682,165,54,883,579,326,938,19,472,142,585,283,62,374,79,16,894,61,294,70,155,457,409,482,912,492,602,269,37,638,889,445,89,836,872,133,821,761,859,495,747,324,577,733,752,50,893,250,478,87,412,862
483,875,142,807,857,135,91,480,514,756,588,100,319,194,306,84,952,326,8,634,233,492,668,708,472,475,620,779,522,889,16,694,269,703,332,482,317,747,926,256,357,516,754,203,638,39,302,260,977,134,172,864,377,406
62,860,864,165,409,699,282,478,142,497,639,14,701,538,133,10,927,650,889,269,662,756,634,651,810,106,684,562,323,482,615,752,135,174,16,44,641,978,205,798,791,61,874,441,185,5,910,919,270,155,636,146,222,847
892,143,226,17,690,233,62,270,295,710,750,345,865,142,10,514,779,624,677,983,269,171,475,581,294,638,326,341,842,673,930,388,301,184,482,668,140,447,821,81,16,76,144,835,977,907,68,678,87,756,810,746,585,917
217,165,953,475,643,648,854,267,492,466,99,16,832,142,237,959,858,56,159,13,890,326,269,480,576,718,62,728,109,410,245,938,477,222,333,346,756,875,482,69,453,452,637,618,591,527,81,335,617,151,767,327,645,541
507,734,390,783,892,451,533,10,566,724,326,801,265,665,446,952,730,524,678,89,71,821,296,270,445,62,921,813,132,756,319,248,142,144,696,473,457,16,277,194,335,851,977,943,222,167,217,324,197,416,587,332,924,695
142,907,792,492,756,405,845,453,618,829,781,706,165,332,975,934,0,571,535,307,445,883,935,823,78,447,10,62,323,438,92,596,106,780,779,672,58,748,983,836,727,182,728,758,790,269,5,212,862,889,409,725,102,977
762,634,559,969,798,32,597,482,310,935,733,585,725,892,44,821,598,146,222,643,568,67,668,627,889,495,962,943,295,558,912,681,62,491,954,165,783,977,480,142,323,492,367,56,52,451,703,1,581,523,903,354,89,260
567,592,162,44,977,577,142,445,83,442,891,779,421,325,955,413,542,957,537,479,338,736,618,62,348,326,466,517,98,144,533,151,834,428,223,634,632,501,795,514,357,784,512,269,87,478,622,323,915,329,358,400,911,612
480,413,375,377,216,146,779,62,950,142,878,166,844,269,702,875,99,634,813,921,81,983,733,677,120,626,10,186,45,74,175,581,457,952,679,700,106,602,482,569,392,859,38,576,338,436,514,91,761,155,873,23,625,897
375,756,62,864,784,813,10,221,251,222,875,466,58,697,326,599,872,810,626,379,245,642,16,862,960,394,300,142,581,470,669,789,705,618,205,945,950,897,445,492,269,144,17,280,157,146,859,263,528,509,433,363,440,295
977,522,424,13,955,62,782,346,821,142,348,342,48,826,240,696,751,5,447,307,291,627,626,975,833,820,628,831,245,269,436,918,445,79,326,899,634,357,587,947,265,533,323,756,942,411,810,571,234,907,283,300,98,44
864,323,442,146,133,813,810,521,790,114,807,618,457,748,447,550,338,638,668,514,91,124,917,142,979,570,557,756,583,392,62,279,197,892,445,79,726,15,287,950,222,530,115,155,482,681,459,716,368,378,56,209,527,348
222,95,475,142,912,916,447,62,844,240,676,515,572,487,457,645,34,16,795,159,231,491,943,875,207,526,756,495,260,269,690,560,710,760,174,184,14,810,842,32,889,414,666,182,79,389,43,745,775,1,482,845,529,443
269,971,503,756,347,151,797,691,241,780,748,16,810,696,68,326,62,144,245,219,115,15,165,10,663,975,153,533,739,142,593,592,839,203,549,813,634,983,531,87,673,501,635,56,482,416,218,938,146,676,64,189,915,702
565,447,983,733,973,194,241,99,299,228,16,955,127,143,889,892,44,60,222,484,619,652,62,567,935,638,346,802,538,897,87,514,828,430,808,146,142,801,810,165,588,295,668,340,821,209,366,174,708,806,56,326,813,620
324,141,947,87,628,943,289,99,723,16,142,440,62,57,651,323,675,269,248,173,410,295,25,44,799,958,68,482,485,379,0,493,979,144,465,918,404,354,405,421,969,277,921,58,387,106,756,681,977,320,738,537,697,55
269,553,348,748,62,810,359,333,157,587,953,192,627,385,300,326,0,18,203,315,345,405,16,68,165,695,419,889,690,412,383,54,794,764,207,752,445,982,579,142,209,743,682,480,746,612,294,615,410,789,245,681,224,324
222,689,718,733,419,99,312,482,301,810,888,860,269,142,975,533,62,15,165,305,668,643,571,78,12,297,919,728,681,475,290,374,756,411,273,57,478,51,943,326,898,492,639,695,638,337,480,526,636,241,845,765,393,14
765,979,181,813,62,622,165,977,142,439,564,1,559,286,515,567,791,665,389,377,279,332,480,825,339,323,751,702,384,734,593,732,581,645,810,275,56,931,475,943,756,466,705,795,560,695,905,792,299,892,699,16,585,269
77,32,687,16,354,39,329,287,638,965,756,627,165,142,452,889,781,819,269,535,853,170,492,222,950,533,248,191,810,52,56,570,323,788,651,746,92,177,146,648,747,891,62,28,685,790,728,326,76,955,296,415,634,445
555,732,142,728,856,28,295,492,929,892,410,440,377,764,889,864,557,197,141,983,701,144,776,797,588,255,50,222,756,387,628,234,699,626,155,473,147,323,970,161,935,390,558,540,885,465,830,744,747,813,950,329,939,56
62,440,797,142,414,823,579,260,208,210,858,445,875,621,781,282,421,257,514,222,518,792,118,695,924,457,447,201,728,58,886,946,725,649,69,88,276,325,83,87,789,568,879,79,813,648,46,787,16,953,161,278,733,35
87,843,295,142,275,45,666,27,98,824,269,756,523,617,779,618,62,482,656,184,776,497,445,257,810,424,16,693,960,898,964,638,919,446,954,324,650,435,134,943,983,38,18,453,480,909,816,728,110,697,847,949,379,634
748,142,182,114,287,571,591,797,957,695,475,269,248,485,482,480,806,629,62,613,603,533,134,323,152,718,810,165,81,398,231,581,558,723,106,5,970,791,514,653,501,952,630,794,724,727,903,245,70,495,146,568,339,492
328,270,142,756,726,481,447,62,853,475,197,636,808,0,16,538,957,909,733,38,287,677,289,960,300,483,482,269,529,593,606,457,912,634,638,487,445,810,790,927,326,511,424,56,149,345,59,154,650,33,155,172,330,323
401,455,480,241,323,410,694,783,765,482,182,472,62,567,140,268,154,533,33,181,728,778,16,836,215,58,269,889,170,204,379,969,133,668,446,342,806,157,142,179,813,626,747,340,746,144,165,872,808,314,756,158,385,639
165,854,81,960,138,516,62,596,907,568,514,791,889,533,219,581,492,918,813,142,20,821,552,300,602,326,517,540,898,240,230,389,26,329,976,207,983,269,46,222,833,261,890,38,863,298,810,43,687,104,571,173,410,256
813,810,222,218,645,750,142,755,828,10,21,64,865,111,135,654,83,62,900,606,87,326,144,269,120,23,892,609,263,955,756,482,465,17,409,889,16,281,523,883,872,113,926,160,492,24,913,298,975,295,68,533,165,480
77,926,505,813,396,100,474,345,623,353,693,634,482,142,889,562,375,935,457,174,746,62,15,810,176,322,536,831,792,939,29,300,921,820,170,516,649,436,982,557,329,212,598,297,198,668,273,551,664,382,833,932,651,151
83,142,514,714,827,133,347,383,269,803,646,970,889,947,10,62,157,698,972,759,305,559,923,173,296,480,960,50,508,814,260,681,546,323,19,756,45,13,810,138,674,979,445,165,567,938,16,612,921,494,447,139,154,290
16,977,889,18,62,466,918,208,326,323,606,810,105,256,132,681,929,118,495,642,76,269,702,596,144,886,87,362,756,791,780,645,533,142,238,649,480,813,801,716,166,641,809,5,445,647,979,876,795,447,0,222,363,744
814,713,222,376,190,0,338,241,813,419,445,892,643,405,874,142,158,348,952,559,889,941,16,975,875,245,197,329,430,240,613,903,375,52,492,440,550,668,756,62,684,482,486,144,695,970,565,226,323,905,282,682,180,378
190,318,912,144,24,351,482,886,13,422,821,46,480,792,645,813,475,969,62,548,870,695,428,445,955,856,979,404,166,477,508,392,539,785,56,809,360,160,892,152,636,837,473,839,443,410,247,326,139,269,16,810,489,257
34,748,323,62,814,400,440,269,89,16,810,238,109,930,630,452,609,362,81,643,781,473,370,146,594,636,56,221,335,769,142,765,514,577,857,523,482,61,237,8,343,490,889,318,732,785,445,860,599,374,684,743,874,854
975,429,810,816,62,977,416,142,269,926,492,245,979,10,445,480,889,482,297,726,296,131,883,888,791,689,165,129,40,376,268,114,326,801,357,569,615,557,270,804,146,777,618,495,184,523,47,669,260,628,406,441,798,970
77,379,812,53,583,35,62,588,585,816,645,177,966,628,868,340,222,318,329,638,482,703,886,895,480,10,142,421,105,460,559,651,155,527,315,323,114,269,740,889,602,357,949,16,370,508,744,424,445,821,0,858,777,728
445,99,269,836,397,76,378,813,533,23,323,142,709,207,62,194,419,199,746,326,666,215,391,287,581,620,300,480,216,44,516,146,238,70,779,881,81,93,819,612,981,354,638,789,889,910,920,267,430,58,240,649,505,636
482,50,142,426,139,96,3,384,472,56,156,336,436,409,323,295,457,810,166,817,892,146,207,473,955,514,452,223,98,854,16,49,792,668,591,375,24,779,593,412,144,17,363,974,319,522,618,871,165,103,62,495,81,76
30,144,86,806,265,73,414,839,16,533,756,892,326,626,968,142,62,261,724,445,340,323,963,881,163,146,951,441,766,779,410,798,632,838,52,690,345,165,519,368,436,424,175,796,954,872,228,646,721,938,728,702,412,681
862,944,235,62,1,323,326,363,431,957,813,488,56,207,842,345,110,601,440,943,864,615,480,28,155,732,366,77,105,952,109,938,501,723,295,45,19,311,972,636,697,219,568,746,760,756,581,446,550,142,50,166,693,355
889,222,492,0,307,269,326,550,377,308,282,142,287,196,533,482,406,194,424,241,87,329,21,323,813,15,953,62,16,318,11,756,947,165,672,577,834,781,565,963,56,606,410,344,960,43,678,634,918,466,638,480,881,654
310,728,811,562,16,541,165,222,836,756,855,790,62,353,495,497,36,218,724,0,797,452,404,55,482,166,74,326,854,389,548,143,830,821,380,416,783,464,142,253,269,684,746,875,752,943,144,409,492,890,151,473,294,89
695,486,480,813,756,482,262,182,347,218,924,165,406,414,954,810,613,260,968,408,779,197,89,62,700,445,581,442,335,45,889,785,585,79,724,421,129,824,269,508,559,16,781,814,144,452,376,957,142,821,449,83,726,170
777,429,570,981,522,234,858,973,326,323,269,16,135,482,377,62,733,222,72,305,447,728,119,780,747,627,147,951,587,387,842,767,492,445,666,426,746,44,105,612,28,266,703,155,29,417,552,862,409,871,968,581,165,651
482,296,439,16,594,929,99,406,821,954,344,695,446,587,10,142,222,860,199,119,810,83,287,433,783,57,520,641,175,62,55,300,390,874,159,814,746,703,412,791,155,639,144,326,605,907,245,115,475,285,480,481,273,514
889,979,236,845,171,969,91,949,578,535,62,324,751,762,581,44,748,861,108,482,747,775,197,813,391,142,587,269,0,710,955,459,585,263,348,150,726,638,218,560,519,458,784,375,462,696,779,260,524,447,733,956,106,363
