267,501,358,813,562,223,565,634,269,219,133,792,751,405,323,0,62,142,11,451,918,326,84,221,553,345,514,581,875,237
511,867,466,706,748,99,551,620,142,62,975,552,622,23,640,829,56,354,871,10,558,77,305,5,330,756,475,114,378,45
482,595,756,952,62,271,626,326,892,445,83,16,24,429,388,55,883,142,977,79,736,516,825,241,889,134,824,550,651,509
323,595,885,792,695,666,194,778,728,277,789,588,73,248,484,222,62,7,776,354,662,48,464,16,495,165,648,167,977,389
881,684,482,62,892,323,271,790,369,459,569,154,795,265,502,293,898,702,771,220,315,533,114,447,979,217,273,142,289,928
645,803,10,682,463,257,889,449,508,142,260,56,165,16,638,62,977,132,895,536,885,969,17,472,235,492,703,863,222,552
680,89,250,834,81,440,406,666,231,668,479,291,647,155,628,251,650,184,62,789,924,523,869,222,569,756,475,299,482,514
779,124,359,770,445,84,912,441,480,813,375,181,289,970,484,492,222,142,811,772,250,451,300,68,365,16,0,647,588,62
16,142,100,294,956,977,364,533,243,790,196,648,323,207,756,514,517,619,565,222,733,654,628,341,793,133,191,89,269,482
291,577,696,144,0,326,756,829,333,146,62,203,581,571,160,406,615,56,142,975,791,441,248,81,905,323,462,401,797,207
396,323,300,165,295,415,142,791,384,757,125,756,62,754,666,682,537,433,776,949,916,222,983,141,480,644,558,593,854,482
234,823,222,62,929,144,514,700,217,197,810,81,651,142,165,231,119,590,487,559,257,69,783,16,243,894,283,307,82,695
371,548,10,728,117,495,214,581,982,417,345,62,144,963,718,323,305,460,269,959,240,969,842,445,559,492,172,192,957,439
323,395,62,411,579,56,684,441,340,33,480,779,300,87,294,857,756,923,326,896,885,1,565,23,142,587,482,468,775,580
301,165,765,983,79,2,142,613,118,595,865,269,627,813,296,909,314,637,39,854,979,746,16,809,776,386,785,0,984,487
173,16,133,59,579,213,77,142,845,789,81,62,367,515,207,144,950,728,68,447,428,865,710,703,89,596,856,20,821,464
755,340,886,977,971,414,871,208,529,265,410,514,733,468,638,568,92,222,748,526,413,684,74,628,890,165,829,108,811,500
790,61,162,514,855,142,58,10,657,295,99,457,882,602,842,475,864,482,222,428,165,265,269,190,89,523,680,756,62,323
326,684,625,317,62,643,409,19,186,81,165,756,16,548,792,769,323,672,116,142,117,881,885,831,668,92,730,890,14,157
905,482,628,155,519,596,424,412,269,810,872,151,797,144,856,410,756,165,668,92,850,673,350,323,62,746,851,142,58,702
207,652,142,886,323,62,645,636,237,695,357,257,428,515,898,957,20,752,920,831,114,480,681,808,949,756,975,570,977,983
809,523,87,767,62,784,905,790,638,482,495,341,142,618,627,572,643,637,446,317,16,907,296,92,641,478,983,808,706,207
948,116,23,238,909,756,487,142,287,378,405,62,495,52,426,55,797,648,291,905,191,10,596,99,515,38,512,144,188,286
480,223,957,389,374,160,983,62,781,429,405,597,681,921,324,323,89,27,847,142,560,44,445,168,146,269,16,204,94,378
821,354,829,942,971,445,523,5,91,119,300,142,412,371,951,596,138,521,432,935,326,21,482,979,648,444,884,938,581,0
323,410,567,503,70,56,445,62,672,102,142,658,809,581,684,172,533,482,99,277,912,915,33,695,306,16,222,95,569,294
326,91,329,914,142,810,165,821,280,38,62,864,16,144,323,269,499,56,790,949,184,909,639,225,900,703,696,668,620,678
69,142,73,326,182,197,174,881,921,482,334,323,890,983,791,895,345,438,467,269,789,199,405,447,680,151,809,723,756,562
668,62,801,33,756,480,695,186,312,184,851,118,591,685,326,957,323,142,533,775,478,977,503,682,523,797,676,690,16,949
142,619,898,748,756,323,871,261,424,390,222,585,620,207,552,345,426,84,416,79,447,62,166,77,889,696,618,33,7,315
807,612,740,261,621,522,18,889,517,772,358,157,480,827,89,1,23,0,142,16,633,467,866,935,886,447,482,475,508,558
728,142,269,533,546,532,940,153,398,218,797,146,628,384,521,62,672,124,5,813,756,512,0,732,674,341,684,668,480,863
23,982,970,87,404,958,367,99,865,977,482,710,70,566,301,271,34,146,850,231,866,168,409,76,983,643,288,779,165,120
91,142,376,799,482,589,56,548,405,794,821,889,764,311,283,929,31,217,33,269,222,0,874,106,516,658,864,36,480,810
142,452,756,336,357,752,323,269,616,845,715,875,748,393,326,409,68,324,233,295,62,536,56,174,537,982,746,82,128,209
492,572,247,78,62,570,261,339,338,269,750,834,669,467,40,924,299,142,552,255,323,969,144,581,691,684,813,718,695,297
301,142,55,62,187,592,240,468,86,222,445,339,329,720,588,605,553,695,919,756,858,607,779,151,737,792,652,363,854,179
475,931,346,756,669,144,245,62,290,53,904,947,587,326,959,142,733,964,287,824,768,240,538,509,340,834,84,903,447,777
813,52,810,618,316,269,859,914,684,653,748,142,389,197,473,250,118,572,790,681,16,56,533,7,495,165,45,1,851,874
486,596,91,428,53,894,810,100,142,529,192,482,440,613,448,484,492,711,326,480,260,21,641,915,813,126,738,457,614,447
279,795,482,305,650,790,195,330,681,191,480,445,608,120,142,881,781,821,550,56,696,744,149,135,326,503,711,167,768,484
243,62,136,690,714,743,981,939,638,44,889,269,403,38,779,767,464,757,256,124,118,53,0,163,202,977,16,726,142,151
889,142,533,255,263,149,728,52,197,779,151,113,165,164,929,766,900,557,756,62,69,406,824,875,222,646,311,864,897,79
88,482,810,78,62,529,752,568,7,142,948,68,236,799,240,155,29,367,952,326,445,417,406,325,475,923,5,305,412,424
533,702,475,146,523,703,268,813,89,783,445,266,62,515,441,468,221,412,142,472,648,87,695,681,821,323,508,404,240,422
701,587,127,475,485,357,744,641,484,300,789,827,254,326,142,16,428,269,232,559,256,924,231,364,243,791,0,423,15,859
122,89,324,703,648,837,977,765,323,62,645,297,854,571,33,339,10,983,68,165,668,584,746,790,447,83,702,151,820,141
106,222,779,62,303,269,622,354,56,603,250,165,801,333,479,409,649,864,873,323,929,813,53,937,646,912,14,492,915,142
665,222,445,588,790,869,281,944,78,46,813,247,868,23,79,409,889,765,484,597,420,260,269,165,56,62,424,492,943,0
250,814,961,269,544,1,445,245,304,165,142,62,24,786,459,559,279,357,515,782,23,601,428,552,299,260,438,482,51,810
636,748,87,790,475,142,487,417,881,606,797,81,304,514,88,813,883,79,638,62,295,810,270,300,865,155,892,341,947,174
332,501,326,280,960,323,16,781,822,653,638,68,165,454,244,867,907,163,959,142,766,287,810,690,833,943,979,577,689,164
326,682,834,299,689,355,445,323,499,480,571,809,983,977,813,821,675,633,330,317,536,222,875,315,16,357,142,731,409,889
362,183,781,0,146,269,62,201,41,744,405,128,921,579,19,790,889,59,702,266,634,692,646,975,165,409,447,695,648,326
813,146,323,921,628,81,538,357,142,339,587,723,269,466,62,409,207,620,482,928,982,16,824,133,120,756,429,214,404,186
871,326,26,750,646,701,587,570,62,90,145,56,746,779,639,194,225,929,95,142,50,577,294,699,38,687,810,335,16,785
663,835,569,690,62,948,649,790,182,492,507,806,600,949,250,513,615,668,428,485,746,580,779,581,142,409,810,482,821,16
979,475,326,746,479,822,814,62,342,142,417,548,756,977,889,32,662,553,374,117,681,772,438,813,577,371,931,859,480,16
386,596,16,70,222,813,792,581,610,53,95,142,681,620,585,323,797,519,821,26,941,62,155,810,809,315,815,555,340,983
585,142,935,634,62,484,14,480,165,441,222,345,942,578,291,175,819,568,276,305,756,447,105,377,963,589,779,552,514,406
269,345,681,142,695,62,929,479,214,317,83,119,960,390,813,480,775,4,225,23,718,922,927,948,836,165,139,314,256,355
142,359,896,643,756,269,839,34,62,936,786,165,20,271,323,685,445,467,889,274,668,39,144,472,161,175,438,978,64,87
62,909,50,214,323,264,837,44,764,733,142,209,911,597,479,222,337,772,453,509,447,701,79,0,158,20,514,595,790,45
269,142,569,593,116,261,816,282,323,326,62,445,748,185,684,977,453,516,556,477,442,887,56,889,45,760,810,637,156,723
127,779,316,16,523,969,533,226,333,889,844,301,182,666,142,289,68,931,377,639,109,26,311,949,419,752,165,892,135,243
222,141,269,341,68,26,249,970,74,668,915,45,87,142,76,797,146,16,810,166,62,820,103,43,457,79,335,482,331,323
514,691,222,16,79,165,323,492,756,522,482,142,438,300,626,813,648,302,392,955,475,529,569,91,983,144,89,585,62,456
81,632,92,142,526,222,499,290,600,765,269,730,354,339,56,671,469,79,743,323,648,165,11,224,981,785,62,514,333,16
579,495,560,602,62,813,179,291,61,23,949,76,68,142,714,43,267,212,438,487,261,161,16,885,561,174,925,875,882,223
808,185,79,324,690,482,838,445,62,44,56,804,452,490,323,813,222,142,488,638,144,494,979,810,311,326,779,81,552,503
63,409,977,779,482,289,440,807,112,222,492,269,889,909,603,957,700,594,338,552,865,419,144,791,925,569,86,287,62,402
702,898,875,318,269,326,514,50,357,121,146,952,845,68,918,837,909,963,142,23,982,550,703,779,724,39,424,151,728,695
410,289,62,482,185,165,64,102,585,338,291,409,341,865,960,846,733,748,16,297,813,834,326,786,929,775,295,439,248,728
405,269,826,754,155,438,157,341,445,738,289,142,889,697,813,964,165,299,255,300,323,938,146,277,756,838,228,876,62,533
748,445,587,404,346,323,936,294,62,826,251,533,689,854,338,222,330,914,468,85,142,536,666,414,803,269,432,765,592,953
305,462,813,523,142,606,955,169,486,482,670,17,467,108,962,591,959,790,129,375,56,326,62,495,756,593,954,120,93,234
918,62,533,323,480,142,269,958,977,340,774,23,71,146,326,875,108,881,638,790,302,699,411,270,300,79,814,218,445,291
383,482,493,445,76,844,273,84,581,62,810,31,321,641,911,16,780,533,737,157,375,294,92,548,950,323,38,269,813,977
970,151,702,409,142,35,816,62,756,146,345,79,165,118,354,790,697,231,639,773,451,509,315,823,445,748,139,23,493,910
445,565,290,728,527,142,738,55,889,921,155,308,791,975,441,980,144,542,315,245,21,328,779,62,532,588,232,0,168,324
62,445,323,332,165,789,805,61,482,294,810,889,675,345,792,724,813,746,222,304,324,765,142,432,70,269,423,16,754,851
645,552,889,222,646,323,0,482,810,288,757,16,91,197,697,115,765,142,159,207,702,335,770,363,261,852,62,140,189,779
354,273,180,566,918,756,378,161,834,144,142,295,442,494,704,116,969,232,16,269,853,810,445,865,984,904,62,908,245,335
410,822,596,354,142,938,107,134,316,157,245,389,890,783,813,480,62,76,909,519,889,552,166,16,308,291,517,40,513,373
821,970,346,571,689,756,255,323,35,375,809,142,482,358,161,779,445,59,326,0,615,889,16,716,257,269,695,44,410,62
62,343,198,142,207,533,482,291,52,503,55,779,332,287,323,588,813,81,708,552,526,963,643,720,186,326,430,144,756,967
943,889,979,597,216,813,591,218,146,340,748,416,326,752,62,634,20,514,682,924,712,680,781,871,271,756,390,255,323,170
571,223,31,317,333,133,141,480,422,77,70,574,909,300,503,142,21,62,672,20,748,99,248,472,845,245,222,666,156,235
804,342,410,962,838,504,865,523,118,326,839,294,863,62,585,647,756,142,798,16,411,187,177,346,627,262,245,222,775,84
487,142,324,326,482,269,3,615,832,282,657,222,509,429,765,746,273,695,314,779,900,420,593,954,295,96,223,155,299,323
297,62,269,411,100,184,142,979,746,31,559,730,45,882,810,326,174,818,618,766,498,703,898,804,56,648,478,196,21,585
187,142,20,909,84,476,436,194,62,756,368,269,445,892,681,222,526,203,864,972,837,482,171,364,565,716,809,148,980,638
260,952,641,810,447,889,84,336,639,486,261,364,62,445,191,110,533,323,485,289,248,627,287,142,326,943,187,324,114,307
331,62,323,977,668,67,326,762,222,882,846,799,181,678,252,602,809,728,682,16,756,579,327,33,813,979,348,453,633,499
62,806,378,222,287,922,142,23,326,151,927,240,406,446,783,695,261,626,684,365,628,952,790,766,480,635,16,165,828,634
492,151,892,681,208,354,755,62,87,546,756,791,92,184,240,873,170,808,722,142,44,695,405,935,300,820,21,716,38,445
466,16,545,672,343,535,533,142,17,14,632,475,209,756,15,269,970,62,567,19,185,98,462,680,169,326,813,433,845,414
861,785,62,495,127,274,482,443,441,165,84,906,23,977,70,222,480,81,56,269,929,445,487,295,344,211,72,142,626,703
756,232,48,648,920,142,960,525,657,295,878,480,62,207,864,95,949,818,286,182,915,197,974,409,559,654,106,445,877,216
142,15,676,409,690,163,222,261,707,539,41,648,581,105,595,875,62,366,889,79,81,625,828,903,115,792,144,475,639,440
142,832,21,867,727,62,440,847,383,445,114,115,620,813,503,865,240,942,385,668,291,305,773,287,482,146,640,269,756,244
881,326,445,410,473,600,634,142,821,858,743,16,533,570,300,678,779,859,62,261,652,908,941,78,786,222,269,267,39,803
38,29,952,301,892,575,638,595,533,222,886,376,756,295,792,410,544,705,300,779,37,142,970,681,340,810,139,89,120,947
142,87,495,354,105,41,556,445,546,810,257,797,155,461,165,482,62,854,16,955,472,756,378,581,559,227,323,926,191,434
618,406,48,96,142,645,797,173,445,19,913,585,597,746,560,141,62,243,813,302,0,641,846,431,404,358,467,56,283,440
62,268,232,453,578,756,813,668,478,649,692,146,142,831,538,900,23,122,151,144,925,269,105,419,800,323,853,565,612,728
58,146,218,170,390,151,10,739,699,326,766,875,203,142,83,895,131,656,950,127,440,460,853,813,969,413,607,281,559,810
905,813,91,16,768,142,514,782,704,324,62,165,110,909,526,410,465,821,889,332,84,756,895,375,947,983,864,887,323,752
81,597,934,62,142,840,795,915,478,482,444,703,326,538,913,269,980,370,477,920,705,343,214,514,608,52,240,853,801,802
509,853,551,832,188,56,695,756,588,457,871,62,269,222,142,294,9,645,960,326,883,900,81,651,475,276,550,482,323,585
533,269,257,634,151,680,62,775,58,785,165,728,119,261,267,938,890,980,940,668,676,824,52,480,323,142,559,135,843,977
892,835,495,695,546,375,329,643,605,615,385,7,62,652,280,324,317,281,889,259,875,813,142,70,133,783,367,479,418,482
186,63,960,695,265,16,142,440,552,818,39,756,56,645,979,790,865,480,326,341,62,416,447,977,89,295,673,222,619,795
585,88,62,784,307,555,106,14,274,381,339,668,330,76,889,424,165,533,326,977,151,691,645,16,517,222,480,523,378,718
180,889,754,883,230,813,1,16,68,62,480,269,788,561,732,31,216,70,341,875,843,733,343,479,146,771,142,194,634,414
245,728,58,142,699,62,765,296,19,480,412,659,725,482,445,492,16,294,165,0,870,222,295,835,889,979,323,790,668,345
280,482,797,244,810,794,699,133,326,49,723,328,954,324,523,142,779,16,270,147,127,643,889,419,766,323,62,438,826,445
111,144,452,326,253,375,838,16,392,2,634,924,56,630,680,14,142,620,245,492,760,81,422,405,318,268,300,921,969,830
477,951,783,931,680,466,598,323,733,27,525,915,269,821,79,207,56,445,326,950,280,634,62,626,49,427,977,222,854,982
301,792,222,294,756,332,540,300,892,409,112,866,267,620,97,445,952,871,816,692,678,142,850,62,968,296,921,291,323,457
970,122,814,565,681,686,952,295,159,97,142,215,453,728,684,445,909,165,676,286,928,299,668,454,840,160,296,700,319,418
144,466,954,340,16,323,512,664,695,906,91,639,930,142,596,165,457,222,297,594,62,824,748,309,779,889,733,797,670,571
790,79,469,142,983,268,542,584,391,165,222,21,593,884,672,612,250,310,738,836,323,269,0,130,375,17,618,822,326,856
165,15,962,703,147,16,592,696,523,171,297,142,62,146,733,748,635,779,585,929,122,445,477,269,475,518,648,44,87,573
452,951,865,618,495,790,142,375,310,300,810,269,451,414,645,467,447,392,892,62,287,323,514,445,386,81,454,473,662,132
118,854,748,389,323,447,962,626,598,649,18,56,466,849,52,451,23,142,959,87,810,65,800,240,255,961,428,672,814,645
16,269,853,889,977,445,829,315,287,305,409,603,695,165,203,240,357,790,419,433,173,328,640,294,826,681,949,892,192,62
142,404,628,826,473,947,16,940,559,810,756,782,748,388,576,627,970,291,381,839,976,877,478,62,227,79,516,385,889,645
445,335,142,756,813,810,568,969,299,627,89,581,234,738,499,165,773,935,800,746,486,667,820,269,515,695,205,709,326,345
457,813,165,400,16,144,28,969,137,326,565,584,62,858,223,748,645,821,932,859,235,374,746,677,790,378,838,79,960,65
16,865,298,345,116,269,881,0,61,480,165,105,814,756,474,167,184,613,146,972,62,444,43,411,651,482,790,354,142,500
159,821,565,0,834,379,752,868,222,202,820,480,287,16,756,955,273,142,779,783,326,174,818,482,447,194,375,269,828,21
569,63,291,514,269,180,142,751,62,875,748,495,790,684,695,16,912,813,439,141,565,824,208,224,446,834,100,765,376,828
943,698,142,668,618,864,81,466,481,492,222,954,326,613,480,482,299,841,120,56,915,849,445,889,645,87,615,155,118,378
756,294,487,792,323,62,958,969,411,389,889,142,370,445,928,558,643,269,515,716,146,16,177,764,868,429,415,559,482,457
580,7,603,142,220,615,296,222,166,813,730,26,56,698,591,165,330,98,62,31,208,195,44,326,814,8,514,546,792,480
218,726,882,142,520,810,885,354,732,537,950,332,585,137,269,356,127,106,529,559,414,452,746,62,586,155,930,79,377,699
475,297,508,567,358,406,711,326,56,269,813,146,568,323,948,464,492,345,511,330,641,58,142,775,947,159,845,480,465,493
499,756,142,176,826,16,881,638,270,376,424,795,579,0,748,448,688,323,409,549,457,45,295,326,300,583,62,52,531,429
744,269,971,62,445,568,307,217,585,681,106,75,983,881,508,552,254,44,696,397,780,695,748,142,712,326,311,921,514,788
175,426,889,222,947,142,62,56,356,822,743,218,445,793,770,682,135,795,539,711,482,533,326,480,157,931,70,156,488,567
332,136,944,155,159,52,55,315,859,809,142,557,245,907,666,222,11,723,215,791,874,905,117,697,447,442,698,62,173,412
919,19,813,326,144,785,753,631,567,287,517,578,515,770,514,533,441,901,596,142,146,638,447,482,194,605,889,495,428,223
756,648,533,938,864,142,736,214,480,906,628,813,695,889,781,405,324,777,16,323,508,721,114,482,653,246,977,345,62,287
890,294,585,517,323,68,814,190,482,326,142,681,639,151,217,638,406,198,640,344,34,277,810,819,240,445,648,682,304,440
580,588,457,142,89,482,440,232,279,977,727,948,326,62,881,512,345,9,821,600,892,429,340,809,165,460,240,648,918,261
62,889,652,581,798,323,447,801,746,118,355,810,320,38,791,339,419,251,664,756,16,853,312,748,821,870,983,955,142,480
626,813,499,854,424,62,616,538,406,672,509,141,291,482,634,571,347,651,565,676,317,924,180,445,235,981,144,478,742,412
16,467,87,979,189,42,254,633,142,226,76,410,362,386,411,947,182,190,14,323,62,756,789,616,332,0,326,909,618,523
746,578,557,960,764,257,854,475,779,889,790,62,438,445,323,142,668,970,499,514,482,155,404,436,287,961,679,56,761,344
791,375,524,181,875,790,821,190,550,453,16,165,62,636,142,638,628,982,695,690,634,222,773,495,973,732,445,585,760,859
146,16,766,674,135,230,179,235,165,392,323,756,142,480,956,921,305,326,883,699,724,358,445,248,727,619,409,745,625,269
118,91,16,323,790,777,92,243,84,27,61,198,142,384,938,845,522,959,813,33,604,161,140,605,429,943,56,646,295,977
463,142,62,270,756,478,165,533,547,411,887,482,44,732,50,645,516,695,746,445,521,489,299,677,326,323,517,783,79,840
523,62,822,640,31,222,406,809,524,881,142,804,646,407,977,588,738,972,634,893,269,579,436,622,846,431,146,165,910,569
409,203,326,864,222,92,352,174,936,829,340,221,983,33,962,832,838,318,87,296,960,482,756,209,548,914,4,268,669,99
255,580,405,38,756,918,142,557,927,326,189,295,546,16,813,959,569,605,930,304,52,92,562,81,409,732,482,244,173,445
242,864,87,810,898,670,680,889,406,158,203,60,615,62,142,240,133,634,110,145,814,713,146,643,245,546,938,261,918,336
695,952,323,328,648,62,142,326,868,522,340,753,284,26,871,803,744,176,542,11,90,329,901,701,476,34,902,932,756,697
668,329,791,35,62,323,421,142,533,480,255,31,844,87,269,467,778,430,952,432,830,53,326,783,428,977,500,738,222,0
142,106,892,909,269,812,121,93,90,766,329,950,404,62,235,602,981,333,573,165,701,467,665,645,620,838,375,756,634,809
428,756,329,357,67,16,916,889,557,62,142,291,875,245,596,68,537,785,494,56,533,139,521,931,92,10,445,688,207,782
0,327,716,419,62,348,368,16,326,345,102,431,560,280,282,353,324,336,484,291,639,752,668,762,60,87,834,482,931,52
483,891,961,326,475,492,113,405,702,62,810,165,260,628,523,70,323,759,779,16,44,157,445,346,892,387,374,514,87,88
335,244,218,856,87,717,326,684,873,542,889,457,324,378,890,533,725,954,165,56,442,673,222,748,492,475,83,329,265,600
924,628,393,62,566,269,479,467,291,142,779,127,109,732,56,98,261,668,25,499,165,218,146,602,16,116,100,79,874,94
165,943,681,813,864,142,753,548,501,480,477,217,459,889,326,533,684,294,291,560,636,41,91,579,875,947,8,241,628,719
681,326,606,699,515,269,434,976,480,813,428,526,777,223,340,62,56,810,48,588,445,618,466,54,482,404,637,756,144,864
62,441,105,581,930,142,875,447,827,785,663,841,335,846,721,820,53,104,639,165,602,598,482,161,826,323,99,430,269,777
65,62,16,224,944,710,329,233,536,695,144,810,813,98,757,967,445,370,409,417,323,835,181,6,853,70,251,648,682,568
840,329,13,62,300,499,223,835,222,581,79,267,983,269,16,136,340,857,634,482,875,409,260,68,291,14,799,47,248,810
56,146,62,788,392,287,142,700,323,326,804,783,828,250,533,269,765,445,3,587,449,214,280,14,675,526,825,703,713,194
231,269,96,950,533,873,62,300,588,305,495,813,120,638,864,480,326,695,402,501,721,821,451,482,820,108,728,409,29,882
236,810,142,969,721,790,146,161,618,595,780,286,56,480,636,889,918,128,154,459,861,718,40,891,657,32,162,821,269,323
797,162,56,523,326,142,62,57,889,468,618,384,255,648,775,781,955,842,213,546,87,323,165,810,16,329,167,294,886,248
876,727,300,581,394,100,165,889,697,817,779,620,339,908,883,621,33,875,873,516,562,341,222,565,142,480,591,98,62,793
979,790,58,165,541,142,409,295,269,810,913,323,326,44,453,16,285,952,349,62,244,144,571,52,641,552,915,908,495,277
576,907,16,645,0,142,523,263,785,117,87,681,495,983,981,269,482,348,533,289,52,82,159,46,323,542,727,297,138,634
983,142,585,291,523,889,598,83,864,892,469,786,951,645,363,539,482,641,16,406,119,757,116,430,732,852,62,810,939,768
9,960,45,889,810,146,143,710,829,791,959,118,801,87,523,16,282,142,977,56,326,445,705,89,595,955,66,31,480,492
412,419,464,142,62,652,296,34,977,482,166,59,17,479,889,222,281,74,305,323,533,170,639,326,748,430,695,632,322,508
970,235,783,143,801,412,269,168,813,16,183,404,142,267,405,0,482,913,953,939,445,844,703,522,658,151,62,983,642,548
632,813,426,410,269,323,348,497,222,492,406,452,440,62,468,324,38,558,620,810,33,73,216,614,450,756,938,299,585,537
208,142,864,810,812,430,482,504,651,101,816,850,533,505,632,266,52,957,55,62,144,693,645,772,269,756,804,497,382,692
142,390,269,87,311,225,710,569,330,948,977,812,475,780,809,752,406,536,909,777,552,507,248,62,209,785,790,538,745,827
256,222,92,875,813,516,639,651,335,47,975,756,487,0,341,585,329,475,87,444,62,203,506,142,977,562,889,83,943,972
810,533,681,553,142,146,217,378,305,860,77,165,144,27,495,539,474,926,501,586,170,62,100,255,684,980,7,876,875,49
813,597,187,615,816,957,979,764,142,301,552,144,232,638,807,329,710,809,785,661,279,810,821,657,756,612,345,466,703,275
240,82,176,188,642,822,638,845,810,233,62,813,445,357,495,142,854,931,222,977,565,397,533,716,144,790,89,5,480,453
482,870,261,813,37,912,226,882,424,339,581,245,92,0,256,542,571,695,728,326,881,295,428,468,62,277,946,611,523,714
445,197,323,889,44,700,166,551,781,55,62,222,326,68,645,295,871,269,16,571,573,127,169,378,823,474,877,598,332,706
323,504,680,546,885,657,979,193,523,142,77,803,374,938,739,810,294,305,970,273,235,52,84,576,640,884,315,879,414,751
948,56,222,357,62,908,850,447,315,765,892,259,19,23,747,475,538,495,587,188,146,407,615,326,144,190,480,695,889,645
813,153,269,146,509,597,324,144,756,938,708,855,376,634,829,907,817,719,205,168,142,516,184,261,222,548,515,931,533,155
370,634,62,776,519,146,889,668,728,926,756,514,384,92,480,235,277,977,983,134,440,16,137,385,587,56,771,523,47,482
326,323,142,745,335,757,56,790,900,23,625,977,622,738,681,899,699,130,146,915,718,273,838,211,16,643,676,341,184,584
323,256,89,295,165,617,931,326,482,409,975,480,593,656,808,340,279,142,174,492,144,626,251,44,234,550,865,333,41,424
326,482,270,392,772,646,478,142,165,581,700,756,419,694,16,109,269,621,329,515,61,526,975,932,977,256,300,780,643,779
62,332,134,482,636,18,952,222,207,269,581,911,783,475,533,772,4,447,142,135,576,390,83,33,409,634,165,56,879,757
151,541,821,268,955,929,241,475,816,269,795,309,552,73,370,982,189,747,627,838,848,53,703,468,405,618,16,959,261,323
872,62,16,604,482,362,240,813,307,760,578,864,273,173,791,144,276,810,384,627,269,521,389,470,142,480,112,55,959,165
330,382,222,317,315,68,56,204,142,627,165,795,291,756,845,326,585,558,836,854,76,818,752,389,764,669,426,161,350,309
724,121,23,56,94,838,295,338,947,538,515,639,79,256,518,539,582,790,643,445,533,296,184,196,422,333,62,323,703,170
142,250,77,87,62,482,47,645,662,881,458,326,732,338,781,222,810,76,323,300,144,248,774,603,969,268,710,16,860,733
142,228,576,970,779,207,859,668,482,819,300,130,7,853,947,602,79,810,20,728,62,323,351,411,977,568,213,222,695,889
62,781,938,585,834,523,445,311,142,16,101,955,776,700,720,629,273,967,810,872,201,487,975,87,559,202,634,876,354,299
415,354,809,173,804,62,143,814,256,287,921,81,731,16,757,875,265,609,141,652,815,207,748,571,241,444,702,410,642,445
276,16,326,116,410,45,905,898,696,634,376,977,142,388,523,838,810,333,62,955,61,423,91,409,375,283,400,278,633,792
779,358,445,511,155,43,871,810,83,62,523,294,480,596,728,468,38,482,695,237,813,645,142,185,222,14,737,685,411,238
615,982,155,432,323,977,581,479,881,297,821,144,166,723,514,921,643,222,21,87,16,142,837,482,23,193,264,260,612,165
