"parameter","value_num","value_label","is_default","cancer_type","metric","score"
"max_degs",1000,"1000",FALSE,"LIHC","Precision@100",0.61
"max_degs",1000,"1000",FALSE,"LUAD","Precision@6",0.626424501424501
"max_degs",1000,"1000",FALSE,"LUAD","Precision@100",0.56
"max_degs",1000,"1000",FALSE,"LUSC","Precision@6",0.636559139784946
"max_degs",1000,"1000",FALSE,"LUSC","Precision@100",0.6
"max_degs",1000,"1000",FALSE,"PRAD","Precision@6",0.482617586912065
"max_degs",1000,"1000",FALSE,"PRAD","Precision@100",0.55
"max_degs",1000,"1000",FALSE,"STAD","Precision@6",0.582172701949861
"max_degs",1000,"1000",FALSE,"STAD","Precision@100",0.51
"max_degs",1000,"1000",FALSE,"THCA","Precision@6",0.533333333333333
"max_degs",1000,"1000",FALSE,"THCA","Precision@100",0.51
"max_degs",1000,"1000",FALSE,"UCEC","Precision@6",0.774390243902439
"max_degs",1000,"1000",FALSE,"UCEC","Precision@100",0.51
"alpha",0.2,"0.2",FALSE,"BRCA","Precision@6",0.568764568764569
"alpha",0.2,"0.2",FALSE,"BRCA","Precision@100",0.6
"alpha",0.2,"0.2",FALSE,"COAD","Precision@6",0.728333333333333
"alpha",0.2,"0.2",FALSE,"COAD","Precision@100",0.57
"alpha",0.2,"0.2",FALSE,"HNSC","Precision@6",0.64327485380117
"alpha",0.2,"0.2",FALSE,"HNSC","Precision@100",0.62
"alpha",0.2,"0.2",FALSE,"KIRC","Precision@6",0.565268065268065
"alpha",0.2,"0.2",FALSE,"KIRC","Precision@100",0.6
"alpha",0.2,"0.2",FALSE,"KIRP","Precision@6",0.455056179775281
"alpha",0.2,"0.2",FALSE,"KIRP","Precision@100",0.59
"alpha",0.2,"0.2",FALSE,"LIHC","Precision@6",0.509320175438597
"alpha",0.2,"0.2",FALSE,"LIHC","Precision@100",0.61
"alpha",0.2,"0.2",FALSE,"LUAD","Precision@6",0.626424501424501
"alpha",0.2,"0.2",FALSE,"LUAD","Precision@100",0.56
"alpha",0.2,"0.2",FALSE,"LUSC","Precision@6",0.639426523297491
"alpha",0.2,"0.2",FALSE,"LUSC","Precision@100",0.61
"alpha",0.2,"0.2",FALSE,"PRAD","Precision@6",0.483640081799591
"alpha",0.2,"0.2",FALSE,"PRAD","Precision@100",0.56
"alpha",0.2,"0.2",FALSE,"STAD","Precision@6",0.584958217270195
"alpha",0.2,"0.2",FALSE,"STAD","Precision@100",0.53
"alpha",0.2,"0.2",FALSE,"THCA","Precision@6",0.533333333333333
"alpha",0.2,"0.2",FALSE,"THCA","Precision@100",0.5
"alpha",0.2,"0.2",FALSE,"UCEC","Precision@6",0.776422764227642
"alpha",0.2,"0.2",FALSE,"UCEC","Precision@100",0.53
"alpha",0.5,"0.5",TRUE,"BRCA","Precision@6",0.567365967365967
"alpha",0.5,"0.5",TRUE,"BRCA","Precision@100",0.6
"alpha",0.5,"0.5",TRUE,"COAD","Precision@6",0.728333333333333
"alpha",0.5,"0.5",TRUE,"COAD","Precision@100",0.56
"alpha",0.5,"0.5",TRUE,"HNSC","Precision@6",0.642178362573099
"alpha",0.5,"0.5",TRUE,"HNSC","Precision@100",0.62
"alpha",0.5,"0.5",TRUE,"KIRC","Precision@6",0.565850815850816
"alpha",0.5,"0.5",TRUE,"KIRC","Precision@100",0.6
"alpha",0.5,"0.5",TRUE,"KIRP","Precision@6",0.451310861423221
"alpha",0.5,"0.5",TRUE,"KIRP","Precision@100",0.58
"alpha",0.5,"0.5",TRUE,"LIHC","Precision@6",0.510964912280702
"alpha",0.5,"0.5",TRUE,"LIHC","Precision@100",0.61
"alpha",0.5,"0.5",TRUE,"LUAD","Precision@6",0.625712250712251
"alpha",0.5,"0.5",TRUE,"LUAD","Precision@100",0.56
"alpha",0.5,"0.5",TRUE,"LUSC","Precision@6",0.638351254480287
"alpha",0.5,"0.5",TRUE,"LUSC","Precision@100",0.6
"alpha",0.5,"0.5",TRUE,"PRAD","Precision@6",0.482617586912065
"alpha",0.5,"0.5",TRUE,"PRAD","Precision@100",0.55
"alpha",0.5,"0.5",TRUE,"STAD","Precision@6",0.583101207056639
"alpha",0.5,"0.5",TRUE,"STAD","Precision@100",0.51
"alpha",0.5,"0.5",TRUE,"THCA","Precision@6",0.533333333333333
"alpha",0.5,"0.5",TRUE,"THCA","Precision@100",0.51
"alpha",0.5,"0.5",TRUE,"UCEC","Precision@6",0.775067750677507
"alpha",0.5,"0.5",TRUE,"UCEC","Precision@100",0.51
"alpha",0.8,"0.8",FALSE,"BRCA","Precision@6",0.565967365967366
"alpha",0.8,"0.8",FALSE,"BRCA","Precision@100",0.61
"alpha",0.8,"0.8",FALSE,"COAD","Precision@6",0.724166666666667
"alpha",0.8,"0.8",FALSE,"COAD","Precision@100",0.57
"alpha",0.8,"0.8",FALSE,"HNSC","Precision@6",0.640350877192982
"alpha",0.8,"0.8",FALSE,"HNSC","Precision@100",0.62
"alpha",0.8,"0.8",FALSE,"KIRC","Precision@6",0.565268065268065
"alpha",0.8,"0.8",FALSE,"KIRC","Precision@100",0.59
"alpha",0.8,"0.8",FALSE,"KIRP","Precision@6",0.447565543071161
"alpha",0.8,"0.8",FALSE,"KIRP","Precision@100",0.59
"alpha",0.8,"0.8",FALSE,"LIHC","Precision@6",0.509868421052632
"alpha",0.8,"0.8",FALSE,"LIHC","Precision@100",0.62
"alpha",0.8,"0.8",FALSE,"LUAD","Precision@6",0.620014245014245
"alpha",0.8,"0.8",FALSE,"LUAD","Precision@100",0.57
"alpha",0.8,"0.8",FALSE,"LUSC","Precision@6",0.631899641577061
"alpha",0.8,"0.8",FALSE,"LUSC","Precision@100",0.59
"alpha",0.8,"0.8",FALSE,"PRAD","Precision@6",0.480572597137014
"alpha",0.8,"0.8",FALSE,"PRAD","Precision@100",0.55
"alpha",0.8,"0.8",FALSE,"STAD","Precision@6",0.579387186629526
"alpha",0.8,"0.8",FALSE,"STAD","Precision@100",0.52
"alpha",0.8,"0.8",FALSE,"THCA","Precision@6",0.52962962962963
"alpha",0.8,"0.8",FALSE,"THCA","Precision@100",0.51
"alpha",0.8,"0.8",FALSE,"UCEC","Precision@6",0.773035230352303
"alpha",0.8,"0.8",FALSE,"UCEC","Precision@100",0.49
"sigma",0.05,"0.05",FALSE,"BRCA","Precision@6",0.567599067599068
"sigma",0.05,"0.05",FALSE,"BRCA","Precision@100",0.6
"sigma",0.05,"0.05",FALSE,"COAD","Precision@6",0.72125
"sigma",0.05,"0.05",FALSE,"COAD","Precision@100",0.56
"sigma",0.05,"0.05",FALSE,"HNSC","Precision@6",0.62609649122807
"sigma",0.05,"0.05",FALSE,"HNSC","Precision@100",0.62
"sigma",0.05,"0.05",FALSE,"KIRC","Precision@6",0.543706293706294
"sigma",0.05,"0.05",FALSE,"KIRC","Precision@100",0.6
"sigma",0.05,"0.05",FALSE,"KIRP","Precision@6",0.446629213483146
"sigma",0.05,"0.05",FALSE,"KIRP","Precision@100",0.58
"sigma",0.05,"0.05",FALSE,"LIHC","Precision@6",0.507675438596491
"sigma",0.05,"0.05",FALSE,"LIHC","Precision@100",0.61
"sigma",0.05,"0.05",FALSE,"LUAD","Precision@6",0.623219373219373
"sigma",0.05,"0.05",FALSE,"LUAD","Precision@100",0.56
"sigma",0.05,"0.05",FALSE,"LUSC","Precision@6",0.658064516129032
"sigma",0.05,"0.05",FALSE,"LUSC","Precision@100",0.6
"sigma",0.05,"0.05",FALSE,"PRAD","Precision@6",0.475460122699386
"sigma",0.05,"0.05",FALSE,"PRAD","Precision@100",0.55
"sigma",0.05,"0.05",FALSE,"STAD","Precision@6",0.56313834726091
"sigma",0.05,"0.05",FALSE,"STAD","Precision@100",0.51
"sigma",0.05,"0.05",FALSE,"THCA","Precision@6",0.52962962962963
"sigma",0.05,"0.05",FALSE,"THCA","Precision@100",0.51
"sigma",0.05,"0.05",FALSE,"UCEC","Precision@6",0.739159891598916
"sigma",0.05,"0.05",FALSE,"UCEC","Precision@100",0.51
"sigma",0.1,"0.1",TRUE,"BRCA","Precision@6",0.567365967365967
"sigma",0.1,"0.1",TRUE,"BRCA","Precision@100",0.6
"sigma",0.1,"0.1",TRUE,"COAD","Precision@6",0.728333333333333
"sigma",0.1,"0.1",TRUE,"COAD","Precision@100",0.56
"sigma",0.1,"0.1",TRUE,"HNSC","Precision@6",0.642178362573099
"sigma",0.1,"0.1",TRUE,"HNSC","Precision@100",0.62
"sigma",0.1,"0.1",TRUE,"KIRC","Precision@6",0.565850815850816
"sigma",0.1,"0.1",TRUE,"KIRC","Precision@100",0.6
"sigma",0.1,"0.1",TRUE,"KIRP","Precision@6",0.451310861423221
"sigma",0.1,"0.1",TRUE,"KIRP","Precision@100",0.58
"sigma",0.1,"0.1",TRUE,"LIHC","Precision@6",0.510964912280702
"sigma",0.1,"0.1",TRUE,"LIHC","Precision@100",0.61
"sigma",0.1,"0.1",TRUE,"LUAD","Precision@6",0.625712250712251
"sigma",0.1,"0.1",TRUE,"LUAD","Precision@100",0.56
"sigma",0.1,"0.1",TRUE,"LUSC","Precision@6",0.638351254480287
"sigma",0.1,"0.1",TRUE,"LUSC","Precision@100",0.6
"sigma",0.1,"0.1",TRUE,"PRAD","Precision@6",0.482617586912065
"sigma",0.1,"0.1",TRUE,"PRAD","Precision@100",0.55
"sigma",0.1,"0.1",TRUE,"STAD","Precision@6",0.583101207056639
"sigma",0.1,"0.1",TRUE,"STAD","Precision@100",0.51
"sigma",0.1,"0.1",TRUE,"THCA","Precision@6",0.533333333333333
"sigma",0.1,"0.1",TRUE,"THCA","Precision@100",0.51
"sigma",0.1,"0.1",TRUE,"UCEC","Precision@6",0.775067750677507
"sigma",0.1,"0.1",TRUE,"UCEC","Precision@100",0.51
"sigma",0.3,"0.3",FALSE,"BRCA","Precision@6",0.564335664335664
"sigma",0.3,"0.3",FALSE,"BRCA","Precision@100",0.6
"sigma",0.3,"0.3",FALSE,"COAD","Precision@6",0.729583333333333
"sigma",0.3,"0.3",FALSE,"COAD","Precision@100",0.56
"sigma",0.3,"0.3",FALSE,"HNSC","Precision@6",0.635599415204678
"sigma",0.3,"0.3",FALSE,"HNSC","Precision@100",0.62
"sigma",0.3,"0.3",FALSE,"KIRC","Precision@6",0.564685314685315
"sigma",0.3,"0.3",FALSE,"KIRC","Precision@100",0.6
"sigma",0.3,"0.3",FALSE,"KIRP","Precision@6",0.456928838951311
"sigma",0.3,"0.3",FALSE,"KIRP","Precision@100",0.58
"sigma",0.3,"0.3",FALSE,"LIHC","Precision@6",0.49890350877193
"sigma",0.3,"0.3",FALSE,"LIHC","Precision@100",0.61
"sigma",0.3,"0.3",FALSE,"LUAD","Precision@6",0.609330484330484
"sigma",0.3,"0.3",FALSE,"LUAD","Precision@100",0.56
"sigma",0.3,"0.3",FALSE,"LUSC","Precision@6",0.620071684587814
"sigma",0.3,"0.3",FALSE,"LUSC","Precision@100",0.6
"sigma",0.3,"0.3",FALSE,"PRAD","Precision@6",0.484662576687117
"sigma",0.3,"0.3",FALSE,"PRAD","Precision@100",0.55
"sigma",0.3,"0.3",FALSE,"STAD","Precision@6",0.571030640668524
"sigma",0.3,"0.3",FALSE,"STAD","Precision@100",0.51
"sigma",0.3,"0.3",FALSE,"THCA","Precision@6",0.533333333333333
"sigma",0.3,"0.3",FALSE,"THCA","Precision@100",0.51
"sigma",0.3,"0.3",FALSE,"UCEC","Precision@6",0.778116531165312
"sigma",0.3,"0.3",FALSE,"UCEC","Precision@100",0.51
"sigma",0.5,"0.5",FALSE,"BRCA","Precision@6",0.564102564102564
"sigma",0.5,"0.5",FALSE,"BRCA","Precision@100",0.6
"sigma",0.5,"0.5",FALSE,"COAD","Precision@6",0.73
"sigma",0.5,"0.5",FALSE,"COAD","Precision@100",0.56
"sigma",0.5,"0.5",FALSE,"HNSC","Precision@6",0.636330409356725
"sigma",0.5,"0.5",FALSE,"HNSC","Precision@100",0.62
"sigma",0.5,"0.5",FALSE,"KIRC","Precision@6",0.565268065268065
"sigma",0.5,"0.5",FALSE,"KIRC","Precision@100",0.6
"sigma",0.5,"0.5",FALSE,"KIRP","Precision@6",0.456928838951311
"sigma",0.5,"0.5",FALSE,"KIRP","Precision@100",0.58
"sigma",0.5,"0.5",FALSE,"LIHC","Precision@6",0.496162280701754
"sigma",0.5,"0.5",FALSE,"LIHC","Precision@100",0.61
"sigma",0.5,"0.5",FALSE,"LUAD","Precision@6",0.608618233618234
"sigma",0.5,"0.5",FALSE,"LUAD","Precision@100",0.56
"sigma",0.5,"0.5",FALSE,"LUSC","Precision@6",0.617562724014337
"sigma",0.5,"0.5",FALSE,"LUSC","Precision@100",0.6
"sigma",0.5,"0.5",FALSE,"PRAD","Precision@6",0.482617586912065
"sigma",0.5,"0.5",FALSE,"PRAD","Precision@100",0.55
"sigma",0.5,"0.5",FALSE,"STAD","Precision@6",0.571030640668524
"sigma",0.5,"0.5",FALSE,"STAD","Precision@100",0.51
"sigma",0.5,"0.5",FALSE,"THCA","Precision@6",0.533333333333333
"sigma",0.5,"0.5",FALSE,"THCA","Precision@100",0.51
"sigma",0.5,"0.5",FALSE,"UCEC","Precision@6",0.777439024390244
"sigma",0.5,"0.5",FALSE,"UCEC","Precision@100",0.51
"sigma",1,"1",FALSE,"BRCA","Precision@6",0.563869463869464
"sigma",1,"1",FALSE,"BRCA","Precision@100",0.6
"sigma",1,"1",FALSE,"COAD","Precision@6",0.730416666666667
"sigma",1,"1",FALSE,"COAD","Precision@100",0.56
"sigma",1,"1",FALSE,"HNSC","Precision@6",0.636695906432749
"sigma",1,"1",FALSE,"HNSC","Precision@100",0.62
"sigma",1,"1",FALSE,"KIRC","Precision@6",0.564685314685315
"sigma",1,"1",FALSE,"KIRC","Precision@100",0.6
"sigma",1,"1",FALSE,"KIRP","Precision@6",0.455992509363296
"sigma",1,"1",FALSE,"KIRP","Precision@100",0.58
"sigma",1,"1",FALSE,"LIHC","Precision@6",0.497258771929825
"sigma",1,"1",FALSE,"LIHC","Precision@100",0.61
"sigma",1,"1",FALSE,"LUAD","Precision@6",0.608262108262108
"sigma",1,"1",FALSE,"LUAD","Precision@100",0.56
"sigma",1,"1",FALSE,"LUSC","Precision@6",0.617921146953405
"sigma",1,"1",FALSE,"LUSC","Precision@100",0.6
"sigma",1,"1",FALSE,"PRAD","Precision@6",0.483640081799591
"sigma",1,"1",FALSE,"PRAD","Precision@100",0.55
"sigma",1,"1",FALSE,"STAD","Precision@6",0.571030640668524
"sigma",1,"1",FALSE,"STAD","Precision@100",0.51
"sigma",1,"1",FALSE,"THCA","Precision@6",0.533333333333333
"sigma",1,"1",FALSE,"THCA","Precision@100",0.51
"sigma",1,"1",FALSE,"UCEC","Precision@6",0.777439024390244
"sigma",1,"1",FALSE,"UCEC","Precision@100",0.51
"sigma",2,"2",FALSE,"BRCA","Precision@6",0.563869463869464
"sigma",2,"2",FALSE,"BRCA","Precision@100",0.6
"sigma",2,"2",FALSE,"COAD","Precision@6",0.730416666666667
"sigma",2,"2",FALSE,"COAD","Precision@100",0.56
"sigma",2,"2",FALSE,"HNSC","Precision@6",0.636695906432749
"sigma",2,"2",FALSE,"HNSC","Precision@100",0.62
"sigma",2,"2",FALSE,"KIRC","Precision@6",0.564685314685315
"sigma",2,"2",FALSE,"KIRC","Precision@100",0.6
"sigma",2,"2",FALSE,"KIRP","Precision@6",0.455992509363296
"sigma",2,"2",FALSE,"KIRP","Precision@100",0.58
"sigma",2,"2",FALSE,"LIHC","Precision@6",0.49780701754386
"sigma",2,"2",FALSE,"LIHC","Precision@100",0.61
"sigma",2,"2",FALSE,"LUAD","Precision@6",0.608262108262108
"sigma",2,"2",FALSE,"LUAD","Precision@100",0.56
"sigma",2,"2",FALSE,"LUSC","Precision@6",0.617921146953405
"sigma",2,"2",FALSE,"LUSC","Precision@100",0.6
"sigma",2,"2",FALSE,"PRAD","Precision@6",0.483640081799591
"sigma",2,"2",FALSE,"PRAD","Precision@100",0.55
"sigma",2,"2",FALSE,"STAD","Precision@6",0.571030640668524
"sigma",2,"2",FALSE,"STAD","Precision@100",0.51
"sigma",2,"2",FALSE,"THCA","Precision@6",0.533333333333333
"sigma",2,"2",FALSE,"THCA","Precision@100",0.51
"sigma",2,"2",FALSE,"UCEC","Precision@6",0.777777777777778
"sigma",2,"2",FALSE,"UCEC","Precision@100",0.51
"r",0.05,"0.05",FALSE,"BRCA","Precision@6",0.565268065268065
"r",0.05,"0.05",FALSE,"BRCA","Precision@100",0.6
"r",0.05,"0.05",FALSE,"COAD","Precision@6",0.73375
"r",0.05,"0.05",FALSE,"COAD","Precision@100",0.59
"r",0.05,"0.05",FALSE,"HNSC","Precision@6",0.634502923976608
"r",0.05,"0.05",FALSE,"HNSC","Precision@100",0.62
"r",0.05,"0.05",FALSE,"KIRC","Precision@6",0.557692307692308
"r",0.05,"0.05",FALSE,"KIRC","Precision@100",0.58
"r",0.05,"0.05",FALSE,"KIRP","Precision@6",0.455992509363296
"r",0.05,"0.05",FALSE,"KIRP","Precision@100",0.56
"r",0.05,"0.05",FALSE,"LIHC","Precision@6",0.506030701754386
"r",0.05,"0.05",FALSE,"LIHC","Precision@100",0.58
"r",0.05,"0.05",FALSE,"LUAD","Precision@6",0.608262108262108
"r",0.05,"0.05",FALSE,"LUAD","Precision@100",0.57
"r",0.05,"0.05",FALSE,"LUSC","Precision@6",0.616845878136201
"r",0.05,"0.05",FALSE,"LUSC","Precision@100",0.58
"r",0.05,"0.05",FALSE,"PRAD","Precision@6",0.48159509202454
"r",0.05,"0.05",FALSE,"PRAD","Precision@100",0.54
"r",0.05,"0.05",FALSE,"STAD","Precision@6",0.588207985143918
"r",0.05,"0.05",FALSE,"STAD","Precision@100",0.51
"r",0.05,"0.05",FALSE,"THCA","Precision@6",0.533333333333333
"r",0.05,"0.05",FALSE,"THCA","Precision@100",0.51
"r",0.05,"0.05",FALSE,"UCEC","Precision@6",0.78760162601626
"r",0.05,"0.05",FALSE,"UCEC","Precision@100",0.52
"r",0.15,"0.15",TRUE,"BRCA","Precision@6",0.567365967365967
"r",0.15,"0.15",TRUE,"BRCA","Precision@100",0.6
"r",0.15,"0.15",TRUE,"COAD","Precision@6",0.728333333333333
"r",0.15,"0.15",TRUE,"COAD","Precision@100",0.56
"r",0.15,"0.15",TRUE,"HNSC","Precision@6",0.642178362573099
"r",0.15,"0.15",TRUE,"HNSC","Precision@100",0.62
"r",0.15,"0.15",TRUE,"KIRC","Precision@6",0.565850815850816
"r",0.15,"0.15",TRUE,"KIRC","Precision@100",0.6
"r",0.15,"0.15",TRUE,"KIRP","Precision@6",0.451310861423221
"r",0.15,"0.15",TRUE,"KIRP","Precision@100",0.58
"r",0.15,"0.15",TRUE,"LIHC","Precision@6",0.510964912280702
"r",0.15,"0.15",TRUE,"LIHC","Precision@100",0.61
"r",0.15,"0.15",TRUE,"LUAD","Precision@6",0.625712250712251
"r",0.15,"0.15",TRUE,"LUAD","Precision@100",0.56
"r",0.15,"0.15",TRUE,"LUSC","Precision@6",0.638351254480287
"r",0.15,"0.15",TRUE,"LUSC","Precision@100",0.6
"r",0.15,"0.15",TRUE,"PRAD","Precision@6",0.482617586912065
"r",0.15,"0.15",TRUE,"PRAD","Precision@100",0.55
"r",0.15,"0.15",TRUE,"STAD","Precision@6",0.583101207056639
"r",0.15,"0.15",TRUE,"STAD","Precision@100",0.51
"r",0.15,"0.15",TRUE,"THCA","Precision@6",0.533333333333333
"r",0.15,"0.15",TRUE,"THCA","Precision@100",0.51
"r",0.15,"0.15",TRUE,"UCEC","Precision@6",0.775067750677507
"r",0.15,"0.15",TRUE,"UCEC","Precision@100",0.51
"r",0.3,"0.3",FALSE,"BRCA","Precision@6",0.564801864801865
"r",0.3,"0.3",FALSE,"BRCA","Precision@100",0.6
"r",0.3,"0.3",FALSE,"COAD","Precision@6",0.717916666666667
"r",0.3,"0.3",FALSE,"COAD","Precision@100",0.54
"r",0.3,"0.3",FALSE,"HNSC","Precision@6",0.638523391812866
"r",0.3,"0.3",FALSE,"HNSC","Precision@100",0.61
"r",0.3,"0.3",FALSE,"KIRC","Precision@6",0.558857808857809
"r",0.3,"0.3",FALSE,"KIRC","Precision@100",0.6
"r",0.3,"0.3",FALSE,"KIRP","Precision@6",0.442883895131086
"r",0.3,"0.3",FALSE,"KIRP","Precision@100",0.53
"r",0.3,"0.3",FALSE,"LIHC","Precision@6",0.509320175438597
"r",0.3,"0.3",FALSE,"LIHC","Precision@100",0.59
